AT3G09720	Ddx52
AT5G13250	Bmi1
AT5G13250	Bmi1
AT5G13250	Pcgf2
AT5G13250	Pcgf2
AT5G13250	Pcgf2
AT5G13250	Pcgf2
AT5G13250	Bmi1
AT5G13250	Bmi1
AT5G13250	Pcgf6
AT5G13250	Pcgf5
AT5G13250	Pcgf5
AT5G13250	Pcgf5
AT5G13250	Pcgf5
AT5G13250	Pcgf5
AT5G13250	Pcgf5
AT5G13250	Pcgf5
AT5G13250	Pcgf5
AT5G13250	Pcgf3
AT5G13250	Pcgf3
AT1G28080	Pcgf1
AT1G28080	Pcgf1
AT1G28080	Pcgf1
AT1G28080	Pcgf1
AT1G28080	Pcgf1
AT1G28080	Pcgf1
AT1G28080	Bmi1
AT1G28080	Bmi1
AT1G28080	Bmi1
AT1G28080	Bmi1
AT1G28080	Pcgf2
AT1G28080	Pcgf2
AT1G28080	Pcgf2
AT1G28080	Pcgf2
AT1G28080	Bmi1
AT1G28080	Bmi1
AT1G28080	Pcgf6
AT1G28080	Pcgf5
AT1G28080	Pcgf5
AT1G28080	Pcgf5
AT1G28080	Pcgf5
AT1G28080	Pcgf5
AT1G28080	Pcgf5
AT1G28080	Pcgf5
AT1G28080	Pcgf5
AT1G28080	Pcgf3
AT1G28080	Pcgf3
AT1G35183	Pcgf1
AT1G35183	Pcgf1
AT1G35183	Pcgf1
AT1G35183	Pcgf1
AT1G35183	Pcgf1
AT1G35183	Pcgf1
AT1G35183	Bmi1
AT1G35183	Bmi1
AT1G35183	Bmi1
AT1G35183	Bmi1
AT1G35183	Pcgf2
AT1G35183	Pcgf2
AT1G35183	Pcgf2
AT1G35183	Pcgf2
AT1G35183	Bmi1
AT1G35183	Bmi1
AT1G35183	Pcgf6
AT1G35183	Pcgf5
AT1G35183	Pcgf5
AT1G35183	Pcgf5
AT1G35183	Pcgf5
AT1G35183	Pcgf5
AT1G35183	Pcgf5
AT1G35183	Pcgf5
AT1G35183	Pcgf5
AT1G35183	Pcgf3
AT1G35183	Pcgf3
AT1G06770	Pcgf1
AT1G06770	Pcgf1
AT1G06770	Pcgf1
AT1G06770	Pcgf1
AT1G06770	Pcgf1
AT1G06770	Pcgf1
AT1G06770	Bmi1
AT1G06770	Bmi1
AT1G06770	Bmi1
AT1G06770	Bmi1
AT1G06770	Pcgf2
AT1G06770	Pcgf2
AT1G06770	Pcgf2
AT1G06770	Pcgf2
AT1G06770	Bmi1
AT1G06770	Bmi1
AT1G06770	Pcgf6
AT1G06770	Pcgf5
AT1G06770	Pcgf5
AT1G06770	Pcgf5
AT1G06770	Pcgf5
AT1G06770	Pcgf5
AT1G06770	Pcgf5
AT1G06770	Pcgf5
AT1G06770	Pcgf5
AT1G06770	Pcgf3
AT1G06770	Pcgf3
AT2G30580	Pcgf1
AT2G30580	Pcgf1
AT2G30580	Pcgf1
AT2G30580	Pcgf1
AT2G30580	Pcgf1
AT2G30580	Pcgf1
AT2G30580	Bmi1
AT2G30580	Bmi1
AT2G30580	Bmi1
AT2G30580	Bmi1
AT2G30580	Pcgf2
AT2G30580	Pcgf2
AT2G30580	Pcgf2
AT2G30580	Pcgf2
AT2G30580	Bmi1
AT2G30580	Bmi1
AT2G30580	Pcgf6
AT2G30580	Pcgf5
AT2G30580	Pcgf5
AT2G30580	Pcgf5
AT2G30580	Pcgf5
AT2G30580	Pcgf5
AT2G30580	Pcgf5
AT2G30580	Pcgf5
AT2G30580	Pcgf5
AT2G30580	Pcgf3
AT2G30580	Pcgf3
AT3G23060	Pcgf1
AT3G23060	Pcgf1
AT3G23060	Pcgf1
AT3G23060	Pcgf1
AT3G23060	Pcgf1
AT3G23060	Pcgf1
AT3G23060	Bmi1
AT3G23060	Bmi1
AT3G23060	Bmi1
AT3G23060	Bmi1
AT3G23060	Pcgf2
AT3G23060	Pcgf2
AT3G23060	Pcgf2
AT3G23060	Pcgf2
AT3G23060	Bmi1
AT3G23060	Bmi1
AT3G23060	Pcgf6
AT3G23060	Pcgf5
AT3G23060	Pcgf5
AT3G23060	Pcgf5
AT3G23060	Pcgf5
AT3G23060	Pcgf5
AT3G23060	Pcgf5
AT3G23060	Pcgf5
AT3G23060	Pcgf5
AT3G23060	Pcgf3
AT3G23060	Pcgf3
AT1G11910	Pgc
AT1G11910	Cym
AT1G11910	Pga5
AT1G11910	Ctse
AT1G11910	Ctse
AT1G11910	Napsa
AT1G11910	Ctsd
AT1G11910	Ctsd
AT1G62290	Pgc
AT1G62290	Cym
AT1G62290	Pga5
AT1G62290	Ctse
AT1G62290	Ctse
AT1G62290	Napsa
AT1G62290	Ctsd
AT1G62290	Ctsd
AT4G04460	Pgc
AT4G04460	Cym
AT4G04460	Pga5
AT4G04460	Ctse
AT4G04460	Ctse
AT4G04460	Napsa
AT4G04460	Ctsd
AT4G04460	Ctsd
AT3G24170	Txnrd1
AT3G24170	Txnrd1
AT3G24170	Txnrd1
AT3G24170	Txnrd1
AT3G24170	Txnrd3
AT3G24170	Txnrd3
AT3G24170	Txnrd2
AT3G24170	Txnrd2
AT3G24170	Txnrd2
AT3G24170	Txnrd2
AT3G24170	Txnrd2
AT3G24170	Txnrd2
AT3G24170	Txnrd2
AT3G24170	Txnrd2
AT3G24170	Txnrd2
AT3G24170	Txnrd2
AT3G24170	Txnrd2
AT3G24170	Txnrd2
AT3G24170	Txnrd2
AT3G24170	Txnrd2
AT3G24170	Gsr
AT3G54660	Txnrd1
AT3G54660	Txnrd1
AT3G54660	Txnrd1
AT3G54660	Txnrd1
AT3G54660	Txnrd3
AT3G54660	Txnrd3
AT3G54660	Txnrd2
AT3G54660	Txnrd2
AT3G54660	Txnrd2
AT3G54660	Txnrd2
AT3G54660	Txnrd2
AT3G54660	Txnrd2
AT3G54660	Txnrd2
AT3G54660	Txnrd2
AT3G54660	Txnrd2
AT3G54660	Txnrd2
AT3G54660	Txnrd2
AT3G54660	Txnrd2
AT3G54660	Txnrd2
AT3G54660	Txnrd2
AT3G54660	Gsr
AT2G02040	Slc15a4
AT1G62200	Slc15a4
AT2G02020	Slc15a4
AT5G19640	Slc15a4
AT1G32450	Slc15a4
AT4G21680	Slc15a4
AT5G01180	Slc15a4
AT3G54140	Slc15a4
AT1G22540	Slc15a4
AT5G14940	Slc15a4
AT3G01350	Slc15a4
AT1G72130	Slc15a4
AT1G72140	Slc15a4
AT1G22570	Slc15a4
AT1G22550	Slc15a4
AT1G72120	Slc15a4
AT1G72125	Slc15a4
AT3G54450	Slc15a4
AT2G37900	Slc15a4
AT3G53960	Slc15a4
AT5G46040	Slc15a4
AT5G46050	Slc15a4
AT2G40460	Slc15a4
AT5G13400	Slc15a4
AT3G25280	Slc15a4
AT3G25260	Slc15a4
AT5G62730	Slc15a4
AT1G69850	Slc15a4
AT1G27040	Slc15a4
AT1G33440	Slc15a4
AT1G59740	Slc15a4
AT3G21670	Slc15a4
AT2G26690	Slc15a4
AT1G12110	Slc15a4
AT1G68570	Slc15a4
AT2G38100	Slc15a4
AT3G45660	Slc15a4
AT3G45690	Slc15a4
AT3G45680	Slc15a4
AT3G45700	Slc15a4
AT3G45710	Slc15a4
AT3G45720	Slc15a4
AT3G45650	Slc15a4
AT5G11570	Slc15a4
AT1G52190	Slc15a4
AT3G16180	Slc15a4
AT1G27080	Slc15a4
AT1G69870	Slc15a4
AT1G69860	Slc15a4
AT5G28470	Slc15a4
AT1G18880	Slc15a4
AT5G62680	Slc15a4
AT3G47960	Slc15a4
AT5G43940	Adh4
AT5G43940	Adh4
AT5G43940	Adh6b
AT5G43940	Adh6b
AT5G43940	Adh6a
AT5G43940	Adh6a
AT5G43940	Adh1
AT5G43940	Adh7
AT5G43940	Adh5
AT1G77120	Adh4
AT1G77120	Adh4
AT1G77120	Adh6b
AT1G77120	Adh6b
AT1G77120	Adh6a
AT1G77120	Adh6a
AT1G77120	Adh1
AT1G77120	Adh7
AT1G77120	Adh5
AT5G24760	Adh4
AT5G24760	Adh4
AT5G24760	Adh6b
AT5G24760	Adh6b
AT5G24760	Adh6a
AT5G24760	Adh6a
AT5G24760	Adh1
AT5G24760	Adh7
AT5G24760	Adh5
AT1G64710	Adh4
AT1G64710	Adh4
AT1G64710	Adh6b
AT1G64710	Adh6b
AT1G64710	Adh6a
AT1G64710	Adh6a
AT1G64710	Adh1
AT1G64710	Adh7
AT1G64710	Adh5
AT1G32780	Adh4
AT1G32780	Adh4
AT1G32780	Adh6b
AT1G32780	Adh6b
AT1G32780	Adh6a
AT1G32780	Adh6a
AT1G32780	Adh1
AT1G32780	Adh7
AT1G32780	Adh5
AT1G22430	Adh4
AT1G22430	Adh4
AT1G22430	Adh6b
AT1G22430	Adh6b
AT1G22430	Adh6a
AT1G22430	Adh6a
AT1G22430	Adh1
AT1G22430	Adh7
AT1G22430	Adh5
AT4G22110	Adh4
AT4G22110	Adh4
AT4G22110	Adh6b
AT4G22110	Adh6b
AT4G22110	Adh6a
AT4G22110	Adh6a
AT4G22110	Adh1
AT4G22110	Adh7
AT4G22110	Adh5
AT1G22440	Adh4
AT1G22440	Adh4
AT1G22440	Adh6b
AT1G22440	Adh6b
AT1G22440	Adh6a
AT1G22440	Adh6a
AT1G22440	Adh1
AT1G22440	Adh7
AT1G22440	Adh5
AT5G42250	Adh4
AT5G42250	Adh4
AT5G42250	Adh6b
AT5G42250	Adh6b
AT5G42250	Adh6a
AT5G42250	Adh6a
AT5G42250	Adh1
AT5G42250	Adh7
AT5G42250	Adh5
AT2G20190	Clasp1
AT2G20190	Clasp1
AT2G20190	Clasp1
AT2G20190	Clasp1
AT2G20190	Clasp1
AT2G20190	Clasp1
AT2G20190	Clasp1
AT2G20190	Clasp1
AT2G20190	Clasp1
AT2G20190	Clasp1
AT2G20190	Clasp1
AT2G20190	Clasp1
AT2G20190	Clasp1
AT2G20190	Clasp1
AT2G20190	Clasp1
AT2G20190	Clasp1
AT2G20190	Clasp1
AT2G20190	Clasp2
AT2G20190	Clasp2
AT2G20190	Clasp2
AT2G20190	Clasp2
AT2G20190	Clasp1
AT2G20190	Clasp2
AT2G20190	Clasp2
AT2G20190	Clasp2
AT3G17609	Atf2
AT3G17609	Atf2
AT3G17609	Atf2
AT3G17609	Atf2
AT3G17609	Atf2
AT3G17609	Atf2
AT3G17609	Atf2
AT3G17609	Atf2
AT3G17609	Atf2
AT3G17609	Atf2
AT3G17609	Atf2
AT3G17609	Atf2
AT3G17609	Atf7
AT3G17609	Atf7
AT3G17609	Atf7
AT3G17609	Atf7
AT3G17609	Atf7
AT3G17609	Gm28047
AT3G17609	Atf7
AT3G17609	Creb5
AT3G17609	Creb5
AT3G17609	Creb5
AT3G17609	Atf7
AT5G11260	Atf2
AT5G11260	Atf2
AT5G11260	Atf2
AT5G11260	Atf2
AT5G11260	Atf2
AT5G11260	Atf2
AT5G11260	Atf2
AT5G11260	Atf2
AT5G11260	Atf2
AT5G11260	Atf2
AT5G11260	Atf2
AT5G11260	Atf2
AT5G11260	Atf7
AT5G11260	Atf7
AT5G11260	Atf7
AT5G11260	Atf7
AT5G11260	Atf7
AT5G11260	Gm28047
AT5G11260	Atf7
AT5G11260	Creb5
AT5G11260	Creb5
AT5G11260	Creb5
AT5G11260	Atf7
AT1G71440	Tbce
AT1G71440	Tbce
AT5G05070	Zdhhc5
AT5G05070	Zdhhc9
AT5G05070	Zdhhc9
AT5G05070	Zdhhc18
AT5G05070	Zdhhc14
AT3G56920	Zdhhc5
AT3G56920	Zdhhc9
AT3G56920	Zdhhc9
AT3G56920	Zdhhc18
AT3G56920	Zdhhc14
AT2G40990	Zdhhc5
AT2G40990	Zdhhc9
AT2G40990	Zdhhc9
AT2G40990	Zdhhc18
AT2G40990	Zdhhc14
AT3G56930	Zdhhc5
AT3G56930	Zdhhc9
AT3G56930	Zdhhc9
AT3G56930	Zdhhc18
AT3G56930	Zdhhc14
AT3G26935	Zdhhc5
AT3G26935	Zdhhc9
AT3G26935	Zdhhc9
AT3G26935	Zdhhc18
AT3G26935	Zdhhc14
AT5G41060	Zdhhc5
AT5G41060	Zdhhc9
AT5G41060	Zdhhc9
AT5G41060	Zdhhc18
AT5G41060	Zdhhc14
AT3G48760	Zdhhc5
AT3G48760	Zdhhc9
AT3G48760	Zdhhc9
AT3G48760	Zdhhc18
AT3G48760	Zdhhc14
AT5G50020	Zdhhc5
AT5G50020	Zdhhc9
AT5G50020	Zdhhc9
AT5G50020	Zdhhc18
AT5G50020	Zdhhc14
AT4G24630	Zdhhc5
AT4G24630	Zdhhc9
AT4G24630	Zdhhc9
AT4G24630	Zdhhc18
AT4G24630	Zdhhc14
AT1G10680	Abcb4
AT1G10680	Abcb1b
AT1G10680	Abcb1a
AT1G10680	Abcb5
AT1G10680	Abcb11
AT1G10680	Abcb11
AT1G10680	Abcb11
AT4G25960	Abcb4
AT4G25960	Abcb1b
AT4G25960	Abcb1a
AT4G25960	Abcb5
AT4G25960	Abcb11
AT4G25960	Abcb11
AT4G25960	Abcb11
AT1G28010	Abcb4
AT1G28010	Abcb1b
AT1G28010	Abcb1a
AT1G28010	Abcb5
AT1G28010	Abcb11
AT1G28010	Abcb11
AT1G28010	Abcb11
AT1G27940	Abcb4
AT1G27940	Abcb1b
AT1G27940	Abcb1a
AT1G27940	Abcb5
AT1G27940	Abcb11
AT1G27940	Abcb11
AT1G27940	Abcb11
AT3G28860	Abcb4
AT3G28860	Abcb1b
AT3G28860	Abcb1a
AT3G28860	Abcb5
AT3G28860	Abcb11
AT3G28860	Abcb11
AT3G28860	Abcb11
AT2G36910	Abcb4
AT2G36910	Abcb1b
AT2G36910	Abcb1a
AT2G36910	Abcb5
AT2G36910	Abcb11
AT2G36910	Abcb11
AT2G36910	Abcb11
AT3G55320	Abcb4
AT3G55320	Abcb1b
AT3G55320	Abcb1a
AT3G55320	Abcb5
AT3G55320	Abcb11
AT3G55320	Abcb11
AT3G55320	Abcb11
AT2G39480	Abcb4
AT2G39480	Abcb1b
AT2G39480	Abcb1a
AT2G39480	Abcb5
AT2G39480	Abcb11
AT2G39480	Abcb11
AT2G39480	Abcb11
AT3G28415	Abcb4
AT3G28415	Abcb1b
AT3G28415	Abcb1a
AT3G28415	Abcb5
AT3G28415	Abcb11
AT3G28415	Abcb11
AT3G28415	Abcb11
AT3G28390	Abcb4
AT3G28390	Abcb1b
AT3G28390	Abcb1a
AT3G28390	Abcb5
AT3G28390	Abcb11
AT3G28390	Abcb11
AT3G28390	Abcb11
AT3G28360	Abcb4
AT3G28360	Abcb1b
AT3G28360	Abcb1a
AT3G28360	Abcb5
AT3G28360	Abcb11
AT3G28360	Abcb11
AT3G28360	Abcb11
AT3G28380	Abcb4
AT3G28380	Abcb1b
AT3G28380	Abcb1a
AT3G28380	Abcb5
AT3G28380	Abcb11
AT3G28380	Abcb11
AT3G28380	Abcb11
AT3G28345	Abcb4
AT3G28345	Abcb1b
AT3G28345	Abcb1a
AT3G28345	Abcb5
AT3G28345	Abcb11
AT3G28345	Abcb11
AT3G28345	Abcb11
AT3G62150	Abcb4
AT3G62150	Abcb1b
AT3G62150	Abcb1a
AT3G62150	Abcb5
AT3G62150	Abcb11
AT3G62150	Abcb11
AT3G62150	Abcb11
AT2G47000	Abcb4
AT2G47000	Abcb1b
AT2G47000	Abcb1a
AT2G47000	Abcb5
AT2G47000	Abcb11
AT2G47000	Abcb11
AT2G47000	Abcb11
AT1G02520	Abcb4
AT1G02520	Abcb1b
AT1G02520	Abcb1a
AT1G02520	Abcb5
AT1G02520	Abcb11
AT1G02520	Abcb11
AT1G02520	Abcb11
AT1G02530	Abcb4
AT1G02530	Abcb1b
AT1G02530	Abcb1a
AT1G02530	Abcb5
AT1G02530	Abcb11
AT1G02530	Abcb11
AT1G02530	Abcb11
AT4G01830	Abcb4
AT4G01830	Abcb1b
AT4G01830	Abcb1a
AT4G01830	Abcb5
AT4G01830	Abcb11
AT4G01830	Abcb11
AT4G01830	Abcb11
AT4G01820	Abcb4
AT4G01820	Abcb1b
AT4G01820	Abcb1a
AT4G01820	Abcb5
AT4G01820	Abcb11
AT4G01820	Abcb11
AT4G01820	Abcb11
AT5G46540	Abcb4
AT5G46540	Abcb1b
AT5G46540	Abcb1a
AT5G46540	Abcb5
AT5G46540	Abcb11
AT5G46540	Abcb11
AT5G46540	Abcb11
AT4G18050	Abcb4
AT4G18050	Abcb1b
AT4G18050	Abcb1a
AT4G18050	Abcb5
AT4G18050	Abcb11
AT4G18050	Abcb11
AT4G18050	Abcb11
AT1G07990	Ppp6r3
AT1G07990	Ppp6r3
AT1G07990	Ppp6r3
AT1G07990	Ppp6r3
AT1G07990	Ppp6r3
AT1G07990	Ppp6r3
AT1G07990	Ppp6r1
AT1G07990	Ppp6r1
AT1G07990	Ppp6r1
AT1G07990	Ppp6r1
AT1G07990	Ppp6r2
AT1G07990	Ppp6r2
AT1G07990	Ppp6r2
AT2G28360	Ppp6r3
AT2G28360	Ppp6r3
AT2G28360	Ppp6r3
AT2G28360	Ppp6r3
AT2G28360	Ppp6r3
AT2G28360	Ppp6r3
AT2G28360	Ppp6r1
AT2G28360	Ppp6r1
AT2G28360	Ppp6r1
AT2G28360	Ppp6r1
AT2G28360	Ppp6r2
AT2G28360	Ppp6r2
AT2G28360	Ppp6r2
AT3G45190	Ppp6r3
AT3G45190	Ppp6r3
AT3G45190	Ppp6r3
AT3G45190	Ppp6r3
AT3G45190	Ppp6r3
AT3G45190	Ppp6r3
AT3G45190	Ppp6r1
AT3G45190	Ppp6r1
AT3G45190	Ppp6r1
AT3G45190	Ppp6r1
AT3G45190	Ppp6r2
AT3G45190	Ppp6r2
AT3G45190	Ppp6r2
AT1G30470	Ppp6r3
AT1G30470	Ppp6r3
AT1G30470	Ppp6r3
AT1G30470	Ppp6r3
AT1G30470	Ppp6r3
AT1G30470	Ppp6r3
AT1G30470	Ppp6r1
AT1G30470	Ppp6r1
AT1G30470	Ppp6r1
AT1G30470	Ppp6r1
AT1G30470	Ppp6r2
AT1G30470	Ppp6r2
AT1G30470	Ppp6r2
AT1G08620	Kdm5c
AT4G20400	Kdm5c
AT1G30810	Kdm5c
AT2G34880	Kdm5c
AT5G46910	Kdm5c
AT1G63490	Kdm5b
AT1G63490	Kdm5b
AT1G63490	Kdm5c
AT1G63490	Kdm5c
AT1G63490	Kdm5c
AT1G63490	Kdm5d
AT1G63490	Kdm5d
AT1G63490	Kdm5d
AT1G63490	Kdm5d
AT1G63490	Kdm5a
AT1G63490	Kdm5a
AT1G63490	Kdm5a
AT1G63490	Kdm5a
AT1G09100	Psmc3
AT1G09100	Psmc3
AT1G09100	Psmc3
AT1G09100	Psmc3
AT1G09100	Psmc3
AT3G05530	Psmc3
AT3G05530	Psmc3
AT3G05530	Psmc3
AT3G05530	Psmc3
AT3G05530	Psmc3
AT5G43010	Psmc6
AT1G45000	Psmc6
AT2G20140	Psmc1
AT4G29040	Psmc1
AT5G58290	Psmc4
AT5G58290	Psmc4
AT2G31020	Osbpl6
AT2G31020	Osbpl6
AT4G08180	Osbpl6
AT4G08180	Osbpl6
AT1G13170	Osbpl6
AT1G13170	Osbpl6
AT4G12460	Osbpl6
AT4G12460	Osbpl6
AT4G22540	Osbpl6
AT4G22540	Osbpl6
AT2G31030	Osbpl6
AT2G31030	Osbpl6
AT2G04940	Plscr2
AT2G04940	1700057G04Rik
AT2G04940	Plscr1
AT2G04940	Plscr1
AT2G04940	Plscr2
AT2G04940	Plscr2
AT2G04940	Plscr2
AT2G04940	Plscr5
AT2G04940	Plscr3
AT2G04940	Plscr3
AT2G04940	Plscr3
AT2G04940	1700057G04Rik
AT2G04940	1700057G04Rik
AT2G04940	1700057G04Rik
AT2G16740	Ube2dnl2
AT2G16740	Ube2dnl1
AT2G16740	Ube2d1
AT2G16740	Ube2d3
AT2G16740	Ube2d3
AT2G16740	Ube2d3
AT2G16740	Ube2d3
AT2G16740	Ube2d3
AT2G16740	Ube2d3
AT2G16740	Ube2d3
AT2G16740	Ube2d3
AT2G16740	Ube2d2a
AT2G16740	Ube2d2a
AT2G16740	Ube2d2b
AT5G53300	Ube2dnl2
AT5G53300	Ube2dnl1
AT5G53300	Ube2d1
AT5G53300	Ube2d3
AT5G53300	Ube2d3
AT5G53300	Ube2d3
AT5G53300	Ube2d3
AT5G53300	Ube2d3
AT5G53300	Ube2d3
AT5G53300	Ube2d3
AT5G53300	Ube2d3
AT5G53300	Ube2d2a
AT5G53300	Ube2d2a
AT5G53300	Ube2d2b
AT4G27960	Ube2dnl2
AT4G27960	Ube2dnl1
AT4G27960	Ube2d1
AT4G27960	Ube2d3
AT4G27960	Ube2d3
AT4G27960	Ube2d3
AT4G27960	Ube2d3
AT4G27960	Ube2d3
AT4G27960	Ube2d3
AT4G27960	Ube2d3
AT4G27960	Ube2d3
AT4G27960	Ube2d2a
AT4G27960	Ube2d2a
AT4G27960	Ube2d2b
AT5G41700	Ube2dnl2
AT5G41700	Ube2dnl1
AT5G41700	Ube2d1
AT5G41700	Ube2d3
AT5G41700	Ube2d3
AT5G41700	Ube2d3
AT5G41700	Ube2d3
AT5G41700	Ube2d3
AT5G41700	Ube2d3
AT5G41700	Ube2d3
AT5G41700	Ube2d3
AT5G41700	Ube2d2a
AT5G41700	Ube2d2a
AT5G41700	Ube2d2b
AT3G08690	Ube2dnl2
AT3G08690	Ube2dnl1
AT3G08690	Ube2d1
AT3G08690	Ube2d3
AT3G08690	Ube2d3
AT3G08690	Ube2d3
AT3G08690	Ube2d3
AT3G08690	Ube2d3
AT3G08690	Ube2d3
AT3G08690	Ube2d3
AT3G08690	Ube2d3
AT3G08690	Ube2d2a
AT3G08690	Ube2d2a
AT3G08690	Ube2d2b
AT5G56150	Ube2dnl2
AT5G56150	Ube2dnl1
AT5G56150	Ube2d1
AT5G56150	Ube2d3
AT5G56150	Ube2d3
AT5G56150	Ube2d3
AT5G56150	Ube2d3
AT5G56150	Ube2d3
AT5G56150	Ube2d3
AT5G56150	Ube2d3
AT5G56150	Ube2d3
AT5G56150	Ube2d2a
AT5G56150	Ube2d2a
AT5G56150	Ube2d2b
AT5G25760	Ube2dnl2
AT5G25760	Ube2dnl1
AT5G25760	Ube2d1
AT5G25760	Ube2d3
AT5G25760	Ube2d3
AT5G25760	Ube2d3
AT5G25760	Ube2d3
AT5G25760	Ube2d3
AT5G25760	Ube2d3
AT5G25760	Ube2d3
AT5G25760	Ube2d3
AT5G25760	Ube2d2a
AT5G25760	Ube2d2a
AT5G25760	Ube2d2b
AT1G12550	Ctbp1
AT1G12550	Ctbp2
AT1G12550	Ctbp2
AT1G12550	Ctbp2
AT1G12550	Ctbp2
AT1G12550	Ctbp1
AT1G12550	Ctbp1
AT1G12550	Ctbp2
AT1G12550	Ctbp1
AT1G12550	Ctbp1
AT1G12550	Ctbp1
AT1G12550	Ctbp1
AT5G28310	Ctbp1
AT5G28310	Ctbp2
AT5G28310	Ctbp2
AT5G28310	Ctbp2
AT5G28310	Ctbp2
AT5G28310	Ctbp1
AT5G28310	Ctbp1
AT5G28310	Ctbp2
AT5G28310	Ctbp1
AT5G28310	Ctbp1
AT5G28310	Ctbp1
AT5G28310	Ctbp1
AT2G45630	Ctbp1
AT2G45630	Ctbp2
AT2G45630	Ctbp2
AT2G45630	Ctbp2
AT2G45630	Ctbp2
AT2G45630	Ctbp1
AT2G45630	Ctbp1
AT2G45630	Ctbp2
AT2G45630	Ctbp1
AT2G45630	Ctbp1
AT2G45630	Ctbp1
AT2G45630	Ctbp1
AT1G01510	Ctbp1
AT1G01510	Ctbp2
AT1G01510	Ctbp2
AT1G01510	Ctbp2
AT1G01510	Ctbp2
AT1G01510	Ctbp1
AT1G01510	Ctbp1
AT1G01510	Ctbp2
AT1G01510	Ctbp1
AT1G01510	Ctbp1
AT1G01510	Ctbp1
AT1G01510	Ctbp1
AT1G11250	Stx19
AT1G11250	Stx4a
AT1G11250	Stx4a
AT1G11250	Stx2
AT1G11250	Stx2
AT1G11250	Stx2
AT1G11250	Stx3
AT1G11250	Stx3
AT1G11250	Stx3
AT1G11250	Stx3
AT1G11250	Stx1b
AT1G11250	Stx1b
AT1G11250	Stx1a
AT1G11250	Stx1a
AT1G11250	Stx1a
AT1G11250	Stx2
AT1G61290	Stx19
AT1G61290	Stx4a
AT1G61290	Stx4a
AT1G61290	Stx2
AT1G61290	Stx2
AT1G61290	Stx2
AT1G61290	Stx3
AT1G61290	Stx3
AT1G61290	Stx3
AT1G61290	Stx3
AT1G61290	Stx1b
AT1G61290	Stx1b
AT1G61290	Stx1a
AT1G61290	Stx1a
AT1G61290	Stx1a
AT1G61290	Stx2
AT4G03330	Stx19
AT4G03330	Stx4a
AT4G03330	Stx4a
AT4G03330	Stx2
AT4G03330	Stx2
AT4G03330	Stx2
AT4G03330	Stx3
AT4G03330	Stx3
AT4G03330	Stx3
AT4G03330	Stx3
AT4G03330	Stx1b
AT4G03330	Stx1b
AT4G03330	Stx1a
AT4G03330	Stx1a
AT4G03330	Stx1a
AT4G03330	Stx2
AT3G11820	Stx19
AT3G11820	Stx4a
AT3G11820	Stx4a
AT3G11820	Stx2
AT3G11820	Stx2
AT3G11820	Stx2
AT3G11820	Stx3
AT3G11820	Stx3
AT3G11820	Stx3
AT3G11820	Stx3
AT3G11820	Stx1b
AT3G11820	Stx1b
AT3G11820	Stx1a
AT3G11820	Stx1a
AT3G11820	Stx1a
AT3G11820	Stx2
AT3G52400	Stx19
AT3G52400	Stx4a
AT3G52400	Stx4a
AT3G52400	Stx2
AT3G52400	Stx2
AT3G52400	Stx2
AT3G52400	Stx3
AT3G52400	Stx3
AT3G52400	Stx3
AT3G52400	Stx3
AT3G52400	Stx1b
AT3G52400	Stx1b
AT3G52400	Stx1a
AT3G52400	Stx1a
AT3G52400	Stx1a
AT3G52400	Stx2
AT5G08080	Stx19
AT5G08080	Stx4a
AT5G08080	Stx4a
AT5G08080	Stx2
AT5G08080	Stx2
AT5G08080	Stx2
AT5G08080	Stx3
AT5G08080	Stx3
AT5G08080	Stx3
AT5G08080	Stx3
AT5G08080	Stx1b
AT5G08080	Stx1b
AT5G08080	Stx1a
AT5G08080	Stx1a
AT5G08080	Stx1a
AT5G08080	Stx2
AT3G03800	Stx19
AT3G03800	Stx4a
AT3G03800	Stx4a
AT3G03800	Stx2
AT3G03800	Stx2
AT3G03800	Stx2
AT3G03800	Stx3
AT3G03800	Stx3
AT3G03800	Stx3
AT3G03800	Stx3
AT3G03800	Stx1b
AT3G03800	Stx1b
AT3G03800	Stx1a
AT3G03800	Stx1a
AT3G03800	Stx1a
AT3G03800	Stx2
AT2G18260	Stx19
AT2G18260	Stx4a
AT2G18260	Stx4a
AT2G18260	Stx2
AT2G18260	Stx2
AT2G18260	Stx2
AT2G18260	Stx3
AT2G18260	Stx3
AT2G18260	Stx3
AT2G18260	Stx3
AT2G18260	Stx1b
AT2G18260	Stx1b
AT2G18260	Stx1a
AT2G18260	Stx1a
AT2G18260	Stx1a
AT2G18260	Stx2
AT1G08560	Stx19
AT1G08560	Stx4a
AT1G08560	Stx4a
AT1G08560	Stx2
AT1G08560	Stx2
AT1G08560	Stx2
AT1G08560	Stx3
AT1G08560	Stx3
AT1G08560	Stx3
AT1G08560	Stx3
AT1G08560	Stx1b
AT1G08560	Stx1b
AT1G08560	Stx1a
AT1G08560	Stx1a
AT1G08560	Stx1a
AT1G08560	Stx2
AT3G61760	Dnm3
AT3G61760	Dnm3
AT3G61760	Dnm2
AT3G61760	Dnm2
AT3G61760	Dnm2
AT3G61760	Dnm2
AT3G61760	Dnm2
AT3G61760	Dnm2
AT3G61760	Dnm2
AT3G61760	Dnm1
AT3G61760	Dnm1
AT3G61760	Dnm1
AT3G61760	Dnm1
AT3G61760	Dnm1
AT3G61760	Dnm1
AT3G61760	Dnm1
AT3G61760	Dnm1
