Ddx52	YGL171W
Brd2	YLR399C
Brd2	YDL070W
Brd2	YLR399C
Brd2	YDL070W
Brd2	YLR399C
Brd2	YDL070W
Brd2	YLR399C
Brd2	YDL070W
Brd2	YLR399C
Brd2	YDL070W
Brd2	YLR399C
Brd2	YDL070W
Brd4	YLR399C
Brd4	YDL070W
Brd4	YLR399C
Brd4	YDL070W
Brd4	YLR399C
Brd4	YDL070W
Brd4	YLR399C
Brd4	YDL070W
Brd4	YLR399C
Brd4	YDL070W
Brdt	YLR399C
Brdt	YDL070W
Brdt	YLR399C
Brdt	YDL070W
Prkar1b	YIL033C
Prkar1a	YIL033C
Prkar1a	YIL033C
Prkar1b	YIL033C
Prkar1b	YIL033C
Prkar1b	YIL033C
Prkar1b	YIL033C
Tead2	YBR083W
Tead2	YBR083W
Tead2	YBR083W
Tead2	YBR083W
Tead2	YBR083W
Tead2	YBR083W
Tead2	YBR083W
Tead2	YBR083W
Tead1	YBR083W
Tead3	YBR083W
Tead3	YBR083W
Tead3	YBR083W
Tead3	YBR083W
Tead1	YBR083W
Tead1	YBR083W
Tead1	YBR083W
Tead1	YBR083W
Tead1	YBR083W
Tead1	YBR083W
Tead1	YBR083W
Tead1	YBR083W
Tead1	YBR083W
Tead4	YBR083W
Tead4	YBR083W
Tead4	YBR083W
Tead2	YBR083W
Ncs1	YDR373W
Sept4	YLR314C
Sept4	YLR314C
Sept4	YLR314C
Sept4	YLR314C
Sept4	YLR314C
Gm49601	YLR314C
Sept5	YLR314C
Sept5	YLR314C
Sept5	YLR314C
Sept1	YLR314C
Sept1	YLR314C
Sept1	YLR314C
Sept2	YLR314C
Sept2	YLR314C
Sept2	YLR314C
Sept2	YLR314C
Sept2	YLR314C
Sept2	YLR314C
Sept2	YLR314C
Sept2	YLR314C
Sept7	YLR314C
Sept7	YLR314C
Fmo2	YHR176W
Fmo5	YHR176W
Fmo5	YHR176W
Fmo5	YHR176W
Gm4846	YHR176W
Gm4847	YHR176W
Fmo9	YHR176W
Fmo9	YHR176W
Fmo2	YHR176W
Fmo2	YHR176W
Fmo6	YHR176W
Fmo3	YHR176W
Fmo1	YHR176W
Fmo1	YHR176W
Fmo1	YHR176W
Fmo1	YHR176W
Fmo1	YHR176W
Fmo4	YHR176W
Fmo4	YHR176W
Fmo4	YHR176W
Fmo6	YHR176W
Fmo4	YHR176W
Rps6ka5	YBR028C
Rps6ka2	YBR028C
Rps6ka1	YBR028C
Rps6ka1	YBR028C
Rps6ka1	YBR028C
Rps6ka1	YBR028C
Rps6ka1	YBR028C
Rps6ka1	YBR028C
Rps6ka3	YBR028C
Rps6ka3	YBR028C
Rps6ka6	YBR028C
Rps6ka6	YBR028C
Rps6ka6	YBR028C
Rps6ka6	YBR028C
Rps6ka6	YBR028C
Rps6ka6	YBR028C
Rps6ka6	YBR028C
Rps6ka6	YBR028C
Rps6ka6	YBR028C
Rps6ka6	YBR028C
Slc7a13	YHL036W
Slc7a9	YHL036W
Slc7a9	YHL036W
Slc7a9	YHL036W
Slc7a6	YHL036W
Slc7a6	YHL036W
Slc7a7	YHL036W
Slc7a7	YHL036W
Slc7a7	YHL036W
Slc7a7	YHL036W
Slc7a10	YHL036W
Slc7a10	YHL036W
Slc7a8	YHL036W
Slc7a11	YHL036W
Slc7a11	YHL036W
Slc7a5	YHL036W
AEKR01077154.1	YLR397C
AEKR01077154.1	YLR397C
Spata5	YLR397C
Spata5	YLR397C
Spata5	YLR397C
Nvl	YLL034C
Vcp	YDL126C
Pex6	YNL329C
Pex1	YKL197C
Pex1	YKL197C
Pex1	YKL197C
Rnf115	YBR062C
Rnf115	YBR062C
Rnf126	YBR062C
Impdh2	YML056C
Impdh2	YAR073W
Impdh2	YHR216W
Impdh2	YLR432W
Impdh1	YML056C
Impdh1	YAR073W
Impdh1	YHR216W
Impdh1	YLR432W
Impdh1	YML056C
Impdh1	YAR073W
Impdh1	YHR216W
Impdh1	YLR432W
Impdh1	YML056C
Impdh1	YAR073W
Impdh1	YHR216W
Impdh1	YLR432W
Impdh1	YML056C
Impdh1	YAR073W
Impdh1	YHR216W
Impdh1	YLR432W
Impdh1	YML056C
Impdh1	YAR073W
Impdh1	YHR216W
Impdh1	YLR432W
Impdh1	YML056C
Impdh1	YAR073W
Impdh1	YHR216W
Impdh1	YLR432W
Impdh1	YML056C
Impdh1	YAR073W
Impdh1	YHR216W
Impdh1	YLR432W
Impdh2	YML056C
Impdh2	YAR073W
Impdh2	YHR216W
Impdh2	YLR432W
Impdh2	YML056C
Impdh2	YAR073W
Impdh2	YHR216W
Impdh2	YLR432W
Impdh1	YAR075W
Prpsap1	YOL061W
Prpsap1	YKL181W
Prpsap2	YOL061W
Prpsap2	YKL181W
Prpsap2	YOL061W
Prpsap2	YKL181W
Prps1l1	YER099C
Prps1l1	YBL068W
Prps1l1	YHL011C
Prps2	YER099C
Prps2	YBL068W
Prps2	YHL011C
Prps1l3	YER099C
Prps1l3	YBL068W
Prps1l3	YHL011C
Prps1	YER099C
Prps1	YBL068W
Prps1	YHL011C
Snap91	YGR241C
Snap91	YHR161C
Snap91	YGR241C
Snap91	YHR161C
Snap91	YGR241C
Snap91	YHR161C
Snap91	YGR241C
Snap91	YHR161C
Snap91	YGR241C
Snap91	YHR161C
Picalm	YGR241C
Picalm	YHR161C
Picalm	YGR241C
Picalm	YHR161C
Picalm	YGR241C
Picalm	YHR161C
Picalm	YGR241C
Picalm	YHR161C
Picalm	YGR241C
Picalm	YHR161C
Picalm	YGR241C
Picalm	YHR161C
Picalm	YGR241C
Picalm	YHR161C
Picalm	YGR241C
Picalm	YHR161C
Picalm	YGR241C
Picalm	YHR161C
Srsf1	YDR432W
Srsf1	YDR432W
Srsf1	YDR432W
Srsf1	YDR432W
Srsf9	YDR432W
Srsf9	YDR432W
Srsf9	YDR432W
Srsf5	YDR432W
Srsf5	YDR432W
Srsf5	YDR432W
Srsf5	YDR432W
Srsf5	YDR432W
Srsf5	YDR432W
Srsf4	YDR432W
Srsf6	YDR432W
Srsf6	YDR432W
Srsf6	YDR432W
Agpat1	YDL052C
Agpat2	YDL052C
Agpat2	YDL052C
Agpat1	YDL052C
Agpat1	YDL052C
Agpat1	YDL052C
Agpat1	YDL052C
Agpat1	YDL052C
Ywhae	YDR099W
Ywhae	YER177W
Sfn	YDR099W
Sfn	YER177W
Ywhah	YDR099W
Ywhah	YER177W
Ywhag	YDR099W
Ywhag	YER177W
Ywhag	YDR099W
Ywhag	YER177W
Ywhaz	YDR099W
Ywhaz	YER177W
Ywhaz	YDR099W
Ywhaz	YER177W
Ywhaz	YDR099W
Ywhaz	YER177W
Ywhab	YDR099W
Ywhab	YER177W
Ywhaq	YDR099W
Ywhaq	YER177W
Ywhaq	YDR099W
Ywhaq	YER177W
Atp2b2	YGL006W
Atp2b2	YGL006W
Atp2b2	YGL006W
Atp2b2	YGL006W
Atp2b2	YGL006W
Atp2b3	YGL006W
Atp2b3	YGL006W
Atp2b3	YGL006W
Atp2b1	YGL006W
Atp2b4	YGL006W
Atp2b4	YGL006W
Atp2b4	YGL006W
Atp2b4	YGL006W
Atp2b4	YGL006W
Aldh1l1	YMR169C
Aldh1l1	YMR170C
Aldh1l1	YOR374W
Aldh1l1	YER073W
Aldh1l1	YPL061W
Aldh1l1	YMR169C
Aldh1l1	YMR170C
Aldh1l1	YOR374W
Aldh1l1	YER073W
Aldh1l1	YPL061W
Aldh1l2	YMR169C
Aldh1l2	YMR170C
Aldh1l2	YOR374W
Aldh1l2	YER073W
Aldh1l2	YPL061W
Aldh1l2	YMR169C
Aldh1l2	YMR170C
Aldh1l2	YOR374W
Aldh1l2	YER073W
Aldh1l2	YPL061W
Aldh2	YMR169C
Aldh2	YMR170C
Aldh2	YOR374W
Aldh2	YER073W
Aldh2	YPL061W
Aldh2	YMR169C
Aldh2	YMR170C
Aldh2	YOR374W
Aldh2	YER073W
Aldh2	YPL061W
Aldh2	YMR169C
Aldh2	YMR170C
Aldh2	YOR374W
Aldh2	YER073W
Aldh2	YPL061W
Aldh2	YMR169C
Aldh2	YMR170C
Aldh2	YOR374W
Aldh2	YER073W
Aldh2	YPL061W
Aldh1b1	YMR169C
Aldh1b1	YMR170C
Aldh1b1	YOR374W
Aldh1b1	YER073W
Aldh1b1	YPL061W
Aldh1a7	YMR169C
Aldh1a7	YMR170C
Aldh1a7	YOR374W
Aldh1a7	YER073W
Aldh1a7	YPL061W
Aldh1a1	YMR169C
Aldh1a1	YMR170C
Aldh1a1	YOR374W
Aldh1a1	YER073W
Aldh1a1	YPL061W
Aldh1a3	YMR169C
Aldh1a3	YMR170C
Aldh1a3	YOR374W
Aldh1a3	YER073W
Aldh1a3	YPL061W
Aldh1a3	YMR169C
Aldh1a3	YMR170C
Aldh1a3	YOR374W
Aldh1a3	YER073W
Aldh1a3	YPL061W
Aldh1a2	YMR169C
Aldh1a2	YMR170C
Aldh1a2	YOR374W
Aldh1a2	YER073W
Aldh1a2	YPL061W
Hsf4	YGL073W
Hsf4	YGL073W
Hsf4	YGL073W
Hsf1	YGL073W
Hsf1	YGL073W
Hsf1	YGL073W
Hsf1	YGL073W
Hsf1	YGL073W
Hsf1	YGL073W
Hsf1	YGL073W
Hsf1	YGL073W
Hsf2	YGL073W
Hsf2	YGL073W
Hsf1	YJR147W
Csnk2b	YGL019W
Csnk2b	YGL019W
Csnk2b	YGL019W
Csnk2b	YGL019W
Csnk2b	YGL019W
Csnk2b	YGL019W
Csnk2b	YGL019W
Gspt1	YDR172W
Gspt1	YDR172W
Gspt2	YDR172W
Gspt2	YDR172W
Eef1a1	YPR080W
Eef1a1	YBR118W
Eef1a1	YPR080W
Eef1a1	YBR118W
Eef1a1	YPR080W
Eef1a1	YBR118W
Eef1a2	YPR080W
Eef1a2	YBR118W
Ccna2	YDL155W
Ccna2	YLR210W
Ccna2	YPR120C
Ccna2	YGR109C
Ccna2	YGR108W
Ccna2	YPR119W
Ccna1	YDL155W
Ccna1	YLR210W
Ccna1	YPR120C
Ccna1	YGR109C
Ccna1	YGR108W
Ccna1	YPR119W
Ccna1	YDL155W
Ccna1	YLR210W
Ccna1	YPR120C
Ccna1	YGR109C
Ccna1	YGR108W
Ccna1	YPR119W
Ccna1	YDL155W
Ccna1	YLR210W
Ccna1	YPR120C
Ccna1	YGR109C
Ccna1	YGR108W
Ccna1	YPR119W
Ccna1	YDL155W
Ccna1	YLR210W
Ccna1	YPR120C
Ccna1	YGR109C
Ccna1	YGR108W
Ccna1	YPR119W
Ccnb1	YDL155W
Ccnb1	YLR210W
Ccnb1	YPR120C
Ccnb1	YGR109C
Ccnb1	YGR108W
Ccnb1	YPR119W
Ccnb1	YDL155W
Ccnb1	YLR210W
Ccnb1	YPR120C
Ccnb1	YGR109C
Ccnb1	YGR108W
Ccnb1	YPR119W
Ccnb1	YDL155W
Ccnb1	YLR210W
Ccnb1	YPR120C
Ccnb1	YGR109C
Ccnb1	YGR108W
Ccnb1	YPR119W
Ccnb2	YDL155W
Ccnb2	YLR210W
Ccnb2	YPR120C
Ccnb2	YGR109C
Ccnb2	YGR108W
Ccnb2	YPR119W
Fbxl19	YER051W
Fbxl19	YER051W
Fbxl19	YER051W
Fbxl19	YER051W
Fbxl19	YER051W
Kdm2a	YER051W
Phf8	YER051W
Phf8	YER051W
Phf8	YER051W
Phf8	YER051W
Phf8	YER051W
Phf8	YER051W
Phf8	YER051W
Kdm2b	YER051W
Kdm2b	YER051W
Kdm2b	YER051W
Kdm2b	YER051W
Kdm2b	YER051W
Kdm2b	YER051W
Kdm2a	YER051W
Kdm2a	YER051W
Kdm2a	YER051W
Kdm2a	YER051W
Ppp2r5c	YOR014W
Ppp2r5c	YOR014W
Ppp2r5c	YOR014W
Ppp2r5c	YOR014W
Ppp2r5d	YOR014W
Ppp2r5d	YOR014W
Ppp2r5b	YOR014W
Ppp2r5b	YOR014W
Ppp2r5a	YOR014W
Ppp2r5e	YOR014W
Ppp2r5e	YOR014W
Ppp1cc	YER133W
Ppp1cc	YER133W
Ppp1cc	YER133W
Ppp1cc	YER133W
Ppp1cc	YER133W
Ppp1ca	YER133W
Ppp1ca	YER133W
Ppp1cb	YER133W
Ppp1cb	YER133W
Clcn3	YJR040W
Clcn3	YJR040W
Clcn3	YJR040W
Clcn3	YJR040W
Clcn3	YJR040W
Clcn4	YJR040W
Clcn4	YJR040W
Clcn4	YJR040W
Clcn5	YJR040W
Clcn4	YJR040W
Clcn5	YJR040W
Clcn5	YJR040W
Clcn6	YJR040W
Clcn6	YJR040W
Clcn7	YJR040W
Clcn7	YJR040W
Clcn7	YJR040W
Ggt5	YLR299W
Ggt1	YLR299W
Ggt1	YLR299W
Ggt1	YLR299W
Ggt1	YLR299W
Ggt1	YLR299W
Ggt1	YLR299W
Ggt1	YLR299W
Ggt1	YLR299W
Ggt1	YLR299W
Ggt1	YLR299W
Gnb5	YOR212W
Gnb5	YOR212W
Gnb5	YOR212W
Gnb2	YOR212W
Gnb2	YOR212W
Gnb1	YOR212W
Gnb3	YOR212W
Gnb1	YOR212W
Gnb1	YOR212W
Gnb1	YOR212W
Gnb1	YOR212W
Gnb4	YOR212W
Gnb4	YOR212W
Gnb2	YOR212W
Gnb2	YOR212W
Gnb2	YOR212W
Gnb2	YOR212W
Gnb2	YOR212W
Gnb2	YOR212W
Gnb2	YOR212W
Gnb2	YOR212W
Sirt3	YPL015C
Sirt3	YPL015C
Sirt3	YPL015C
Sirt3	YPL015C
Sirt3	YPL015C
Sirt3	YPL015C
Sirt2	YPL015C
Sirt2	YPL015C
Sirt2	YPL015C
Sirt2	YPL015C
Sirt1	YDL042C
Sirt1	YOL068C
Sirt1	YDL042C
Sirt1	YOL068C
Sirt1	YDL042C
Sirt1	YOL068C
Sirt1	YDL042C
Sirt1	YOL068C
Sirt1	YDL042C
Sirt1	YOL068C
Hnrnpc	YPL190C
Hnrnpc	YPL190C
Hnrnpc	YPL190C
Hnrnpc	YPL190C
Hnrnpc	YPL190C
Hnrnpc	YPL190C
Hnrnpc	YPL190C
Hnrnpc	YPL190C
Hnrnpc	YPL190C
Hnrnpc	YPL190C
Raly	YPL190C
Raly	YPL190C
Raly	YPL190C
Raly	YPL190C
Raly	YPL190C
Raly	YPL190C
Raly	YPL190C
Ralyl	YPL190C
Ralyl	YPL190C
Hnrnpc	YPL190C
Prkag3	YGL115W
Prkag3	YGL115W
Prkag3	YGL115W
Prkag3	YGL115W
Prkag3	YGL115W
Prkag1	YGL115W
Prkag1	YGL115W
Prkag1	YGL115W
Prkag2	YGL115W
Prkag2	YGL115W
Prkag2	YGL115W
Prkag2	YGL115W
Prkag2	YGL115W
Rhou	YLR229C
Cdc42	YLR229C
Cdc42	YLR229C
Tcp11	YDR006C
Uprt	YHR128W
Uckl1	YNR012W
Uckl1	YNR012W
Uckl1	YNR012W
Uckl1	YNR012W
Uckl1	YNR012W
Ppia	YML078W
Ppia	YDR155C
Ppia	YML078W
Ppia	YDR155C
Ppif	YML078W
Ppif	YDR155C
Ppid	YLR216C
Ppib	YHR057C
Ppib	YDR304C
Ppic	YHR057C
Ppic	YDR304C
Chil3	YDR371W
Chil1	YDR371W
Chil1	YDR371W
Chil1	YDR371W
Chil1	YDR371W
Chil1	YDR371W
Ovgp1	YDR371W
Ovgp1	YDR371W
Chil5	YDR371W
Chil5	YDR371W
Chil4	YDR371W
Chil3	YDR371W
Chil6	YDR371W
Chia1	YDR371W
Chia1	YDR371W
Chit1	YDR371W
Chit1	YDR371W
Chit1	YDR371W
Pgc	YPL154C
Cym	YPL154C
Pga5	YPL154C
Ctse	YPL154C
Ctse	YPL154C
Txnrd1	YPL091W
Txnrd1	YPL091W
Txnrd1	YPL091W
Txnrd1	YPL091W
Txnrd3	YPL091W
Txnrd3	YPL091W
Txnrd2	YPL091W
Txnrd2	YPL091W
Txnrd2	YPL091W
Txnrd2	YPL091W
Txnrd2	YPL091W
Txnrd2	YPL091W
Txnrd2	YPL091W
Txnrd2	YPL091W
Txnrd2	YPL091W
Txnrd2	YPL091W
Txnrd2	YPL091W
Txnrd2	YPL091W
Txnrd2	YPL091W
Txnrd2	YPL091W
Gsr	YPL091W
Dnah3	YKR054C
Dnah7b	YKR054C
Dnah7c	YKR054C
Dnah7a	YKR054C
Dnah12	YKR054C
Dnah12	YKR054C
Dnah3	YKR054C
Dnah3	YKR054C
Dnah3	YKR054C
Dnah1	YKR054C
Dnah14	YKR054C
Dnah6	YKR054C
Dnah6	YKR054C
Dnah6	YKR054C
Dync2h1	YKR054C
Dync2h1	YKR054C
Dync2h1	YKR054C
Dync1h1	YKR054C
Dync1i2	YDR488C
Dync1i2	YDR488C
Dync1i2	YDR488C
Dync1i2	YDR488C
Dync1i2	YDR488C
Dync1i2	YDR488C
Dync1i2	YDR488C
Dync1i2	YDR488C
Dync1i1	YDR488C
Dync1i1	YDR488C
Dync1i1	YDR488C
Dync1i1	YDR488C
Adh4	YDL168W
Adh4	YDL168W
Adh6b	YDL168W
Adh6b	YDL168W
Adh6a	YDL168W
Adh6a	YDL168W
Adh1	YDL168W
Adh7	YDL168W
Adh5	YDL168W
Clasp1	YBL034C
Atf2	YNL167C
Atf2	YNL167C
Atf2	YNL167C
Atf2	YNL167C
Atf2	YNL167C
Atf2	YNL167C
Atf2	YNL167C
Atf2	YNL167C
Atf2	YNL167C
Atf2	YNL167C
Atf2	YNL167C
Atf2	YNL167C
Atf7	YNL167C
Atf7	YNL167C
Atf7	YNL167C
Atf7	YNL167C
Atf7	YNL167C
Gm28047	YNL167C
Atf7	YNL167C
Creb5	YNL167C
Creb5	YNL167C
Creb5	YNL167C
Atf7	YNL167C
Dab2ip	YKL092C
Syngap1	YKL092C
Syngap1	YKL092C
Syngap1	YKL092C
Syngap1	YKL092C
Syngap1	YKL092C
Syngap1	YKL092C
Syngap1	YKL092C
Syngap1	YKL092C
Syngap1	YKL092C
Rasal2	YKL092C
Rasal2	YKL092C
Dab2ip	YKL092C
Dab2ip	YKL092C
Dab2ip	YKL092C
Dab2ip	YKL092C
Dab2ip	YKL092C
Dab2ip	YKL092C
Dab2ip	YKL092C
Dab2ip	YKL092C
Dab2ip	YKL092C
Zdhhc5	YLR246W
Zdhhc9	YLR246W
Zdhhc9	YLR246W
Zdhhc18	YLR246W
Zdhhc14	YLR246W
Slc29a1	YAL022C
Slc29a3	YAL022C
Slc29a1	YAL022C
Slc29a1	YAL022C
Slc29a1	YAL022C
Slc29a1	YAL022C
Slc29a1	YAL022C
Slc29a1	YAL022C
Slc29a1	YAL022C
Slc29a1	YAL022C
Slc29a1	YAL022C
Slc29a1	YAL022C
Slc29a1	YAL022C
Slc29a1	YAL022C
Slc29a1	YAL022C
Slc29a1	YAL022C
Slc29a1	YAL022C
Slc29a1	YAL022C
Slc29a1	YAL022C
Slc29a1	YAL022C
Slc29a1	YAL022C
Slc29a2	YAL022C
Kdm5c	YMR176W
Kdm5b	YJR119C
Kdm5b	YJR119C
Kdm5c	YJR119C
Kdm5c	YJR119C
Kdm5c	YJR119C
Kdm5d	YJR119C
Kdm5d	YJR119C
Kdm5d	YJR119C
Kdm5d	YJR119C
Kdm5a	YJR119C
Kdm5a	YJR119C
Kdm5a	YJR119C
Kdm5a	YJR119C
Psmc3	YOR117W
Psmc3	YOR117W
Psmc3	YOR117W
Psmc3	YOR117W
Psmc3	YOR117W
Psmc6	YOR259C
Psmc1	YDL007W
Psmc4	YDR394W
Psmc4	YDR394W
Osbpl1a	YAR042W
Osbpl1a	YDL019C
Osbpl1a	YAR042W
Osbpl1a	YDL019C
Osbpl1a	YAR042W
Osbpl1a	YDL019C
Osbpl1a	YAR042W
Osbpl1a	YDL019C
Osbpl1a	YAR042W
Osbpl1a	YDL019C
Osbpl1a	YAR042W
Osbpl1a	YDL019C
Osbpl1a	YAR042W
Osbpl1a	YDL019C
Osbpl1a	YAR042W
Osbpl1a	YDL019C
Osbpl1a	YAR042W
Osbpl1a	YDL019C
Osbpl1a	YAR042W
Osbpl1a	YDL019C
Osbpl1a	YAR042W
Osbpl1a	YDL019C
Osbpl1a	YAR042W
Osbpl1a	YDL019C
Osbpl1a	YAR042W
Osbpl1a	YDL019C
Osbpl1a	YAR042W
Osbpl1a	YDL019C
Osbpl1a	YAR042W
Osbpl1a	YDL019C
Osbpl1a	YAR042W
Osbpl1a	YDL019C
Osbpl2	YAR042W
Osbpl2	YDL019C
Plscr2	YJR100C
1700057G04Rik	YJR100C
Plscr1	YJR100C
Plscr1	YJR100C
Plscr2	YJR100C
Plscr2	YJR100C
Plscr2	YJR100C
Plscr5	YJR100C
Plscr3	YJR100C
Plscr3	YJR100C
Plscr3	YJR100C
1700057G04Rik	YJR100C
1700057G04Rik	YJR100C
1700057G04Rik	YJR100C
Ube2dnl2	YDR059C
Ube2dnl2	YBR082C
Ube2dnl2	YGR133W
Ube2dnl2	YDR177W
Ube2dnl1	YDR059C
Ube2dnl1	YBR082C
Ube2dnl1	YGR133W
Ube2dnl1	YDR177W
Ube2d1	YDR059C
Ube2d1	YBR082C
Ube2d1	YGR133W
Ube2d1	YDR177W
Ube2d3	YDR059C
Ube2d3	YBR082C
Ube2d3	YGR133W
Ube2d3	YDR177W
Ube2d3	YDR059C
Ube2d3	YBR082C
Ube2d3	YGR133W
Ube2d3	YDR177W
Ube2d3	YDR059C
Ube2d3	YBR082C
Ube2d3	YGR133W
Ube2d3	YDR177W
Ube2d3	YDR059C
Ube2d3	YBR082C
Ube2d3	YGR133W
Ube2d3	YDR177W
Ube2d3	YDR059C
Ube2d3	YBR082C
Ube2d3	YGR133W
Ube2d3	YDR177W
Ube2d3	YDR059C
Ube2d3	YBR082C
Ube2d3	YGR133W
Ube2d3	YDR177W
Ube2d3	YDR059C
Ube2d3	YBR082C
Ube2d3	YGR133W
Ube2d3	YDR177W
Ube2d3	YDR059C
Ube2d3	YBR082C
Ube2d3	YGR133W
Ube2d3	YDR177W
Ube2d2a	YDR059C
Ube2d2a	YBR082C
Ube2d2a	YGR133W
Ube2d2a	YDR177W
Ube2d2a	YDR059C
Ube2d2a	YBR082C
Ube2d2a	YGR133W
Ube2d2a	YDR177W
Ube2d2b	YDR059C
Ube2d2b	YBR082C
Ube2d2b	YGR133W
Ube2d2b	YDR177W
Gata6	YFL021W
Gata6	YER040W
Ctbp1	YNL274C
Ctbp1	YPL113C
Ctbp2	YNL274C
Ctbp2	YPL113C
Ctbp2	YNL274C
Ctbp2	YPL113C
Ctbp2	YNL274C
Ctbp2	YPL113C
Ctbp2	YNL274C
Ctbp2	YPL113C
Ctbp1	YNL274C
Ctbp1	YPL113C
Ctbp1	YNL274C
Ctbp1	YPL113C
Ctbp2	YNL274C
Ctbp2	YPL113C
Ctbp1	YNL274C
Ctbp1	YPL113C
Ctbp1	YNL274C
Ctbp1	YPL113C
Ctbp1	YNL274C
Ctbp1	YPL113C
Ctbp1	YNL274C
Ctbp1	YPL113C
Stx19	YPL232W
Stx19	YMR183C
Stx4a	YPL232W
Stx4a	YMR183C
Stx4a	YPL232W
Stx4a	YMR183C
Stx2	YPL232W
Stx2	YMR183C
Stx2	YPL232W
Stx2	YMR183C
Stx2	YPL232W
Stx2	YMR183C
Stx3	YPL232W
Stx3	YMR183C
Stx3	YPL232W
Stx3	YMR183C
Stx3	YPL232W
Stx3	YMR183C
Stx3	YPL232W
Stx3	YMR183C
Stx1b	YPL232W
Stx1b	YMR183C
Stx1b	YPL232W
Stx1b	YMR183C
Stx1a	YPL232W
Stx1a	YMR183C
Stx1a	YPL232W
Stx1a	YMR183C
Stx1a	YPL232W
Stx1a	YMR183C
Stx2	YPL232W
Stx2	YMR183C
Epn1	YLR206W
Epn1	YDL161W
Epn1	YLR206W
Epn1	YDL161W
Epn1	YLR206W
Epn1	YDL161W
Epn2	YLR206W
Epn2	YDL161W
Epn2	YLR206W
Epn2	YDL161W
Epn2	YLR206W
Epn2	YDL161W
Epn2	YLR206W
Epn2	YDL161W
Epn2	YLR206W
Epn2	YDL161W
Epn2	YLR206W
Epn2	YDL161W
Epn2	YLR206W
Epn2	YDL161W
Epn1	YLR206W
Epn1	YDL161W
Epn3	YLR206W
Epn3	YDL161W
Pum2	YLL013C
Pum2	YLL013C
Pum2	YLL013C
Pum2	YLL013C
Pum2	YLL013C
Pum2	YLL013C
Pum2	YLL013C
Pum2	YLL013C
Pum2	YLL013C
Pum2	YLL013C
Pum2	YLL013C
Pum1	YLL013C
Pum1	YLL013C
Pum1	YLL013C
Pum1	YLL013C
Pum1	YLL013C
Pum1	YLL013C
Pum1	YLL013C
Pum1	YLL013C
Pum1	YLL013C
Pum1	YLL013C
Rps9	YPL081W
Rps9	YBR189W
Rps9	YPL081W
Rps9	YBR189W
Rps9	YPL081W
Rps9	YBR189W
Rps9	YPL081W
Rps9	YBR189W
Rps9	YPL081W
Rps9	YBR189W
Rps9	YPL081W
Rps9	YBR189W
Kcnab3	YPL088W
Kcnab2	YPL088W
Kcnab2	YPL088W
Kcnab2	YPL088W
Kcnab2	YPL088W
Kcnab2	YPL088W
Kcnab2	YPL088W
Kcnab1	YPL088W
Tubb6	YFL037W
Tubb1	YFL037W
Tubb3	YFL037W
Tubb2b	YFL037W
Tubb2a	YFL037W
Tubb4b	YFL037W
Tubb4a	YFL037W
Tubb5	YFL037W
Aldh3b3	YMR110C
Aldh3a1	YMR110C
Slc2a5	YBR241C
Slc2a5	YGL104C
Slc2a7	YBR241C
Slc2a7	YGL104C
Slc2a3	YBR241C
Slc2a3	YGL104C
Slc2a1	YBR241C
Slc2a1	YGL104C
Slc2a4	YBR241C
Slc2a4	YGL104C
Slc2a4	YBR241C
Slc2a4	YGL104C
Slc2a4	YBR241C
Slc2a4	YGL104C
Slc2a2	YBR241C
Slc2a2	YGL104C
Myl4	YGL106W
Myl6	YGL106W
Myl6	YGL106W
Myl6	YGL106W
Myl6	YGL106W
Myl6	YGL106W
Myl6	YGL106W
Myl6b	YGL106W
Myl4	YGL106W
Myl4	YGL106W
Myl4	YGL106W
Myl4	YGL106W
Myl3	YGL106W
Myl3	YGL106W
Myl3	YGL106W
Myl3	YGL106W
Myl1	YGL106W
Myl1	YGL106W
Myl1	YGL106W
Myl1	YGL106W
Myl1	YGL106W
Txn1	YCR083W
Txn1	YGR209C
Txn1	YLR043C
Hnrnpa2b1	YOL123W
Abcb8	YPL270W
Abcb8	YLR188W
Abcb8	YPL270W
Abcb8	YLR188W
Abcb10	YPL270W
Abcb10	YLR188W
Abcb7	YMR301C
Yme1l1	YPR024W
Afg3l1	YER017C
Afg3l1	YMR089C
Afg3l1	YER017C
Afg3l1	YMR089C
Afg3l2	YER017C
Afg3l2	YMR089C
Ppp6c	YDL047W
Ppp6c	YDL047W
Ppp4c	YDR075W
Ppp4c	YDR075W
Ppp4c	YDR075W
Ppp4c	YDR075W
Ppp4c	YDR075W
Map2k3	YJL128C
Map2k6	YJL128C
Map2k6	YJL128C
Map2k2	YDL159W
Map2k2	YDL159W
Map2k2	YDL159W
Map2k2	YDL159W
Map2k2	YDL159W
Map2k1	YDL159W
Clk1	YLL019C
Clk4	YLL019C
Clk4	YLL019C
Clk4	YLL019C
Clk2	YLL019C
Clk2	YLL019C
Clk2	YLL019C
Clk2	YLL019C
Clk2	YLL019C
Clk3	YLL019C
Clk3	YLL019C
Clk3	YLL019C
Clk2	YLL019C
Stk10	YAR019C
Stk3	YAR019C
Stk3	YAR019C
Stk3	YAR019C
Stk4	YAR019C
Stk25	YDR523C
Stk26	YDR523C
Stk26	YDR523C
Stk24	YDR523C
Stk25	YDR523C
Nap1l2	YKR048C
Nap1l4	YKR048C
Nap1l4	YKR048C
Nap1l4	YKR048C
Nap1l4	YKR048C
Nap1l1	YKR048C
Nap1l1	YKR048C
Nap1l1	YKR048C
