CG5589	YGL171W
14-3-3zeta	YDR099W
14-3-3zeta	YER177W
PMCA	YGL006W
PMCA	YGL006W
PMCA	YGL006W
PMCA	YGL006W
PMCA	YGL006W
PMCA	YGL006W
PMCA	YGL006W
PMCA	YGL006W
PMCA	YGL006W
PMCA	YGL006W
PMCA	YGL006W
CG8665	YMR169C
CG8665	YMR170C
CG8665	YOR374W
CG8665	YER073W
CG8665	YPL061W
Aldh	YMR169C
Aldh	YMR170C
Aldh	YOR374W
Aldh	YER073W
Aldh	YPL061W
Aldh	YMR169C
Aldh	YMR170C
Aldh	YOR374W
Aldh	YER073W
Aldh	YPL061W
CG31075	YMR169C
CG31075	YMR170C
CG31075	YOR374W
CG31075	YER073W
CG31075	YPL061W
CG31075	YMR169C
CG31075	YMR170C
CG31075	YOR374W
CG31075	YER073W
CG31075	YPL061W
Hsf	YGL073W
Hsf	YGL073W
Hsf	YGL073W
Hsf	YGL073W
CkIIbeta	YGL019W
CkIIbeta	YGL019W
CkIIbeta	YGL019W
CkIIbeta	YGL019W
CkIIbeta	YGL019W
CkIIbeta	YGL019W
CkIIbeta	YGL019W
CkIIbeta	YGL019W
CkIIbeta	YGL019W
CkIIbeta	YGL019W
CkIIbeta2	YOR039W
eRF3	YDR172W
eRF3	YDR172W
eRF3	YDR172W
eRF3	YDR172W
eEF1alpha1	YPR080W
eEF1alpha1	YBR118W
eEF1alpha1	YPR080W
eEF1alpha1	YBR118W
eEF1alpha1	YPR080W
eEF1alpha1	YBR118W
eEF1alpha1	YPR080W
eEF1alpha1	YBR118W
eEF1alpha2	YPR080W
eEF1alpha2	YBR118W
eEF1alpha2	YPR080W
eEF1alpha2	YBR118W
eEF1alpha2	YPR080W
eEF1alpha2	YBR118W
eEF1alpha2	YPR080W
eEF1alpha2	YBR118W
CycA	YDL155W
CycA	YLR210W
CycA	YPR120C
CycA	YGR109C
CycA	YGR108W
CycA	YPR119W
CycA	YDL155W
CycA	YLR210W
CycA	YPR120C
CycA	YGR109C
CycA	YGR108W
CycA	YPR119W
Kdm2	YER051W
Kdm2	YER051W
Kdm2	YER051W
Kdm2	YER051W
wrd	YOR014W
wrd	YOR014W
wrd	YOR014W
wrd	YOR014W
wrd	YOR014W
wrd	YOR014W
wrd	YOR014W
wrd	YOR014W
wrd	YOR014W
wrd	YOR014W
wrd	YOR014W
wrd	YOR014W
wrd	YOR014W
wdb	YOR014W
wdb	YOR014W
wdb	YOR014W
wdb	YOR014W
wdb	YOR014W
wdb	YOR014W
Pp1-Y2	YER133W
Pp1alpha-96A	YER133W
Pp1alpha-96A	YER133W
Pp1-13C	YER133W
Pp1-87B	YER133W
flw	YER133W
flw	YER133W
flw	YER133W
PpY-55A	YPL179W
PpY-55A	YDR436W
PpY-55A	YML016C
PpY-55A	YPL179W
PpY-55A	YDR436W
PpY-55A	YML016C
PpN58A	YPL179W
PpN58A	YDR436W
PpN58A	YML016C
Pp1-Y1	YPL179W
Pp1-Y1	YDR436W
Pp1-Y1	YML016C
CG11597	YNL217W
CG11597	YNL217W
CG11597	YNL217W
ClC-c	YJR040W
ClC-c	YJR040W
ClC-c	YJR040W
ClC-b	YJR040W
CG1492	YLR299W
CG1492	YLR299W
CG4829	YLR299W
CG4829	YLR299W
CG4829	YLR299W
CG4829	YLR299W
CG4829	YLR299W
CG4829	YLR299W
Ggt-1	YLR299W
Ggt-1	YLR299W
CG17636	YLR299W
CG17636	YLR299W
CG17636	YLR299W
Gbeta5	YOR212W
Gbeta13F	YOR212W
Gbeta13F	YOR212W
Gbeta13F	YOR212W
Gbeta13F	YOR212W
Gbeta13F	YOR212W
Gbeta13F	YOR212W
Gbeta76C	YOR212W
Sirt2	YPL015C
Sirt2	YPL015C
Sirt1	YDL042C
Sirt1	YOL068C
CG42458	YPL190C
SNF4Agamma	YGL115W
SNF4Agamma	YGL115W
SNF4Agamma	YGL115W
SNF4Agamma	YGL115W
SNF4Agamma	YGL115W
SNF4Agamma	YGL115W
SNF4Agamma	YGL115W
SNF4Agamma	YGL115W
SNF4Agamma	YGL115W
SNF4Agamma	YGL115W
SNF4Agamma	YGL115W
SNF4Agamma	YGL115W
SNF4Agamma	YGL115W
SNF4Agamma	YGL115W
SNF4Agamma	YGL115W
SNF4Agamma	YGL115W
Cdc42	YLR229C
Cdc42	YLR229C
Cdc42	YLR229C
CG16721	YDR006C
CG16721	YDR006C
CG16721	YDR006C
kri	YHR128W
kri	YHR128W
kri	YHR128W
l(2)k01209	YNR012W
l(2)k01209	YNR012W
l(2)k01209	YNR012W
l(2)k01209	YNR012W
CG7768	YML078W
CG7768	YDR155C
CG7768	YML078W
CG7768	YDR155C
Cyp1	YML078W
Cyp1	YDR155C
CG2852	YHR057C
CG2852	YDR304C
CG2852	YHR057C
CG2852	YDR304C
Cht2	YDR371W
Cht2	YDR371W
Cht2	YDR371W
Cht8	YDR371W
Cht4	YDR371W
Cht9	YDR371W
Cht5	YDR371W
Cht7	YDR371W
CG5860	YIL015W
Bace	YPL154C
Bace	YPL154C
Pgcl	YPL154C
CG33128	YPL154C
CG6508	YPL154C
CG17134	YPL154C
CG5863	YPL154C
CG17283	YPL154C
Trxr-2	YPL091W
Trxr-1	YPL091W
Trxr-1	YPL091W
Trxr-1	YPL091W
CG8945	YHR132C
CG43235	YHR132C
Dhc36C	YKR054C
Dhc62B	YKR054C
Dnah3	YKR054C
Dhc16F	YKR054C
Dnah3	YKR054C
btv	YKR054C
Dhc64C	YKR054C
Dhc64C	YKR054C
Dhc64C	YKR054C
Dhc64C	YKR054C
Dhc64C	YKR054C
Dhc64C	YKR054C
Dhc64C	YKR054C
Dhc64C	YKR054C
Sdic4	YDR488C
Sdic1	YDR488C
Sdic1	YDR488C
CG46277	YDR488C
CG46276	YDR488C
CG46275	YDR488C
Sdic3	YDR488C
Sdic3	YDR488C
Sdic3	YDR488C
Sdic2	YDR488C
sw	YDR488C
sw	YDR488C
sw	YDR488C
sw	YDR488C
sw	YDR488C
sw	YDR488C
sw	YDR488C
sw	YDR488C
sw	YDR488C
sw	YDR488C
sw	YDR488C
sw	YDR488C
sw	YDR488C
sw	YDR488C
sw	YDR488C
Sdic2	YDR488C
Sdic2	YDR488C
Fdh	YDL168W
chb	YBL034C
chb	YBL034C
chb	YBL034C
Atf-2	YNL167C
CG42684	YKL092C
CG42684	YKL092C
CG42684	YKL092C
CG42684	YKL092C
CG42684	YKL092C
CG42684	YKL092C
CG42684	YKL092C
CG42684	YKL092C
CG42684	YKL092C
Tbce	YER007W
Tbce	YER007W
CG34449	YLR246W
CG34449	YLR246W
CG34449	YLR246W
CG34449	YLR246W
CG34449	YLR246W
CG34449	YLR246W
CG34449	YLR246W
app	YLR246W
app	YLR246W
app	YLR246W
app	YLR246W
app	YLR246W
app	YLR246W
app	YLR246W
app	YLR246W
app	YLR246W
app	YLR246W
Ent1	YAL022C
Ent1	YAL022C
Ent1	YAL022C
Ent2	YAL022C
Ent2	YAL022C
CG10226	YKL209C
CG10226	YKL209C
Mdr65	YKL209C
Mdr49	YKL209C
Mdr49	YKL209C
Mdr50	YKL209C
lid	YJR119C
lid	YJR119C
lid	YJR119C
lid	YJR119C
lid	YJR119C
lid	YJR119C
Rpt5	YOR117W
Rpt4R	YOR259C
Rpt4R	YOR259C
Rpt4	YOR259C
Rpt2	YDL007W
Rpt2	YDL007W
Rpt3R	YDR394W
Rpt3R	YDR394W
Rpt3	YDR394W
Rpt3	YDR394W
CG3860	YAR042W
CG3860	YDL019C
CG3860	YAR042W
CG3860	YDL019C
CG18577	YJR100C
scramb2	YJR100C
scramb1	YJR100C
scramb1	YJR100C
scramb1	YJR100C
eff	YDR059C
eff	YBR082C
eff	YGR133W
eff	YDR177W
eff	YDR059C
eff	YBR082C
eff	YGR133W
eff	YDR177W
eff	YDR059C
eff	YBR082C
eff	YGR133W
eff	YDR177W
CtBP	YNL274C
CtBP	YPL113C
CtBP	YNL274C
CtBP	YPL113C
CtBP	YNL274C
CtBP	YPL113C
CtBP	YNL274C
CtBP	YPL113C
CtBP	YNL274C
CtBP	YPL113C
CtBP	YNL274C
CtBP	YPL113C
CtBP	YNL274C
CtBP	YPL113C
CtBP	YNL274C
CtBP	YPL113C
CtBP	YNL274C
CtBP	YPL113C
CtBP	YNL274C
CtBP	YPL113C
Syx1A	YPL232W
Syx1A	YMR183C
Syx1A	YPL232W
Syx1A	YMR183C
Syx1A	YPL232W
Syx1A	YMR183C
lqf	YLR206W
lqf	YDL161W
lqf	YLR206W
lqf	YDL161W
lqf	YLR206W
lqf	YDL161W
lqf	YLR206W
lqf	YDL161W
lqf	YLR206W
lqf	YDL161W
lqf	YLR206W
lqf	YDL161W
lqf	YLR206W
lqf	YDL161W
lqf	YLR206W
lqf	YDL161W
lqf	YLR206W
lqf	YDL161W
lqf	YLR206W
lqf	YDL161W
lqf	YLR206W
lqf	YDL161W
lqf	YLR206W
lqf	YDL161W
pum	YLL013C
pum	YLL013C
pum	YLL013C
pum	YLL013C
pum	YLL013C
pum	YLL013C
pum	YLL013C
pum	YLL013C
RpS9	YPL081W
RpS9	YBR189W
RpS9	YPL081W
RpS9	YBR189W
RpS9	YPL081W
RpS9	YBR189W
RpS9	YPL081W
RpS9	YBR189W
Hk	YPL088W
Hk	YPL088W
Hk	YPL088W
Hk	YPL088W
Hk	YPL088W
Hk	YPL088W
Hk	YPL088W
Hk	YPL088W
Hk	YPL088W
betaTub97EF	YFL037W
betaTub97EF	YFL037W
betaTub60D	YFL037W
betaTub60D	YFL037W
betaTub85D	YFL037W
betaTub56D	YFL037W
betaTub56D	YFL037W
Aldh-III	YMR110C
Aldh-III	YMR110C
Aldh-III	YMR110C
Aldh-III	YMR110C
Aldh-III	YMR110C
Aldh-III	YMR110C
Aldh-III	YMR110C
Aldh-III	YMR110C
Aldh-III	YMR110C
Aldh-III	YMR110C
Aldh-III	YMR110C
Aldh-III	YMR110C
Glut1	YDR387C
Glut1	YBR241C
Glut1	YGL104C
Glut1	YBR241C
Glut1	YGL104C
Glut1	YBR241C
Glut1	YGL104C
Glut1	YBR241C
Glut1	YGL104C
Glut1	YBR241C
Glut1	YGL104C
Glut1	YBR241C
Glut1	YGL104C
Glut1	YBR241C
Glut1	YGL104C
Glut1	YBR241C
Glut1	YGL104C
Glut1	YBR241C
Glut1	YGL104C
Glut1	YBR241C
Glut1	YGL104C
Glut1	YBR241C
Glut1	YGL104C
Glut1	YBR241C
Glut1	YGL104C
Glut1	YBR241C
Glut1	YGL104C
Glut1	YBR241C
Glut1	YGL104C
Glut1	YBR241C
Glut1	YGL104C
Glut1	YBR241C
Glut1	YGL104C
Glut1	YBR241C
Glut1	YGL104C
Glut1	YBR241C
Glut1	YGL104C
Glut1	YBR241C
Glut1	YGL104C
Mlc-c	YGL106W
Mlc-c	YGL106W
Trx-2	YCR083W
Trx-2	YGR209C
Trx-2	YLR043C
Trx-2	YCR083W
Trx-2	YGR209C
Trx-2	YLR043C
TrxT	YCR083W
TrxT	YGR209C
TrxT	YLR043C
TrxT	YCR083W
TrxT	YGR209C
TrxT	YLR043C
CG13473	YCR083W
CG13473	YGR209C
CG13473	YLR043C
CG1824	YPL270W
CG1824	YLR188W
CG3156	YPL270W
CG3156	YLR188W
ABCB7	YMR301C
ABCB7	YMR301C
YME1L	YPR024W
YME1L	YPR024W
YME1L	YPR024W
CG6512	YER017C
CG6512	YMR089C
CG6512	YER017C
CG6512	YMR089C
PpV	YDL047W
PpV	YDL047W
PpV	YDL047W
PpV	YDL047W
Pp4-19C	YDR075W
Pp4-19C	YDR075W
Pp4-19C	YDR075W
Pp4-19C	YDR075W
Pp4-19C	YDR075W
lic	YJL128C
Dsor1	YDL159W
Dsor1	YDL159W
Doa	YLL019C
Doa	YLL019C
Doa	YLL019C
Doa	YLL019C
Doa	YLL019C
Doa	YLL019C
Doa	YLL019C
Doa	YLL019C
Doa	YLL019C
Doa	YLL019C
Doa	YLL019C
Doa	YLL019C
Doa	YLL019C
hpo	YAR019C
hpo	YAR019C
GckIII	YDR523C
Nap1	YKR048C
Nap1	YKR048C
Nap1	YKR048C
Pdk	YGL059W
Pdk	YIL042C
Pdk	YGL059W
Pdk	YIL042C
Pdk	YGL059W
Pdk	YIL042C
Pdk	YGL059W
Pdk	YIL042C
Ctl2	YOR161C
Ctl2	YOR161C
Ctl2	YOR161C
CG9330	YFR009W
CG9281	YER036C
CG9281	YER036C
CG9281	YER036C
Men	YKL029C
Men	YKL029C
Men	YKL029C
CG7848	YKL029C
Men-b	YKL029C
Men-b	YKL029C
Men-b	YKL029C
Menl-2	YKL029C
Menl-2	YKL029C
Menl-2	YKL029C
Menl-1	YKL029C
CG8093	YKL140W
CG8093	YKL140W
Lip3	YKL140W
CG6753	YKL140W
mag	YKL140W
CG2772	YKL140W
Lip4	YKL140W
Lip4	YKL140W
Lip4	YKL140W
CG18301	YKL140W
CG18302	YKL140W
CG31871	YKL140W
Vha100-3	YMR054W
Vha100-3	YOR270C
Vha100-5	YMR054W
Vha100-5	YOR270C
Vha100-5	YMR054W
Vha100-5	YOR270C
Vha100-4	YMR054W
Vha100-4	YOR270C
Vha100-2	YMR054W
Vha100-2	YOR270C
Vha100-2	YMR054W
Vha100-2	YOR270C
CG1924	YAL058W
Cnx99A	YAL058W
Cnx99A	YAL058W
Cnx99A	YAL058W
Cnx99A	YAL058W
Cnx14D	YAL058W
P5cr	YER023W
Kap-alpha1	YNL189W
Pen	YNL189W
Kap-alpha3	YNL189W
Kap-alpha3	YNL189W
Kap-alpha3	YNL189W
Kap-alpha3	YNL189W
CG3529	YDR358W
CG3529	YHR108W
CG3529	YDR358W
CG3529	YHR108W
CG3529	YDR358W
CG3529	YHR108W
Pfk	YMR205C
Pfk	YGR240C
Pfk	YMR205C
Pfk	YGR240C
Pfk	YMR205C
Pfk	YGR240C
Pfk	YMR205C
Pfk	YGR240C
Pfk	YMR205C
Pfk	YGR240C
Exo70	YJL085W
SkpA	YDR328C
SkpA	YDR328C
SkpA	YDR328C
SkpA	YDR328C
SkpA	YDR328C
SkpA	YDR328C
SkpA	YDR328C
SkpA	YDR328C
SkpA	YDR328C
SkpB	YDR328C
SkpE	YDR328C
SkpD	YDR328C
SkpC	YDR328C
SkpF	YDR328C
ValRS-m	YGR094W
ValRS-m	YGR094W
ValRS	YGR094W
ValRS	YGR094W
ValRS	YGR094W
Dsp1	YPR052C
Dsp1	YPR052C
Dsp1	YPR052C
Dsp1	YPR052C
Dsp1	YPR052C
Dsp1	YPR052C
Dsp1	YPR052C
CG5028	YNL037C
CG5028	YNL037C
CG5028	YNL037C
CG5028	YNL037C
Idh3b	YNL037C
Idh3b	YNL037C
l(1)G0156	YOR136W
l(1)G0156	YOR136W
l(1)G0156	YOR136W
CG32026	YOR136W
CG9194	YJL093C
CG10864	YJL093C
sand	YJL093C
CG43155	YJL093C
stck	YKR090W
stck	YKR090W
stck	YKR090W
stck	YKR090W
CG7794	YML085C
CG7794	YML124C
CG32396	YML085C
CG32396	YML124C
alphaTub67C	YML085C
alphaTub67C	YML124C
RfC4	YOL094C
RfC3	YNL290W
CG8142	YJR068W
CG15309	YBL049W
CG15309	YBL049W
CG15309	YBL049W
CG15309	YBL049W
CG15309	YBL049W
Yippee	YBL049W
Pex5	YMR018W
Pex5	YDR244W
Pex5	YMR018W
Pex5	YDR244W
l(2)37Cc	YGR132C
l(2)37Cc	YGR132C
l(2)37Cc	YGR132C
Phb2	YGR231C
Phb2	YGR231C
Phb2	YGR231C
Phb2	YGR231C
Phb2	YGR231C
Phb2	YGR231C
SCCRO	YLR128W
SCCRO	YLR128W
SCCRO	YLR128W
SCCRO	YLR128W
SCCRO	YLR128W
CG32557	YMR058W
CG32557	YFL041W
CG32557	YDR506C
MCO3	YMR058W
MCO3	YFL041W
MCO3	YDR506C
stw	YMR058W
stw	YFL041W
stw	YDR506C
stw	YMR058W
stw	YFL041W
stw	YDR506C
stw	YMR058W
stw	YFL041W
stw	YDR506C
stw	YMR058W
stw	YFL041W
stw	YDR506C
stw	YMR058W
stw	YFL041W
stw	YDR506C
Mco1	YMR058W
Mco1	YFL041W
Mco1	YDR506C
Mco1	YMR058W
Mco1	YFL041W
Mco1	YDR506C
Mco1	YMR058W
Mco1	YFL041W
Mco1	YDR506C
AP-2sigma	YJR058C
AP-1sigma	YLR170C
AP-1sigma	YLR170C
AP-1sigma	YLR170C
AP-1sigma	YLR170C
mtd	YPL196W
mtd	YPL196W
mtd	YPL196W
mtd	YPL196W
mtd	YPL196W
mtd	YPL196W
mtd	YPL196W
mtd	YPL196W
mtd	YPL196W
mtd	YPL196W
mtd	YPL196W
mtd	YPL196W
mtd	YPL196W
mtd	YPL196W
mtd	YPL196W
mtd	YPL196W
mtd	YPL196W
mtd	YPL196W
mtd	YPL196W
mtd	YPL196W
mtd	YPL196W
mtd	YPL196W
mtd	YPL196W
Fkbp14	YDR519W
Fkbp14	YDR519W
Fkbp14	YDR519W
Fkbp14	YDR519W
Fkbp14	YDR519W
CG14715	YDR519W
Fkbp12	YNL135C
Not3	YIL038C
Not3	YPR072W
Not3	YIL038C
Not3	YPR072W
RhoGAP5A	YDR379W
RhoGAP5A	YOR127W
RhoGAP5A	YDR379W
RhoGAP5A	YOR127W
Kdm4B	YER169W
Kdm4B	YDR096W
Kdm4B	YER169W
Kdm4B	YDR096W
Kdm4B	YER169W
Kdm4B	YDR096W
Kdm4B	YER169W
Kdm4B	YDR096W
Kdm4B	YER169W
Kdm4B	YDR096W
Kdm4A	YER169W
Kdm4A	YDR096W
Kdm4A	YER169W
Kdm4A	YDR096W
CG11034	YOR219C
CG11034	YHR028C
CG11034	YOR219C
CG11034	YHR028C
ome	YOR219C
ome	YHR028C
ome	YOR219C
ome	YHR028C
ome	YOR219C
ome	YHR028C
ome	YOR219C
ome	YHR028C
CG11319	YOR219C
CG11319	YHR028C
CG11319	YOR219C
CG11319	YHR028C
CG11319	YOR219C
CG11319	YHR028C
CG11034	YOR219C
CG11034	YHR028C
Epac	YAL024C
Epac	YAL024C
Epac	YAL024C
Epac	YAL024C
Rfx	YLR176C
Rfx	YLR176C
Rfx	YLR176C
Rfx	YLR176C
Rfx	YLR176C
Rfx	YLR176C
Mitf	YBL103C
Mitf	YBL103C
Mitf	YBL103C
Mitf	YBL103C
GramD1B	YLR072W
GramD1B	YFL042C
GramD1B	YLR072W
GramD1B	YFL042C
GramD1B	YLR072W
GramD1B	YFL042C
GramD1B	YLR072W
GramD1B	YFL042C
GramD1B	YLR072W
GramD1B	YFL042C
GramD1B	YLR072W
GramD1B	YFL042C
Usp15-31	YJL197W
Usp15-31	YJL197W
Usp15-31	YJL197W
Acam	YBR109C
Acam	YBR109C
Iml1	YJR138W
Iml1	YJR138W
Iml1	YJR138W
Iml1	YJR138W
Iml1	YJR138W
achi	YPL177C
achi	YGL096W
achi	YPL177C
achi	YGL096W
vis	YPL177C
vis	YGL096W
vis	YPL177C
vis	YGL096W
achi	YPL177C
achi	YGL096W
CG33673	YNL305C
Nmda1	YNL305C
Nmda1	YNL305C
Nmda1	YNL305C
Nmda1	YNL305C
Nmda1	YNL305C
Nmda1	YNL305C
Nmda1	YNL305C
Nmda1	YNL305C
Nmda1	YNL305C
Lfg	YNL305C
Lfg	YNL305C
Lfg	YNL305C
Lfg	YNL305C
CG9722	YNL305C
CG30379	YNL305C
CG1673	YHR208W
CG1673	YJR148W
smt3	YDR510W
smt3	YDR510W
spn-A	YER179W
spn-A	YER095W
spn-A	YER179W
spn-A	YER095W
HisRS	YPR033C
HisRS	YPR033C
HisRS	YPR033C
HisRS	YPR033C
CG16771	YDR481C
CG16771	YDR481C
CG16771	YDR481C
CG16771	YDR481C
CG16771	YDR481C
CG5361	YDR481C
CG16995	YKR013W
CG16995	YJL079C
CG16995	YJL078C
CG4270	YKR013W
CG4270	YJL079C
CG4270	YJL078C
CG4270	YKR013W
CG4270	YJL079C
CG4270	YJL078C
CG34049	YKR013W
CG34049	YJL079C
CG34049	YJL078C
CG31482	YKR013W
CG31482	YJL079C
CG31482	YJL078C
RpI12	YJR063W
CG12004	YKR051W
CG12004	YKR051W
CG12004	YKR051W
CG12004	YKR051W
CG5850	YKR051W
CG5850	YKR051W
CG5850	YKR051W
CG5850	YKR051W
CG5850	YKR051W
CG5850	YKR051W
Catsup	YIL023C
Zip99C	YIL023C
Zip99C	YIL023C
Zip99C	YIL023C
Zip99C	YIL023C
Zip99C	YIL023C
Zip99C	YIL023C
Zip99C	YIL023C
Zip99C	YIL023C
Zip99C	YIL023C
Eno	YMR323W
Eno	YOR393W
Eno	YPL281C
Eno	YHR174W
Eno	YGR254W
Eno	YMR323W
Eno	YOR393W
Eno	YPL281C
Eno	YHR174W
Eno	YGR254W
Eno	YMR323W
Eno	YOR393W
Eno	YPL281C
Eno	YHR174W
Eno	YGR254W
Eno	YMR323W
Eno	YOR393W
Eno	YPL281C
Eno	YHR174W
Eno	YGR254W
Eno	YMR323W
Eno	YOR393W
Eno	YPL281C
Eno	YHR174W
Eno	YGR254W
Eno	YMR323W
Eno	YOR393W
Eno	YPL281C
Eno	YHR174W
Eno	YGR254W
CkIIalpha	YOR061W
CkIIalpha	YIL035C
CkIIalpha	YOR061W
CkIIalpha	YIL035C
CkIIalpha	YOR061W
CkIIalpha	YIL035C
CkIIalpha	YOR061W
CkIIalpha	YIL035C
CkIIalpha	YOR061W
CkIIalpha	YIL035C
CkIIalpha	YOR061W
CkIIalpha	YIL035C
CkIIalpha	YOR061W
CkIIalpha	YIL035C
Prx3	YML028W
Prx3	YDR453C
awd	YKL067W
awd	YKL067W
awd	YKL067W
Sk2	YOR171C
Sk2	YLR260W
Sk1	YOR171C
Sk1	YLR260W
Sk1	YOR171C
Sk1	YLR260W
Myo61F	YKL129C
Myo61F	YMR109W
Myo61F	YKL129C
Myo61F	YMR109W
Myo61F	YKL129C
Myo61F	YMR109W
Myo61F	YKL129C
Myo61F	YMR109W
CG7889	YJR129C
CG31988	YDL240W
CG31988	YDL240W
Pax	YDL240W
Pax	YDL240W
Pax	YDL240W
Pax	YDL240W
Pax	YDL240W
Pax	YDL240W
Pax	YDL240W
Pax	YDL240W
Pax	YDL240W
mbc	YLR422W
mbc	YLR422W
spg	YLR422W
spg	YLR422W
spg	YLR422W
spg	YLR422W
spg	YLR422W
CG9766	YMR068W
CG6873	YLL050C
tsr	YLL050C
Su(var)2-10	YOR156C
Su(var)2-10	YDR409W
Su(var)2-10	YOR156C
Su(var)2-10	YDR409W
Su(var)2-10	YOR156C
Su(var)2-10	YDR409W
Su(var)2-10	YOR156C
Su(var)2-10	YDR409W
Su(var)2-10	YOR156C
Su(var)2-10	YDR409W
Su(var)2-10	YOR156C
Su(var)2-10	YDR409W
Su(var)2-10	YOR156C
Su(var)2-10	YDR409W
Su(var)2-10	YOR156C
Su(var)2-10	YDR409W
Su(var)2-10	YOR156C
Su(var)2-10	YDR409W
Su(var)2-10	YOR156C
Su(var)2-10	YDR409W
Su(var)2-10	YOR156C
Su(var)2-10	YDR409W
Su(var)2-10	YOR156C
Su(var)2-10	YDR409W
Su(var)2-10	YOR156C
Su(var)2-10	YDR409W
Su(var)2-10	YOR156C
Su(var)2-10	YDR409W
CG7130	YNL007C
CG5001	YNL007C
CG5001	YNL007C
CG5001	YNL007C
CG5001	YNL007C
DnaJ-1	YNL007C
DnaJ-1	YNL007C
CG2887	YNL007C
Uev1A	YGL087C
Uev1A	YGL087C
Uev1A	YGL087C
CG7724	YGL001C
Membrin	YLR078C
mtm	YJR110W
mtm	YJR110W
CG3530	YJR110W
CG3530	YJR110W
CG3530	YJR110W
Br140	YPR031W
Br140	YPR031W
mats	YIL106W
mats	YIL106W
mats	YIL106W
porin	YIL114C
porin	YNL055C
porin	YIL114C
porin	YNL055C
porin	YIL114C
porin	YNL055C
porin	YIL114C
porin	YNL055C
porin	YIL114C
porin	YNL055C
Porin2	YIL114C
Porin2	YNL055C
Porin2	YIL114C
Porin2	YNL055C
amon	YNL238W
Fur2	YNL238W
Fur1	YNL238W
Fur1	YNL238W
Fur1	YNL238W
Fur1	YNL238W
Fur1	YNL238W
Fur1	YNL238W
Fur1	YNL238W
Fur1	YNL238W
Fur1	YNL238W
tzn	YDR272W
tzn	YOR040W
tzn	YDR272W
tzn	YOR040W
tzn	YDR272W
tzn	YOR040W
Blm	YMR190C
Prosbeta5	YPR103W
Prosbeta5	YPR103W
Prosbeta5R2	YPR103W
Prosbeta5R2	YPR103W
Prosbeta5R1	YPR103W
Pop2	YNR052C
Pop2	YNR052C
Pop2	YNR052C
Pop2	YNR052C
Pop2	YNR052C
pAbp	YER165W
pAbp	YER165W
pAbp	YER165W
SelR	YCL033C
SelR	YCL033C
SelR	YCL033C
SelR	YCL033C
SelR	YCL033C
SelR	YCL033C
SelR	YCL033C
SelR	YCL033C
alph	YER089C
alph	YBL056W
alph	YER089C
alph	YBL056W
alph	YER089C
alph	YBL056W
alph	YER089C
alph	YBL056W
alph	YER089C
alph	YBL056W
alph	YER089C
alph	YBL056W
CG6036	YER089C
CG6036	YBL056W
CG17746	YER089C
CG17746	YBL056W
CG17746	YER089C
CG17746	YBL056W
Ppm1	YER089C
Ppm1	YBL056W
Tango2	YGR127W
Tango2	YGR127W
Tango2	YGR127W
Tango2	YGR127W
mnb	YJL141C
mnb	YJL141C
mnb	YJL141C
mnb	YJL141C
mnb	YJL141C
Rad17	YER173W
cdc14	YFR028C
cdc14	YFR028C
cdc14	YFR028C
cdc14	YFR028C
cdc14	YFR028C
Lar	YDL230W
Lar	YDL230W
Lar	YDL230W
Lar	YDL230W
Lar	YDL230W
Lar	YDL230W
Lar	YDL230W
Ptp99A	YDL230W
Ptp99A	YDL230W
Ptp99A	YDL230W
Ptp99A	YDL230W
Ptp99A	YDL230W
Pak	YHL007C
Pak	YNL298W
Pak	YHL007C
Pak	YNL298W
Pak	YHL007C
Pak	YNL298W
Pak	YHL007C
Pak	YNL298W
Pak	YHL007C
Pak	YNL298W
Pak	YHL007C
Pak	YNL298W
Pak	YHL007C
Pak	YNL298W
Pak	YHL007C
Pak	YNL298W
Pak	YHL007C
Pak	YNL298W
His1:CG33855	YPL127C
His1:CG33840	YPL127C
His1:CG33822	YPL127C
His1:CG33837	YPL127C
His1:CG33861	YPL127C
His1:CG33804	YPL127C
His1:CG33810	YPL127C
His1:CG33825	YPL127C
His1:CG33828	YPL127C
His1:CG31617	YPL127C
His1:CG33852	YPL127C
His1:CG33843	YPL127C
His1:CG33846	YPL127C
His1:CG33864	YPL127C
His1:CG33849	YPL127C
His1:CG33831	YPL127C
His1:CG33819	YPL127C
His1:CG33816	YPL127C
His1:CG33801	YPL127C
His1:CG33813	YPL127C
His1:CG33858	YPL127C
His1:CG33807	YPL127C
His1:CG33834	YPL127C
MRG15	YPR023C
MRG15	YPR023C
Nf-YC	YOR358W
cnir	YGL054C
cnir	YBR210W
cni	YGL054C
cni	YBR210W
cni	YGL054C
cni	YBR210W
cni	YGL054C
cni	YBR210W
Rox8	YNL016W
Rox8	YNL016W
Rox8	YNL016W
Rox8	YNL016W
Rox8	YNL016W
Rox8	YNL016W
CG17028	YHR046C
CG17028	YDR287W
CG17028	YHR046C
CG17028	YDR287W
CG17029	YHR046C
CG17029	YDR287W
CG17029	YHR046C
CG17029	YDR287W
CG17026	YHR046C
CG17026	YDR287W
CG17027	YHR046C
CG17027	YDR287W
CG17027	YHR046C
CG17027	YDR287W
CG9391	YHR046C
CG9391	YDR287W
CG9391	YHR046C
CG9391	YDR287W
CG9389	YHR046C
CG9389	YDR287W
CG7379	YNL097C
CG7379	YHR090C
CG7379	YOR064C
Dis3	YOL021C
Dis3	YOL021C
Dis3l2	YDR293C
Dis3l2	YDR293C
Gp93	YMR186W
Gp93	YPL240C
