AT3G09720	CG5589
AT3G58780	Mef2
AT3G58780	Mef2
AT3G58780	Mef2
AT3G58780	Mef2
AT3G58780	Mef2
AT3G58780	Mef2
AT3G58780	Mef2
AT2G42830	Mef2
AT2G42830	Mef2
AT2G42830	Mef2
AT2G42830	Mef2
AT2G42830	Mef2
AT2G42830	Mef2
AT2G42830	Mef2
AT4G18960	Mef2
AT4G18960	Mef2
AT4G18960	Mef2
AT4G18960	Mef2
AT4G18960	Mef2
AT4G18960	Mef2
AT4G18960	Mef2
AT4G09960	Mef2
AT4G09960	Mef2
AT4G09960	Mef2
AT4G09960	Mef2
AT4G09960	Mef2
AT4G09960	Mef2
AT4G09960	Mef2
AT4G37940	Mef2
AT4G37940	Mef2
AT4G37940	Mef2
AT4G37940	Mef2
AT4G37940	Mef2
AT4G37940	Mef2
AT4G37940	Mef2
AT2G22630	Mef2
AT2G22630	Mef2
AT2G22630	Mef2
AT2G22630	Mef2
AT2G22630	Mef2
AT2G22630	Mef2
AT2G22630	Mef2
AT2G14210	Mef2
AT2G14210	Mef2
AT2G14210	Mef2
AT2G14210	Mef2
AT2G14210	Mef2
AT2G14210	Mef2
AT2G14210	Mef2
AT3G57230	Mef2
AT3G57230	Mef2
AT3G57230	Mef2
AT3G57230	Mef2
AT3G57230	Mef2
AT3G57230	Mef2
AT3G57230	Mef2
AT3G57390	Mef2
AT3G57390	Mef2
AT3G57390	Mef2
AT3G57390	Mef2
AT3G57390	Mef2
AT3G57390	Mef2
AT3G57390	Mef2
AT5G13790	Mef2
AT5G13790	Mef2
AT5G13790	Mef2
AT5G13790	Mef2
AT5G13790	Mef2
AT5G13790	Mef2
AT5G13790	Mef2
AT4G24540	Mef2
AT4G24540	Mef2
AT4G24540	Mef2
AT4G24540	Mef2
AT4G24540	Mef2
AT4G24540	Mef2
AT4G24540	Mef2
AT2G22540	Mef2
AT2G22540	Mef2
AT2G22540	Mef2
AT2G22540	Mef2
AT2G22540	Mef2
AT2G22540	Mef2
AT2G22540	Mef2
AT1G26370	CG4901
AT1G26370	CG4901
AT1G26370	CG4901
AT4G18465	CG3225
AT5G13010	l(1)G0007
AT5G13010	l(1)G0007
AT5G14900	Dhx15
AT5G14900	Dhx15
AT2G47250	Dhx15
AT2G47250	Dhx15
AT3G62310	Dhx15
AT3G62310	Dhx15
AT3G26560	pea
AT4G16680	l(2)37Cb
AT2G35340	l(2)37Cb
AT1G32490	l(2)37Cb
AT5G01670	CG6083
AT5G01670	CG6084
AT5G01670	CG6084
AT5G01670	CG6084
AT5G01670	CG6084
AT5G01670	CG10638
AT5G01670	CG9436
AT5G01670	CG10863
AT5G01670	CG12766
AT5G01670	CG2767
AT2G37790	CG6083
AT2G37790	CG6084
AT2G37790	CG6084
AT2G37790	CG6084
AT2G37790	CG6084
AT2G37790	CG10638
AT2G37790	CG9436
AT2G37790	CG10863
AT2G37790	CG12766
AT2G37790	CG2767
AT2G37770	CG6083
AT2G37770	CG6084
AT2G37770	CG6084
AT2G37770	CG6084
AT2G37770	CG6084
AT2G37770	CG10638
AT2G37770	CG9436
AT2G37770	CG10863
AT2G37770	CG12766
AT2G37770	CG2767
AT3G53880	CG6083
AT3G53880	CG6084
AT3G53880	CG6084
AT3G53880	CG6084
AT3G53880	CG6084
AT3G53880	CG10638
AT3G53880	CG9436
AT3G53880	CG10863
AT3G53880	CG12766
AT3G53880	CG2767
AT2G37760	CG6083
AT2G37760	CG6084
AT2G37760	CG6084
AT2G37760	CG6084
AT2G37760	CG6084
AT2G37760	CG10638
AT2G37760	CG9436
AT2G37760	CG10863
AT2G37760	CG12766
AT2G37760	CG2767
AT5G62420	CG6083
AT5G62420	CG6084
AT5G62420	CG6084
AT5G62420	CG6084
AT5G62420	CG6084
AT5G62420	CG10638
AT5G62420	CG9436
AT5G62420	CG10863
AT5G62420	CG12766
AT5G62420	CG2767
AT2G21250	CG6083
AT2G21250	CG6084
AT2G21250	CG6084
AT2G21250	CG6084
AT2G21250	CG6084
AT2G21250	CG10638
AT2G21250	CG9436
AT2G21250	CG10863
AT2G21250	CG12766
AT2G21250	CG2767
AT2G21260	CG6083
AT2G21260	CG6084
AT2G21260	CG6084
AT2G21260	CG6084
AT2G21260	CG6084
AT2G21260	CG10638
AT2G21260	CG9436
AT2G21260	CG10863
AT2G21260	CG12766
AT2G21260	CG2767
AT2G26300	CG17760
AT2G26300	CG30054
AT2G26300	CG30054
AT2G26300	Galphaq
AT2G26300	Galphaq
AT2G26300	Galphaq
AT2G26300	Galphaq
AT2G26300	Galphaq
AT2G26300	Galphaq
AT2G26300	Galphaq
AT2G26300	Galphai
AT2G26300	Galphao
AT2G26300	Galphao
AT2G26300	Galphao
AT2G26300	Galphao
AT2G26300	Galphao
AT2G26300	Galphao
AT2G26300	Galphao
AT2G26300	Galphao
AT2G26300	Galphao
AT4G01370	p38a
AT4G01370	p38a
AT4G01370	p38a
AT4G01370	p38b
AT4G01370	rl
AT4G01370	rl
AT4G01370	rl
AT4G01370	rl
AT4G01370	rl
AT4G01370	rl
AT1G01560	p38a
AT1G01560	p38a
AT1G01560	p38a
AT1G01560	p38b
AT1G01560	rl
AT1G01560	rl
AT1G01560	rl
AT1G01560	rl
AT1G01560	rl
AT1G01560	rl
AT2G46070	p38a
AT2G46070	p38a
AT2G46070	p38a
AT2G46070	p38b
AT2G46070	rl
AT2G46070	rl
AT2G46070	rl
AT2G46070	rl
AT2G46070	rl
AT2G46070	rl
AT4G11330	p38a
AT4G11330	p38a
AT4G11330	p38a
AT4G11330	p38b
AT4G11330	rl
AT4G11330	rl
AT4G11330	rl
AT4G11330	rl
AT4G11330	rl
AT4G11330	rl
AT1G07880	p38a
AT1G07880	p38a
AT1G07880	p38a
AT1G07880	p38b
AT1G07880	rl
AT1G07880	rl
AT1G07880	rl
AT1G07880	rl
AT1G07880	rl
AT1G07880	rl
AT2G43790	p38a
AT2G43790	p38a
AT2G43790	p38a
AT2G43790	p38b
AT2G43790	rl
AT2G43790	rl
AT2G43790	rl
AT2G43790	rl
AT2G43790	rl
AT2G43790	rl
AT3G59790	p38a
AT3G59790	p38a
AT3G59790	p38a
AT3G59790	p38b
AT3G59790	rl
AT3G59790	rl
AT3G59790	rl
AT3G59790	rl
AT3G59790	rl
AT3G59790	rl
AT3G45640	p38a
AT3G45640	p38a
AT3G45640	p38a
AT3G45640	p38b
AT3G45640	rl
AT3G45640	rl
AT3G45640	rl
AT3G45640	rl
AT3G45640	rl
AT3G45640	rl
AT1G59580	p38a
AT1G59580	p38a
AT1G59580	p38a
AT1G59580	p38b
AT1G59580	rl
AT1G59580	rl
AT1G59580	rl
AT1G59580	rl
AT1G59580	rl
AT1G59580	rl
AT1G10210	p38a
AT1G10210	p38a
AT1G10210	p38a
AT1G10210	p38b
AT1G10210	rl
AT1G10210	rl
AT1G10210	rl
AT1G10210	rl
AT1G10210	rl
AT1G10210	rl
AT4G36450	p38a
AT4G36450	p38a
AT4G36450	p38a
AT4G36450	p38b
AT4G36450	rl
AT4G36450	rl
AT4G36450	rl
AT4G36450	rl
AT4G36450	rl
AT4G36450	rl
AT2G18170	p38a
AT2G18170	p38a
AT2G18170	p38a
AT2G18170	p38b
AT2G18170	rl
AT2G18170	rl
AT2G18170	rl
AT2G18170	rl
AT2G18170	rl
AT2G18170	rl
AT1G07110	Pfrx
AT1G07110	Pfrx
AT1G07110	Pfrx
AT1G07110	Pfrx
AT1G07110	Pfrx
AT1G07110	Pfrx
AT1G07110	Pfrx
AT1G07110	Pfrx
AT1G07110	Pfrx
AT1G07110	Pfrx
AT1G07110	Pfrx
AT1G07110	Pfrx
AT1G07110	Pfrx
AT1G14170	HnRNP-K
AT5G04430	mub
AT5G04430	mub
AT5G04430	mub
AT5G04430	mub
AT5G04430	mub
AT5G04430	mub
AT5G04430	mub
AT5G04430	mub
AT5G04430	mub
AT5G04430	mub
AT5G04430	mub
AT5G04430	mub
AT1G07820	His4r
AT1G07820	His4r
AT1G07820	His4:CG33883
AT1G07820	His4:CG31611
AT1G07820	His4:CG33893
AT1G07820	His4:CG33907
AT1G07820	His4:CG33905
AT1G07820	His4:CG33909
AT1G07820	His4:CG33889
AT1G07820	His4:CG33891
AT1G07820	His4:CG33885
AT1G07820	His4:CG33887
AT1G07820	His4r
AT1G07820	His4:CG33871
AT1G07820	His4:CG33873
AT1G07820	His4:CG33875
AT1G07820	His4:CG33903
AT1G07820	His4:CG33899
AT1G07820	His4:CG33901
AT1G07820	His4:CG33895
AT1G07820	His4:CG33897
AT1G07820	His4r
AT1G07820	His4:CG33879
AT1G07820	His4:CG33877
AT1G07820	His4:CG33881
AT1G07820	His4:CG33869
AT3G46320	His4r
AT3G46320	His4r
AT3G46320	His4:CG33883
AT3G46320	His4:CG31611
AT3G46320	His4:CG33893
AT3G46320	His4:CG33907
AT3G46320	His4:CG33905
AT3G46320	His4:CG33909
AT3G46320	His4:CG33889
AT3G46320	His4:CG33891
AT3G46320	His4:CG33885
AT3G46320	His4:CG33887
AT3G46320	His4r
AT3G46320	His4:CG33871
AT3G46320	His4:CG33873
AT3G46320	His4:CG33875
AT3G46320	His4:CG33903
AT3G46320	His4:CG33899
AT3G46320	His4:CG33901
AT3G46320	His4:CG33895
AT3G46320	His4:CG33897
AT3G46320	His4r
AT3G46320	His4:CG33879
AT3G46320	His4:CG33877
AT3G46320	His4:CG33881
AT3G46320	His4:CG33869
AT3G45930	His4r
AT3G45930	His4r
AT3G45930	His4:CG33883
AT3G45930	His4:CG31611
AT3G45930	His4:CG33893
AT3G45930	His4:CG33907
AT3G45930	His4:CG33905
AT3G45930	His4:CG33909
AT3G45930	His4:CG33889
AT3G45930	His4:CG33891
AT3G45930	His4:CG33885
AT3G45930	His4:CG33887
AT3G45930	His4r
AT3G45930	His4:CG33871
AT3G45930	His4:CG33873
AT3G45930	His4:CG33875
AT3G45930	His4:CG33903
AT3G45930	His4:CG33899
AT3G45930	His4:CG33901
AT3G45930	His4:CG33895
AT3G45930	His4:CG33897
AT3G45930	His4r
AT3G45930	His4:CG33879
AT3G45930	His4:CG33877
AT3G45930	His4:CG33881
AT3G45930	His4:CG33869
AT1G07660	His4r
AT1G07660	His4r
AT1G07660	His4:CG33883
AT1G07660	His4:CG31611
AT1G07660	His4:CG33893
AT1G07660	His4:CG33907
AT1G07660	His4:CG33905
AT1G07660	His4:CG33909
AT1G07660	His4:CG33889
AT1G07660	His4:CG33891
AT1G07660	His4:CG33885
AT1G07660	His4:CG33887
AT1G07660	His4r
AT1G07660	His4:CG33871
AT1G07660	His4:CG33873
AT1G07660	His4:CG33875
AT1G07660	His4:CG33903
AT1G07660	His4:CG33899
AT1G07660	His4:CG33901
AT1G07660	His4:CG33895
AT1G07660	His4:CG33897
AT1G07660	His4r
AT1G07660	His4:CG33879
AT1G07660	His4:CG33877
AT1G07660	His4:CG33881
AT1G07660	His4:CG33869
AT5G59970	His4r
AT5G59970	His4r
AT5G59970	His4:CG33883
AT5G59970	His4:CG31611
AT5G59970	His4:CG33893
AT5G59970	His4:CG33907
AT5G59970	His4:CG33905
AT5G59970	His4:CG33909
AT5G59970	His4:CG33889
AT5G59970	His4:CG33891
AT5G59970	His4:CG33885
AT5G59970	His4:CG33887
AT5G59970	His4r
AT5G59970	His4:CG33871
AT5G59970	His4:CG33873
AT5G59970	His4:CG33875
AT5G59970	His4:CG33903
AT5G59970	His4:CG33899
AT5G59970	His4:CG33901
AT5G59970	His4:CG33895
AT5G59970	His4:CG33897
AT5G59970	His4r
AT5G59970	His4:CG33879
AT5G59970	His4:CG33877
AT5G59970	His4:CG33881
AT5G59970	His4:CG33869
AT2G28740	His4r
AT2G28740	His4r
AT2G28740	His4:CG33883
AT2G28740	His4:CG31611
AT2G28740	His4:CG33893
AT2G28740	His4:CG33907
AT2G28740	His4:CG33905
AT2G28740	His4:CG33909
AT2G28740	His4:CG33889
AT2G28740	His4:CG33891
AT2G28740	His4:CG33885
AT2G28740	His4:CG33887
AT2G28740	His4r
AT2G28740	His4:CG33871
AT2G28740	His4:CG33873
AT2G28740	His4:CG33875
AT2G28740	His4:CG33903
AT2G28740	His4:CG33899
AT2G28740	His4:CG33901
AT2G28740	His4:CG33895
AT2G28740	His4:CG33897
AT2G28740	His4r
AT2G28740	His4:CG33879
AT2G28740	His4:CG33877
AT2G28740	His4:CG33881
AT2G28740	His4:CG33869
AT3G53730	His4r
AT3G53730	His4r
AT3G53730	His4:CG33883
AT3G53730	His4:CG31611
AT3G53730	His4:CG33893
AT3G53730	His4:CG33907
AT3G53730	His4:CG33905
AT3G53730	His4:CG33909
AT3G53730	His4:CG33889
AT3G53730	His4:CG33891
AT3G53730	His4:CG33885
AT3G53730	His4:CG33887
AT3G53730	His4r
AT3G53730	His4:CG33871
AT3G53730	His4:CG33873
AT3G53730	His4:CG33875
AT3G53730	His4:CG33903
AT3G53730	His4:CG33899
AT3G53730	His4:CG33901
AT3G53730	His4:CG33895
AT3G53730	His4:CG33897
AT3G53730	His4r
AT3G53730	His4:CG33879
AT3G53730	His4:CG33877
AT3G53730	His4:CG33881
AT3G53730	His4:CG33869
AT5G59690	His4r
AT5G59690	His4r
AT5G59690	His4:CG33883
AT5G59690	His4:CG31611
AT5G59690	His4:CG33893
AT5G59690	His4:CG33907
AT5G59690	His4:CG33905
AT5G59690	His4:CG33909
AT5G59690	His4:CG33889
AT5G59690	His4:CG33891
AT5G59690	His4:CG33885
AT5G59690	His4:CG33887
AT5G59690	His4r
AT5G59690	His4:CG33871
AT5G59690	His4:CG33873
AT5G59690	His4:CG33875
AT5G59690	His4:CG33903
AT5G59690	His4:CG33899
AT5G59690	His4:CG33901
AT5G59690	His4:CG33895
AT5G59690	His4:CG33897
AT5G59690	His4r
AT5G59690	His4:CG33879
AT5G59690	His4:CG33877
AT5G59690	His4:CG33881
AT5G59690	His4:CG33869
AT1G51060	His2A:CG33859
AT1G51060	His2A:CG33856
AT1G51060	His2A:CG33853
AT1G51060	His2A:CG33838
AT1G51060	His2A:CG33841
AT1G51060	His2A:CG33850
AT1G51060	His2A:CG33844
AT1G51060	His2A:CG33847
AT1G51060	His2A:CG33820
AT1G51060	His2A:CG33817
AT1G51060	His2A:CG33814
AT1G51060	His2A:CG31618
AT1G51060	His2A:CG33862
AT1G51060	His2A:CG33808
AT1G51060	His2A:CG33826
AT1G51060	His2A:CG33823
AT1G51060	His2A:CG33829
AT1G51060	His2A:CG33832
AT1G51060	His2A:CG33865
AT1G51060	His2A:CG33835
AT3G20670	His2A:CG33859
AT3G20670	His2A:CG33856
AT3G20670	His2A:CG33853
AT3G20670	His2A:CG33838
AT3G20670	His2A:CG33841
AT3G20670	His2A:CG33850
AT3G20670	His2A:CG33844
AT3G20670	His2A:CG33847
AT3G20670	His2A:CG33820
AT3G20670	His2A:CG33817
AT3G20670	His2A:CG33814
AT3G20670	His2A:CG31618
AT3G20670	His2A:CG33862
AT3G20670	His2A:CG33808
AT3G20670	His2A:CG33826
AT3G20670	His2A:CG33823
AT3G20670	His2A:CG33829
AT3G20670	His2A:CG33832
AT3G20670	His2A:CG33865
AT3G20670	His2A:CG33835
AT5G54640	His2A:CG33859
AT5G54640	His2A:CG33856
AT5G54640	His2A:CG33853
AT5G54640	His2A:CG33838
AT5G54640	His2A:CG33841
AT5G54640	His2A:CG33850
AT5G54640	His2A:CG33844
AT5G54640	His2A:CG33847
AT5G54640	His2A:CG33820
AT5G54640	His2A:CG33817
AT5G54640	His2A:CG33814
AT5G54640	His2A:CG31618
AT5G54640	His2A:CG33862
AT5G54640	His2A:CG33808
AT5G54640	His2A:CG33826
AT5G54640	His2A:CG33823
AT5G54640	His2A:CG33829
AT5G54640	His2A:CG33832
AT5G54640	His2A:CG33865
AT5G54640	His2A:CG33835
AT4G27230	His2A:CG33859
AT4G27230	His2A:CG33856
AT4G27230	His2A:CG33853
AT4G27230	His2A:CG33838
AT4G27230	His2A:CG33841
AT4G27230	His2A:CG33850
AT4G27230	His2A:CG33844
AT4G27230	His2A:CG33847
AT4G27230	His2A:CG33820
AT4G27230	His2A:CG33817
AT4G27230	His2A:CG33814
AT4G27230	His2A:CG31618
AT4G27230	His2A:CG33862
AT4G27230	His2A:CG33808
AT4G27230	His2A:CG33826
AT4G27230	His2A:CG33823
AT4G27230	His2A:CG33829
AT4G27230	His2A:CG33832
AT4G27230	His2A:CG33865
AT4G27230	His2A:CG33835
AT5G59870	His2A:CG33859
AT5G59870	His2A:CG33856
AT5G59870	His2A:CG33853
AT5G59870	His2A:CG33838
AT5G59870	His2A:CG33841
AT5G59870	His2A:CG33850
AT5G59870	His2A:CG33844
AT5G59870	His2A:CG33847
AT5G59870	His2A:CG33820
AT5G59870	His2A:CG33817
AT5G59870	His2A:CG33814
AT5G59870	His2A:CG31618
AT5G59870	His2A:CG33862
AT5G59870	His2A:CG33808
AT5G59870	His2A:CG33826
AT5G59870	His2A:CG33823
AT5G59870	His2A:CG33829
AT5G59870	His2A:CG33832
AT5G59870	His2A:CG33865
AT5G59870	His2A:CG33835
AT4G33090	CG3502
AT4G33090	CG11951
AT4G33090	SP1029
AT4G33090	SP1029
AT4G33090	SP1029
AT4G33090	SP1029
AT4G33090	SP1029
AT4G33090	CG31445
AT4G33090	CG31445
AT4G33090	CG14516
AT4G33090	CG14516
AT4G33090	CG14516
AT4G33090	CG31198
AT4G33090	CG8774
AT4G33090	CG8774
AT4G33090	CG8773
AT4G33090	CG32473
AT4G33090	CG32473
AT4G33090	CG32473
AT4G33090	Psa
AT4G33090	Psa
AT4G33090	Psa
AT4G33090	Psa
AT4G33090	Psa
AT4G33090	Psa
AT4G33090	Psa
AT4G33090	Psa
AT3G46980	CG9864
AT3G46980	CG9864
AT3G46980	dmGlut
AT3G46980	CG9254
AT3G46980	CG18788
AT3G46980	CG15096
AT3G46980	CG15096
AT3G46980	MFS15
AT3G46980	MFS15
AT3G46980	MFS12
AT3G46980	MFS12
AT3G46980	MFS12
AT3G46980	Picot
AT3G46980	Picot
AT3G46980	Picot
AT3G46980	Picot
AT3G46980	CG6978
AT3G46980	MFS10
AT3G46980	MFS10
AT3G46980	MFS10
AT3G46980	MFS3
AT3G46980	MFS9
AT3G46980	MFS9
AT3G46980	VGlut
AT3G46980	VGlut
AT3G46980	VGlut
AT2G38060	CG9864
AT2G38060	CG9864
AT2G38060	dmGlut
AT2G38060	CG9254
AT2G38060	CG18788
AT2G38060	CG15096
AT2G38060	CG15096
AT2G38060	MFS15
AT2G38060	MFS15
AT2G38060	MFS12
AT2G38060	MFS12
AT2G38060	MFS12
AT2G38060	Picot
AT2G38060	Picot
AT2G38060	Picot
AT2G38060	Picot
AT2G38060	CG6978
AT2G38060	MFS10
AT2G38060	MFS10
AT2G38060	MFS10
AT2G38060	MFS3
AT2G38060	MFS9
AT2G38060	MFS9
AT2G38060	VGlut
AT2G38060	VGlut
AT2G38060	VGlut
AT4G00370	CG9864
AT4G00370	CG9864
AT4G00370	dmGlut
AT4G00370	CG9254
AT4G00370	CG18788
AT4G00370	CG15096
AT4G00370	CG15096
AT4G00370	MFS15
AT4G00370	MFS15
AT4G00370	MFS12
AT4G00370	MFS12
AT4G00370	MFS12
AT4G00370	Picot
AT4G00370	Picot
AT4G00370	Picot
AT4G00370	Picot
AT4G00370	CG6978
AT4G00370	MFS10
AT4G00370	MFS10
AT4G00370	MFS10
AT4G00370	MFS3
AT4G00370	MFS9
AT4G00370	MFS9
AT4G00370	VGlut
AT4G00370	VGlut
AT4G00370	VGlut
AT2G29650	CG9864
AT2G29650	CG9864
AT2G29650	dmGlut
AT2G29650	CG9254
AT2G29650	CG18788
AT2G29650	CG15096
AT2G29650	CG15096
AT2G29650	MFS15
AT2G29650	MFS15
AT2G29650	MFS12
AT2G29650	MFS12
AT2G29650	MFS12
AT2G29650	Picot
AT2G29650	Picot
AT2G29650	Picot
AT2G29650	Picot
AT2G29650	CG6978
AT2G29650	MFS10
AT2G29650	MFS10
AT2G29650	MFS10
AT2G29650	MFS3
AT2G29650	MFS9
AT2G29650	MFS9
AT2G29650	VGlut
AT2G29650	VGlut
AT2G29650	VGlut
AT5G20380	CG9864
AT5G20380	CG9864
AT5G20380	dmGlut
AT5G20380	CG9254
AT5G20380	CG18788
AT5G20380	CG15096
AT5G20380	CG15096
AT5G20380	MFS15
AT5G20380	MFS15
AT5G20380	MFS12
AT5G20380	MFS12
AT5G20380	MFS12
AT5G20380	Picot
AT5G20380	Picot
AT5G20380	Picot
AT5G20380	Picot
AT5G20380	CG6978
AT5G20380	MFS10
AT5G20380	MFS10
AT5G20380	MFS10
AT5G20380	MFS3
AT5G20380	MFS9
AT5G20380	MFS9
AT5G20380	VGlut
AT5G20380	VGlut
AT5G20380	VGlut
AT5G44370	CG9864
AT5G44370	CG9864
AT5G44370	dmGlut
AT5G44370	CG9254
AT5G44370	CG18788
AT5G44370	CG15096
AT5G44370	CG15096
AT5G44370	MFS15
AT5G44370	MFS15
AT5G44370	MFS12
AT5G44370	MFS12
AT5G44370	MFS12
AT5G44370	Picot
AT5G44370	Picot
AT5G44370	Picot
AT5G44370	Picot
AT5G44370	CG6978
AT5G44370	MFS10
AT5G44370	MFS10
AT5G44370	MFS10
AT5G44370	MFS3
AT5G44370	MFS9
AT5G44370	MFS9
AT5G44370	VGlut
AT5G44370	VGlut
AT5G44370	VGlut
AT3G09230	Myb
AT3G09230	Myb
AT3G09230	Myb
AT3G09230	Myb
AT2G39880	Myb
AT2G39880	Myb
AT2G39880	Myb
AT2G39880	Myb
AT3G55730	Myb
AT3G55730	Myb
AT3G55730	Myb
AT3G55730	Myb
AT3G50060	Myb
AT3G50060	Myb
AT3G50060	Myb
AT3G50060	Myb
AT5G67300	Myb
AT5G67300	Myb
AT5G67300	Myb
AT5G67300	Myb
AT2G23290	Myb
AT2G23290	Myb
AT2G23290	Myb
AT2G23290	Myb
AT4G37260	Myb
AT4G37260	Myb
AT4G37260	Myb
AT4G37260	Myb
AT2G13960	Myb
AT2G13960	Myb
AT2G13960	Myb
AT2G13960	Myb
AT5G02320	Myb
AT5G02320	Myb
AT5G02320	Myb
AT5G02320	Myb
AT3G09370	Myb
AT3G09370	Myb
AT3G09370	Myb
AT3G09370	Myb
AT5G11510	Myb
AT5G11510	Myb
AT5G11510	Myb
AT5G11510	Myb
AT4G32730	Myb
AT4G32730	Myb
AT4G32730	Myb
AT4G32730	Myb
AT1G43330	Myb
AT1G43330	Myb
AT1G43330	Myb
AT1G43330	Myb
AT4G00540	Myb
AT4G00540	Myb
AT4G00540	Myb
AT4G00540	Myb
AT4G18770	Myb
AT4G18770	Myb
AT4G18770	Myb
AT4G18770	Myb
AT5G11050	Myb
AT5G11050	Myb
AT5G11050	Myb
AT5G11050	Myb
AT5G58850	Myb
AT5G58850	Myb
AT5G58850	Myb
AT5G58850	Myb
AT5G40430	Myb
AT5G40430	Myb
AT5G40430	Myb
AT5G40430	Myb
AT2G25230	Myb
AT2G25230	Myb
AT2G25230	Myb
AT2G25230	Myb
AT5G40360	Myb
AT5G40360	Myb
AT5G40360	Myb
AT5G40360	Myb
AT3G27785	Myb
AT3G27785	Myb
AT3G27785	Myb
AT3G27785	Myb
AT2G25880	aurA
AT2G25880	aurB
AT4G32830	aurA
AT4G32830	aurB
AT2G45490	aurA
AT2G45490	aurB
AT1G45160	Pkg21D
AT1G45160	Pka-C3
AT2G38490	Sik2
AT2G38490	KP78a
AT2G38490	par-1
AT2G38490	par-1
AT2G38490	par-1
AT2G38490	par-1
AT2G38490	par-1
AT2G38490	par-1
AT5G01820	Sik2
AT5G01820	KP78a
AT5G01820	par-1
AT5G01820	par-1
AT5G01820	par-1
AT5G01820	par-1
AT5G01820	par-1
AT5G01820	par-1
AT2G30360	Sik2
AT2G30360	KP78a
AT2G30360	par-1
AT2G30360	par-1
AT2G30360	par-1
AT2G30360	par-1
AT2G30360	par-1
AT2G30360	par-1
AT5G10930	Sik2
AT5G10930	KP78a
AT5G10930	par-1
AT5G10930	par-1
AT5G10930	par-1
AT5G10930	par-1
AT5G10930	par-1
AT5G10930	par-1
AT2G25090	Sik2
AT2G25090	KP78a
AT2G25090	par-1
AT2G25090	par-1
AT2G25090	par-1
AT2G25090	par-1
AT2G25090	par-1
AT2G25090	par-1
AT5G25110	Sik2
AT5G25110	KP78a
AT5G25110	par-1
AT5G25110	par-1
AT5G25110	par-1
AT5G25110	par-1
AT5G25110	par-1
AT5G25110	par-1
AT5G25630	par-1
AT3G52280	fs(1)h
AT3G52280	fs(1)h
AT3G52280	fs(1)h
AT3G52280	fs(1)h
AT3G52280	fs(1)h
AT3G52280	fs(1)h
AT3G52280	fs(1)h
AT3G52280	fs(1)h
AT3G52280	fs(1)h
AT3G52280	tbrd-3
AT2G34900	fs(1)h
AT2G34900	fs(1)h
AT2G34900	fs(1)h
AT2G34900	fs(1)h
AT2G34900	fs(1)h
AT2G34900	fs(1)h
AT2G34900	fs(1)h
AT2G34900	fs(1)h
AT2G34900	fs(1)h
AT2G34900	tbrd-3
AT5G46550	fs(1)h
AT5G46550	fs(1)h
AT5G46550	fs(1)h
AT5G46550	fs(1)h
AT5G46550	fs(1)h
AT5G46550	fs(1)h
AT5G46550	fs(1)h
AT5G46550	fs(1)h
AT5G46550	fs(1)h
AT5G46550	tbrd-3
AT1G12200	Fmo-2
AT1G12200	Fmo-1
AT1G63340	Fmo-2
AT1G63340	Fmo-1
AT1G62580	Fmo-2
AT1G62580	Fmo-1
AT1G62570	Fmo-2
AT1G62570	Fmo-1
AT1G62560	Fmo-2
AT1G62560	Fmo-1
AT1G65860	Fmo-2
AT1G65860	Fmo-1
AT1G62540	Fmo-2
AT1G62540	Fmo-1
AT1G12140	Fmo-2
AT1G12140	Fmo-1
AT1G12160	Fmo-2
AT1G12160	Fmo-1
AT1G12130	Fmo-2
AT1G12130	Fmo-1
AT1G63370	Fmo-2
AT1G63370	Fmo-1
AT1G62620	Fmo-2
AT1G62620	Fmo-1
AT1G63390	Fmo-2
AT1G63390	Fmo-1
AT1G62600	Fmo-2
AT1G62600	Fmo-1
AT5G07800	Fmo-2
AT5G07800	Fmo-1
AT5G61290	Fmo-2
AT5G61290	Fmo-1
AT3G51840	CG9547
AT3G45300	CG6638
AT1G05940	CG13248
AT1G05940	slif
AT1G05940	slif
AT1G05940	slif
AT1G05940	CG5535
AT1G05940	CG5535
AT1G05940	CG7255
AT1G05940	CG7255
AT1G05940	CG7255
AT1G05940	CG7255
AT1G05940	CG7255
AT1G05940	CG12531
AT1G05940	CG12531
AT3G10600	CG13248
AT3G10600	slif
AT3G10600	slif
AT3G10600	slif
AT3G10600	CG5535
AT3G10600	CG5535
AT3G10600	CG7255
AT3G10600	CG7255
AT3G10600	CG7255
AT3G10600	CG7255
AT3G10600	CG7255
AT3G10600	CG12531
AT3G10600	CG12531
AT5G04770	CG13248
AT5G04770	slif
AT5G04770	slif
AT5G04770	slif
AT5G04770	CG5535
AT5G04770	CG5535
AT5G04770	CG7255
AT5G04770	CG7255
AT5G04770	CG7255
AT5G04770	CG7255
AT5G04770	CG7255
AT5G04770	CG12531
AT5G04770	CG12531
AT1G17120	CG13248
AT1G17120	slif
AT1G17120	slif
AT1G17120	slif
AT1G17120	CG5535
AT1G17120	CG5535
AT1G17120	CG7255
AT1G17120	CG7255
AT1G17120	CG7255
AT1G17120	CG7255
AT1G17120	CG7255
AT1G17120	CG12531
AT1G17120	CG12531
AT2G34960	CG13248
AT2G34960	slif
AT2G34960	slif
AT2G34960	slif
AT2G34960	CG5535
AT2G34960	CG5535
AT2G34960	CG7255
AT2G34960	CG7255
AT2G34960	CG7255
AT2G34960	CG7255
AT2G34960	CG7255
AT2G34960	CG12531
AT2G34960	CG12531
AT4G21120	CG13248
AT4G21120	slif
AT4G21120	slif
