AT3G09720	YGL171W
AT1G18350	YJL128C
AT1G18350	YDL159W
AT1G32320	YPL140C
AT1G32320	YOR231W
AT1G32320	YJL128C
AT1G32320	YDL159W
AT5G40440	YPL140C
AT5G40440	YOR231W
AT5G40440	YJL128C
AT5G40440	YDL159W
AT4G26070	YPL140C
AT4G26070	YOR231W
AT4G26070	YJL128C
AT4G26070	YDL159W
AT4G29810	YPL140C
AT4G29810	YOR231W
AT4G29810	YJL128C
AT4G29810	YDL159W
AT5G56580	YPL140C
AT5G56580	YOR231W
AT5G56580	YJL128C
AT5G56580	YDL159W
AT4G32660	YLL019C
AT3G53570	YLL019C
AT4G24740	YLL019C
AT1G36627	YLL019C
AT1G69220	YAR019C
AT3G15220	YDR523C
AT1G53165	YDR523C
AT4G14480	YDR523C
AT2G19480	YKR048C
AT5G56950	YKR048C
AT4G26110	YKR048C
AT3G13782	YKR048C
AT3G06483	YGL059W
AT3G06483	YIL042C
AT1G73700	YHR032W
AT1G73700	YDR338C
AT2G34360	YHR032W
AT2G34360	YDR338C
AT5G52450	YHR032W
AT5G52450	YDR338C
AT1G15160	YHR032W
AT1G15160	YDR338C
AT1G15150	YHR032W
AT1G15150	YDR338C
AT1G15170	YHR032W
AT1G15170	YDR338C
AT1G15180	YHR032W
AT1G15180	YDR338C
AT1G71140	YHR032W
AT1G71140	YDR338C
AT1G64820	YHR032W
AT1G64820	YDR338C
AT1G66780	YHR032W
AT1G66780	YDR338C
AT1G66760	YHR032W
AT1G66760	YDR338C
AT2G04040	YHR032W
AT2G04040	YDR338C
AT2G04070	YHR032W
AT2G04070	YDR338C
AT2G04050	YHR032W
AT2G04050	YDR338C
AT2G04066	YHR032W
AT2G04066	YDR338C
AT2G04080	YHR032W
AT2G04080	YDR338C
AT2G04090	YHR032W
AT2G04090	YDR338C
AT2G04100	YHR032W
AT2G04100	YDR338C
AT4G38640	YOR161C
AT1G25500	YOR161C
AT1G64550	YFR009W
AT5G60790	YER036C
AT5G11670	YKL029C
AT5G25880	YKL029C
AT1G79750	YKL029C
AT2G19900	YKL029C
AT4G00570	YKL029C
AT2G13560	YKL029C
AT5G14180	YKL140W
AT2G15230	YKL140W
AT2G28520	YMR054W
AT2G28520	YOR270C
AT4G39080	YMR054W
AT4G39080	YOR270C
AT2G21410	YMR054W
AT2G21410	YOR270C
AT5G07340	YAL058W
AT5G61790	YAL058W
AT5G49310	YNL189W
AT4G16143	YNL189W
AT1G02690	YNL189W
AT3G06720	YNL189W
AT4G02150	YNL189W
AT3G05720	YNL189W
AT1G09270	YNL189W
AT5G49305	YNL189W
AT5G52000	YNL189W
AT1G32880	YNL189W
AT5G16880	YDR358W
AT5G16880	YHR108W
AT1G06210	YDR358W
AT1G06210	YHR108W
AT2G38410	YDR358W
AT2G38410	YHR108W
AT5G01760	YDR358W
AT5G01760	YHR108W
AT3G08790	YDR358W
AT3G08790	YHR108W
AT4G32760	YDR358W
AT4G32760	YHR108W
AT5G63640	YDR358W
AT5G63640	YHR108W
AT1G21380	YDR358W
AT1G21380	YHR108W
AT1G76970	YDR358W
AT1G76970	YHR108W
AT1G51640	YJL085W
AT4G31540	YJL085W
AT5G52340	YJL085W
AT5G03540	YJL085W
AT5G52350	YJL085W
AT2G28640	YJL085W
AT1G07725	YJL085W
AT2G28650	YJL085W
AT5G59730	YJL085W
AT3G09520	YJL085W
AT3G09530	YJL085W
AT3G55150	YJL085W
AT2G39380	YJL085W
AT5G13150	YJL085W
AT5G13990	YJL085W
AT1G07000	YJL085W
AT5G58430	YJL085W
AT3G29400	YJL085W
AT5G61010	YJL085W
AT5G50380	YJL085W
AT1G72470	YJL085W
AT3G14090	YJL085W
AT1G54090	YJL085W
AT5G42190	YDR328C
AT1G75950	YDR328C
AT2G25700	YDR328C
AT1G20140	YDR328C
AT4G34210	YDR328C
AT4G34470	YDR328C
AT3G21850	YDR328C
AT3G21830	YDR328C
AT3G21840	YDR328C
AT3G21860	YDR328C
AT3G60010	YDR328C
AT3G53060	YDR328C
AT3G60020	YDR328C
AT2G03170	YDR328C
AT3G25650	YDR328C
AT2G03160	YDR328C
AT1G10230	YDR328C
AT2G20160	YDR328C
AT2G03190	YDR328C
AT1G14610	YGR094W
AT1G27160	YGR094W
AT4G35570	YPR052C
AT2G17560	YPR052C
AT1G20696	YPR052C
AT1G20693	YPR052C
AT2G34450	YPR052C
AT4G35260	YNL037C
AT2G17130	YNL037C
AT4G35650	YNL037C
AT1G32480	YNL037C
AT5G03290	YOR136W
AT3G09810	YOR136W
AT1G50010	YML085C
AT1G50010	YML124C
AT1G04820	YML085C
AT1G04820	YML124C
AT4G14960	YML085C
AT4G14960	YML124C
AT1G64740	YML085C
AT1G64740	YML124C
AT5G19770	YML085C
AT5G19770	YML124C
AT5G19780	YML085C
AT5G19780	YML124C
AT1G63160	YOL094C
AT1G77470	YNL290W
AT1G21690	YJR068W
AT3G52940	YGL012W
AT3G52940	YNL280C
AT4G27740	YBL049W
AT4G27745	YBL049W
AT3G08990	YBL049W
AT3G55890	YBL049W
AT2G40110	YBL049W
AT3G11230	YBL049W
AT5G53940	YBL049W
AT5G56290	YMR018W
AT5G56290	YDR244W
AT5G14300	YGR132C
AT3G27280	YGR132C
AT5G40770	YGR132C
AT2G20530	YGR231C
AT4G28510	YGR231C
AT1G03860	YGR231C
AT5G44140	YGR231C
AT3G28970	YLR128W
AT3G12760	YLR128W
AT1G15860	YLR128W
AT5G21105	YMR058W
AT5G21105	YFL041W
AT5G21105	YDR506C
AT5G21100	YMR058W
AT5G21100	YFL041W
AT5G21100	YDR506C
AT4G39830	YMR058W
AT4G39830	YFL041W
AT4G39830	YDR506C
AT5G01050	YMR058W
AT5G01050	YFL041W
AT5G01050	YDR506C
AT5G01040	YMR058W
AT5G01040	YFL041W
AT5G01040	YDR506C
AT3G09220	YMR058W
AT3G09220	YFL041W
AT3G09220	YDR506C
AT5G09360	YMR058W
AT5G09360	YFL041W
AT5G09360	YDR506C
AT5G48100	YMR058W
AT5G48100	YFL041W
AT5G48100	YDR506C
AT2G30210	YMR058W
AT2G30210	YFL041W
AT2G30210	YDR506C
AT5G07130	YMR058W
AT5G07130	YFL041W
AT5G07130	YDR506C
AT2G40370	YMR058W
AT2G40370	YFL041W
AT2G40370	YDR506C
AT5G05390	YMR058W
AT5G05390	YFL041W
AT5G05390	YDR506C
AT2G38080	YMR058W
AT2G38080	YFL041W
AT2G38080	YDR506C
AT5G01190	YMR058W
AT5G01190	YFL041W
AT5G01190	YDR506C
AT5G58910	YMR058W
AT5G58910	YFL041W
AT5G58910	YDR506C
AT5G03260	YMR058W
AT5G03260	YFL041W
AT5G03260	YDR506C
AT5G60020	YMR058W
AT5G60020	YFL041W
AT5G60020	YDR506C
AT2G29130	YMR058W
AT2G29130	YFL041W
AT2G29130	YDR506C
AT1G18140	YMR058W
AT1G18140	YFL041W
AT1G18140	YDR506C
AT2G46570	YMR058W
AT2G46570	YFL041W
AT2G46570	YDR506C
AT1G47830	YJR058C
AT2G17380	YLR170C
AT4G35410	YLR170C
AT4G39870	YPL196W
AT2G05590	YPL196W
AT2G47980	YIL026C
AT3G25220	YDR519W
AT5G48580	YDR519W
AT5G64350	YNL135C
AT5G18230	YIL038C
AT5G18230	YPR072W
AT1G02120	YLR072W
AT1G02120	YFL042C
AT1G50440	YIL030C
AT2G22120	YIL030C
AT1G11020	YIL030C
AT4G10590	YJL197W
AT4G10570	YJL197W
AT1G32850	YJL197W
AT2G40930	YJL197W
AT5G22030	YJL197W
AT2G41090	YBR109C
AT4G02690	YNL305C
AT1G03070	YNL305C
AT3G63310	YNL305C
AT4G14730	YNL305C
AT4G15470	YNL305C
AT5G48700	YDR510W
AT5G48710	YDR510W
AT5G55856	YDR510W
AT5G55855	YDR510W
AT2G32765	YDR510W
AT5G55170	YDR510W
AT5G55160	YDR510W
AT4G26840	YDR510W
AT3G22880	YER179W
AT5G20850	YER095W
AT3G02760	YPR033C
AT5G61530	YPL115C
AT5G61530	YOR134W
AT5G61530	YDR389W
AT5G66590	YKR013W
AT5G66590	YJL079C
AT5G66590	YJL078C
AT2G19980	YKR013W
AT2G19980	YJL079C
AT2G19980	YJL078C
AT2G19970	YKR013W
AT2G19970	YJL079C
AT2G19970	YJL078C
AT2G19990	YKR013W
AT2G19990	YJL079C
AT2G19990	YJL078C
AT1G01310	YKR013W
AT1G01310	YJL079C
AT1G01310	YJL078C
AT5G02730	YKR013W
AT5G02730	YJL079C
AT5G02730	YJL078C
AT3G09590	YKR013W
AT3G09590	YJL079C
AT3G09590	YJL078C
AT4G31470	YKR013W
AT4G31470	YJL079C
AT4G31470	YJL078C
AT5G57625	YKR013W
AT5G57625	YJL079C
AT5G57625	YJL078C
AT4G25790	YKR013W
AT4G25790	YJL079C
AT4G25790	YJL078C
AT4G30320	YKR013W
AT4G30320	YJL079C
AT4G30320	YJL078C
AT4G25780	YKR013W
AT4G25780	YJL079C
AT4G25780	YJL078C
AT4G33730	YKR013W
AT4G33730	YJL079C
AT4G33730	YJL078C
AT3G19690	YKR013W
AT3G19690	YJL079C
AT3G19690	YJL078C
AT2G14580	YKR013W
AT2G14580	YJL079C
AT2G14580	YJL078C
AT2G14610	YKR013W
AT2G14610	YJL079C
AT2G14610	YJL078C
AT1G50060	YKR013W
AT1G50060	YJL079C
AT1G50060	YJL078C
AT1G50050	YKR013W
AT1G50050	YJL079C
AT1G50050	YJL078C
AT4G07820	YKR013W
AT4G07820	YJL079C
AT4G07820	YJL078C
AT4G33720	YKR013W
AT4G33720	YJL079C
AT4G33720	YJL078C
AT4G33710	YKR013W
AT4G33710	YJL079C
AT4G33710	YJL078C
AT5G26130	YKR013W
AT5G26130	YJL079C
AT5G26130	YJL078C
AT1G20065	YJR063W
AT3G25940	YJR063W
AT5G26740	YKR051W
AT3G05940	YKR051W
AT4G38360	YKR051W
AT1G77220	YKR051W
AT1G23070	YKR051W
AT1G68100	YIL023C
AT1G74030	YMR323W
AT1G74030	YOR393W
AT1G74030	YPL281C
AT1G74030	YHR174W
AT1G74030	YGR254W
AT2G29560	YMR323W
AT2G29560	YOR393W
AT2G29560	YPL281C
AT2G29560	YHR174W
AT2G29560	YGR254W
AT2G36530	YMR323W
AT2G36530	YOR393W
AT2G36530	YPL281C
AT2G36530	YHR174W
AT2G36530	YGR254W
AT5G67380	YOR061W
AT5G67380	YIL035C
AT3G50000	YOR061W
AT3G50000	YIL035C
AT2G23080	YOR061W
AT2G23080	YIL035C
AT2G23070	YOR061W
AT2G23070	YIL035C
AT5G06290	YML028W
AT5G06290	YDR453C
AT3G11630	YML028W
AT3G11630	YDR453C
AT4G09320	YKL067W
AT5G63310	YKL067W
AT4G21540	YOR171C
AT4G21540	YLR260W
AT4G21534	YOR171C
AT4G21534	YLR260W
AT2G31200	YLL050C
AT2G16700	YLL050C
AT4G34970	YLL050C
AT4G25590	YLL050C
AT5G52360	YLL050C
AT1G01750	YLL050C
AT4G00680	YLL050C
AT3G46000	YLL050C
AT3G45990	YLL050C
AT3G46010	YLL050C
AT5G59890	YLL050C
AT5G59880	YLL050C
AT5G41580	YOR156C
AT5G41580	YDR409W
AT1G08910	YOR156C
AT1G08910	YDR409W
AT2G20560	YNL007C
AT4G28480	YNL007C
AT3G08910	YNL007C
AT5G01390	YNL007C
AT1G10350	YNL007C
AT1G59725	YNL007C
AT3G47940	YNL007C
AT5G25530	YNL007C
AT1G80830	YOL122C
AT1G80830	YLR034C
AT1G80830	YHR050W
AT1G15960	YOL122C
AT1G15960	YLR034C
AT1G15960	YHR050W
AT3G52560	YGL087C
AT2G36060	YGL087C
AT1G70660	YGL087C
AT1G70650	YGL087C
AT1G23260	YGL087C
AT2G43420	YGL001C
AT2G26260	YGL001C
AT1G47290	YGL001C
AT2G36900	YLR078C
AT5G50440	YLR078C
AT3G10550	YJR110W
AT5G04540	YJR110W
AT3G14740	YPR031W
AT5G20430	YFL034C-B
AT5G20440	YFL034C-B
AT4G19045	YIL106W
AT5G45550	YIL106W
AT3G10850	YDR272W
AT3G10850	YOR040W
AT3G05740	YMR190C
AT1G10930	YMR190C
AT1G31360	YMR190C
AT3G26340	YPR103W
AT1G13060	YPR103W
AT5G10960	YNR052C
AT1G80780	YNR052C
AT2G32070	YNR052C
AT1G15920	YNR052C
AT5G22250	YNR052C
AT3G44260	YNR052C
AT1G49760	YER165W
AT2G15500	YER165W
AT4G34110	YER165W
AT2G23350	YER165W
AT1G22760	YER165W
AT1G71770	YER165W
AT2G36660	YER165W
AT4G04800	YCL033C
AT4G21860	YCL033C
AT4G04810	YCL033C
AT4G04830	YCL033C
AT4G21850	YCL033C
AT4G21830	YCL033C
AT4G21840	YCL033C
AT4G04840	YCL033C
AT4G31860	YER089C
AT4G31860	YBL056W
AT2G25070	YER089C
AT2G25070	YBL056W
AT4G38260	YGR127W
AT5G35980	YJL141C
AT5G66130	YER173W
AT1G02740	YPR023C
AT4G37280	YPR023C
AT5G50490	YOR358W
AT5G27910	YOR358W
AT5G50470	YOR358W
AT5G50480	YOR358W
AT5G38140	YOR358W
AT1G08970	YOR358W
AT1G54830	YOR358W
AT1G56170	YOR358W
AT3G48590	YOR358W
AT5G63470	YOR358W
AT1G12390	YGL054C
AT1G12390	YBR210W
AT1G12340	YGL054C
AT1G12340	YBR210W
AT1G62880	YGL054C
AT1G62880	YBR210W
AT4G12090	YGL054C
AT4G12090	YBR210W
AT3G12180	YGL054C
AT3G12180	YBR210W
AT1G54080	YNL016W
AT1G17370	YNL016W
AT3G14100	YNL016W
AT4G39120	YHR046C
AT4G39120	YDR287W
AT1G31190	YHR046C
AT1G31190	YDR287W
AT3G02870	YHR046C
AT3G02870	YDR287W
AT1G54390	YNL097C
AT1G54390	YHR090C
AT1G54390	YOR064C
AT5G02250	YMR287C
AT2G17510	YOL021C
AT1G77680	YDR293C
AT2G04030	YMR186W
AT2G04030	YPL240C
AT3G07770	YMR186W
AT3G07770	YPL240C
AT4G24190	YMR186W
AT4G24190	YPL240C
AT5G56010	YMR186W
AT5G56010	YPL240C
AT5G56030	YMR186W
AT5G56030	YPL240C
AT5G56000	YMR186W
AT5G56000	YPL240C
AT5G52640	YMR186W
AT5G52640	YPL240C
AT5G46750	YER122C
AT4G17890	YER122C
AT2G35210	YER122C
AT5G62500	YER016W
AT3G47690	YER016W
AT5G67270	YER016W
AT5G42740	YBR196C
AT1G69670	YGR003W
AT1G26830	YGR003W
AT1G03190	YER171W
AT3G61160	YDL079C
AT3G61160	YMR139W
AT4G00720	YDL079C
AT4G00720	YMR139W
AT1G09840	YDL079C
AT1G09840	YMR139W
AT1G57870	YDL079C
AT1G57870	YMR139W
AT2G30980	YDL079C
AT2G30980	YMR139W
AT1G06390	YDL079C
AT1G06390	YMR139W
AT4G18710	YDL079C
AT4G18710	YMR139W
AT5G14640	YDL079C
AT5G14640	YMR139W
AT5G26751	YDL079C
AT5G26751	YMR139W
AT3G05840	YDL079C
AT3G05840	YMR139W
AT1G11660	YPL106C
AT1G11660	YBR169C
AT1G79920	YPL106C
AT1G79920	YBR169C
AT1G79930	YPL106C
AT1G79930	YBR169C
AT1G29940	YPR010C
AT5G45140	YOR207C
AT4G21710	YOR151C
AT3G57650	YBR042C
AT3G57650	YDR018C
AT1G51260	YBR042C
AT1G51260	YDR018C
AT1G74320	YDR147W
AT1G74320	YLR133W
AT1G71697	YDR147W
AT1G71697	YLR133W
AT4G09760	YDR147W
AT4G09760	YLR133W
AT2G26830	YDR147W
AT2G26830	YLR133W
AT5G20080	YKL150W
AT5G17770	YIL043C
AT1G09810	YDR374C
AT1G79270	YDR374C
AT3G17330	YDR374C
AT1G48110	YDR374C
AT1G55500	YDR374C
AT3G13460	YDR374C
AT5G61020	YDR374C
AT3G03950	YDR374C
AT3G13060	YDR374C
AT1G27960	YDR374C
AT5G58190	YDR374C
AT1G60780	YPL259C
AT1G10730	YPL259C
AT5G46630	YOL062C
AT1G17720	YGL190C
AT1G74990	YER116C
AT1G19310	YER116C
AT2G23780	YER116C
AT2G44410	YER116C
AT2G42030	YER116C
AT3G58030	YER116C
AT4G28270	YER116C
AT4G03510	YER116C
AT4G27470	YER116C
AT1G79610	YDR456W
AT1G54370	YDR456W
AT1G55880	YGR012W
AT1G60000	YGR159C
AT3G52150	YGR159C
AT3G52380	YGR159C
AT3G53460	YGR159C
AT2G37220	YGR159C
AT4G24770	YGR159C
AT5G50250	YGR159C
AT1G70400	YGR091W
AT1G60170	YGR091W
AT2G32000	YLR234W
AT5G63920	YLR234W
AT2G47720	YGR223C
AT3G01310	YLR410W
AT5G15070	YLR410W
AT3G01380	YKL165C
AT4G35560	YPR032W
AT4G35560	YBL106C
AT5G05570	YPR032W
AT5G05570	YBL106C
AT4G35890	YDR515W
AT4G35890	YCL037C
AT5G66100	YDR515W
AT5G66100	YCL037C
AT5G67320	YBR103W
AT3G46830	YER031C
AT3G46830	YGL210W
AT5G59150	YER031C
AT5G59150	YGL210W
AT1G07410	YER031C
AT1G07410	YGL210W
AT1G09630	YER031C
AT1G09630	YGL210W
AT5G65270	YER031C
AT5G65270	YGL210W
AT4G39990	YER031C
AT4G39990	YGL210W
AT3G12160	YER031C
AT3G12160	YGL210W
AT5G47960	YER031C
AT5G47960	YGL210W
AT3G15060	YER031C
AT3G15060	YGL210W
AT5G60860	YER031C
AT5G60860	YGL210W
AT1G28550	YER031C
AT1G28550	YGL210W
AT2G33870	YER031C
AT2G33870	YGL210W
AT4G18430	YER031C
AT4G18430	YGL210W
AT5G45750	YER031C
AT5G45750	YGL210W
AT4G18800	YER031C
AT4G18800	YGL210W
AT1G06400	YER031C
AT1G06400	YGL210W
AT1G16920	YER031C
AT1G16920	YGL210W
AT1G07705	YDL165W
AT5G59710	YDL165W
AT1G52760	YKL094W
AT5G14980	YKL094W
AT5G19290	YKL094W
AT1G11090	YKL094W
AT5G16120	YKL094W
AT1G77420	YKL094W
AT3G55180	YKL094W
AT2G39400	YKL094W
AT2G39420	YKL094W
AT2G39410	YKL094W
AT3G55190	YKL094W
AT2G47630	YKL094W
AT3G62860	YKL094W
AT1G18360	YKL094W
AT1G73480	YKL094W
AT5G11650	YKL094W
AT3G07880	YDL135C
AT1G12070	YDL135C
AT1G62450	YDL135C
AT1G26630	YEL034W
AT1G26630	YJR047C
AT1G69410	YEL034W
AT1G69410	YJR047C
AT1G13950	YEL034W
AT1G13950	YJR047C
AT1G29990	YLR200W
ATMG01080	Q0130
AT2G07671	Q0130
AT5G07460	YER042W
AT4G25130	YER042W
AT5G61640	YER042W
AT5G07470	YER042W
AT5G38710	YLR142W
AT3G30775	YLR142W
AT3G55410	YIL125W
AT5G65750	YIL125W
AT4G09140	YMR167W
AT5G04620	YDR232W
AT5G08280	YDL205C
AT5G47200	YFL038C
AT4G17530	YFL038C
AT1G02130	YFL038C
AT3G11730	YFL038C
AT3G46060	YFL005W
AT5G59840	YFL005W
AT3G53610	YFL005W
AT3G09900	YFL005W
AT5G03520	YFL005W
AT2G22610	YPR141C
AT1G72250	YPR141C
AT5G41310	YPR141C
AT1G63640	YPR141C
AT1G73860	YPR141C
AT1G18410	YPR141C
AT3G10310	YPR141C
AT3G44730	YPR141C
AT2G47500	YPR141C
AT1G09170	YPR141C
AT5G27000	YPR141C
AT4G05190	YPR141C
AT4G21270	YPR141C
AT5G54670	YPR141C
AT4G27180	YPR141C
AT2G26240	YJR085C
AT3G43520	YJR085C
AT3G57280	YJR085C
AT1G50740	YJR085C
AT3G20510	YJR085C
AT4G39850	YPL147W
AT4G39850	YKL188C
AT2G01730	YLR277C
AT1G61010	YLR277C
AT2G48150	YKL026C
AT2G48150	YIR037W
AT2G48150	YBR244W
AT3G63080	YKL026C
AT3G63080	YIR037W
AT3G63080	YBR244W
AT1G63460	YKL026C
AT1G63460	YIR037W
AT1G63460	YBR244W
AT4G11600	YKL026C
AT4G11600	YIR037W
AT4G11600	YBR244W
AT2G31570	YKL026C
AT2G31570	YIR037W
AT2G31570	YBR244W
AT2G43350	YKL026C
AT2G43350	YIR037W
AT2G43350	YBR244W
AT2G25080	YKL026C
AT2G25080	YIR037W
AT2G25080	YBR244W
AT4G31870	YKL026C
AT4G31870	YIR037W
AT4G31870	YBR244W
AT2G40090	YLR253W
AT1G74310	YLL026W
AT4G14670	YLL026W
AT5G15450	YDR258C
AT2G25140	YDR258C
AT5G60500	YMR101C
AT5G60500	YBR002C
AT5G60510	YMR101C
AT5G60510	YBR002C
AT2G17570	YMR101C
AT2G17570	YBR002C
AT3G60100	YPR001W
AT3G60100	YNR001C
AT3G60100	YCR005C
AT2G44350	YPR001W
AT2G44350	YNR001C
AT2G44350	YCR005C
AT3G02280	YPR048W
AT3G24710	YFR030W
AT4G24520	YHR042W
AT4G30210	YHR042W
AT4G26390	YAL038W
AT4G26390	YOR347C
AT5G56350	YAL038W
AT5G56350	YOR347C
AT5G63680	YAL038W
AT5G63680	YOR347C
AT5G08570	YAL038W
AT5G08570	YOR347C
AT3G04050	YAL038W
AT3G04050	YOR347C
AT3G25960	YAL038W
AT3G25960	YOR347C
AT3G55650	YAL038W
AT3G55650	YOR347C
AT3G55810	YAL038W
AT3G55810	YOR347C
AT5G35600	YNL330C
AT5G63110	YNL330C
AT4G38130	YNL330C
AT3G44680	YGL194C
AT5G22330	YDR190C
AT5G67630	YPL235W
AT3G49830	YPL235W
AT4G29330	YBR201W
AT4G29330	YDR411C
AT4G21810	YBR201W
AT4G21810	YDR411C
AT4G04860	YBR201W
AT4G04860	YDR411C
AT4G17620	YGL246C
AT4G24160	YLR099C
AT4G24160	YDR125C
AT4G24160	YGR110W
AT5G07320	YNL083W
AT5G61810	YNL083W
AT5G51050	YNL083W
AT5G09740	YOR244W
AT5G64610	YOR244W
AT5G11170	YDL084W
AT5G11200	YDL084W
AT5G42950	YBR172C
AT1G08990	YJL137C
AT1G08990	YKR058W
AT1G08990	YOR320C
AT1G54940	YJL137C
AT1G54940	YKR058W
AT1G54940	YOR320C
AT4G33330	YJL137C
AT4G33330	YKR058W
AT4G33330	YOR320C
AT1G77130	YJL137C
AT1G77130	YKR058W
AT1G77130	YOR320C
AT3G18660	YJL137C
AT3G18660	YKR058W
AT3G18660	YOR320C
AT5G18480	YJL137C
AT5G18480	YKR058W
AT5G18480	YOR320C
AT4G08480	YLR362W
AT4G08480	YJL095W
AT4G08480	YNR031C
AT4G08480	YCR073C
AT4G08480	YHR102W
AT4G08500	YLR362W
AT4G08500	YJL095W
AT4G08500	YNR031C
AT4G08500	YCR073C
AT4G08500	YHR102W
AT4G08470	YLR362W
AT4G08470	YJL095W
AT4G08470	YNR031C
AT4G08470	YCR073C
AT4G08470	YHR102W
AT5G10740	YDL006W
AT5G24940	YDL006W
AT4G31750	YDL006W
AT1G43900	YDL006W
AT5G53140	YDL006W
AT4G28400	YDL006W
AT2G20630	YDL006W
AT3G15260	YDL006W
AT2G34740	YDL006W
AT1G34750	YDL006W
AT1G22280	YDL006W
AT1G78200	YDL006W
AT2G40860	YBR125C
AT3G23360	YBR125C
AT5G16980	YML131W
AT5G37960	YML131W
AT3G03080	YML131W
AT5G16990	YML131W
AT5G17000	YML131W
AT5G16970	YML131W
AT1G26320	YML131W
AT5G16960	YML131W
AT5G37940	YML131W
AT5G38000	YML131W
AT5G37980	YML131W
AT3G59845	YML131W
AT1G65560	YML131W
AT1G30000	YJR131W
AT4G20320	YBL039C
AT4G20320	YJR103W
AT1G30820	YBL039C
AT1G30820	YJR103W
AT2G34890	YBL039C
AT2G34890	YJR103W
AT3G12670	YBL039C
AT3G12670	YJR103W
AT4G02120	YBL039C
AT4G02120	YJR103W
AT1G77840	YPR041W
AT1G36730	YPR041W
AT3G02090	YLR163C
AT3G02090	YBL045C
AT1G51980	YHR024C
AT3G16480	YHR024C
AT5G35680	YMR260C
AT2G04520	YMR260C
AT3G53030	YMR216C
AT3G44850	YMR216C
AT5G22840	YMR216C
AT2G17530	YMR216C
AT4G35500	YMR216C
AT5G58670	YPL268W
AT4G38530	YPL268W
AT2G40116	YPL268W
AT5G58700	YPL268W
AT3G47220	YPL268W
AT3G47290	YPL268W
AT5G58690	YPL268W
AT3G08510	YPL268W
AT3G55940	YPL268W
AT3G51520	YOR245C
AT3G57170	YGR216C
AT4G11380	YJR005W
AT4G11380	YKL135C
AT4G23460	YJR005W
AT4G23460	YKL135C
AT4G16710	YGL047W
AT5G61510	YBR046C
AT5G63400	YER170W
AT5G63400	YDR226W
AT5G50370	YER170W
AT5G50370	YDR226W
AT1G26110	YPR129W
AT5G45330	YPR129W
AT1G31480	YOR022C
AT4G05320	YLL039C
AT3G09790	YLL039C
AT5G20620	YLL039C
AT3G05060	YOR310C
AT5G27120	YOR310C
AT5G27140	YOR310C
AT1G56110	YLR197W
AT3G12860	YLR197W
AT5G14170	YNR023W
AT5G14170	YCR052W
AT3G01890	YNR023W
AT3G01890	YCR052W
AT5G26640	YDL008W
AT3G05870	YDL008W
AT3G07140	YHR188C
AT3G18480	YKL179C
AT5G22060	YMR214W
AT5G22060	YPR061C
AT5G22060	YNL064C
AT3G44110	YMR214W
AT3G44110	YPR061C
AT3G44110	YNL064C
AT3G60240	YGR162W
AT4G25845	YKR003W
AT4G25850	YKR003W
AT5G57240	YKR003W
AT4G25860	YKR003W
AT5G57400	YKR003W
AT5G15680	YIL129C
AT1G02160	YHR116W
AT2G36880	YLR180W
AT2G36880	YDR502C
AT4G01850	YLR180W
AT4G01850	YDR502C
AT1G02500	YLR180W
AT1G02500	YDR502C
AT3G17390	YLR180W
AT3G17390	YDR502C
AT5G26860	YBL022C
AT3G05780	YBL022C
AT3G05790	YBL022C
AT1G52560	YBR072W
AT1G52560	YDR171W
AT4G25200	YBR072W
AT4G25200	YDR171W
AT5G51440	YBR072W
AT5G51440	YDR171W
AT4G27670	YBR072W
AT4G27670	YDR171W
AT2G29500	YBR072W
AT2G29500	YDR171W
AT1G59860	YBR072W
AT1G59860	YDR171W
AT1G07400	YBR072W
AT1G07400	YDR171W
AT3G46230	YBR072W
AT3G46230	YDR171W
AT1G53540	YBR072W
AT1G53540	YDR171W
AT5G59720	YBR072W
AT5G59720	YDR171W
AT4G10250	YBR072W
AT4G10250	YDR171W
AT5G37670	YBR072W
AT5G37670	YDR171W
AT1G54050	YBR072W
AT1G54050	YDR171W
AT5G12020	YBR072W
AT5G12020	YDR171W
AT5G12030	YBR072W
AT5G12030	YDR171W
AT4G21870	YBR072W
AT4G21870	YDR171W
AT2G19310	YBR072W
AT2G19310	YDR171W
AT3G50850	YNL024C
AT5G49560	YNL024C
AT1G08125	YNL024C
AT5G44170	YNL024C
AT1G73320	YNL024C
AT2G26810	YBR271W
AT1G11970	YDR139C
AT1G11980	YDR139C
AT1G79530	YGR192C
AT1G79530	YJR009C
AT1G79530	YJL052W
AT1G16300	YGR192C
AT1G16300	YJR009C
AT1G16300	YJL052W
AT1G13440	YGR192C
AT1G13440	YJR009C
AT1G13440	YJL052W
AT3G04120	YGR192C
AT3G04120	YJR009C
AT3G04120	YJL052W
AT5G35730	YDR414C
AT2G32295	YDR414C
AT2G03260	YIL047C
AT2G03240	YIL047C
AT1G14040	YIL047C
AT2G03250	YIL047C
AT4G25350	YIL047C
AT1G35350	YIL047C
AT1G26730	YIL047C
AT1G69480	YIL047C
AT3G29060	YIL047C
AT3G23430	YIL047C
AT1G68740	YIL047C
AT1G25420	YNL265C
AT1G34220	YNL265C
AT1G67430	YJL177W
AT1G67430	YKL180W
AT1G27400	YJL177W
AT1G27400	YKL180W
AT1G31812	YGR037C
AT4G08520	YPL010W
AT3G09800	YPL010W
AT1G60970	YPL010W
AT1G63440	YDR270W
AT5G44790	YDR270W
AT1G80460	YHL032C
AT4G18300	YDR211W
AT2G34970	YDR211W
