CG5589	NCU00919
CG31075	NCU03415
CG31075	NCU00378
CG31075	NCU03415
Hsf	NCU08512
Hsf	NCU08512
Hsf	NCU08512
Hsf	NCU08512
CkIIbeta	NCU05485
CkIIbeta	NCU05485
CkIIbeta	NCU05485
CkIIbeta	NCU05485
CkIIbeta	NCU05485
CkIIbeta	NCU05485
CkIIbeta	NCU05485
CkIIbeta	NCU05485
CkIIbeta	NCU05485
CkIIbeta	NCU05485
CkIIbeta2	NCU02754
HBS1	NCU03981
HBS1	NCU03981
eRF3	NCU04790
eRF3	NCU04790
eRF3	NCU04790
eRF3	NCU04790
eEF1alpha1	NCU02003
eEF1alpha1	NCU02003
eEF1alpha1	NCU02003
eEF1alpha1	NCU02003
eEF1alpha2	NCU02003
eEF1alpha2	NCU02003
eEF1alpha2	NCU02003
eEF1alpha2	NCU02003
CG12309	NCU05653
CG9235	NCU05653
CG15227	NCU05653
CAH1	NCU05653
caix	NCU05653
CycA	NCU01242
CycA	NCU02758
CycA	NCU01242
CycA	NCU02758
wrd	NCU03786
wrd	NCU03786
wrd	NCU03786
wrd	NCU03786
wrd	NCU03786
wrd	NCU03786
wrd	NCU03786
wrd	NCU03786
wrd	NCU03786
wrd	NCU03786
wrd	NCU03786
wrd	NCU03786
wrd	NCU03786
wdb	NCU03786
wdb	NCU03786
wdb	NCU03786
wdb	NCU03786
wdb	NCU03786
wdb	NCU03786
Pp1-Y2	NCU00043
Pp1alpha-96A	NCU00043
Pp1alpha-96A	NCU00043
Pp1-13C	NCU00043
Pp1-87B	NCU00043
flw	NCU00043
flw	NCU00043
flw	NCU00043
PpY-55A	NCU07489
PpY-55A	NCU07489
PpN58A	NCU07489
Pp1-Y1	NCU07489
Gel	NCU00219
Gel	NCU00219
Gel	NCU00219
Gel	NCU00219
Gel	NCU00219
Gel	NCU00219
Gel	NCU00219
ClC-c	NCU00121
ClC-c	NCU06444
ClC-c	NCU00121
ClC-c	NCU06444
ClC-c	NCU00121
ClC-c	NCU06444
ClC-b	NCU06624
CG1492	NCU01753
CG1492	NCU01753
CG4829	NCU01753
CG4829	NCU01753
CG4829	NCU01753
CG4829	NCU01753
CG4829	NCU01753
CG4829	NCU01753
Ggt-1	NCU01753
Ggt-1	NCU01753
CG17636	NCU01753
CG17636	NCU01753
CG17636	NCU01753
Gbeta5	NCU00440
Gbeta13F	NCU00440
Gbeta13F	NCU00440
Gbeta13F	NCU00440
Gbeta13F	NCU00440
Gbeta13F	NCU00440
Gbeta13F	NCU00440
Gbeta76C	NCU00440
I-3	NCU01670
CG13994	NCU01670
CG13994	NCU01670
Sirt2	NCU00523
Sirt2	NCU00523
Sirt1	NCU04737
CG42458	NCU02286
SNF4Agamma	NCU01471
SNF4Agamma	NCU01471
SNF4Agamma	NCU01471
SNF4Agamma	NCU01471
SNF4Agamma	NCU01471
SNF4Agamma	NCU01471
SNF4Agamma	NCU01471
SNF4Agamma	NCU01471
SNF4Agamma	NCU01471
SNF4Agamma	NCU01471
SNF4Agamma	NCU01471
SNF4Agamma	NCU01471
SNF4Agamma	NCU01471
SNF4Agamma	NCU01471
SNF4Agamma	NCU01471
SNF4Agamma	NCU01471
Mtl	NCU02160
Mtl	NCU02160
Mtl	NCU02160
Rac1	NCU02160
Rac1	NCU02160
Rac2	NCU02160
Rac2	NCU02160
Cdc42	NCU06454
Cdc42	NCU06454
Cdc42	NCU06454
CG16721	NCU09270
CG16721	NCU03466
CG16721	NCU09270
CG16721	NCU03466
CG16721	NCU09270
CG16721	NCU03466
kri	NCU01446
kri	NCU01446
kri	NCU01446
l(2)k01209	NCU05224
l(2)k01209	NCU05224
l(2)k01209	NCU05224
l(2)k01209	NCU05224
CG7768	NCU00726
CG7768	NCU00726
Cyp1	NCU00726
CG2852	NCU01200
CG2852	NCU01200
Cht2	NCU03026
Cht2	NCU03209
Cht2	NCU04883
Cht2	NCU04554
Cht2	NCU03026
Cht2	NCU03209
Cht2	NCU04883
Cht2	NCU04554
Cht2	NCU03026
Cht2	NCU03209
Cht2	NCU04883
Cht2	NCU04554
Cht8	NCU03026
Cht8	NCU03209
Cht8	NCU04883
Cht8	NCU04554
Cht4	NCU03026
Cht4	NCU03209
Cht4	NCU04883
Cht4	NCU04554
Cht9	NCU03026
Cht9	NCU03209
Cht9	NCU04883
Cht9	NCU04554
Cht5	NCU03026
Cht5	NCU03209
Cht5	NCU04883
Cht5	NCU04554
Cht7	NCU03026
Cht7	NCU03209
Cht7	NCU04883
Cht7	NCU04554
CG5860	NCU10907
Bace	NCU02273
Bace	NCU02273
Pgcl	NCU02273
CG33128	NCU02273
CG6508	NCU02273
CG17134	NCU02273
CG5863	NCU02273
CG17283	NCU02273
Trxr-2	NCU03339
Trxr-1	NCU03339
Trxr-1	NCU03339
Trxr-1	NCU03339
CG8945	NCU01464
CG43235	NCU01464
CG32379	NCU07536
CG3097	NCU07536
CG3108	NCU07536
CG8563	NCU07536
CG8563	NCU07536
CG12374	NCU07536
CG14820	NCU07536
CG7025	NCU07536
CG18585	NCU07536
CG18585	NCU07536
CG17633	NCU07536
CG4017	NCU07536
Dhc36C	NCU06976
Dhc62B	NCU06976
Dnah3	NCU06976
Dhc16F	NCU06976
Dnah3	NCU06976
btv	NCU06976
Dhc64C	NCU06976
Dhc64C	NCU06976
Dhc64C	NCU06976
Dhc64C	NCU06976
Dhc64C	NCU06976
Dhc64C	NCU06976
Dhc64C	NCU06976
Dhc64C	NCU06976
Sdic4	NCU09142
Sdic1	NCU09142
Sdic1	NCU09142
CG46277	NCU09142
CG46276	NCU09142
CG46275	NCU09142
Sdic3	NCU09142
Sdic3	NCU09142
Sdic3	NCU09142
Sdic2	NCU09142
sw	NCU09142
sw	NCU09142
sw	NCU09142
sw	NCU09142
sw	NCU09142
sw	NCU09142
sw	NCU09142
sw	NCU09142
sw	NCU09142
sw	NCU09142
sw	NCU09142
sw	NCU09142
sw	NCU09142
sw	NCU09142
sw	NCU09142
Sdic2	NCU09142
Sdic2	NCU09142
Fdh	NCU06652
chb	NCU07693
chb	NCU07693
chb	NCU07693
Atf-2	NCU01459
Atf-2	NCU01345
CG42684	NCU03852
CG42684	NCU03852
CG42684	NCU03852
CG42684	NCU03852
CG42684	NCU03852
CG42684	NCU03852
CG42684	NCU03852
CG42684	NCU03852
CG42684	NCU03852
hts	NCU01072
hts	NCU01072
hts	NCU01072
hts	NCU01072
hts	NCU01072
hts	NCU01072
hts	NCU01072
hts	NCU01072
hts	NCU01072
hts	NCU01072
hts	NCU01072
hts	NCU01072
hts	NCU01072
hts	NCU01072
hts	NCU01072
Tbce	NCU09139
Tbce	NCU09139
CG34449	NCU02015
CG34449	NCU02015
CG34449	NCU02015
CG34449	NCU02015
CG34449	NCU02015
CG34449	NCU02015
CG34449	NCU02015
app	NCU02015
app	NCU02015
app	NCU02015
app	NCU02015
app	NCU02015
app	NCU02015
app	NCU02015
app	NCU02015
app	NCU02015
app	NCU02015
Ent1	NCU00356
Ent1	NCU00356
Ent1	NCU00356
Ent2	NCU00356
Ent2	NCU00356
Klp98A	NCU03715
Klp98A	NCU03715
unc-104	NCU06733
unc-104	NCU06733
unc-104	NCU06733
unc-104	NCU06733
unc-104	NCU06733
unc-104	NCU06733
unc-104	NCU06733
unc-104	NCU06733
CG10226	NCU16398
CG10226	NCU09443
CG10226	NCU16398
CG10226	NCU09443
Mdr65	NCU16398
Mdr65	NCU09443
Mdr49	NCU16398
Mdr49	NCU09443
Mdr49	NCU16398
Mdr49	NCU09443
Mdr50	NCU16398
Mdr50	NCU09443
Rpt5	NCU04414
Rpt4R	NCU07367
Rpt4R	NCU07367
Rpt4	NCU07367
Rpt2	NCU01224
Rpt2	NCU01224
Rpt3R	NCU02260
Rpt3R	NCU02260
Rpt3	NCU02260
Rpt3	NCU02260
CG3860	NCU00579
CG3860	NCU00579
eff	NCU02289
eff	NCU02636
eff	NCU04513
eff	NCU02289
eff	NCU02636
eff	NCU04513
eff	NCU02289
eff	NCU02636
eff	NCU04513
srp	NCU07728
srp	NCU07728
srp	NCU07728
srp	NCU07728
srp	NCU07728
srp	NCU07728
pnr	NCU07728
pnr	NCU07728
pnr	NCU07728
pnr	NCU07728
grn	NCU07728
grn	NCU07728
grn	NCU07728
CtBP	NCU07931
CtBP	NCU01078
CtBP	NCU00780
CtBP	NCU07931
CtBP	NCU01078
CtBP	NCU00780
CtBP	NCU07931
CtBP	NCU01078
CtBP	NCU00780
CtBP	NCU07931
CtBP	NCU01078
CtBP	NCU00780
CtBP	NCU07931
CtBP	NCU01078
CtBP	NCU00780
CtBP	NCU07931
CtBP	NCU01078
CtBP	NCU00780
CtBP	NCU07931
CtBP	NCU01078
CtBP	NCU00780
CtBP	NCU07931
CtBP	NCU01078
CtBP	NCU00780
CtBP	NCU07931
CtBP	NCU01078
CtBP	NCU00780
CtBP	NCU07931
CtBP	NCU01078
CtBP	NCU00780
Syx1A	NCU04244
Syx1A	NCU02460
Syx1A	NCU04244
Syx1A	NCU02460
Syx1A	NCU04244
Syx1A	NCU02460
lqf	NCU04783
lqf	NCU04783
lqf	NCU04783
lqf	NCU04783
lqf	NCU04783
lqf	NCU04783
lqf	NCU04783
lqf	NCU04783
lqf	NCU04783
lqf	NCU04783
lqf	NCU04783
lqf	NCU04783
pum	NCU01760
pum	NCU06511
pum	NCU01760
pum	NCU06511
pum	NCU01760
pum	NCU06511
pum	NCU01760
pum	NCU06511
pum	NCU01760
pum	NCU06511
pum	NCU01760
pum	NCU06511
pum	NCU01760
pum	NCU06511
pum	NCU01760
pum	NCU06511
RpS9	NCU01949
RpS9	NCU01949
RpS9	NCU01949
RpS9	NCU01949
SoxN	NCU03481
SoxN	NCU02326
SoxN	NCU09387
SoxN	NCU03481
SoxN	NCU02326
SoxN	NCU09387
Sox21b	NCU03481
Sox21b	NCU02326
Sox21b	NCU09387
Sox21b	NCU03481
Sox21b	NCU02326
Sox21b	NCU09387
Sox21b	NCU03481
Sox21b	NCU02326
Sox21b	NCU09387
D	NCU03481
D	NCU02326
D	NCU09387
D	NCU03481
D	NCU02326
D	NCU09387
D	NCU03481
D	NCU02326
D	NCU09387
D	NCU03481
D	NCU02326
D	NCU09387
Sox21a	NCU03481
Sox21a	NCU02326
Sox21a	NCU09387
Sox21a	NCU03481
Sox21a	NCU02326
Sox21a	NCU09387
Sox100B	NCU03481
Sox100B	NCU02326
Sox100B	NCU09387
Hk	NCU02887
Hk	NCU02887
Hk	NCU02887
Hk	NCU02887
Hk	NCU02887
Hk	NCU02887
Hk	NCU02887
Hk	NCU02887
Hk	NCU02887
betaTub97EF	NCU04054
betaTub97EF	NCU04054
betaTub60D	NCU04054
betaTub60D	NCU04054
betaTub85D	NCU04054
betaTub56D	NCU04054
betaTub56D	NCU04054
Aldh-III	NCU04013
Aldh-III	NCU04013
Aldh-III	NCU04013
Aldh-III	NCU04013
Aldh-III	NCU04013
Aldh-III	NCU04013
Aldh-III	NCU04013
Aldh-III	NCU04013
Aldh-III	NCU04013
Aldh-III	NCU04013
Aldh-III	NCU04013
Aldh-III	NCU04013
Glut1	NCU07169
Glut1	NCU07169
Glut1	NCU07169
Glut1	NCU07169
Glut1	NCU07169
Glut1	NCU07169
Glut1	NCU07169
Glut1	NCU07169
Glut1	NCU07169
Glut1	NCU07169
Glut1	NCU07169
Glut1	NCU07169
Glut1	NCU07169
Glut1	NCU07169
Glut1	NCU07169
Glut1	NCU07169
Glut1	NCU07169
Glut1	NCU07169
Glut1	NCU07169
Mlc-c	NCU06617
Mlc-c	NCU06617
Trx-2	NCU00598
Trx-2	NCU05731
Trx-2	NCU06556
Trx-2	NCU00598
Trx-2	NCU05731
Trx-2	NCU06556
TrxT	NCU00598
TrxT	NCU05731
TrxT	NCU06556
TrxT	NCU00598
TrxT	NCU05731
TrxT	NCU06556
CG13473	NCU00598
CG13473	NCU05731
CG13473	NCU06556
CG1824	NCU04117
CG3156	NCU04117
ABCB7	NCU05029
ABCB7	NCU05029
Hmt-1	NCU00010
Hmt-1	NCU03228
YME1L	NCU03359
YME1L	NCU03359
YME1L	NCU03359
CG6512	NCU01479
CG6512	NCU01479
PpV	NCU03436
PpV	NCU03436
PpV	NCU03436
PpV	NCU03436
Pp4-19C	NCU08301
Pp4-19C	NCU08301
Pp4-19C	NCU08301
Pp4-19C	NCU08301
Pp4-19C	NCU08301
mts	NCU06630
mts	NCU06630
mts	NCU06630
rin	NCU07574
rin	NCU07574
rin	NCU07574
rin	NCU07574
lic	NCU00587
Dsor1	NCU04612
Dsor1	NCU04612
Doa	NCU00230
Doa	NCU00230
Doa	NCU00230
Doa	NCU00230
Doa	NCU00230
Doa	NCU00230
Doa	NCU00230
Doa	NCU00230
Doa	NCU00230
Doa	NCU00230
Doa	NCU00230
Doa	NCU00230
Doa	NCU00230
hpo	NCU01335
hpo	NCU01335
GckIII	NCU04096
GckIII	NCU00772
Nap1	NCU01438
Nap1	NCU01438
Nap1	NCU01438
Pdk	NCU06760
Pdk	NCU03796
Pdk	NCU16821
Pdk	NCU06760
Pdk	NCU03796
Pdk	NCU16821
Pdk	NCU06760
Pdk	NCU03796
Pdk	NCU16821
Pdk	NCU06760
Pdk	NCU03796
Pdk	NCU16821
norpA	NCU01266
norpA	NCU01266
norpA	NCU01266
norpA	NCU01266
norpA	NCU01266
norpA	NCU01266
Plc21C	NCU01266
Plc21C	NCU01266
Plc21C	NCU01266
Plc21C	NCU01266
Plc21C	NCU01266
Plc21C	NCU01266
Ctl2	NCU08895
Ctl2	NCU08895
Ctl2	NCU08895
CG9330	NCU04051
CG9281	NCU08920
CG9281	NCU08920
CG9281	NCU08920
Men	NCU03651
Men	NCU02906
Men	NCU03651
Men	NCU02906
Men	NCU03651
Men	NCU02906
CG7848	NCU03651
CG7848	NCU02906
Men-b	NCU03651
Men-b	NCU02906
Men-b	NCU03651
Men-b	NCU02906
Men-b	NCU03651
Men-b	NCU02906
Menl-2	NCU03651
Menl-2	NCU02906
Menl-2	NCU03651
Menl-2	NCU02906
Menl-2	NCU03651
Menl-2	NCU02906
Menl-1	NCU03651
Menl-1	NCU02906
CG8093	NCU02148
CG8093	NCU02148
Lip3	NCU02148
CG6753	NCU02148
mag	NCU02148
CG2772	NCU02148
Lip4	NCU02148
Lip4	NCU02148
Lip4	NCU02148
CG18301	NCU02148
CG18302	NCU02148
CG31871	NCU02148
Vha100-3	NCU03463
Vha100-5	NCU03463
Vha100-5	NCU03463
Vha100-4	NCU03463
Vha100-2	NCU03463
Vha100-2	NCU03463
CG1924	NCU09265
Cnx99A	NCU09265
Cnx99A	NCU09265
Cnx99A	NCU09265
Cnx99A	NCU09265
Cnx14D	NCU09265
P5cr	NCU06471
Kap-alpha1	NCU01249
Pen	NCU01249
Kap-alpha3	NCU01249
Kap-alpha3	NCU01249
Kap-alpha3	NCU01249
Kap-alpha3	NCU01249
CG3529	NCU06105
CG3529	NCU06105
CG3529	NCU06105
ReepA	NCU05521
CalpA	NCU01151
CalpA	NCU00251
CalpA	NCU03355
CalpA	NCU01151
CalpA	NCU00251
CalpA	NCU03355
CalpA	NCU01151
CalpA	NCU00251
CalpA	NCU03355
CalpA	NCU01151
CalpA	NCU00251
CalpA	NCU03355
CalpB	NCU01151
CalpB	NCU00251
CalpB	NCU03355
CalpB	NCU01151
CalpB	NCU00251
CalpB	NCU03355
Pfk	NCU00629
Pfk	NCU00629
Pfk	NCU00629
Pfk	NCU00629
Pfk	NCU00629
Exo70	NCU08012
SkpA	NCU08991
SkpA	NCU08991
SkpA	NCU08991
SkpA	NCU08991
SkpA	NCU08991
SkpA	NCU08991
SkpA	NCU08991
SkpA	NCU08991
SkpA	NCU08991
SkpB	NCU08991
SkpE	NCU08991
SkpD	NCU08991
SkpC	NCU08991
SkpF	NCU08991
ValRS-m	NCU01965
ValRS-m	NCU01965
ValRS	NCU01965
ValRS	NCU01965
ValRS	NCU01965
Dsp1	NCU02819
Dsp1	NCU09995
Dsp1	NCU02819
Dsp1	NCU09995
Dsp1	NCU02819
Dsp1	NCU09995
Dsp1	NCU02819
Dsp1	NCU09995
Dsp1	NCU02819
Dsp1	NCU09995
Dsp1	NCU02819
Dsp1	NCU09995
Dsp1	NCU02819
Dsp1	NCU09995
CG5028	NCU00775
CG5028	NCU00775
CG5028	NCU00775
CG5028	NCU00775
Idh3b	NCU00775
Idh3b	NCU00775
l(1)G0156	NCU07697
l(1)G0156	NCU07697
l(1)G0156	NCU07697
CG32026	NCU07697
stck	NCU06668
stck	NCU06668
stck	NCU06668
stck	NCU06668
CG7794	NCU09132
CG32396	NCU09132
alphaTub67C	NCU09468
RfC4	NCU10467
RfC3	NCU08427
CG8142	NCU02687
CG15309	NCU00024
CG15309	NCU00024
CG15309	NCU00024
CG15309	NCU00024
CG15309	NCU00024
Yippee	NCU00024
Ugalt	NCU09792
Ugalt	NCU09792
Ugalt	NCU09792
Pex5	NCU02960
Pex5	NCU02960
l(2)37Cc	NCU08946
l(2)37Cc	NCU08946
l(2)37Cc	NCU08946
Phb2	NCU03310
Phb2	NCU03310
Phb2	NCU03310
Phb2	NCU03310
Phb2	NCU03310
Phb2	NCU03310
SCCRO	NCU05716
SCCRO	NCU05716
SCCRO	NCU05716
SCCRO	NCU05716
SCCRO	NCU05716
CG32557	NCU05604
CG32557	NCU09279
CG32557	NCU05113
CG32557	NCU04528
CG32557	NCU02201
CG32557	NCU07920
CG32557	NCU09023
CG32557	NCU00526
CG32557	NCU03498
CG32557	NCU04593
MCO3	NCU05604
MCO3	NCU09279
MCO3	NCU05113
MCO3	NCU04528
MCO3	NCU02201
MCO3	NCU07920
MCO3	NCU09023
MCO3	NCU00526
MCO3	NCU03498
MCO3	NCU04593
stw	NCU05604
stw	NCU09279
stw	NCU05113
stw	NCU04528
stw	NCU02201
stw	NCU07920
stw	NCU09023
stw	NCU00526
stw	NCU03498
stw	NCU04593
stw	NCU05604
stw	NCU09279
stw	NCU05113
stw	NCU04528
stw	NCU02201
stw	NCU07920
stw	NCU09023
stw	NCU00526
stw	NCU03498
stw	NCU04593
stw	NCU05604
stw	NCU09279
stw	NCU05113
stw	NCU04528
stw	NCU02201
stw	NCU07920
stw	NCU09023
stw	NCU00526
stw	NCU03498
stw	NCU04593
stw	NCU05604
stw	NCU09279
stw	NCU05113
stw	NCU04528
stw	NCU02201
stw	NCU07920
stw	NCU09023
stw	NCU00526
stw	NCU03498
stw	NCU04593
stw	NCU05604
stw	NCU09279
stw	NCU05113
stw	NCU04528
stw	NCU02201
stw	NCU07920
stw	NCU09023
stw	NCU00526
stw	NCU03498
stw	NCU04593
Mco1	NCU05604
Mco1	NCU09279
Mco1	NCU05113
Mco1	NCU04528
Mco1	NCU02201
Mco1	NCU07920
Mco1	NCU09023
Mco1	NCU00526
Mco1	NCU03498
Mco1	NCU04593
Mco1	NCU05604
Mco1	NCU09279
Mco1	NCU05113
Mco1	NCU04528
Mco1	NCU02201
Mco1	NCU07920
Mco1	NCU09023
Mco1	NCU00526
Mco1	NCU03498
Mco1	NCU04593
Mco1	NCU05604
Mco1	NCU09279
Mco1	NCU05113
Mco1	NCU04528
Mco1	NCU02201
Mco1	NCU07920
Mco1	NCU09023
Mco1	NCU00526
Mco1	NCU03498
Mco1	NCU04593
AP-2sigma	NCU07989
AP-1sigma	NCU10618
AP-1sigma	NCU10618
AP-1sigma	NCU10618
AP-1sigma	NCU10618
mtd	NCU02394
mtd	NCU02394
mtd	NCU02394
mtd	NCU02394
mtd	NCU02394
mtd	NCU02394
mtd	NCU02394
mtd	NCU02394
mtd	NCU02394
mtd	NCU02394
mtd	NCU02394
mtd	NCU02394
mtd	NCU02394
mtd	NCU02394
mtd	NCU02394
mtd	NCU02394
mtd	NCU02394
mtd	NCU02394
mtd	NCU02394
mtd	NCU02394
mtd	NCU02394
mtd	NCU02394
mtd	NCU02394
Fkbp14	NCU02455
Fkbp14	NCU04140
Fkbp14	NCU02455
Fkbp14	NCU04140
Fkbp14	NCU02455
Fkbp14	NCU04140
Fkbp14	NCU02455
Fkbp14	NCU04140
Fkbp14	NCU02455
Fkbp14	NCU04140
CG14715	NCU02455
CG14715	NCU04140
Fkbp12	NCU04371
Not3	NCU03855
Not3	NCU03855
RhoGAP5A	NCU00553
RhoGAP5A	NCU01161
RhoGAP5A	NCU00553
RhoGAP5A	NCU01161
Kdm4B	NCU03505
Kdm4B	NCU03505
Kdm4B	NCU03505
Kdm4B	NCU03505
Kdm4B	NCU03505
Kdm4A	NCU03505
Kdm4A	NCU03505
CG11034	NCU02515
CG11034	NCU02515
ome	NCU02515
ome	NCU02515
ome	NCU02515
ome	NCU02515
CG11319	NCU02515
CG11319	NCU02515
CG11319	NCU02515
CG11034	NCU02515
Rfx	NCU06701
Rfx	NCU06701
Rfx	NCU06701
Rfx	NCU06701
Rfx	NCU06701
Rfx	NCU06701
GramD1B	NCU06999
GramD1B	NCU06999
GramD1B	NCU06999
GramD1B	NCU06999
GramD1B	NCU06999
GramD1B	NCU06999
godzilla	NCU02552
godzilla	NCU02552
godzilla	NCU02552
godzilla	NCU02552
Usp15-31	NCU00480
Usp15-31	NCU00480
Usp15-31	NCU00480
Acam	NCU06948
Acam	NCU06948
Iml1	NCU07710
Iml1	NCU07710
Iml1	NCU07710
Iml1	NCU07710
Iml1	NCU07710
Nlg3	NCU00292
Nlg3	NCU00292
CG9701	NCU00130
CG33673	NCU02463
Nmda1	NCU02463
Nmda1	NCU02463
Nmda1	NCU02463
Nmda1	NCU02463
Nmda1	NCU02463
Nmda1	NCU02463
Nmda1	NCU02463
Nmda1	NCU02463
Nmda1	NCU02463
Lfg	NCU02463
Lfg	NCU02463
Lfg	NCU02463
Lfg	NCU02463
CG9722	NCU02463
CG30379	NCU02463
CG1673	NCU04292
CG1673	NCU04754
U2af38	NCU03261
U2af38	NCU03261
smt3	NCU09813
smt3	NCU09813
spn-A	NCU02741
spn-A	NCU02741
HisRS	NCU06914
HisRS	NCU06914
HisRS	NCU06914
HisRS	NCU06914
Ldh	NCU00720
Ldh	NCU00720
Ldh	NCU00720
Ldh	NCU00720
CG16771	NCU01376
CG16771	NCU01376
CG16771	NCU01376
CG16771	NCU01376
CG16771	NCU01376
CG5361	NCU01376
msl-3	NCU06788
CG16995	NCU02470
CG16995	NCU05618
CG4270	NCU02470
CG4270	NCU05618
CG4270	NCU02470
CG4270	NCU05618
CG34049	NCU02470
CG34049	NCU05618
CG31482	NCU02470
CG31482	NCU05618
RpI12	NCU05251
sktl	NCU16699
sktl	NCU02295
sktl	NCU16699
sktl	NCU02295
sktl	NCU16699
sktl	NCU02295
PIP5K59B	NCU16699
PIP5K59B	NCU02295
PIP5K59B	NCU16699
PIP5K59B	NCU02295
PIP5K59B	NCU16699
PIP5K59B	NCU02295
PIP5K59B	NCU16699
PIP5K59B	NCU02295
PIP5K59B	NCU16699
PIP5K59B	NCU02295
CG5850	NCU07701
CG5850	NCU07701
CG5850	NCU07701
CG5850	NCU07701
CG5850	NCU07701
CG5850	NCU07701
Catsup	NCU06380
Zip99C	NCU06380
Zip99C	NCU06380
Zip99C	NCU06380
Zip99C	NCU06380
Zip99C	NCU06380
Zip99C	NCU06380
Zip99C	NCU06380
Zip99C	NCU06380
Zip99C	NCU06380
Eno	NCU01870
Eno	NCU10042
Eno	NCU01870
Eno	NCU10042
Eno	NCU01870
Eno	NCU10042
Eno	NCU01870
Eno	NCU10042
Eno	NCU01870
Eno	NCU10042
Eno	NCU01870
Eno	NCU10042
CkIIalpha	NCU03124
CkIIalpha	NCU03124
CkIIalpha	NCU03124
CkIIalpha	NCU03124
CkIIalpha	NCU03124
CkIIalpha	NCU03124
CkIIalpha	NCU03124
awd	NCU04202
awd	NCU04202
awd	NCU04202
Sk2	NCU07937
Sk1	NCU07937
Sk1	NCU07937
Myo61F	NCU02111
Myo61F	NCU02111
Myo61F	NCU02111
Myo61F	NCU02111
CG7889	NCU07181
CG31988	NCU02689
CG31988	NCU02689
Pax	NCU02689
Pax	NCU02689
Pax	NCU02689
Pax	NCU02689
Pax	NCU02689
Pax	NCU02689
Pax	NCU02689
Pax	NCU02689
Pax	NCU02689
sra	NCU01504
sra	NCU01504
mbc	NCU09492
mbc	NCU09492
spg	NCU09492
spg	NCU09492
spg	NCU09492
spg	NCU09492
spg	NCU09492
CG6873	NCU01587
tsr	NCU01587
Su(var)2-10	NCU06213
Su(var)2-10	NCU06213
Su(var)2-10	NCU06213
Su(var)2-10	NCU06213
Su(var)2-10	NCU06213
Su(var)2-10	NCU06213
Su(var)2-10	NCU06213
Su(var)2-10	NCU06213
Su(var)2-10	NCU06213
Su(var)2-10	NCU06213
Su(var)2-10	NCU06213
Su(var)2-10	NCU06213
Su(var)2-10	NCU06213
Su(var)2-10	NCU06213
CG7130	NCU03732
CG5001	NCU03732
CG5001	NCU03732
CG5001	NCU03732
CG5001	NCU03732
DnaJ-1	NCU03732
DnaJ-1	NCU03732
CG2887	NCU03732
Uev1A	NCU10477
Uev1A	NCU10477
Uev1A	NCU10477
CG7724	NCU02693
Membrin	NCU04943
mtm	NCU11185
mtm	NCU11185
CG3530	NCU11185
CG3530	NCU11185
CG3530	NCU11185
Br140	NCU00045
Br140	NCU00045
mats	NCU01605
mats	NCU01605
mats	NCU01605
porin	NCU04304
porin	NCU04304
porin	NCU04304
porin	NCU04304
porin	NCU04304
Porin2	NCU04304
Porin2	NCU04304
amon	NCU03219
Fur2	NCU03219
Fur1	NCU03219
Fur1	NCU03219
Fur1	NCU03219
Fur1	NCU03219
Fur1	NCU03219
Fur1	NCU03219
Fur1	NCU03219
Fur1	NCU03219
Fur1	NCU03219
tzn	NCU03749
tzn	NCU03749
tzn	NCU03749
RecQ5	NCU03337
RecQ5	NCU03337
RecQ5	NCU03337
Blm	NCU08598
Prosbeta5	NCU09309
Prosbeta5	NCU09309
Prosbeta5R2	NCU09309
Prosbeta5R2	NCU09309
Prosbeta5R1	NCU09309
Pop2	NCU09001
Pop2	NCU09001
Pop2	NCU09001
Pop2	NCU09001
Pop2	NCU09001
pAbp	NCU04799
pAbp	NCU04799
pAbp	NCU04799
SelR	NCU03891
SelR	NCU03891
SelR	NCU03891
SelR	NCU03891
SelR	NCU03891
SelR	NCU03891
SelR	NCU03891
SelR	NCU03891
alph	NCU04600
alph	NCU04600
alph	NCU04600
alph	NCU04600
alph	NCU04600
alph	NCU04600
CG6036	NCU04600
CG17746	NCU04600
CG17746	NCU04600
Ppm1	NCU04600
Tango2	NCU05525
Tango2	NCU05525
Tango2	NCU05525
Tango2	NCU05525
mnb	NCU07872
mnb	NCU07872
mnb	NCU07872
mnb	NCU07872
mnb	NCU07872
Rad17	NCU00517
cdc14	NCU03246
cdc14	NCU03246
cdc14	NCU03246
cdc14	NCU03246
cdc14	NCU03246
Pak	NCU03894
Pak	NCU00406
Pak	NCU03894
Pak	NCU00406
Pak	NCU03894
Pak	NCU00406
Pak	NCU03894
Pak	NCU00406
Pak	NCU03894
Pak	NCU00406
Pak	NCU03894
Pak	NCU00406
Pak	NCU03894
Pak	NCU00406
Pak	NCU03894
Pak	NCU00406
Pak	NCU03894
Pak	NCU00406
MRG15	NCU06787
MRG15	NCU06787
Nf-YC	NCU00116
cnir	NCU06922
cni	NCU06922
cni	NCU06922
cni	NCU06922
Rox8	NCU07874
Rox8	NCU07874
Rox8	NCU07874
Rox8	NCU07874
Rox8	NCU07874
Rox8	NCU07874
CG17028	NCU06022
CG17028	NCU06348
CG17028	NCU06022
CG17028	NCU06348
CG17029	NCU06022
CG17029	NCU06348
CG17029	NCU06022
CG17029	NCU06348
CG17026	NCU06022
CG17026	NCU06348
CG17027	NCU06022
CG17027	NCU06348
CG17027	NCU06022
CG17027	NCU06348
CG9391	NCU06022
CG9391	NCU06348
CG9391	NCU06022
