Ddx52	NCU00919
Mtm1	NCU11185
Mtmr7	NCU11185
Mtmr7	NCU11185
Mtmr7	NCU11185
Mtmr6	NCU11185
Mtmr6	NCU11185
Brpf3	NCU00045
Brpf3	NCU00045
Brpf3	NCU00045
Brpf3	NCU00045
Brpf3	NCU00045
Brpf3	NCU00045
Brpf3	NCU00045
Brpf3	NCU00045
Brpf1	NCU00045
Brpf1	NCU00045
Brpf1	NCU00045
Brpf1	NCU00045
Brpf1	NCU00045
Brpf1	NCU00045
Brpf1	NCU00045
Brd1	NCU00045
Brd1	NCU00045
Mob1a	NCU01605
Vdac2	NCU04304
Vdac3	NCU04304
Vdac3	NCU04304
Vdac2	NCU04304
Vdac2	NCU04304
Vdac2	NCU04304
Vdac2	NCU04304
Vdac2	NCU04304
Vdac1	NCU04304
Vdac1	NCU04304
Vdac1	NCU04304
Pcsk7	NCU03219
Pcsk7	NCU03219
Pcsk7	NCU03219
Pcsk2	NCU03219
Pcsk6	NCU03219
Pcsk4	NCU03219
Pcsk4	NCU03219
Pcsk4	NCU03219
Furin	NCU03219
Furin	NCU03219
Furin	NCU03219
Pcsk1	NCU03219
Hagh	NCU03749
Hagh	NCU03749
Hagh	NCU03749
Hagh	NCU03749
Hagh	NCU03749
Hagh	NCU03749
Hagh	NCU03749
Haghl	NCU03749
Haghl	NCU03749
Haghl	NCU03749
Haghl	NCU03749
Haghl	NCU03749
Haghl	NCU03749
Recql5	NCU03337
Recql5	NCU03337
Recql5	NCU03337
Recql	NCU08598
Recql	NCU08598
Recql	NCU08598
Recql	NCU08598
Psmb5	NCU09309
Psmb5	NCU09309
Psmb8	NCU09309
Psmb8	NCU09309
Cnot7	NCU09001
Cnot7	NCU09001
Cnot7	NCU09001
Cnot7	NCU09001
Cnot8	NCU09001
Cnot8	NCU09001
Pabpc4l	NCU04799
Pabpc4l	NCU04799
Pabpc5	NCU04799
Pabpc5	NCU04799
Pabpc4	NCU04799
Pabpc4	NCU04799
Pabpc4	NCU04799
Pabpc4	NCU04799
Pabpc1	NCU04799
Pabpc6	NCU04799
Pabpc2	NCU04799
Pabpc1l	NCU04799
Msrb3	NCU03891
Msrb3	NCU03891
Ppm1a	NCU04600
Ppm1a	NCU04600
Ppm1b	NCU04600
Ppm1b	NCU04600
Ppm1b	NCU04600
Ppm1b	NCU04600
Ppm1b	NCU04600
Ppm1b	NCU04600
Ppm1b	NCU04600
Smox	NCU08925
Tango2	NCU05525
Tango2	NCU05525
Tango2	NCU05525
Tango2	NCU05525
Tango2	NCU05525
Tango2	NCU05525
Tango2	NCU05525
Tango2	NCU05525
Tango2	NCU05525
Tango2	NCU05525
Tango2	NCU05525
Tango2	NCU05525
Tango2	NCU05525
Tango2	NCU05525
Tango2	NCU05525
Tango2	NCU05525
Dyrk1a	NCU07872
Dyrk1a	NCU07872
Dyrk1a	NCU07872
Dyrk1b	NCU07872
Dyrk1b	NCU07872
Dyrk1b	NCU07872
Rad17	NCU00517
Rad17	NCU00517
Rad17	NCU00517
Cdc14a	NCU03246
Cdc14a	NCU03246
Cdc14b	NCU03246
Cdc14b	NCU03246
Cdc14b	NCU03246
Cdc14b	NCU03246
Cdc14b	NCU03246
Cdc14b	NCU03246
Ptp4a3	NCU03246
Cdc14b	NCU03246
Cdc14b	NCU03246
Pak1	NCU03894
Pak1	NCU00406
Pak1	NCU03894
Pak1	NCU00406
Pak2	NCU03894
Pak2	NCU00406
Pak3	NCU03894
Pak3	NCU00406
Pak3	NCU03894
Pak3	NCU00406
Pak3	NCU03894
Pak3	NCU00406
Pak3	NCU03894
Pak3	NCU00406
Pak3	NCU03894
Pak3	NCU00406
Pak3	NCU03894
Pak3	NCU00406
Morf4l1	NCU06787
Morf4l1	NCU06787
Morf4l1	NCU06787
Morf4l1	NCU06787
Morf4l2	NCU06787
Morf4l2	NCU06787
Morf4l2	NCU06787
Morf4l2	NCU06787
Morf4l2	NCU06787
Morf4l2	NCU06787
Morf4l2	NCU06787
Nfyc	NCU00116
Nfyc	NCU00116
Nfyc	NCU00116
Nfyc	NCU00116
Nfyc	NCU00116
Nfyc	NCU00116
Nfyc	NCU00116
Cnih4	NCU06922
Cnih4	NCU06922
Cnih4	NCU06922
Cnih2	NCU06922
Cnih3	NCU06922
Cnih3	NCU06922
Cnih3	NCU06922
Cnih3	NCU06922
Cnih1	NCU06922
Cnih1	NCU06922
Tial1	NCU07874
Tial1	NCU07874
Tia1	NCU07874
Tia1	NCU07874
Tia1	NCU07874
Tia1	NCU07874
Tial1	NCU07874
Tial1	NCU07874
Tial1	NCU07874
Tial1	NCU07874
Tial1	NCU07874
Tia1	NCU07874
Tia1	NCU07874
Tia1	NCU07874
Tia1	NCU07874
Impa2	NCU06022
Impa2	NCU06348
Impa1	NCU06022
Impa1	NCU06348
Impa1	NCU06022
Impa1	NCU06348
Impa1	NCU06022
Impa1	NCU06348
Impa1	NCU06022
Impa1	NCU06348
Dis3	NCU09327
Dis3	NCU03065
Dis3	NCU03065
Dis3l	NCU01197
Dis3l	NCU01197
Dis3l	NCU01197
Dis3l	NCU01197
Dis3l2	NCU01197
Dis3l2	NCU01197
Hsp90ab1	NCU04142
Hsp90b1	NCU04142
Hsp90b1	NCU04142
Hsp90aa1	NCU04142
Hsp90aa1	NCU04142
Hsp90aa1	NCU04142
Hsp90ab1	NCU04142
Hsp90ab1	NCU04142
Arfgap2	NCU08811
Arfgap2	NCU08811
Arfgap3	NCU08811
Arfgap3	NCU08811
Mapre1	NCU00243
Mapre2	NCU00243
Mapre2	NCU00243
Mapre2	NCU00243
Mapre2	NCU00243
Mapre2	NCU00243
Mapre3	NCU00243
Mapre3	NCU00243
Mapre3	NCU00243
Gpi1	NCU07281
Gpi1	NCU07281
Ache	NCU09575
Ache	NCU06573
Ache	NCU09575
Ache	NCU06573
Ache	NCU09575
Ache	NCU06573
Bche	NCU09575
Bche	NCU06573
Bche	NCU09575
Bche	NCU06573
Cbx5	NCU08362
Cbx5	NCU08362
Cbx5	NCU08362
Cbx1	NCU08362
Cbx1	NCU08362
Cbx1	NCU08362
Cbx1	NCU08362
Cbx3	NCU08362
Cbx3	NCU08362
Cbx3	NCU08362
Cbx3	NCU08362
Cbx3	NCU08362
Cln3	NCU08408
Cln3	NCU08408
Cln3	NCU08408
Cln3	NCU08408
Cln3	NCU08408
Itsn1	NCU06171
Itsn1	NCU06171
Itsn1	NCU06171
Itsn1	NCU06171
Itsn1	NCU06171
Itsn1	NCU06171
Itsn1	NCU06171
Itsn1	NCU06171
Itsn1	NCU06171
Itsn2	NCU06171
Itsn2	NCU06171
Itsn1	NCU06171
Itsn1	NCU06171
Tsen34	NCU08032
Tsen34	NCU08032
Tsen34	NCU08032
Tsen34	NCU08032
Tsen34	NCU08032
Tsen34	NCU08032
Tsen34	NCU08032
Tsen34	NCU08032
Tsen34	NCU08032
Tsen34	NCU08032
Tsen34	NCU08032
Cul4b	NCU00272
Cul4b	NCU00272
Cul4b	NCU00272
Cul4a	NCU00272
Cul3	NCU02498
Cul3	NCU02498
Ercc2	NCU01625
Ercc2	NCU01625
Ercc2	NCU01625
Ercc2	NCU01625
Gsk3a	NCU04185
Gsk3a	NCU04185
Gsk3b	NCU04185
Gsk3b	NCU04185
Hsph1	NCU05269
Hsph1	NCU05269
Hsph1	NCU05269
Hsph1	NCU05269
Hspa4l	NCU05269
Hspa4l	NCU05269
Hspa4l	NCU05269
Hspa4l	NCU05269
Hspa4l	NCU05269
Hspa4l	NCU05269
Hspa4	NCU05269
Polr1b	NCU08616
Polr3b	NCU01772
Polr3b	NCU01772
Polr2b	NCU05120
Agpat3	NCU07741
Agpat3	NCU07741
Agpat3	NCU07741
Agpat3	NCU07741
Agpat3	NCU07741
Agpat3	NCU07741
Agpat3	NCU07741
Agpat3	NCU07741
Agpat4	NCU07741
Agpat4	NCU07741
Agpat4	NCU07741
Etnk2	NCU03176
Etnk2	NCU03176
Etnk1	NCU03176
Etnk1	NCU03176
Etnk1	NCU03176
Cyb5r2	NCU00216
Cyb5r2	NCU08060
Cyb5r2	NCU00216
Cyb5r2	NCU08060
Cyb5r3	NCU00216
Cyb5r3	NCU08060
Cyb5r3	NCU00216
Cyb5r3	NCU08060
Cyb5r3	NCU00216
Cyb5r3	NCU08060
Cyb5r1	NCU00216
Cyb5r1	NCU08060
Cyb5r1	NCU00216
Cyb5r1	NCU08060
Actn4	NCU06429
Actn4	NCU06429
Actn4	NCU06429
Actn1	NCU06429
Actn1	NCU06429
Actn3	NCU06429
Actn2	NCU06429
Actn2	NCU06429
Actn4	NCU06429
Nxf7	NCU09317
Nxf7	NCU09317
Nxf7	NCU09317
Nxf2	NCU09317
Nxf2	NCU09317
Nxf2	NCU09317
Nxf1	NCU09317
Nxf1	NCU09317
Nxf1	NCU09317
Nxf3	NCU09317
Nxf3	NCU09317
Nxf7	NCU09317
Nxf7	NCU09317
Atp13a2	NCU10143
Atp13a2	NCU10143
Atp13a3	NCU10143
Atp13a3	NCU10143
Atp13a3	NCU10143
Atp13a5	NCU10143
Atp13a5	NCU10143
Atp13a5	NCU10143
Atp13a4	NCU10143
Atp13a4	NCU10143
Atp13a4	NCU10143
Ap1m2	NCU09688
Ap1m2	NCU09688
Ap1m2	NCU09688
Ap1m1	NCU09688
Ap2m1	NCU09673
Ap2m1	NCU09673
Ap2m1	NCU09673
Ppp2r2b	NCU09377
Ppp2r2b	NCU09377
Ppp2r2b	NCU09377
Ppp2r2c	NCU09377
Ppp2r2a	NCU09377
Ppp2r2a	NCU09377
Ppp2r2d	NCU09377
Ppp2r2d	NCU09377
Rnf5	NCU00275
Acy1	NCU02227
Acy1	NCU02227
Acy1	NCU02227
Acy1	NCU02227
Acy1	NCU02227
Acy1	NCU02227
Acy1	NCU02227
Slc9a9	NCU00453
Slc9a7	NCU00453
Slc9a7	NCU00453
Slc9a7	NCU00453
Slc9a6	NCU00453
Slc9a6	NCU00453
Slc9a8	NCU00453
Slc9a8	NCU00453
Slc9a8	NCU00453
Cbs	NCU02564
Cbs	NCU06452
Cbs	NCU08216
Cbs	NCU02564
Cbs	NCU06452
Cbs	NCU08216
Cbs	NCU02564
Cbs	NCU06452
Cbs	NCU08216
Hnrnpa3	NCU16466
Hnrnpa3	NCU03092
Hnrnpa3	NCU16466
Hnrnpa3	NCU03092
Hnrnpa1	NCU16466
Hnrnpa1	NCU03092
Hnrnpa1	NCU16466
Hnrnpa1	NCU03092
Hnrnpa1	NCU16466
Hnrnpa1	NCU03092
Hnrnpa1	NCU16466
Hnrnpa1	NCU03092
Hnrnpa1	NCU16466
Hnrnpa1	NCU03092
Hnrnpa2b1	NCU16466
Hnrnpa2b1	NCU03092
Hnrnpa2b1	NCU16466
Hnrnpa2b1	NCU03092
Hnrnpa2b1	NCU16466
Hnrnpa2b1	NCU03092
Prpf31	NCU02716
Prpf31	NCU02716
Prpf31	NCU02716
Top3b	NCU00081
Top3b	NCU00081
Top3b	NCU00081
Top3b	NCU00081
Top3b	NCU00081
Top3b	NCU00081
Top3a	NCU00081
Top3a	NCU00081
Top3a	NCU00081
Top3a	NCU00081
Wdr45	NCU02466
Wdr45	NCU02466
Wdr45	NCU02466
Wdr45	NCU02466
Wdr45	NCU02466
Wdr45	NCU02466
Wdr45	NCU02466
Wdr45	NCU02466
Wdr45b	NCU02466
Wdr45b	NCU02466
Wdr45b	NCU02466
Ppip5k1	NCU07010
Ppip5k1	NCU07010
Ppip5k1	NCU07010
Ppip5k1	NCU07010
Ppip5k1	NCU07010
Ppip5k2	NCU07010
Ppip5k2	NCU07010
Ppip5k2	NCU07010
Pign	NCU07999
Pign	NCU07999
Pign	NCU07999
Pign	NCU07999
Llgl2	NCU09432
Llgl2	NCU09432
Stxbp5l	NCU09432
Stxbp5l	NCU09432
Stxbp5l	NCU09432
Stxbp5l	NCU09432
Stxbp5l	NCU09432
Stxbp5	NCU09432
Stxbp5	NCU09432
Stxbp5	NCU09432
Kmt5b	NCU08551
Kmt5b	NCU08551
Kmt5b	NCU08551
Kmt5c	NCU08551
Kmt5c	NCU08551
Kmt5c	NCU08551
Kmt5c	NCU08551
Kmt5c	NCU08551
Kmt5b	NCU08551
Kmt5b	NCU08551
Kmt5b	NCU08551
Kmt5b	NCU08551
Kmt5b	NCU08551
Kmt5b	NCU08551
Kmt5b	NCU08551
Kmt5b	NCU08551
Kmt5b	NCU08551
Kmt5b	NCU08551
Kmt5b	NCU08551
Prkx	NCU06240
Prkacb	NCU06240
Prkacb	NCU06240
Prkacb	NCU06240
Prkacb	NCU06240
Prkaca	NCU06240
Prkaca	NCU06240
Rbms3	NCU09742
Rbms3	NCU09742
Rbms3	NCU09742
Rbms3	NCU09742
Rbms3	NCU09742
Rbms3	NCU09742
Rbms2	NCU09742
Rbms2	NCU09742
Rbms1	NCU09742
Rbms1	NCU09742
Rbms1	NCU09742
Rbms3	NCU09742
Slc3a1	NCU07860
Slc3a1	NCU06523
Rab11a	NCU01523
Rab11a	NCU08271
Rab11b	NCU01523
Rab11b	NCU08271
Rab11a	NCU01523
Rab11a	NCU08271
Rab11b	NCU01523
Rab11b	NCU08271
Rab11b	NCU01523
Rab11b	NCU08271
Rab11a	NCU01523
Rab11a	NCU08271
Atp2a3	NCU03305
Atp2a3	NCU03305
Atp2a3	NCU03305
Atp2a3	NCU03305
Atp2a3	NCU03305
Atp2a1	NCU03305
Atp2a2	NCU03305
Atp2a2	NCU03305
Atp2a2	NCU03305
Cnot2	NCU11372
Cnot2	NCU11372
Cnot2	NCU11372
Cnot2	NCU11372
Cnot2	NCU11372
Cnot2	NCU11372
Mgll	NCU06700
Mgll	NCU06700
Mgll	NCU06700
Mgll	NCU06700
Mgll	NCU06700
Mgll	NCU06700
Arhgdib	NCU06561
Arhgdib	NCU06561
Arhgdib	NCU06561
Arhgdib	NCU06561
Arhgdig	NCU06561
Arhgdig	NCU06561
Arhgdib	NCU06561
Arhgdia	NCU06561
Arhgdia	NCU06561
Eif5a	NCU05274
Eif5a	NCU05274
Eif5a	NCU05274
Eif5a	NCU05274
Eif5a	NCU05274
Eif5a	NCU05274
Eif5a	NCU05274
Eif5a	NCU05274
Eif5a	NCU05274
Eif5a	NCU05274
Eif5a	NCU05274
Eif5a	NCU05274
Eif5a2	NCU05274
Pfdn6	NCU06941
Pfdn6	NCU06941
Pfdn6	NCU06941
Pfdn6	NCU06941
Pfdn6	NCU06941
Echdc2	NCU09058
Echdc2	NCU09058
Echdc2	NCU09058
Echdc2	NCU09058
Echdc2	NCU09058
Echdc2	NCU09058
Auh	NCU09058
Auh	NCU09058
Auh	NCU09058
Echdc2	NCU06448
Echs1	NCU06448
Atp5g2	NCU02250
Atp5g3	NCU16027
Atp5g3	NCU16027
Atp5g2	NCU16027
Atp5g2	NCU16027
Atp5g2	NCU16027
Atp5g1	NCU16027
Atp5g1	NCU16027
Atp5g1	NCU16027
Atp5g1	NCU16027
Fubp3	NCU09352
Prodh	NCU02936
Prodh	NCU02936
Prodh	NCU02936
Prodh	NCU02936
Prodh	NCU02936
Prodh	NCU02936
Prodh	NCU02936
Prodh	NCU02936
Prodh	NCU02936
Prodh	NCU02936
Dhtkd1	NCU08917
Dhtkd1	NCU08917
Ogdhl	NCU05425
Ogdhl	NCU05425
Ogdh	NCU05425
Ogdh	NCU05425
Ogdh	NCU05425
Ogdh	NCU05425
Mlh1	NCU08309
Mlh1	NCU08309
Pms1	NCU09373
Pms1	NCU09373
Pms1	NCU09373
Pms2	NCU09373
Gm4307	NCU07421
4931428L18Rik	NCU07421
4931428L18Rik	NCU07421
4931428L18Rik	NCU07421
Gm5698	NCU07421
Gm4302	NCU07421
Gm4303	NCU07421
Gm4305	NCU07421
Gm4301	NCU07421
Gm4312	NCU07421
Gm4340	NCU07421
Gm21293	NCU07421
Gm21293	NCU07421
Gm21304	NCU07421
Gm21293	NCU07421
Gm20765	NCU07421
Gm20765	NCU07421
Gm21312	NCU07421
Gm21304	NCU07421
Gm21312	NCU07421
Gm21312	NCU07421
Gm8764	NCU07421
Gm20765	NCU07421
Gm6763	NCU07421
Gm4340	NCU07421
Gm6763	NCU07421
Gm8764	NCU07421
Gm4340	NCU07421
Alyref	NCU07421
Alyref2	NCU07421
Alas1	NCU06189
Alas1	NCU06189
Alas1	NCU06189
Alas1	NCU06189
Alas1	NCU06189
Alas2	NCU06189
Alas2	NCU06189
Hmbs	NCU10292
Hmbs	NCU10292
Hmbs	NCU10292
Nphs2	NCU03388
Nphs2	NCU03388
Stoml3	NCU03388
Stom	NCU03388
Isl2	NCU03266
Isl1	NCU03266
Isl1	NCU03266
Isl2	NCU03266
Lhx3	NCU03266
Lhx3	NCU03266
Lhx4	NCU03266
Lhx4	NCU03266
Mtf2	NCU07297
Phf1	NCU07297
Mtf2	NCU07297
Mtf2	NCU07297
Mtf2	NCU07297
Mtf2	NCU07297
Mtf2	NCU07297
Phf19	NCU07297
Rab1b	NCU08477
Rab1a	NCU08477
Rab1a	NCU08477
Rab13	NCU06404
Rab8b	NCU06404
Rab8a	NCU06404
Rab10	NCU06404
Kifc1	NCU04581
Kifc5b	NCU04581
Kifc1	NCU04581
Cpsf6	NCU02152
Cpsf6	NCU02152
Cpsf6	NCU02152
Cpsf6	NCU02152
Cpsf6	NCU02152
Cpsf7	NCU02152
Tmem14c	NCU09251
Tmem14a	NCU09251
Tmem14a	NCU09251
Abcd1	NCU08382
Abcd1	NCU08382
Abcd2	NCU08382
Abcd3	NCU01751
Abcd3	NCU01751
Ints11	NCU03479
Ints11	NCU03479
Cpsf3	NCU03479
Cpsf3	NCU03479
Cpsf3	NCU03479
Cpsf3	NCU03479
Cpsf3	NCU03479
Gpx7	NCU09534
Gpx7	NCU09534
Gpx4	NCU09534
Gpx4	NCU09534
Gpx4	NCU09534
Adck1	NCU04259
Adck1	NCU04259
Adck1	NCU04259
Clpb	NCU00104
Clpb	NCU02630
Clpb	NCU00104
Clpb	NCU02630
Clpb	NCU00104
Clpb	NCU02630
Clpb	NCU00104
Clpb	NCU02630
Dhdds	NCU03460
Dhdds	NCU03460
Dhdds	NCU03460
Dhdds	NCU03460
Dhdds	NCU03460
Dhdds	NCU03460
Csl	NCU01692
Cs	NCU01692
Ndor1	NCU09727
Ndor1	NCU09727
Ndor1	NCU09727
Ndor1	NCU09727
Ndor1	NCU09727
Ndor1	NCU09727
Ndor1	NCU09727
Por	NCU03697
Por	NCU04077
Por	NCU09741
Por	NCU03697
Por	NCU04077
Por	NCU09741
Pkm	NCU06075
Pkm	NCU06075
Pklr	NCU06075
Pklr	NCU06075
Hdac2	NCU00824
Hdac1	NCU00824
Hdac2	NCU00824
Hdac8	NCU02795
Ruvbl1	NCU03482
Ruvbl1	NCU03482
Ruvbl2	NCU06854
Ruvbl2	NCU06854
Derl2	NCU00146
Derl2	NCU00146
Derl2	NCU00146
Derl2	NCU00146
Derl3	NCU00146
Derl3	NCU00146
Derl1	NCU00146
Dxo	NCU04191
Dxo	NCU04191
Dxo	NCU04191
Dxo	NCU04191
Dxo	NCU04191
Dxo	NCU04191
Dxo	NCU04191
Dxo	NCU04191
Dxo	NCU04191
Abhd4	NCU06332
Abhd5	NCU06332
Abhd5	NCU06332
Abhd5	NCU06332
Abhd4	NCU06332
Abhd4	NCU06332
Abhd4	NCU06332
Abhd4	NCU06332
Slc25a24	NCU01564
Slc25a54	NCU01564
Slc25a23	NCU01564
Slc25a23	NCU01564
Slc25a25	NCU01564
Slc25a25	NCU01564
Slc25a25	NCU01564
Slc25a25	NCU01564
Slc25a25	NCU01564
Kat7	NCU04782
Kat7	NCU04782
Kat7	NCU04782
Kat7	NCU04782
Kat7	NCU04782
Kat5	NCU05218
Ddx39b	NCU09076
Ddx39b	NCU09076
Ddx39b	NCU09076
Ddx39	NCU09076
Ddx39	NCU09076
Ddx39	NCU09076
Ddx39	NCU09076
Gigyf2	NCU09657
Gigyf2	NCU09657
Gigyf2	NCU09657
Gigyf2	NCU09657
Gigyf2	NCU09657
Gigyf2	NCU09657
Gigyf2	NCU09657
Gigyf2	NCU09657
Gigyf2	NCU09657
Gigyf1	NCU09657
Gigyf1	NCU09657
Gigyf2	NCU09657
Ppp3cc	NCU03804
Ppp3cc	NCU03804
Ppp3ca	NCU03804
Ppp3ca	NCU03804
Ppp3cb	NCU03804
Ppp3cb	NCU03804
Ppp3cb	NCU03804
Ppp3cb	NCU03804
4930544G11Rik	NCU03407
4930544G11Rik	NCU01484
4930544G11Rik	NCU08683
4930544G11Rik	NCU16559
Rhob	NCU03407
Rhob	NCU01484
Rhob	NCU08683
Rhob	NCU16559
Rhoa	NCU03407
Rhoa	NCU01484
Rhoa	NCU08683
Rhoa	NCU16559
Rhoc	NCU03407
Rhoc	NCU01484
Rhoc	NCU08683
Rhoc	NCU16559
Rhoc	NCU03407
Rhoc	NCU01484
Rhoc	NCU08683
Rhoc	NCU16559
Rhoc	NCU03407
Rhoc	NCU01484
Rhoc	NCU08683
Rhoc	NCU16559
Rhoa	NCU03407
Rhoa	NCU01484
Rhoa	NCU08683
Rhoa	NCU16559
Rhoc	NCU03407
Rhoc	NCU01484
Rhoc	NCU08683
Rhoc	NCU16559
Rhoc	NCU03407
Rhoc	NCU01484
Rhoc	NCU08683
Rhoc	NCU16559
Gyg	NCU06698
Gyg	NCU06698
Gyg	NCU06698
Ppm1l	NCU00434
Ptgr1	NCU09040
Ptgr1	NCU02299
Ptgr2	NCU09040
Ptgr2	NCU02299
Ptgr2	NCU09040
Ptgr2	NCU02299
Ptgr2	NCU09040
Ptgr2	NCU02299
Ptgr2	NCU09040
Ptgr2	NCU02299
Man1b1	NCU02778
Man1b1	NCU02778
Ctps2	NCU00261
Ctps2	NCU00261
Ctps2	NCU00261
Ctps2	NCU00261
Ctps2	NCU00261
Ctps2	NCU00261
Ctps	NCU00261
Eif5	NCU00366
Eif5	NCU00366
Eif5	NCU00366
Eif5	NCU00366
Eif5	NCU00366
Eif5	NCU00366
Eif5	NCU00366
Eif5	NCU00366
Eif5	NCU00366
Uqcrc1	NCU02549
Uqcrc1	NCU02549
Uqcrc1	NCU02549
Uqcrc1	NCU02549
Pmpcb	NCU02549
Pmpca	NCU06270
Pmpca	NCU06270
Gm8300	NCU07437
Gm8332	NCU07437
Gm21936	NCU07437
Gm5788	NCU07437
Gm2056	NCU07437
Gm4027	NCU07437
BB287469	NCU07437
Gm2075	NCU07437
Gm6803	NCU07437
Gm2022	NCU07437
Gm16368	NCU07437
Gm5039	NCU07437
Gm5039	NCU07437
Gm5662	NCU07437
Gm2016	NCU07437
Gm2035	NCU07437
Gm21319	NCU07437
Eif1ax	NCU07437
Eif1a	NCU07437
Eif1a	NCU07437
Srpk3	NCU09202
Srpk2	NCU09202
Srpk1	NCU09202
Srpk1	NCU09202
Hdc	NCU08275
Ddc	NCU08275
Ddc	NCU08275
Ddc	NCU08275
Ddc	NCU08275
Plcd4	NCU02175
Plcd4	NCU06245
Plcd4	NCU11415
Plcd4	NCU02175
Plcd4	NCU06245
Plcd4	NCU11415
Plcd4	NCU02175
Plcd4	NCU06245
Plcd4	NCU11415
Plcd4	NCU02175
Plcd4	NCU06245
Plcd4	NCU11415
Plcd4	NCU02175
Plcd4	NCU06245
Plcd4	NCU11415
Plcd4	NCU02175
Plcd4	NCU06245
Plcd4	NCU11415
Plcd4	NCU02175
Plcd4	NCU06245
Plcd4	NCU11415
Plcd3	NCU02175
Plcd3	NCU06245
Plcd3	NCU11415
Plcd3	NCU02175
Plcd3	NCU06245
Plcd3	NCU11415
Plcd1	NCU02175
Plcd1	NCU06245
Plcd1	NCU11415
Plcd1	NCU02175
Plcd1	NCU06245
Plcd1	NCU11415
Plcd1	NCU02175
Plcd1	NCU06245
Plcd1	NCU11415
Dgat2l6	NCU02665
Awat1	NCU02665
Awat2	NCU02665
Awat2	NCU02665
Dgat2	NCU02665
Mogat2	NCU02665
Mogat1	NCU02665
Mogat1	NCU02665
Mogat1	NCU02665
Mogat1	NCU02665
Mogat1	NCU02665
Pigq	NCU02255
Pigq	NCU02255
Pigq	NCU02255
Pigq	NCU02255
Pigq	NCU02255
Pigq	NCU02255
Pigq	NCU02255
Pigq	NCU02255
Pigq	NCU02255
Pigq	NCU02255
Pigq	NCU02255
Pigq	NCU02255
Pigq	NCU02255
Ap2b1	NCU09721
Ap2b1	NCU09721
Ap2b1	NCU09721
Ap2b1	NCU09721
Ap1b1	NCU09721
Ap1b1	NCU09721
Ap1b1	NCU09721
Alg13	NCU17108
Alg13	NCU17108
Alg13	NCU17108
Alg13	NCU17108
Glt28d2	NCU17108
Alg13	NCU17108
Alg13	NCU17108
Alg13	NCU17108
Cryz	NCU08757
Cryz	NCU06080
Cryz	NCU05887
Cryz	NCU06080
Cryz	NCU05887
Cryz	NCU06080
Cryz	NCU05887
Cryz	NCU06080
Cryz	NCU05887
Cryz	NCU06080
Cryz	NCU05887
Cryz	NCU06080
Cryz	NCU05887
Cryz	NCU06080
Cryz	NCU05887
Cryz	NCU06080
Cryz	NCU05887
Cryz	NCU06080
Cryz	NCU05887
Ak3	NCU03216
Ak4	NCU03216
Ak4	NCU03216
Ak4	NCU03216
Ak4	NCU03216
Ak4	NCU03216
Ak2	NCU01550
Ak2	NCU01550
Atp2c2	NCU03292
Atp2c1	NCU03292
Atp2c1	NCU03292
Atp2c1	NCU03292
Atp2c1	NCU03292
Atp2c1	NCU03292
Atp2c1	NCU03292
Atp2c1	NCU03292
Aspscr1	NCU03303
Arfgef1	NCU02347
Arfgef1	NCU01465
Cyth1	NCU02347
Cyth1	NCU01465
Cyth1	NCU02347
Cyth1	NCU01465
Cyth1	NCU02347
Cyth1	NCU01465
Cyth1	NCU02347
Cyth1	NCU01465
Cyth4	NCU02347
Cyth4	NCU01465
Cyth2	NCU02347
Cyth2	NCU01465
Cyth2	NCU02347
Cyth2	NCU01465
Cyth2	NCU02347
Cyth2	NCU01465
Cyth2	NCU02347
Cyth2	NCU01465
Cyth3	NCU02347
Cyth3	NCU01465
Cyth3	NCU02347
Cyth3	NCU01465
Cyth2	NCU02347
Cyth2	NCU01465
Coro1b	NCU00202
Coro1b	NCU00202
Coro1c	NCU00202
Coro6	NCU00202
Coro6	NCU00202
Coro6	NCU00202
Coro6	NCU00202
Coro6	NCU00202
Coro1a	NCU00202
Coro1a	NCU00202
Mccc1	NCU00591
Mccc1	NCU00591
Pcca	NCU05127
Pcca	NCU05127
Lsm14a	NCU03366
Lsm14a	NCU03366
Lsm14a	NCU03366
Lsm14b	NCU03366
Ddhd2	NCU12114
Ddhd2	NCU06812
Ubc	NCU05995
Ubb	NCU05995
Ubb	NCU05995
Nop58	NCU03396
Nop58	NCU03396
Nop58	NCU03396
Nop58	NCU03396
Nop56	NCU06943
Nop56	NCU06943
Nop56	NCU06943
Nop56	NCU06943
Smarcd2	NCU03572
Smarcd2	NCU03572
Smarcd2	NCU03572
Smarcd3	NCU03572
Smarcd3	NCU03572
Smarcd1	NCU03572
Smarcd1	NCU03572
Smarcd1	NCU03572
Smarcd1	NCU03572
Smarcd1	NCU03572
Anapc11	NCU11300
Anapc11	NCU11300
Pigt	NCU05644
Pigt	NCU05644
Cux1	NCU04124
Cux1	NCU04124
Cux1	NCU04124
Cux1	NCU04124
Cux1	NCU04124
Cux1	NCU04124
Cux1	NCU04124
Cux1	NCU04124
Cux1	NCU04124
Cux1	NCU04124
Cux1	NCU04124
Dnaja2	NCU07414
Dnaja4	NCU07414
Dnaja4	NCU07414
Dnaja4	NCU07414
Dnaja1	NCU07414
Dnaja1	NCU07414
Dnaja1	NCU07414
Dnaja1	NCU07414
Dnaja1	NCU07414
Eif4g3	NCU07868
Eif4g1	NCU07868
Eif4g1	NCU07868
Eif4g1	NCU07868
Eif4g1	NCU07868
Eif4g1	NCU07868
