AT3G09720.1 ENSMUSP00000048802
AT1G10430.1 ENSMUSP00000020608
AT1G69960.1 ENSMUSP00000009774
AT1G69960.1 ENSMUSP00000020608
AT1G51660.1 ENSMUSP00000151546
AT1G51660.1 ENSMUSP00000034920
AT1G51660.1 ENSMUSP00000019076
AT1G51660.1 ENSMUSP00000097831
AT1G51660.1 ENSMUSP00000020949
AT1G51660.1 ENSMUSP00000121111
AT1G51660.1 ENSMUSP00000117567
AT1G51660.1 ENSMUSP00000137918
AT1G51660.1 ENSMUSP00000100968
AT1G51660.1 ENSMUSP00000151784
AT1G51660.1 ENSMUSP00000005066
AT3G21220.1 ENSMUSP00000151546
AT3G21220.1 ENSMUSP00000034920
AT3G21220.1 ENSMUSP00000019076
AT3G21220.1 ENSMUSP00000097831
AT3G21220.1 ENSMUSP00000020949
AT3G21220.1 ENSMUSP00000121111
AT3G21220.1 ENSMUSP00000117567
AT3G21220.1 ENSMUSP00000137918
AT3G21220.1 ENSMUSP00000100968
AT3G21220.1 ENSMUSP00000151784
AT3G21220.1 ENSMUSP00000005066
AT3G06230.1 ENSMUSP00000151546
AT3G06230.1 ENSMUSP00000034920
AT3G06230.1 ENSMUSP00000019076
AT3G06230.1 ENSMUSP00000097831
AT3G06230.1 ENSMUSP00000020949
AT3G06230.1 ENSMUSP00000121111
AT3G06230.1 ENSMUSP00000117567
AT3G06230.1 ENSMUSP00000137918
AT3G06230.1 ENSMUSP00000100968
AT3G06230.1 ENSMUSP00000151784
AT3G06230.1 ENSMUSP00000005066
AT1G73500.1 ENSMUSP00000151546
AT1G73500.1 ENSMUSP00000034920
AT1G73500.1 ENSMUSP00000019076
AT1G73500.1 ENSMUSP00000097831
AT1G73500.1 ENSMUSP00000020949
AT1G73500.1 ENSMUSP00000121111
AT1G73500.1 ENSMUSP00000117567
AT1G73500.1 ENSMUSP00000137918
AT1G73500.1 ENSMUSP00000100968
AT1G73500.1 ENSMUSP00000151784
AT1G73500.1 ENSMUSP00000005066
AT1G18350.1 ENSMUSP00000151546
AT1G18350.1 ENSMUSP00000034920
AT1G18350.1 ENSMUSP00000019076
AT1G18350.1 ENSMUSP00000097831
AT1G18350.1 ENSMUSP00000020949
AT1G18350.1 ENSMUSP00000121111
AT1G18350.1 ENSMUSP00000117567
AT1G18350.1 ENSMUSP00000137918
AT1G18350.1 ENSMUSP00000100968
AT1G18350.1 ENSMUSP00000151784
AT1G18350.1 ENSMUSP00000005066
AT1G32320.1 ENSMUSP00000151546
AT1G32320.1 ENSMUSP00000034920
AT1G32320.1 ENSMUSP00000019076
AT1G32320.1 ENSMUSP00000097831
AT1G32320.1 ENSMUSP00000020949
AT1G32320.1 ENSMUSP00000121111
AT1G32320.1 ENSMUSP00000117567
AT1G32320.1 ENSMUSP00000137918
AT1G32320.1 ENSMUSP00000100968
AT1G32320.1 ENSMUSP00000151784
AT1G32320.1 ENSMUSP00000005066
AT5G40440.1 ENSMUSP00000151546
AT5G40440.1 ENSMUSP00000034920
AT5G40440.1 ENSMUSP00000019076
AT5G40440.1 ENSMUSP00000097831
AT5G40440.1 ENSMUSP00000020949
AT5G40440.1 ENSMUSP00000121111
AT5G40440.1 ENSMUSP00000117567
AT5G40440.1 ENSMUSP00000137918
AT5G40440.1 ENSMUSP00000100968
AT5G40440.1 ENSMUSP00000151784
AT5G40440.1 ENSMUSP00000005066
AT4G26070.2 ENSMUSP00000151546
AT4G26070.2 ENSMUSP00000034920
AT4G26070.2 ENSMUSP00000019076
AT4G26070.2 ENSMUSP00000097831
AT4G26070.2 ENSMUSP00000020949
AT4G26070.2 ENSMUSP00000121111
AT4G26070.2 ENSMUSP00000117567
AT4G26070.2 ENSMUSP00000137918
AT4G26070.2 ENSMUSP00000100968
AT4G26070.2 ENSMUSP00000151784
AT4G26070.2 ENSMUSP00000005066
AT4G29810.2 ENSMUSP00000151546
AT4G29810.2 ENSMUSP00000034920
AT4G29810.2 ENSMUSP00000019076
AT4G29810.2 ENSMUSP00000097831
AT4G29810.2 ENSMUSP00000020949
AT4G29810.2 ENSMUSP00000121111
AT4G29810.2 ENSMUSP00000117567
AT4G29810.2 ENSMUSP00000137918
AT4G29810.2 ENSMUSP00000100968
AT4G29810.2 ENSMUSP00000151784
AT4G29810.2 ENSMUSP00000005066
AT5G56580.1 ENSMUSP00000151546
AT5G56580.1 ENSMUSP00000034920
AT5G56580.1 ENSMUSP00000019076
AT5G56580.1 ENSMUSP00000097831
AT5G56580.1 ENSMUSP00000020949
AT5G56580.1 ENSMUSP00000121111
AT5G56580.1 ENSMUSP00000117567
AT5G56580.1 ENSMUSP00000137918
AT5G56580.1 ENSMUSP00000100968
AT5G56580.1 ENSMUSP00000151784
AT5G56580.1 ENSMUSP00000005066
AT4G32660.1 ENSMUSP00000034868
AT4G32660.1 ENSMUSP00000104741
AT4G32660.1 ENSMUSP00000104739
AT4G32660.1 ENSMUSP00000090820
AT4G32660.1 ENSMUSP00000113390
AT4G32660.1 ENSMUSP00000122634
AT4G32660.1 ENSMUSP00000115761
AT4G32660.1 ENSMUSP00000113861
AT4G32660.1 ENSMUSP00000088445
AT4G32660.1 ENSMUSP00000067341
AT4G32660.1 ENSMUSP00000150048
AT4G32660.1 ENSMUSP00000149250
AT3G53570.1 ENSMUSP00000034868
AT3G53570.1 ENSMUSP00000104741
AT3G53570.1 ENSMUSP00000104739
AT3G53570.1 ENSMUSP00000090820
AT3G53570.1 ENSMUSP00000113390
AT3G53570.1 ENSMUSP00000122634
AT3G53570.1 ENSMUSP00000115761
AT3G53570.1 ENSMUSP00000113861
AT3G53570.1 ENSMUSP00000088445
AT3G53570.1 ENSMUSP00000067341
AT3G53570.1 ENSMUSP00000150048
AT3G53570.1 ENSMUSP00000149250
AT4G24740.1 ENSMUSP00000034868
AT4G24740.1 ENSMUSP00000104741
AT4G24740.1 ENSMUSP00000104739
AT4G24740.1 ENSMUSP00000090820
AT4G24740.1 ENSMUSP00000113390
AT4G24740.1 ENSMUSP00000122634
AT4G24740.1 ENSMUSP00000115761
AT4G24740.1 ENSMUSP00000113861
AT4G24740.1 ENSMUSP00000088445
AT4G24740.1 ENSMUSP00000067341
AT4G24740.1 ENSMUSP00000150048
AT4G24740.1 ENSMUSP00000149250
AT1G36627.1 ENSMUSP00000122202
AT1G69220.1 ENSMUSP00000099885
AT1G69220.1 ENSMUSP00000018476
AT1G69220.1 ENSMUSP00000064225
AT1G69220.1 ENSMUSP00000154154
AT1G69220.1 ENSMUSP00000018353
AT3G15220.1 ENSMUSP00000117765
AT3G15220.1 ENSMUSP00000110537
AT3G15220.1 ENSMUSP00000033444
AT3G15220.1 ENSMUSP00000078746
AT3G15220.1 ENSMUSP00000027498
AT1G53165.3 ENSMUSP00000117765
AT1G53165.3 ENSMUSP00000110537
AT1G53165.3 ENSMUSP00000033444
AT1G53165.3 ENSMUSP00000078746
AT1G53165.3 ENSMUSP00000027498
AT2G19480.1 ENSMUSP00000112677
AT2G19480.1 ENSMUSP00000072510
AT2G19480.1 ENSMUSP00000147130
AT2G19480.1 ENSMUSP00000146474
AT2G19480.1 ENSMUSP00000147149
AT2G19480.1 ENSMUSP00000151700
AT2G19480.1 ENSMUSP00000151750
AT2G19480.1 ENSMUSP00000070068
AT2G19480.1 ENSMUSP00000151972
AT2G19480.1 ENSMUSP00000151507
AT5G56950.1 ENSMUSP00000112677
AT5G56950.1 ENSMUSP00000072510
AT5G56950.1 ENSMUSP00000147130
AT5G56950.1 ENSMUSP00000146474
AT5G56950.1 ENSMUSP00000147149
AT5G56950.1 ENSMUSP00000151700
AT5G56950.1 ENSMUSP00000151750
AT5G56950.1 ENSMUSP00000070068
AT5G56950.1 ENSMUSP00000151972
AT5G56950.1 ENSMUSP00000151507
AT4G26110.1 ENSMUSP00000112677
AT4G26110.1 ENSMUSP00000072510
AT4G26110.1 ENSMUSP00000147130
AT4G26110.1 ENSMUSP00000146474
AT4G26110.1 ENSMUSP00000147149
AT4G26110.1 ENSMUSP00000151700
AT4G26110.1 ENSMUSP00000151750
AT4G26110.1 ENSMUSP00000070068
AT4G26110.1 ENSMUSP00000151972
AT4G26110.1 ENSMUSP00000151507
AT3G13782.1 ENSMUSP00000112677
AT3G13782.1 ENSMUSP00000072510
AT3G13782.1 ENSMUSP00000147130
AT3G13782.1 ENSMUSP00000146474
AT3G13782.1 ENSMUSP00000147149
AT3G13782.1 ENSMUSP00000151700
AT3G13782.1 ENSMUSP00000151750
AT3G13782.1 ENSMUSP00000070068
AT3G13782.1 ENSMUSP00000151972
AT3G13782.1 ENSMUSP00000151507
AT3G06483.1 ENSMUSP00000036604
AT3G06483.1 ENSMUSP00000006669
AT3G06483.1 ENSMUSP00000145377
AT3G06483.1 ENSMUSP00000019721
AT3G06483.1 ENSMUSP00000041447
AT3G06483.1 ENSMUSP00000146303
AT3G06483.1 ENSMUSP00000116990
AT3G06483.1 ENSMUSP00000145617
AT3G06483.1 ENSMUSP00000146115
AT3G06483.1 ENSMUSP00000070345
AT3G06483.1 ENSMUSP00000146249
AT4G12040.1 ENSMUSP00000025659
AT4G12040.1 ENSMUSP00000146559
AT4G12040.1 ENSMUSP00000146878
AT4G12040.1 ENSMUSP00000146518
AT4G12040.1 ENSMUSP00000135968
AT4G12040.1 ENSMUSP00000069228
AT4G12040.1 ENSMUSP00000147192
AT4G12040.1 ENSMUSP00000146682
AT4G22820.1 ENSMUSP00000025659
AT4G22820.1 ENSMUSP00000146559
AT4G22820.1 ENSMUSP00000146878
AT4G22820.1 ENSMUSP00000146518
AT4G22820.1 ENSMUSP00000135968
AT4G22820.1 ENSMUSP00000069228
AT4G22820.1 ENSMUSP00000147192
AT4G22820.1 ENSMUSP00000146682
AT1G12440.1 ENSMUSP00000025659
AT1G12440.1 ENSMUSP00000146559
AT1G12440.1 ENSMUSP00000146878
AT1G12440.1 ENSMUSP00000146518
AT1G12440.1 ENSMUSP00000135968
AT1G12440.1 ENSMUSP00000069228
AT1G12440.1 ENSMUSP00000147192
AT1G12440.1 ENSMUSP00000146682
AT2G36320.1 ENSMUSP00000025659
AT2G36320.1 ENSMUSP00000146559
AT2G36320.1 ENSMUSP00000146878
AT2G36320.1 ENSMUSP00000146518
AT2G36320.1 ENSMUSP00000135968
AT2G36320.1 ENSMUSP00000069228
AT2G36320.1 ENSMUSP00000147192
AT2G36320.1 ENSMUSP00000146682
AT3G52800.1 ENSMUSP00000025659
AT3G52800.1 ENSMUSP00000146559
AT3G52800.1 ENSMUSP00000146878
AT3G52800.1 ENSMUSP00000146518
AT3G52800.1 ENSMUSP00000135968
AT3G52800.1 ENSMUSP00000069228
AT3G52800.1 ENSMUSP00000147192
AT3G52800.1 ENSMUSP00000146682
AT2G27580.1 ENSMUSP00000025659
AT2G27580.1 ENSMUSP00000146559
AT2G27580.1 ENSMUSP00000146878
AT2G27580.1 ENSMUSP00000146518
AT2G27580.1 ENSMUSP00000135968
AT2G27580.1 ENSMUSP00000069228
AT2G27580.1 ENSMUSP00000147192
AT2G27580.1 ENSMUSP00000146682
AT1G51200.1 ENSMUSP00000025659
AT1G51200.1 ENSMUSP00000146559
AT1G51200.1 ENSMUSP00000146878
AT1G51200.1 ENSMUSP00000146518
AT1G51200.1 ENSMUSP00000135968
AT1G51200.1 ENSMUSP00000069228
AT1G51200.1 ENSMUSP00000147192
AT1G51200.1 ENSMUSP00000146682
AT4G25380.1 ENSMUSP00000025659
AT4G25380.1 ENSMUSP00000146559
AT4G25380.1 ENSMUSP00000146878
AT4G25380.1 ENSMUSP00000146518
AT4G25380.1 ENSMUSP00000135968
AT4G25380.1 ENSMUSP00000069228
AT4G25380.1 ENSMUSP00000147192
AT4G25380.1 ENSMUSP00000146682
AT4G14225.1 ENSMUSP00000025659
AT4G14225.1 ENSMUSP00000146559
AT4G14225.1 ENSMUSP00000146878
AT4G14225.1 ENSMUSP00000146518
AT4G14225.1 ENSMUSP00000135968
AT4G14225.1 ENSMUSP00000069228
AT4G14225.1 ENSMUSP00000147192
AT4G14225.1 ENSMUSP00000146682
AT3G12630.1 ENSMUSP00000025659
AT3G12630.1 ENSMUSP00000146559
AT3G12630.1 ENSMUSP00000146878
AT3G12630.1 ENSMUSP00000146518
AT3G12630.1 ENSMUSP00000135968
AT3G12630.1 ENSMUSP00000069228
AT3G12630.1 ENSMUSP00000147192
AT3G12630.1 ENSMUSP00000146682
AT1G73700.1 ENSMUSP00000115132
AT1G73700.1 ENSMUSP00000118265
AT1G73700.1 ENSMUSP00000010267
AT1G73700.1 ENSMUSP00000090710
AT1G73700.1 ENSMUSP00000120907
AT2G34360.1 ENSMUSP00000115132
AT2G34360.1 ENSMUSP00000118265
AT2G34360.1 ENSMUSP00000010267
AT2G34360.1 ENSMUSP00000090710
AT2G34360.1 ENSMUSP00000120907
AT5G52450.1 ENSMUSP00000115132
AT5G52450.1 ENSMUSP00000118265
AT5G52450.1 ENSMUSP00000010267
AT5G52450.1 ENSMUSP00000090710
AT5G52450.1 ENSMUSP00000120907
AT1G15160.1 ENSMUSP00000115132
AT1G15160.1 ENSMUSP00000118265
AT1G15160.1 ENSMUSP00000010267
AT1G15160.1 ENSMUSP00000090710
AT1G15160.1 ENSMUSP00000120907
AT1G15150.1 ENSMUSP00000115132
AT1G15150.1 ENSMUSP00000118265
AT1G15150.1 ENSMUSP00000010267
AT1G15150.1 ENSMUSP00000090710
AT1G15150.1 ENSMUSP00000120907
AT1G15170.1 ENSMUSP00000115132
AT1G15170.1 ENSMUSP00000118265
AT1G15170.1 ENSMUSP00000010267
AT1G15170.1 ENSMUSP00000090710
AT1G15170.1 ENSMUSP00000120907
AT1G15180.1 ENSMUSP00000115132
AT1G15180.1 ENSMUSP00000118265
AT1G15180.1 ENSMUSP00000010267
AT1G15180.1 ENSMUSP00000090710
AT1G15180.1 ENSMUSP00000120907
AT1G71140.1 ENSMUSP00000115132
AT1G71140.1 ENSMUSP00000118265
AT1G71140.1 ENSMUSP00000010267
AT1G71140.1 ENSMUSP00000090710
AT1G71140.1 ENSMUSP00000120907
AT1G64820.1 ENSMUSP00000115132
AT1G64820.1 ENSMUSP00000118265
AT1G64820.1 ENSMUSP00000010267
AT1G64820.1 ENSMUSP00000090710
AT1G64820.1 ENSMUSP00000120907
AT1G66780.1 ENSMUSP00000115132
AT1G66780.1 ENSMUSP00000118265
AT1G66780.1 ENSMUSP00000010267
AT1G66780.1 ENSMUSP00000090710
AT1G66780.1 ENSMUSP00000120907
AT1G66760.2 ENSMUSP00000115132
AT1G66760.2 ENSMUSP00000118265
AT1G66760.2 ENSMUSP00000010267
AT1G66760.2 ENSMUSP00000090710
AT1G66760.2 ENSMUSP00000120907
AT2G04040.1 ENSMUSP00000115132
AT2G04040.1 ENSMUSP00000118265
AT2G04040.1 ENSMUSP00000010267
AT2G04040.1 ENSMUSP00000090710
AT2G04040.1 ENSMUSP00000120907
AT2G04070.1 ENSMUSP00000115132
AT2G04070.1 ENSMUSP00000118265
AT2G04070.1 ENSMUSP00000010267
AT2G04070.1 ENSMUSP00000090710
AT2G04070.1 ENSMUSP00000120907
AT2G04050.1 ENSMUSP00000115132
AT2G04050.1 ENSMUSP00000118265
AT2G04050.1 ENSMUSP00000010267
AT2G04050.1 ENSMUSP00000090710
AT2G04050.1 ENSMUSP00000120907
AT2G04066.1 ENSMUSP00000115132
AT2G04066.1 ENSMUSP00000118265
AT2G04066.1 ENSMUSP00000010267
AT2G04066.1 ENSMUSP00000090710
AT2G04066.1 ENSMUSP00000120907
AT2G04080.1 ENSMUSP00000115132
AT2G04080.1 ENSMUSP00000118265
AT2G04080.1 ENSMUSP00000010267
AT2G04080.1 ENSMUSP00000090710
AT2G04080.1 ENSMUSP00000120907
AT2G04090.1 ENSMUSP00000115132
AT2G04090.1 ENSMUSP00000118265
AT2G04090.1 ENSMUSP00000010267
AT2G04090.1 ENSMUSP00000090710
AT2G04090.1 ENSMUSP00000120907
AT2G04100.1 ENSMUSP00000115132
AT2G04100.1 ENSMUSP00000118265
AT2G04100.1 ENSMUSP00000010267
AT2G04100.1 ENSMUSP00000090710
AT2G04100.1 ENSMUSP00000120907
AT4G38640.1 ENSMUSP00000149795
AT4G38640.1 ENSMUSP00000087394
AT4G38640.1 ENSMUSP00000034697
AT4G38640.1 ENSMUSP00000151150
AT4G38640.1 ENSMUSP00000150147
AT4G38640.1 ENSMUSP00000132965
AT4G38640.1 ENSMUSP00000007249
AT1G25500.2 ENSMUSP00000149795
AT1G25500.2 ENSMUSP00000087394
AT1G25500.2 ENSMUSP00000034697
AT1G25500.2 ENSMUSP00000151150
AT1G25500.2 ENSMUSP00000150147
AT1G25500.2 ENSMUSP00000132965
AT1G25500.2 ENSMUSP00000007249
AT3G54540.1 ENSMUSP00000036881
AT1G64550.1 ENSMUSP00000156298
AT1G64550.1 ENSMUSP00000156048
AT1G64550.1 ENSMUSP00000003319
AT5G60790.1 ENSMUSP00000030795
AT5G11670.1 ENSMUSP00000146505
AT5G11670.1 ENSMUSP00000025439
AT5G11670.1 ENSMUSP00000140887
AT5G11670.1 ENSMUSP00000034989
AT5G11670.1 ENSMUSP00000032856
AT5G25880.1 ENSMUSP00000146505
AT5G25880.1 ENSMUSP00000025439
AT5G25880.1 ENSMUSP00000140887
AT5G25880.1 ENSMUSP00000034989
AT5G25880.1 ENSMUSP00000032856
AT1G79750.1 ENSMUSP00000146505
AT1G79750.1 ENSMUSP00000025439
AT1G79750.1 ENSMUSP00000140887
AT1G79750.1 ENSMUSP00000034989
AT1G79750.1 ENSMUSP00000032856
AT2G19900.1 ENSMUSP00000146505
AT2G19900.1 ENSMUSP00000025439
AT2G19900.1 ENSMUSP00000140887
AT2G19900.1 ENSMUSP00000034989
AT2G19900.1 ENSMUSP00000032856
AT4G00570.1 ENSMUSP00000146505
AT4G00570.1 ENSMUSP00000025439
AT4G00570.1 ENSMUSP00000140887
AT4G00570.1 ENSMUSP00000034989
AT4G00570.1 ENSMUSP00000032856
AT2G13560.1 ENSMUSP00000146505
AT2G13560.1 ENSMUSP00000025439
AT2G13560.1 ENSMUSP00000140887
AT2G13560.1 ENSMUSP00000034989
AT2G13560.1 ENSMUSP00000032856
AT5G14180.1 ENSMUSP00000118907
AT5G14180.1 ENSMUSP00000108127
AT5G14180.1 ENSMUSP00000025694
AT5G14180.1 ENSMUSP00000108130
AT5G14180.1 ENSMUSP00000121547
AT5G14180.1 ENSMUSP00000121321
AT5G14180.1 ENSMUSP00000118385
AT5G14180.1 ENSMUSP00000053270
AT5G14180.1 ENSMUSP00000136967
AT5G14180.1 ENSMUSP00000025685
AT5G14180.1 ENSMUSP00000120184
AT5G14180.1 ENSMUSP00000114551
AT5G14180.1 ENSMUSP00000025682
AT5G14180.1 ENSMUSP00000152955
AT5G14180.1 ENSMUSP00000053913
AT5G14180.1 ENSMUSP00000025680
AT5G14180.1 ENSMUSP00000153550
AT2G15230.1 ENSMUSP00000118907
AT2G15230.1 ENSMUSP00000108127
AT2G15230.1 ENSMUSP00000025694
AT2G15230.1 ENSMUSP00000108130
AT2G15230.1 ENSMUSP00000121547
AT2G15230.1 ENSMUSP00000121321
AT2G15230.1 ENSMUSP00000118385
AT2G15230.1 ENSMUSP00000053270
AT2G15230.1 ENSMUSP00000136967
AT2G15230.1 ENSMUSP00000025685
AT2G15230.1 ENSMUSP00000120184
AT2G15230.1 ENSMUSP00000114551
AT2G15230.1 ENSMUSP00000025682
AT2G15230.1 ENSMUSP00000152955
AT2G15230.1 ENSMUSP00000053913
AT2G15230.1 ENSMUSP00000025680
AT2G15230.1 ENSMUSP00000153550
AT2G28520.1 ENSMUSP00000110558
AT2G28520.1 ENSMUSP00000039381
AT2G28520.1 ENSMUSP00000039737
AT2G28520.1 ENSMUSP00000120531
AT2G28520.1 ENSMUSP00000122474
AT2G28520.1 ENSMUSP00000001801
AT4G39080.1 ENSMUSP00000110558
AT4G39080.1 ENSMUSP00000039381
AT4G39080.1 ENSMUSP00000039737
AT4G39080.1 ENSMUSP00000120531
AT4G39080.1 ENSMUSP00000122474
AT4G39080.1 ENSMUSP00000001801
AT2G21410.1 ENSMUSP00000110558
AT2G21410.1 ENSMUSP00000039381
AT2G21410.1 ENSMUSP00000039737
AT2G21410.1 ENSMUSP00000120531
AT2G21410.1 ENSMUSP00000122474
AT2G21410.1 ENSMUSP00000001801
AT5G07340.2 ENSMUSP00000105457
AT5G07340.2 ENSMUSP00000002259
AT5G07340.2 ENSMUSP00000020637
AT5G07340.2 ENSMUSP00000137440
AT5G61790.1 ENSMUSP00000105457
AT5G61790.1 ENSMUSP00000002259
AT5G61790.1 ENSMUSP00000020637
AT5G61790.1 ENSMUSP00000137440
AT5G14800.1 ENSMUSP00000131199
AT5G14800.1 ENSMUSP00000026133
AT5G14800.1 ENSMUSP00000117737
AT5G14800.1 ENSMUSP00000120558
AT5G14800.1 ENSMUSP00000114863
AT5G14800.1 ENSMUSP00000027802
AT5G14800.1 ENSMUSP00000049605
AT5G49310.1 ENSMUSP00000114265
AT5G49310.1 ENSMUSP00000003828
AT5G49310.1 ENSMUSP00000099650
AT5G49310.1 ENSMUSP00000004054
AT5G49310.1 ENSMUSP00000018506
AT5G49310.1 ENSMUSP00000137310
AT5G49310.1 ENSMUSP00000114636
AT5G49310.1 ENSMUSP00000118679
AT5G49310.1 ENSMUSP00000121655
AT5G49310.1 ENSMUSP00000141227
AT5G49310.1 ENSMUSP00000029353
AT5G49310.1 ENSMUSP00000022496
AT4G16143.1 ENSMUSP00000114265
AT4G16143.1 ENSMUSP00000003828
AT4G16143.1 ENSMUSP00000099650
AT4G16143.1 ENSMUSP00000004054
AT4G16143.1 ENSMUSP00000018506
AT4G16143.1 ENSMUSP00000137310
AT4G16143.1 ENSMUSP00000114636
AT4G16143.1 ENSMUSP00000118679
AT4G16143.1 ENSMUSP00000121655
AT4G16143.1 ENSMUSP00000141227
AT4G16143.1 ENSMUSP00000029353
AT4G16143.1 ENSMUSP00000022496
AT1G02690.2 ENSMUSP00000114265
AT1G02690.2 ENSMUSP00000003828
AT1G02690.2 ENSMUSP00000099650
AT1G02690.2 ENSMUSP00000004054
AT1G02690.2 ENSMUSP00000018506
AT1G02690.2 ENSMUSP00000137310
AT1G02690.2 ENSMUSP00000114636
AT1G02690.2 ENSMUSP00000118679
AT1G02690.2 ENSMUSP00000121655
AT1G02690.2 ENSMUSP00000141227
AT1G02690.2 ENSMUSP00000029353
AT1G02690.2 ENSMUSP00000022496
AT3G06720.1 ENSMUSP00000114265
AT3G06720.1 ENSMUSP00000003828
AT3G06720.1 ENSMUSP00000099650
AT3G06720.1 ENSMUSP00000004054
AT3G06720.1 ENSMUSP00000018506
AT3G06720.1 ENSMUSP00000137310
AT3G06720.1 ENSMUSP00000114636
AT3G06720.1 ENSMUSP00000118679
AT3G06720.1 ENSMUSP00000121655
AT3G06720.1 ENSMUSP00000141227
AT3G06720.1 ENSMUSP00000029353
AT3G06720.1 ENSMUSP00000022496
AT4G02150.1 ENSMUSP00000114265
AT4G02150.1 ENSMUSP00000003828
AT4G02150.1 ENSMUSP00000099650
AT4G02150.1 ENSMUSP00000004054
AT4G02150.1 ENSMUSP00000018506
AT4G02150.1 ENSMUSP00000137310
AT4G02150.1 ENSMUSP00000114636
AT4G02150.1 ENSMUSP00000118679
AT4G02150.1 ENSMUSP00000121655
AT4G02150.1 ENSMUSP00000141227
AT4G02150.1 ENSMUSP00000029353
AT4G02150.1 ENSMUSP00000022496
AT3G05720.1 ENSMUSP00000114265
AT3G05720.1 ENSMUSP00000003828
AT3G05720.1 ENSMUSP00000099650
AT3G05720.1 ENSMUSP00000004054
AT3G05720.1 ENSMUSP00000018506
AT3G05720.1 ENSMUSP00000137310
AT3G05720.1 ENSMUSP00000114636
AT3G05720.1 ENSMUSP00000118679
AT3G05720.1 ENSMUSP00000121655
AT3G05720.1 ENSMUSP00000141227
AT3G05720.1 ENSMUSP00000029353
AT3G05720.1 ENSMUSP00000022496
AT1G09270.1 ENSMUSP00000114265
AT1G09270.1 ENSMUSP00000003828
AT1G09270.1 ENSMUSP00000099650
AT1G09270.1 ENSMUSP00000004054
AT1G09270.1 ENSMUSP00000018506
AT1G09270.1 ENSMUSP00000137310
AT1G09270.1 ENSMUSP00000114636
AT1G09270.1 ENSMUSP00000118679
AT1G09270.1 ENSMUSP00000121655
AT1G09270.1 ENSMUSP00000141227
AT1G09270.1 ENSMUSP00000029353
AT1G09270.1 ENSMUSP00000022496
AT5G49305.1 ENSMUSP00000114265
AT5G49305.1 ENSMUSP00000003828
AT5G49305.1 ENSMUSP00000099650
AT5G49305.1 ENSMUSP00000004054
AT5G49305.1 ENSMUSP00000018506
AT5G49305.1 ENSMUSP00000137310
AT5G49305.1 ENSMUSP00000114636
AT5G49305.1 ENSMUSP00000118679
AT5G49305.1 ENSMUSP00000121655
AT5G49305.1 ENSMUSP00000141227
AT5G49305.1 ENSMUSP00000029353
AT5G49305.1 ENSMUSP00000022496
AT5G52000.1 ENSMUSP00000114265
AT5G52000.1 ENSMUSP00000003828
AT5G52000.1 ENSMUSP00000099650
AT5G52000.1 ENSMUSP00000004054
AT5G52000.1 ENSMUSP00000018506
AT5G52000.1 ENSMUSP00000137310
AT5G52000.1 ENSMUSP00000114636
AT5G52000.1 ENSMUSP00000118679
AT5G52000.1 ENSMUSP00000121655
AT5G52000.1 ENSMUSP00000141227
AT5G52000.1 ENSMUSP00000029353
AT5G52000.1 ENSMUSP00000022496
AT1G32880.1 ENSMUSP00000114265
AT1G32880.1 ENSMUSP00000003828
AT1G32880.1 ENSMUSP00000099650
AT1G32880.1 ENSMUSP00000004054
AT1G32880.1 ENSMUSP00000018506
AT1G32880.1 ENSMUSP00000137310
AT1G32880.1 ENSMUSP00000114636
AT1G32880.1 ENSMUSP00000118679
AT1G32880.1 ENSMUSP00000121655
AT1G32880.1 ENSMUSP00000141227
AT1G32880.1 ENSMUSP00000029353
AT1G32880.1 ENSMUSP00000022496
AT5G16880.1 ENSMUSP00000148271
AT5G16880.1 ENSMUSP00000092884
AT5G16880.1 ENSMUSP00000099744
AT5G16880.1 ENSMUSP00000121936
AT5G16880.1 ENSMUSP00000117623
AT5G16880.1 ENSMUSP00000090736
AT5G16880.1 ENSMUSP00000090734
AT5G16880.1 ENSMUSP00000063414
AT5G16880.1 ENSMUSP00000099743
AT5G16880.1 ENSMUSP00000148670
AT5G16880.1 ENSMUSP00000077891
AT5G16880.1 ENSMUSP00000130854
AT1G06210.1 ENSMUSP00000148271
AT1G06210.1 ENSMUSP00000092884
AT1G06210.1 ENSMUSP00000099744
AT1G06210.1 ENSMUSP00000121936
AT1G06210.1 ENSMUSP00000117623
AT1G06210.1 ENSMUSP00000090736
AT1G06210.1 ENSMUSP00000090734
AT1G06210.1 ENSMUSP00000063414
AT1G06210.1 ENSMUSP00000099743
AT1G06210.1 ENSMUSP00000148670
AT1G06210.1 ENSMUSP00000077891
AT1G06210.1 ENSMUSP00000130854
AT2G38410.1 ENSMUSP00000148271
AT2G38410.1 ENSMUSP00000092884
AT2G38410.1 ENSMUSP00000099744
AT2G38410.1 ENSMUSP00000121936
AT2G38410.1 ENSMUSP00000117623
AT2G38410.1 ENSMUSP00000090736
AT2G38410.1 ENSMUSP00000090734
AT2G38410.1 ENSMUSP00000063414
AT2G38410.1 ENSMUSP00000099743
AT2G38410.1 ENSMUSP00000148670
AT2G38410.1 ENSMUSP00000077891
AT2G38410.1 ENSMUSP00000130854
AT5G01760.1 ENSMUSP00000148271
AT5G01760.1 ENSMUSP00000092884
AT5G01760.1 ENSMUSP00000099744
AT5G01760.1 ENSMUSP00000121936
AT5G01760.1 ENSMUSP00000117623
AT5G01760.1 ENSMUSP00000090736
AT5G01760.1 ENSMUSP00000090734
