ENSMUSP00000048802 EAA35509
ENSMUSP00000121064 ESA42798
ENSMUSP00000116055 ESA42798
ENSMUSP00000121219 ESA42798
ENSMUSP00000101995 ESA42798
ENSMUSP00000067865 ESA42798
ENSMUSP00000101994 ESA42798
ENSMUSP00000064743 ESA42798
ENSMUSP00000101996 ESA42798
ENSMUSP00000131010 ESA42798
ENSMUSP00000097775 ESA42798
ENSMUSP00000114819 ESA42798
ENSMUSP00000084887 EAA34869
ENSMUSP00000034745 EAA34869
ENSMUSP00000134715 EAA34869
ENSMUSP00000078540 EAA34869
ENSMUSP00000018561 EAA34869
ENSMUSP00000040447 EAA34869
ENSMUSP00000110188 EAA34869
ENSMUSP00000110184 EAA34869
ENSMUSP00000118824 EAA34869
ENSMUSP00000132905 EAA34869
ENSMUSP00000144110 EAA34869
ENSMUSP00000099563 EAA34869
ENSMUSP00000099562 EAA34869
ENSMUSP00000070388 EAA34869
ENSMUSP00000104069 EAA34869
ENSMUSP00000068003 EAA28170
ENSMUSP00000123572 EAA28170
ENSMUSP00000127695 EAA36226
ENSMUSP00000130964 EAA36226
ENSMUSP00000068529 EAA36226
ENSMUSP00000132685 EAA36226
ENSMUSP00000132100 EAA36226
ENSMUSP00000133134 EAA36226
ENSMUSP00000144459 EAA36226
ENSMUSP00000069624 EAA36226
ENSMUSP00000083709 EAA36226
ENSMUSP00000025601 EAA36226
ENSMUSP00000156351 EAA27717
ENSMUSP00000156110 EAA27717
ENSMUSP00000155863 EAA27717
ENSMUSP00000023672 EAA27717
ENSMUSP00000156053 EAA27717
ENSMUSP00000060394 EAA27717
ENSMUSP00000039473 EAA27717
ENSMUSP00000155082 EAA27717
ENSMUSP00000154835 EAA27717
ENSMUSP00000155555 EAA27717
ENSMUSP00000048013 EAA27717
ENSMUSP00000137211 EAA27717
ENSMUSP00000114220 EAA27717
ENSMUSP00000118447 EAA27717
ENSMUSP00000030606 EAA27717
ENSMUSP00000081531 ESA43744
ENSMUSP00000147945 ESA43744
ENSMUSP00000036674 ESA43744
ENSMUSP00000090884 ESA43744
ENSMUSP00000098916 ESA43744
ENSMUSP00000116893 ESA43744
ENSMUSP00000152420 ESA43744
ENSMUSP00000047387 ESA43744
ENSMUSP00000130873 ESA43744
ENSMUSP00000047652 ESA43744
ENSMUSP00000127059 ESA43744
ENSMUSP00000131410 ESA43744
ENSMUSP00000131701 ESA43744
ENSMUSP00000152320 ESA43659
ENSMUSP00000077262 ESA43659
ENSMUSP00000099461 ESA43659
ENSMUSP00000147514 ESA43659
ENSMUSP00000112259 ESA43659
ENSMUSP00000121361 ESA43205
ENSMUSP00000005064 ESA43205
ENSMUSP00000102692 ESA43205
ENSMUSP00000069259 ESA43205
ENSMUSP00000102691 ESA43205
ENSMUSP00000125747 ESA43205
ENSMUSP00000150834 ESA43205
ENSMUSP00000096248 ESA43205
ENSMUSP00000110424 ESA43205
ENSMUSP00000110425 ESA43205
ENSMUSP00000131485 ESA43205
ENSMUSP00000053916 EAA32272
ENSMUSP00000114356 EAA32272
ENSMUSP00000029669 EAA32272
ENSMUSP00000005620 EAA32272
ENSMUSP00000103607 EAA32272
ENSMUSP00000081712 EAA32272
ENSMUSP00000040451 EAA32272
ENSMUSP00000095716 EAA32272
ENSMUSP00000146416 EAA32272
ENSMUSP00000147019 EAA32272
ENSMUSP00000059074 EAA32272
ENSMUSP00000116578 EDO65150
ENSMUSP00000114764 EDO65150
ENSMUSP00000033715 EAA36230
ENSMUSP00000121360 EAA36230
ENSMUSP00000139967 EAA36230
ENSMUSP00000055886 EAA36230
ENSMUSP00000136588 EAA36230
ENSMUSP00000136749 EAA36230
ENSMUSP00000142522 EAA36230
ENSMUSP00000140584 EAA36230
ENSMUSP00000127882 EAA36230
ENSMUSP00000041442 EAA36230
ENSMUSP00000102630 EAA36230
ENSMUSP00000029465 EAA36230
ENSMUSP00000136533 EAA36230
ENSMUSP00000102635 EAA36230
ENSMUSP00000102636 EAA36230
ENSMUSP00000102632 EAA36230
ENSMUSP00000091592 EAA36230
ENSMUSP00000088246 EAA36230
ENSMUSP00000102633 EAA36230
ENSMUSP00000029463 EAA36230
ENSMUSP00000129911 EAA36230
ENSMUSP00000145613 EAA36230
ENSMUSP00000101879 EAA36230
ENSMUSP00000036245 EAA36230
ENSMUSP00000102627 EAA30155
ENSMUSP00000021329 EAA30155
ENSMUSP00000034396 ESA43397
ENSMUSP00000115906 ESA43397
ENSMUSP00000110248 ESA43397
ENSMUSP00000015358 ESA43397
ENSMUSP00000057182 ESA43397
ENSMUSP00000110264 ESA43397
ENSMUSP00000025391 ESA43397
ENSMUSP00000110268 ESA43397
ENSMUSP00000125798 ESA43397
ENSMUSP00000033700 ESA43397
ENSMUSP00000134281 ESA43397
ENSMUSP00000043851.10 ESA43397
ENSMUSP00000134731 ESA43397
ENSMUSP00000043367.10 ESA43397
ENSMUSP00000134020 ESA43397
ENSMUSP00000022563 ESA43397
ENSMUSP00000153403 ESA43397
ENSMUSP00000156622 EAA26920
ENSMUSP00000156836 EAA26920
ENSMUSP00000156780 EAA26920
ENSMUSP00000156455 EAA26920
ENSMUSP00000004985 EAA26920
ENSMUSP00000156825 EAA26920
ENSMUSP00000156584 EAA26920
ENSMUSP00000156740 EAA26920
ENSMUSP00000108747 EAA26920
ENSMUSP00000108742 EAA26920
ENSMUSP00000108744 EAA26920
ENSMUSP00000144820 EAA26920
ENSMUSP00000108746 EAA26920
ENSMUSP00000145093 EAA26920
ENSMUSP00000144804 EAA26920
ENSMUSP00000105007 EAA26920
ENSMUSP00000105006 EAA26920
ENSMUSP00000144927 EAA27280
ENSMUSP00000123032 EAA31714
ENSMUSP00000009036 EAA31714
ENSMUSP00000136273 EAA31714
ENSMUSP00000022293 EAA31714
ENSMUSP00000133525 EAA31714
ENSMUSP00000134023 EAA31714
ENSMUSP00000152916 EAA31714
ENSMUSP00000115560 EAA31714
ENSMUSP00000020673 EAA31714
ENSMUSP00000099819 EAA31714
ENSMUSP00000116919 EAA31714
ENSMUSP00000150393 ESA44062
ENSMUSP00000047508 ESA44062
ENSMUSP00000150500 ESA44062
ENSMUSP00000028905 ESA44062
ENSMUSP00000135851 ESA44062
ENSMUSP00000137809 ESA44062
ENSMUSP00000137719 ESA44062
ENSMUSP00000020340 ESA44062
ENSMUSP00000102985 ESA44062
ENSMUSP00000113370 ESA44062
ENSMUSP00000113793 ESA44062
ENSMUSP00000152702 ESA44062
ENSMUSP00000113051 ESA42451
ENSMUSP00000114672 ESA42451
ENSMUSP00000126514 ESA42451
ENSMUSP00000024974 ESA42451
ENSMUSP00000120734 ESA42451
ENSMUSP00000114838 ESA42451
ENSMUSP00000129904 ESA42451
ENSMUSP00000116841 ESA42451
ENSMUSP00000120885 ESA42451
ENSMUSP00000115538 ESA42451
ENSMUSP00000119647 ESA42451
ENSMUSP00000077091 ESA42451
ENSMUSP00000114961 ESA42451
ENSMUSP00000136506 ESA43524
ENSMUSP00000021097 ESA43524
ENSMUSP00000137157 ESA43524
ENSMUSP00000032370 EAA34794
ENSMUSP00000119452 EAA34794
ENSMUSP00000107434 EAA34794
ENSMUSP00000098394 EAA34794
ENSMUSP00000154672 EAA34715
ENSMUSP00000022803 EAA34715
ENSMUSP00000134664 EAA34715
ENSMUSP00000025196 EAA34715
ENSMUSP00000122933 EAA29793
ENSMUSP00000117304 EAA29793
ENSMUSP00000034012 EAA29793
ENSMUSP00000119319 EAA29793
ENSMUSP00000020822 EAA29793
ENSMUSP00000104471 EAA29793
ENSMUSP00000141300 EAA31189
ENSMUSP00000126224 EAA31189
ENSMUSP00000108993 EAA31189
ENSMUSP00000047756 EAA31189
ENSMUSP00000079070 EAA31189
ENSMUSP00000101848 EAA31189
ENSMUSP00000101850 EAA31189
ENSMUSP00000077794 EAA31189
ENSMUSP00000001809 EAA31189
ENSMUSP00000050792 EAA31189
ENSMUSP00000066639 EAA31189
ENSMUSP00000096701 EAA31189
ENSMUSP00000115269 EAA28294
ENSMUSP00000089781 EAA28294
ENSMUSP00000021514 ESA42411
ENSMUSP00000152116 ESA42411
ENSMUSP00000079107 ESA42411
ENSMUSP00000107924 ESA42411
ENSMUSP00000157013 ESA42411
ENSMUSP00000107923 ESA42411
ENSMUSP00000157058 ESA42411
ENSMUSP00000107926 ESA42411
ENSMUSP00000157282 ESA42411
ENSMUSP00000139111 EAA31371
ENSMUSP00000121582 EAA31251
ENSMUSP00000138981 EAA31251
ENSMUSP00000156237 EAA31251
ENSMUSP00000156081 EAA31251
ENSMUSP00000138919 EAA31251
ENSMUSP00000155896 EAA31251
ENSMUSP00000156200 EAA31251
ENSMUSP00000111291 EAA31251
ENSMUSP00000156153 EAA31251
ENSMUSP00000156177 EAA31251
ENSMUSP00000156240 EAA31251
ENSMUSP00000156046 EAA31251
ENSMUSP00000121300 EAA31251
ENSMUSP00000138831 EAA31251
ENSMUSP00000118806 EAA31251
ENSMUSP00000139258 EAA31251
ENSMUSP00000112853 EAA33897
ENSMUSP00000023614 EAA33897
ENSMUSP00000113660 EAA33897
ENSMUSP00000083064 EAA33897
ENSMUSP00000133431 EAA33897
ENSMUSP00000133719 EAA33897
ENSMUSP00000136292 EAA35085
ENSMUSP00000022136 EAA35085
ENSMUSP00000152977 EAA35085
ENSMUSP00000102100 EAA34502
ENSMUSP00000087950 EAA34502
ENSMUSP00000152843 EAA34502
ENSMUSP00000046003 EAA34502
ENSMUSP00000105392 EAA34502
ENSMUSP00000152246 EAA34502
ENSMUSP00000152870 EAA34502
ENSMUSP00000152736 EAA34502
ENSMUSP00000131036 EAA34502
ENSMUSP00000105391 EAA34502
ENSMUSP00000152388 EAA34502
ENSMUSP00000033040 ESA42235
ENSMUSP00000033040 EAA28056
ENSMUSP00000146055 ESA42235
ENSMUSP00000146055 EAA28056
ENSMUSP00000023467 ESA42235
ENSMUSP00000023467 EAA28056
ENSMUSP00000033640 ESA42235
ENSMUSP00000033640 EAA28056
ENSMUSP00000108484 ESA42235
ENSMUSP00000108484 EAA28056
ENSMUSP00000108486 ESA42235
ENSMUSP00000108486 EAA28056
ENSMUSP00000108485 ESA42235
ENSMUSP00000108485 EAA28056
ENSMUSP00000108489 ESA42235
ENSMUSP00000108489 EAA28056
ENSMUSP00000126562 ESA42235
ENSMUSP00000126562 EAA28056
ENSMUSP00000140118 EAA34392
ENSMUSP00000132020 EAA34392
ENSMUSP00000140023 EAA34392
ENSMUSP00000082346 EAA34392
ENSMUSP00000108720 EAA34392
ENSMUSP00000108722 EAA34392
ENSMUSP00000033797 EAA34392
ENSMUSP00000132643 EAA34392
ENSMUSP00000131909 EAA34392
ENSMUSP00000129774 EAA34392
ENSMUSP00000126363 EAA34392
ENSMUSP00000117646 ESA43266
ENSMUSP00000114640 ESA43266
ENSMUSP00000095516 ESA43266
ENSMUSP00000112610 ESA43266
ENSMUSP00000112810 ESA43266
ENSMUSP00000047441 ESA43266
ENSMUSP00000114591 ESA43266
ENSMUSP00000106688 ESA41841
ENSMUSP00000141442 ESA41841
ENSMUSP00000115772 ESA41841
ENSMUSP00000025805 ESA41841
ENSMUSP00000124611 ESA41841
ENSMUSP00000148015 ESA41841
ENSMUSP00000027795 ESA41841
ENSMUSP00000124247 ESA41841
ENSMUSP00000116885 ESA41841
ENSMUSP00000015903 ESA41841
ENSMUSP00000116921 EAA33487
ENSMUSP00000145908 EAA33487
ENSMUSP00000144857 EAA33487
ENSMUSP00000145218 EAA33487
ENSMUSP00000138652 EAA33487
ENSMUSP00000118558 EAA33487
ENSMUSP00000033135 EAA33487
ENSMUSP00000145933 EAA33487
ENSMUSP00000101835 EAA33487
ENSMUSP00000101833 EAA33487
ENSMUSP00000126458 EAA33487
ENSMUSP00000093424 EAA33487
ENSMUSP00000109342 EAA33487
ENSMUSP00000093426 EAA33487
ENSMUSP00000093425 EAA33487
ENSMUSP00000025403 EAA30376
ENSMUSP00000025403 EAA33146
ENSMUSP00000141345 EAA30376
ENSMUSP00000141345 EAA33146
ENSMUSP00000116088 EAA30376
ENSMUSP00000116088 EAA33146
ENSMUSP00000068174 EAA30376
ENSMUSP00000068174 EAA33146
ENSMUSP00000113860 EAA30376
ENSMUSP00000113860 EAA33146
ENSMUSP00000154489 EAA34685
ENSMUSP00000154479 EAA34551
ENSMUSP00000041906 EAA34551
ENSMUSP00000113503 EAA32327
ENSMUSP00000063830 EAA32327
ENSMUSP00000109522 EAA32327
ENSMUSP00000129772 EAA32327
ENSMUSP00000132673 EAA32327
ENSMUSP00000070506 EAA32327
ENSMUSP00000127338 EAA32062
ENSMUSP00000122710 EAA32062
ENSMUSP00000020238 EAA32062
ENSMUSP00000118189 EAA32062
ENSMUSP00000021698 EAA32062
ENSMUSP00000091921 EAA32062
ENSMUSP00000126239 EAA32062
ENSMUSP00000024739 EAA32062
ENSMUSP00000078920 EAA32762
ENSMUSP00000028691 EAA32762
ENSMUSP00000064893 EAA32762
ENSMUSP00000154712 EAA32762
ENSMUSP00000028981 EAA28478
ENSMUSP00000025127 EAA28478
ENSMUSP00000118807 EAA28478
ENSMUSP00000111496 EAA28478
ENSMUSP00000128040 EAA28478
ENSMUSP00000114113 EAA28478
ENSMUSP00000144591 EAA28478
ENSMUSP00000143890 EAA28478
ENSMUSP00000031058 EAA28478
ENSMUSP00000049355 EAA32899
ENSMUSP00000146209 EAA32899
ENSMUSP00000024099 EAA30450
ENSMUSP00000024099 EAA32507
ENSMUSP00000083097 EAA30450
ENSMUSP00000083097 EAA32507
ENSMUSP00000142427 EAA30450
ENSMUSP00000142427 EAA32507
ENSMUSP00000029367 EAA30450
ENSMUSP00000029367 EAA32507
ENSMUSP00000141329 EAA30450
ENSMUSP00000141329 EAA32507
ENSMUSP00000113158 ESA44145
ENSMUSP00000113157 ESA44145
ENSMUSP00000104441 ESA44145
ENSMUSP00000137834 ESA44145
ENSMUSP00000018810 ESA44145
ENSMUSP00000078640 ESA44145
ENSMUSP00000091475 ESA44145
ENSMUSP00000031862 ESA44145
ENSMUSP00000110089 ESA44145
ENSMUSP00000121370 ESA44145
ENSMUSP00000110088 ESA44145
ENSMUSP00000110091 ESA44145
ENSMUSP00000114901 EAA34044
ENSMUSP00000095644 EAA34044
ENSMUSP00000111973 EAA34044
ENSMUSP00000032962 EAA34044
ENSMUSP00000081636 EAA34044
ENSMUSP00000117018 EAA33504
ENSMUSP00000093598 EAA33504
ENSMUSP00000066361 EAA33504
ENSMUSP00000109635 EAA33504
ENSMUSP00000056011 EAA33504
ENSMUSP00000109632 EAA33504
ENSMUSP00000109634 EAA33504
ENSMUSP00000109626 EAA33504
ENSMUSP00000109629 EAA33504
ENSMUSP00000151663 EAA33504
ENSMUSP00000151561 EAA33504
ENSMUSP00000155993 EAA33504
ENSMUSP00000156037 EAA33504
ENSMUSP00000145563 EAA33466
ENSMUSP00000120403 EAA33466
ENSMUSP00000145687 EAA33466
ENSMUSP00000118816 EAA33466
ENSMUSP00000118440 EAA33466
ENSMUSP00000123614 EAA33466
ENSMUSP00000145965 EAA33466
ENSMUSP00000104269 EAA33466
ENSMUSP00000104267 EAA33466
ENSMUSP00000104270 EAA33466
ENSMUSP00000046911 EAA33466
ENSMUSP00000016681 EAA28507
ENSMUSP00000110771 EAA28507
ENSMUSP00000059276 EAA28507
ENSMUSP00000016680 EAA28507
ENSMUSP00000130738 EAA35856
ENSMUSP00000131891 EAA35856
ENSMUSP00000054380 EAA27300
ENSMUSP00000104101 EAA27300
ENSMUSP00000117840 EAA27300
ENSMUSP00000104100 EAA27300
ENSMUSP00000071654 ESA42667
ENSMUSP00000104049 ESA42667
ENSMUSP00000110398 ESA42667
ENSMUSP00000023507 ESA42667
ENSMUSP00000144297 ESA43073
ENSMUSP00000144654 ESA43073
ENSMUSP00000144413 ESA43073
ENSMUSP00000074392 ESA43073
ENSMUSP00000155441 ESA43073
ENSMUSP00000144787 ESA43073
ENSMUSP00000155315 ESA43073
ENSMUSP00000103721 ESA43073
ENSMUSP00000154874 ESA43073
ENSMUSP00000145468 ESA43073
ENSMUSP00000020630 ESA43073
ENSMUSP00000099494 EAA35588
ENSMUSP00000149862 EAA27959
ENSMUSP00000076418 EAA27959
ENSMUSP00000031167 EAA27870
ENSMUSP00000114885 EAA28956
ENSMUSP00000119713 EAA28956
ENSMUSP00000101026 EAA28956
ENSMUSP00000101029 EAA28956
ENSMUSP00000101027 EAA28956
ENSMUSP00000101028 EAA28956
ENSMUSP00000132954 EAA28956
ENSMUSP00000001240 EAA28956
ENSMUSP00000128085 EAA28956
ENSMUSP00000127477 EAA28956
ENSMUSP00000024594 EAA28956
ENSMUSP00000122244 ESA44053
ENSMUSP00000114272 ESA44053
ENSMUSP00000032413 ESA44053
ENSMUSP00000145041 ESA44053
ENSMUSP00000144903 ESA44053
ENSMUSP00000050061 EAA27365
ENSMUSP00000050061 EAA35955
ENSMUSP00000146504 EAA27365
ENSMUSP00000146504 EAA35955
ENSMUSP00000018186 EAA27365
ENSMUSP00000018186 EAA35955
ENSMUSP00000124062 EAA27365
ENSMUSP00000124062 EAA35955
ENSMUSP00000125636 EAA27365
ENSMUSP00000125636 EAA35955
ENSMUSP00000134488 EAA27365
ENSMUSP00000134488 EAA35955
ENSMUSP00000027726 EAA27365
ENSMUSP00000027726 EAA35955
ENSMUSP00000115436 EAA28084
ENSMUSP00000151028 EAA28084
ENSMUSP00000066068 EAA28084
ENSMUSP00000127176 EAA28084
ENSMUSP00000021554 EAA28084
ENSMUSP00000006626 EAA28084
ENSMUSP00000067708 EAA28084
ENSMUSP00000129609 EAA28084
ENSMUSP00000123210 EAA28084
ENSMUSP00000122993 EAA34785
ENSMUSP00000033784 EAA34785
ENSMUSP00000108788 EAA34785
ENSMUSP00000108814 EAA34785
ENSMUSP00000010085 EAA34785
ENSMUSP00000108812 EAA34785
ENSMUSP00000010241 EAA34785
ENSMUSP00000139124 EAA34785
ENSMUSP00000139351 EAA34785
ENSMUSP00000079730 EAA34785
ENSMUSP00000121486 EAA34785
ENSMUSP00000119764 EAA34785
ENSMUSP00000117622 EAA34785
ENSMUSP00000132183 EDO65436
ENSMUSP00000039648 EDO65436
ENSMUSP00000155615 EDO65436
ENSMUSP00000128224 EDO65436
ENSMUSP00000051645 EDO65436
ENSMUSP00000075204 EDO65436
ENSMUSP00000121208 EDO65436
ENSMUSP00000118627 EDO65436
ENSMUSP00000048753 EDO65436
ENSMUSP00000138479 EDO65436
ENSMUSP00000060987 EDO65436
ENSMUSP00000111093 EAA31384
ENSMUSP00000003397 EAA31384
ENSMUSP00000150667 EAA31384
ENSMUSP00000003117 EAA31384
ENSMUSP00000156123 EAA31527
ENSMUSP00000007216 EAA31527
ENSMUSP00000087477 EAA31527
ENSMUSP00000113731 ESA43982
ENSMUSP00000113411 ESA43982
ENSMUSP00000025377 ESA43982
ENSMUSP00000031003 ESA43982
ENSMUSP00000086640 ESA43982
ENSMUSP00000153191 ESA43982
ENSMUSP00000119004 ESA43982
ENSMUSP00000040321 ESA43982
ENSMUSP00000015622 EAA28510
ENSMUSP00000139953 EAA30404
ENSMUSP00000150039 EAA30404
ENSMUSP00000149516 EAA30404
ENSMUSP00000149636 EAA30404
ENSMUSP00000149789 EAA30404
ENSMUSP00000024031 EAA30404
ENSMUSP00000149394 EAA30404
ENSMUSP00000033463 EAA27536
ENSMUSP00000153063 EAA27536
ENSMUSP00000072274 EAA27536
ENSMUSP00000111051 EAA27536
ENSMUSP00000076922 EAA27536
ENSMUSP00000110432 EAA27536
ENSMUSP00000044185 EAA27536
ENSMUSP00000073536 EAA27536
ENSMUSP00000104841 EAA27536
ENSMUSP00000113209 EAA36459
ENSMUSP00000113209 EAA28107
ENSMUSP00000113209 EAA30070
ENSMUSP00000077597 EAA36459
ENSMUSP00000077597 EAA28107
ENSMUSP00000077597 EAA30070
ENSMUSP00000066878 EAA36459
ENSMUSP00000066878 EAA28107
ENSMUSP00000066878 EAA30070
ENSMUSP00000107593 ESA44356
ENSMUSP00000107593 EAA34626
ENSMUSP00000126069 ESA44356
ENSMUSP00000126069 EAA34626
ENSMUSP00000128163 ESA44356
ENSMUSP00000128163 EAA34626
ENSMUSP00000155833 ESA44356
ENSMUSP00000155833 EAA34626
ENSMUSP00000084609 ESA44356
ENSMUSP00000084609 EAA34626
ENSMUSP00000042658 ESA44356
ENSMUSP00000042658 EAA34626
ENSMUSP00000154865 ESA44356
ENSMUSP00000154865 EAA34626
ENSMUSP00000155311 ESA44356
ENSMUSP00000155311 EAA34626
ENSMUSP00000145383 ESA44356
ENSMUSP00000145383 EAA34626
ENSMUSP00000067491 ESA44356
ENSMUSP00000067491 EAA34626
ENSMUSP00000145245 ESA44356
ENSMUSP00000145245 EAA34626
ENSMUSP00000136031 EAA35865
ENSMUSP00000104276 EAA35865
ENSMUSP00000008517 EAA35865
ENSMUSP00000156239 EAA27155
ENSMUSP00000156132 EAA27155
ENSMUSP00000023465 EAA27155
ENSMUSP00000156322 EAA27155
ENSMUSP00000155905 EAA27155
ENSMUSP00000155903 EAA27155
ENSMUSP00000002891 EAA27155
ENSMUSP00000099729 EAA27155
ENSMUSP00000113057 EAA27155
ENSMUSP00000113653 EAA27155
ENSMUSP00000147232 ESA43889
ENSMUSP00000112332 ESA43889
ENSMUSP00000111352 ESA43889
ENSMUSP00000112333 ESA43889
ENSMUSP00000111351 ESA43889
ENSMUSP00000041456 ESA43889
ENSMUSP00000111353 ESA43889
ENSMUSP00000147110 ESA43889
ENSMUSP00000119591 ESA43889
ENSMUSP00000101716 ESA43889
ENSMUSP00000026173 ESA43889
ENSMUSP00000057632 ESA43044
ENSMUSP00000106258 ESA43044
ENSMUSP00000106256 ESA43044
ENSMUSP00000106255 ESA43044
ENSMUSP00000106257 ESA43044
ENSMUSP00000043401 ESA43044
ENSMUSP00000132889 ESA43044
ENSMUSP00000108466 ESA43044
ENSMUSP00000139638 EAA33433
ENSMUSP00000069969 EAA33433
ENSMUSP00000140020 EAA33433
ENSMUSP00000140844 EAA33433
ENSMUSP00000119675 ESA41804
ENSMUSP00000117649 ESA41804
ENSMUSP00000110423 ESA41804
ENSMUSP00000110435 ESA41804
ENSMUSP00000110430 ESA41804
ENSMUSP00000110429 ESA41804
ENSMUSP00000110428 ESA41804
ENSMUSP00000044535 ESA41804
ENSMUSP00000123253 ESA41804
ENSMUSP00000121507 ESA41804
ENSMUSP00000134897 EAA33797
ENSMUSP00000135004 EAA33797
ENSMUSP00000135590 EAA33797
ENSMUSP00000119323 EAA33797
ENSMUSP00000114445 EAA33797
ENSMUSP00000096452 EAA33797
ENSMUSP00000104224 EAA33797
ENSMUSP00000104223 EAA33797
ENSMUSP00000060162 EAA33797
ENSMUSP00000109603 EAA33797
ENSMUSP00000135756 EAA33797
ENSMUSP00000109607 EAA33797
ENSMUSP00000109610 EAA33797
ENSMUSP00000135563 EAA33797
ENSMUSP00000109605 EAA33797
ENSMUSP00000109606 EAA33797
ENSMUSP00000109601 EAA33797
ENSMUSP00000005518 EAA33797
ENSMUSP00000115984 EAA33797
ENSMUSP00000045304 EAA33855
ENSMUSP00000005164 EAA33855
ENSMUSP00000101744 EAA33855
ENSMUSP00000101743 EAA33855
ENSMUSP00000099573 EAA33855
ENSMUSP00000005606 EAA33855
ENSMUSP00000147256 EAA33855
ENSMUSP00000131371 EAA35208
ENSMUSP00000066735 EAA35208
ENSMUSP00000107403 EAA35208
ENSMUSP00000107402 EAA35208
ENSMUSP00000133621 EAA35208
ENSMUSP00000039706 EAA35208
ENSMUSP00000089664 EAA35208
ENSMUSP00000096742 EAA35208
ENSMUSP00000028347 EAA35208
ENSMUSP00000131306 EAA35208
ENSMUSP00000108128 EAA35208
ENSMUSP00000134528 EAA35208
ENSMUSP00000024944 EAA33885
ENSMUSP00000024944 EAA32559
ENSMUSP00000129729 EAA27736
ENSMUSP00000129729 EAA32663
ENSMUSP00000133921 EAA27736
ENSMUSP00000133921 EAA32663
ENSMUSP00000004892 EAA27736
ENSMUSP00000004892 EAA32663
ENSMUSP00000134448 EAA27736
ENSMUSP00000134448 EAA32663
ENSMUSP00000110021 EAA27736
ENSMUSP00000110021 EAA32663
ENSMUSP00000129163 EAA27736
ENSMUSP00000129163 EAA32663
ENSMUSP00000104125 EAA35246
ENSMUSP00000104124 EAA35246
ENSMUSP00000021142 EAA35246
ENSMUSP00000104126 EAA35246
ENSMUSP00000127036 EAA35246
ENSMUSP00000032974 EAA35246
ENSMUSP00000135935 EAA35246
ENSMUSP00000031423 EAA35246
ENSMUSP00000136104 EAA35246
ENSMUSP00000128837 ESA42861
ENSMUSP00000100900 ESA42861
ENSMUSP00000132315 ESA42861
ENSMUSP00000127830 ESA42861
ENSMUSP00000132152 ESA42861
ENSMUSP00000100902 ESA42861
ENSMUSP00000145068 EAA31779
ENSMUSP00000086872 EAA31779
ENSMUSP00000109211 EAA31779
ENSMUSP00000109212 EAA31779
ENSMUSP00000109215 EAA31779
ENSMUSP00000127374 EAA31779
ENSMUSP00000120047 EAA33032
ENSMUSP00000032344 EAA33032
ENSMUSP00000107522 EAA33032
ENSMUSP00000107523 EAA33032
ENSMUSP00000113186 EAA33032
ENSMUSP00000025019 EAA33032
ENSMUSP00000145103 EAA33032
ENSMUSP00000101803 EAA33032
ENSMUSP00000063714 EAA33032
ENSMUSP00000123402 EAA32675
ENSMUSP00000067077 EAA32675
ENSMUSP00000068651 EAA32675
ENSMUSP00000104252 EAA32675
ENSMUSP00000104253 EAA32675
ENSMUSP00000104248 EAA32675
ENSMUSP00000104250 EAA32675
ENSMUSP00000104249 EAA32675
ENSMUSP00000104251 EAA32675
ENSMUSP00000104247 EAA32675
ENSMUSP00000047008 EAA32675
ENSMUSP00000132717 EAA32675
ENSMUSP00000050289 EAA32675
ENSMUSP00000134069 EAA28811
ENSMUSP00000025163 EAA28811
ENSMUSP00000137072 EAA28811
ENSMUSP00000133656 EAA28811
ENSMUSP00000156997 EAA28811
ENSMUSP00000102302 EAA29326
ENSMUSP00000112009 EAA29326
ENSMUSP00000124746 EAA29326
ENSMUSP00000114371 EAA29326
ENSMUSP00000112011 EAA29326
ENSMUSP00000051268 EAA29326
ENSMUSP00000121852 EAA29326
ENSMUSP00000116179 EAA29326
ENSMUSP00000021913 EAA29326
ENSMUSP00000123913 EAA28103
ENSMUSP00000026538 EAA28103
ENSMUSP00000141008 EAA30658
ENSMUSP00000018914 AGG16016
ENSMUSP00000107627 AGG16016
ENSMUSP00000075057 AGG16016
ENSMUSP00000140414 AGG16016
ENSMUSP00000140323 AGG16016
ENSMUSP00000137633 AGG16016
ENSMUSP00000103314 AGG16016
ENSMUSP00000103312 AGG16016
ENSMUSP00000088029 AGG16016
ENSMUSP00000123589 EAA29695
ENSMUSP00000156163 EAA36382
ENSMUSP00000156221 EAA36382
ENSMUSP00000150544 EAA36382
ENSMUSP00000121736 EAA36382
ENSMUSP00000149004 EAA36382
ENSMUSP00000117597 EAA36382
ENSMUSP00000149861 EAA36382
ENSMUSP00000003620 EAA36382
ENSMUSP00000122889 EAA36382
ENSMUSP00000149538 EAA36382
ENSMUSP00000026924 EAA29450
ENSMUSP00000092769 EAA29450
ENSMUSP00000154185 EAA34012
ENSMUSP00000022480 EAA34012
ENSMUSP00000003461 EAA34012
ENSMUSP00000099090 EAA34012
ENSMUSP00000080569 EAA34012
ENSMUSP00000091041 EAA34012
ENSMUSP00000142563 ESA42873
ENSMUSP00000035079 ESA42873
ENSMUSP00000115352 EAA34508
ENSMUSP00000122418 EAA34508
ENSMUSP00000120670 EAA34508
ENSMUSP00000106337 EAA34508
ENSMUSP00000135905 EAA29186
ENSMUSP00000156852 EAA29186
ENSMUSP00000156897 EAA29186
ENSMUSP00000139433 EAA29186
ENSMUSP00000156551 EAA29186
ENSMUSP00000131605 EAA29186
