FBpp0074936 ENSMUSP00000048802
FBpp0292694 ENSMUSP00000097641
FBpp0292694 ENSMUSP00000131711
FBpp0292694 ENSMUSP00000107973
FBpp0292694 ENSMUSP00000097647
FBpp0292694 ENSMUSP00000021056
FBpp0292694 ENSMUSP00000065023
FBpp0292694 ENSMUSP00000149420
FBpp0292694 ENSMUSP00000065466
FBpp0292678 ENSMUSP00000097641
FBpp0292678 ENSMUSP00000131711
FBpp0292678 ENSMUSP00000107973
FBpp0292678 ENSMUSP00000097647
FBpp0292678 ENSMUSP00000021056
FBpp0292678 ENSMUSP00000065023
FBpp0292678 ENSMUSP00000149420
FBpp0292678 ENSMUSP00000065466
FBpp0292693 ENSMUSP00000097641
FBpp0292693 ENSMUSP00000131711
FBpp0292693 ENSMUSP00000107973
FBpp0292693 ENSMUSP00000097647
FBpp0292693 ENSMUSP00000021056
FBpp0292693 ENSMUSP00000065023
FBpp0292693 ENSMUSP00000149420
FBpp0292693 ENSMUSP00000065466
FBpp0292695 ENSMUSP00000097641
FBpp0292695 ENSMUSP00000131711
FBpp0292695 ENSMUSP00000107973
FBpp0292695 ENSMUSP00000097647
FBpp0292695 ENSMUSP00000021056
FBpp0292695 ENSMUSP00000065023
FBpp0292695 ENSMUSP00000149420
FBpp0292695 ENSMUSP00000065466
FBpp0292706 ENSMUSP00000097641
FBpp0292706 ENSMUSP00000131711
FBpp0292706 ENSMUSP00000107973
FBpp0292706 ENSMUSP00000097647
FBpp0292706 ENSMUSP00000021056
FBpp0292706 ENSMUSP00000065023
FBpp0292706 ENSMUSP00000149420
FBpp0292706 ENSMUSP00000065466
FBpp0292722 ENSMUSP00000097641
FBpp0292722 ENSMUSP00000131711
FBpp0292722 ENSMUSP00000107973
FBpp0292722 ENSMUSP00000097647
FBpp0292722 ENSMUSP00000021056
FBpp0292722 ENSMUSP00000065023
FBpp0292722 ENSMUSP00000149420
FBpp0292722 ENSMUSP00000065466
FBpp0292716 ENSMUSP00000097641
FBpp0292716 ENSMUSP00000131711
FBpp0292716 ENSMUSP00000107973
FBpp0292716 ENSMUSP00000097647
FBpp0292716 ENSMUSP00000021056
FBpp0292716 ENSMUSP00000065023
FBpp0292716 ENSMUSP00000149420
FBpp0292716 ENSMUSP00000065466
FBpp0292717 ENSMUSP00000097641
FBpp0292717 ENSMUSP00000131711
FBpp0292717 ENSMUSP00000107973
FBpp0292717 ENSMUSP00000097647
FBpp0292717 ENSMUSP00000021056
FBpp0292717 ENSMUSP00000065023
FBpp0292717 ENSMUSP00000149420
FBpp0292717 ENSMUSP00000065466
FBpp0292701 ENSMUSP00000097641
FBpp0292701 ENSMUSP00000131711
FBpp0292701 ENSMUSP00000107973
FBpp0292701 ENSMUSP00000097647
FBpp0292701 ENSMUSP00000021056
FBpp0292701 ENSMUSP00000065023
FBpp0292701 ENSMUSP00000149420
FBpp0292701 ENSMUSP00000065466
FBpp0292699 ENSMUSP00000097641
FBpp0292699 ENSMUSP00000131711
FBpp0292699 ENSMUSP00000107973
FBpp0292699 ENSMUSP00000097647
FBpp0292699 ENSMUSP00000021056
FBpp0292699 ENSMUSP00000065023
FBpp0292699 ENSMUSP00000149420
FBpp0292699 ENSMUSP00000065466
FBpp0292721 ENSMUSP00000097641
FBpp0292721 ENSMUSP00000131711
FBpp0292721 ENSMUSP00000107973
FBpp0292721 ENSMUSP00000097647
FBpp0292721 ENSMUSP00000021056
FBpp0292721 ENSMUSP00000065023
FBpp0292721 ENSMUSP00000149420
FBpp0292721 ENSMUSP00000065466
FBpp0292707 ENSMUSP00000097641
FBpp0292707 ENSMUSP00000131711
FBpp0292707 ENSMUSP00000107973
FBpp0292707 ENSMUSP00000097647
FBpp0292707 ENSMUSP00000021056
FBpp0292707 ENSMUSP00000065023
FBpp0292707 ENSMUSP00000149420
FBpp0292707 ENSMUSP00000065466
FBpp0292703 ENSMUSP00000097641
FBpp0292703 ENSMUSP00000131711
FBpp0292703 ENSMUSP00000107973
FBpp0292703 ENSMUSP00000097647
FBpp0292703 ENSMUSP00000021056
FBpp0292703 ENSMUSP00000065023
FBpp0292703 ENSMUSP00000149420
FBpp0292703 ENSMUSP00000065466
FBpp0292715 ENSMUSP00000097641
FBpp0292715 ENSMUSP00000131711
FBpp0292715 ENSMUSP00000107973
FBpp0292715 ENSMUSP00000097647
FBpp0292715 ENSMUSP00000021056
FBpp0292715 ENSMUSP00000065023
FBpp0292715 ENSMUSP00000149420
FBpp0292715 ENSMUSP00000065466
FBpp0292714 ENSMUSP00000097641
FBpp0292714 ENSMUSP00000131711
FBpp0292714 ENSMUSP00000107973
FBpp0292714 ENSMUSP00000097647
FBpp0292714 ENSMUSP00000021056
FBpp0292714 ENSMUSP00000065023
FBpp0292714 ENSMUSP00000149420
FBpp0292714 ENSMUSP00000065466
FBpp0292689 ENSMUSP00000097641
FBpp0292689 ENSMUSP00000131711
FBpp0292689 ENSMUSP00000107973
FBpp0292689 ENSMUSP00000097647
FBpp0292689 ENSMUSP00000021056
FBpp0292689 ENSMUSP00000065023
FBpp0292689 ENSMUSP00000149420
FBpp0292689 ENSMUSP00000065466
FBpp0292679 ENSMUSP00000097641
FBpp0292679 ENSMUSP00000131711
FBpp0292679 ENSMUSP00000107973
FBpp0292679 ENSMUSP00000097647
FBpp0292679 ENSMUSP00000021056
FBpp0292679 ENSMUSP00000065023
FBpp0292679 ENSMUSP00000149420
FBpp0292679 ENSMUSP00000065466
FBpp0292674 ENSMUSP00000097641
FBpp0292674 ENSMUSP00000131711
FBpp0292674 ENSMUSP00000107973
FBpp0292674 ENSMUSP00000097647
FBpp0292674 ENSMUSP00000021056
FBpp0292674 ENSMUSP00000065023
FBpp0292674 ENSMUSP00000149420
FBpp0292674 ENSMUSP00000065466
FBpp0292686 ENSMUSP00000097641
FBpp0292686 ENSMUSP00000131711
FBpp0292686 ENSMUSP00000107973
FBpp0292686 ENSMUSP00000097647
FBpp0292686 ENSMUSP00000021056
FBpp0292686 ENSMUSP00000065023
FBpp0292686 ENSMUSP00000149420
FBpp0292686 ENSMUSP00000065466
FBpp0292681 ENSMUSP00000097641
FBpp0292681 ENSMUSP00000131711
FBpp0292681 ENSMUSP00000107973
FBpp0292681 ENSMUSP00000097647
FBpp0292681 ENSMUSP00000021056
FBpp0292681 ENSMUSP00000065023
FBpp0292681 ENSMUSP00000149420
FBpp0292681 ENSMUSP00000065466
FBpp0292682 ENSMUSP00000097641
FBpp0292682 ENSMUSP00000131711
FBpp0292682 ENSMUSP00000107973
FBpp0292682 ENSMUSP00000097647
FBpp0292682 ENSMUSP00000021056
FBpp0292682 ENSMUSP00000065023
FBpp0292682 ENSMUSP00000149420
FBpp0292682 ENSMUSP00000065466
FBpp0292676 ENSMUSP00000097641
FBpp0292676 ENSMUSP00000131711
FBpp0292676 ENSMUSP00000107973
FBpp0292676 ENSMUSP00000097647
FBpp0292676 ENSMUSP00000021056
FBpp0292676 ENSMUSP00000065023
FBpp0292676 ENSMUSP00000149420
FBpp0292676 ENSMUSP00000065466
FBpp0292685 ENSMUSP00000097641
FBpp0292685 ENSMUSP00000131711
FBpp0292685 ENSMUSP00000107973
FBpp0292685 ENSMUSP00000097647
FBpp0292685 ENSMUSP00000021056
FBpp0292685 ENSMUSP00000065023
FBpp0292685 ENSMUSP00000149420
FBpp0292685 ENSMUSP00000065466
FBpp0292710 ENSMUSP00000097641
FBpp0292710 ENSMUSP00000131711
FBpp0292710 ENSMUSP00000107973
FBpp0292710 ENSMUSP00000097647
FBpp0292710 ENSMUSP00000021056
FBpp0292710 ENSMUSP00000065023
FBpp0292710 ENSMUSP00000149420
FBpp0292710 ENSMUSP00000065466
FBpp0292690 ENSMUSP00000097641
FBpp0292690 ENSMUSP00000131711
FBpp0292690 ENSMUSP00000107973
FBpp0292690 ENSMUSP00000097647
FBpp0292690 ENSMUSP00000021056
FBpp0292690 ENSMUSP00000065023
FBpp0292690 ENSMUSP00000149420
FBpp0292690 ENSMUSP00000065466
FBpp0292700 ENSMUSP00000097641
FBpp0292700 ENSMUSP00000131711
FBpp0292700 ENSMUSP00000107973
FBpp0292700 ENSMUSP00000097647
FBpp0292700 ENSMUSP00000021056
FBpp0292700 ENSMUSP00000065023
FBpp0292700 ENSMUSP00000149420
FBpp0292700 ENSMUSP00000065466
FBpp0292702 ENSMUSP00000097641
FBpp0292702 ENSMUSP00000131711
FBpp0292702 ENSMUSP00000107973
FBpp0292702 ENSMUSP00000097647
FBpp0292702 ENSMUSP00000021056
FBpp0292702 ENSMUSP00000065023
FBpp0292702 ENSMUSP00000149420
FBpp0292702 ENSMUSP00000065466
FBpp0292709 ENSMUSP00000097641
FBpp0292709 ENSMUSP00000131711
FBpp0292709 ENSMUSP00000107973
FBpp0292709 ENSMUSP00000097647
FBpp0292709 ENSMUSP00000021056
FBpp0292709 ENSMUSP00000065023
FBpp0292709 ENSMUSP00000149420
FBpp0292709 ENSMUSP00000065466
FBpp0292697 ENSMUSP00000097641
FBpp0292697 ENSMUSP00000131711
FBpp0292697 ENSMUSP00000107973
FBpp0292697 ENSMUSP00000097647
FBpp0292697 ENSMUSP00000021056
FBpp0292697 ENSMUSP00000065023
FBpp0292697 ENSMUSP00000149420
FBpp0292697 ENSMUSP00000065466
FBpp0292705 ENSMUSP00000097641
FBpp0292705 ENSMUSP00000131711
FBpp0292705 ENSMUSP00000107973
FBpp0292705 ENSMUSP00000097647
FBpp0292705 ENSMUSP00000021056
FBpp0292705 ENSMUSP00000065023
FBpp0292705 ENSMUSP00000149420
FBpp0292705 ENSMUSP00000065466
FBpp0292719 ENSMUSP00000097641
FBpp0292719 ENSMUSP00000131711
FBpp0292719 ENSMUSP00000107973
FBpp0292719 ENSMUSP00000097647
FBpp0292719 ENSMUSP00000021056
FBpp0292719 ENSMUSP00000065023
FBpp0292719 ENSMUSP00000149420
FBpp0292719 ENSMUSP00000065466
FBpp0292718 ENSMUSP00000097641
FBpp0292718 ENSMUSP00000131711
FBpp0292718 ENSMUSP00000107973
FBpp0292718 ENSMUSP00000097647
FBpp0292718 ENSMUSP00000021056
FBpp0292718 ENSMUSP00000065023
FBpp0292718 ENSMUSP00000149420
FBpp0292718 ENSMUSP00000065466
FBpp0288560 ENSMUSP00000097641
FBpp0288560 ENSMUSP00000131711
FBpp0288560 ENSMUSP00000107973
FBpp0288560 ENSMUSP00000097647
FBpp0288560 ENSMUSP00000021056
FBpp0288560 ENSMUSP00000065023
FBpp0288560 ENSMUSP00000149420
FBpp0288560 ENSMUSP00000065466
FBpp0292720 ENSMUSP00000097641
FBpp0292720 ENSMUSP00000131711
FBpp0292720 ENSMUSP00000107973
FBpp0292720 ENSMUSP00000097647
FBpp0292720 ENSMUSP00000021056
FBpp0292720 ENSMUSP00000065023
FBpp0292720 ENSMUSP00000149420
FBpp0292720 ENSMUSP00000065466
FBpp0110321 ENSMUSP00000097641
FBpp0110321 ENSMUSP00000131711
FBpp0110321 ENSMUSP00000107973
FBpp0110321 ENSMUSP00000097647
FBpp0110321 ENSMUSP00000021056
FBpp0110321 ENSMUSP00000065023
FBpp0110321 ENSMUSP00000149420
FBpp0110321 ENSMUSP00000065466
FBpp0074073 ENSMUSP00000097641
FBpp0074073 ENSMUSP00000131711
FBpp0074073 ENSMUSP00000107973
FBpp0074073 ENSMUSP00000097647
FBpp0074073 ENSMUSP00000021056
FBpp0074073 ENSMUSP00000065023
FBpp0074073 ENSMUSP00000149420
FBpp0074073 ENSMUSP00000065466
FBpp0309614 ENSMUSP00000097641
FBpp0309614 ENSMUSP00000131711
FBpp0309614 ENSMUSP00000107973
FBpp0309614 ENSMUSP00000097647
FBpp0309614 ENSMUSP00000021056
FBpp0309614 ENSMUSP00000065023
FBpp0309614 ENSMUSP00000149420
FBpp0309614 ENSMUSP00000065466
FBpp0292683 ENSMUSP00000097641
FBpp0292683 ENSMUSP00000131711
FBpp0292683 ENSMUSP00000107973
FBpp0292683 ENSMUSP00000097647
FBpp0292683 ENSMUSP00000021056
FBpp0292683 ENSMUSP00000065023
FBpp0292683 ENSMUSP00000149420
FBpp0292683 ENSMUSP00000065466
FBpp0292713 ENSMUSP00000097641
FBpp0292713 ENSMUSP00000131711
FBpp0292713 ENSMUSP00000107973
FBpp0292713 ENSMUSP00000097647
FBpp0292713 ENSMUSP00000021056
FBpp0292713 ENSMUSP00000065023
FBpp0292713 ENSMUSP00000149420
FBpp0292713 ENSMUSP00000065466
FBpp0292712 ENSMUSP00000097641
FBpp0292712 ENSMUSP00000131711
FBpp0292712 ENSMUSP00000107973
FBpp0292712 ENSMUSP00000097647
FBpp0292712 ENSMUSP00000021056
FBpp0292712 ENSMUSP00000065023
FBpp0292712 ENSMUSP00000149420
FBpp0292712 ENSMUSP00000065466
FBpp0303597 ENSMUSP00000097641
FBpp0303597 ENSMUSP00000131711
FBpp0303597 ENSMUSP00000107973
FBpp0303597 ENSMUSP00000097647
FBpp0303597 ENSMUSP00000021056
FBpp0303597 ENSMUSP00000065023
FBpp0303597 ENSMUSP00000149420
FBpp0303597 ENSMUSP00000065466
FBpp0110322 ENSMUSP00000097641
FBpp0110322 ENSMUSP00000131711
FBpp0110322 ENSMUSP00000107973
FBpp0110322 ENSMUSP00000097647
FBpp0110322 ENSMUSP00000021056
FBpp0110322 ENSMUSP00000065023
FBpp0110322 ENSMUSP00000149420
FBpp0110322 ENSMUSP00000065466
FBpp0292688 ENSMUSP00000097641
FBpp0292688 ENSMUSP00000131711
FBpp0292688 ENSMUSP00000107973
FBpp0292688 ENSMUSP00000097647
FBpp0292688 ENSMUSP00000021056
FBpp0292688 ENSMUSP00000065023
FBpp0292688 ENSMUSP00000149420
FBpp0292688 ENSMUSP00000065466
FBpp0292673 ENSMUSP00000097641
FBpp0292673 ENSMUSP00000131711
FBpp0292673 ENSMUSP00000107973
FBpp0292673 ENSMUSP00000097647
FBpp0292673 ENSMUSP00000021056
FBpp0292673 ENSMUSP00000065023
FBpp0292673 ENSMUSP00000149420
FBpp0292673 ENSMUSP00000065466
FBpp0292680 ENSMUSP00000097641
FBpp0292680 ENSMUSP00000131711
FBpp0292680 ENSMUSP00000107973
FBpp0292680 ENSMUSP00000097647
FBpp0292680 ENSMUSP00000021056
FBpp0292680 ENSMUSP00000065023
FBpp0292680 ENSMUSP00000149420
FBpp0292680 ENSMUSP00000065466
FBpp0292691 ENSMUSP00000097641
FBpp0292691 ENSMUSP00000131711
FBpp0292691 ENSMUSP00000107973
FBpp0292691 ENSMUSP00000097647
FBpp0292691 ENSMUSP00000021056
FBpp0292691 ENSMUSP00000065023
FBpp0292691 ENSMUSP00000149420
FBpp0292691 ENSMUSP00000065466
FBpp0292692 ENSMUSP00000097641
FBpp0292692 ENSMUSP00000131711
FBpp0292692 ENSMUSP00000107973
FBpp0292692 ENSMUSP00000097647
FBpp0292692 ENSMUSP00000021056
FBpp0292692 ENSMUSP00000065023
FBpp0292692 ENSMUSP00000149420
FBpp0292692 ENSMUSP00000065466
FBpp0292708 ENSMUSP00000097641
FBpp0292708 ENSMUSP00000131711
FBpp0292708 ENSMUSP00000107973
FBpp0292708 ENSMUSP00000097647
FBpp0292708 ENSMUSP00000021056
FBpp0292708 ENSMUSP00000065023
FBpp0292708 ENSMUSP00000149420
FBpp0292708 ENSMUSP00000065466
FBpp0292724 ENSMUSP00000097641
FBpp0292724 ENSMUSP00000131711
FBpp0292724 ENSMUSP00000107973
FBpp0292724 ENSMUSP00000097647
FBpp0292724 ENSMUSP00000021056
FBpp0292724 ENSMUSP00000065023
FBpp0292724 ENSMUSP00000149420
FBpp0292724 ENSMUSP00000065466
FBpp0292677 ENSMUSP00000097641
FBpp0292677 ENSMUSP00000131711
FBpp0292677 ENSMUSP00000107973
FBpp0292677 ENSMUSP00000097647
FBpp0292677 ENSMUSP00000021056
FBpp0292677 ENSMUSP00000065023
FBpp0292677 ENSMUSP00000149420
FBpp0292677 ENSMUSP00000065466
FBpp0292687 ENSMUSP00000097641
FBpp0292687 ENSMUSP00000131711
FBpp0292687 ENSMUSP00000107973
FBpp0292687 ENSMUSP00000097647
FBpp0292687 ENSMUSP00000021056
FBpp0292687 ENSMUSP00000065023
FBpp0292687 ENSMUSP00000149420
FBpp0292687 ENSMUSP00000065466
FBpp0292672 ENSMUSP00000097641
FBpp0292672 ENSMUSP00000131711
FBpp0292672 ENSMUSP00000107973
FBpp0292672 ENSMUSP00000097647
FBpp0292672 ENSMUSP00000021056
FBpp0292672 ENSMUSP00000065023
FBpp0292672 ENSMUSP00000149420
FBpp0292672 ENSMUSP00000065466
FBpp0292704 ENSMUSP00000097641
FBpp0292704 ENSMUSP00000131711
FBpp0292704 ENSMUSP00000107973
FBpp0292704 ENSMUSP00000097647
FBpp0292704 ENSMUSP00000021056
FBpp0292704 ENSMUSP00000065023
FBpp0292704 ENSMUSP00000149420
FBpp0292704 ENSMUSP00000065466
FBpp0292675 ENSMUSP00000097641
FBpp0292675 ENSMUSP00000131711
FBpp0292675 ENSMUSP00000107973
FBpp0292675 ENSMUSP00000097647
FBpp0292675 ENSMUSP00000021056
FBpp0292675 ENSMUSP00000065023
FBpp0292675 ENSMUSP00000149420
FBpp0292675 ENSMUSP00000065466
FBpp0292698 ENSMUSP00000097641
FBpp0292698 ENSMUSP00000131711
FBpp0292698 ENSMUSP00000107973
FBpp0292698 ENSMUSP00000097647
FBpp0292698 ENSMUSP00000021056
FBpp0292698 ENSMUSP00000065023
FBpp0292698 ENSMUSP00000149420
FBpp0292698 ENSMUSP00000065466
FBpp0292723 ENSMUSP00000097641
FBpp0292723 ENSMUSP00000131711
FBpp0292723 ENSMUSP00000107973
FBpp0292723 ENSMUSP00000097647
FBpp0292723 ENSMUSP00000021056
FBpp0292723 ENSMUSP00000065023
FBpp0292723 ENSMUSP00000149420
FBpp0292723 ENSMUSP00000065466
FBpp0311217 ENSMUSP00000097641
FBpp0311217 ENSMUSP00000131711
FBpp0311217 ENSMUSP00000107973
FBpp0311217 ENSMUSP00000097647
FBpp0311217 ENSMUSP00000021056
FBpp0311217 ENSMUSP00000065023
FBpp0311217 ENSMUSP00000149420
FBpp0311217 ENSMUSP00000065466
FBpp0293404 ENSMUSP00000138764
FBpp0293404 ENSMUSP00000138355
FBpp0293404 ENSMUSP00000138795
FBpp0293404 ENSMUSP00000130829
FBpp0293404 ENSMUSP00000138359
FBpp0293404 ENSMUSP00000138363
FBpp0293404 ENSMUSP00000110584
FBpp0293404 ENSMUSP00000110574
FBpp0293404 ENSMUSP00000002176
FBpp0293404 ENSMUSP00000097996
FBpp0293404 ENSMUSP00000110577
FBpp0293404 ENSMUSP00000138297
FBpp0293404 ENSMUSP00000120459
FBpp0293404 ENSMUSP00000005643
FBpp0293404 ENSMUSP00000107079
FBpp0293404 ENSMUSP00000149154
FBpp0293404 ENSMUSP00000107082
FBpp0293404 ENSMUSP00000149393
FBpp0293404 ENSMUSP00000150227
FBpp0293404 ENSMUSP00000070438
FBpp0293404 ENSMUSP00000149473
FBpp0293404 ENSMUSP00000150186
FBpp0293404 ENSMUSP00000150050
FBpp0293404 ENSMUSP00000150428
FBpp0293404 ENSMUSP00000064323
FBpp0293404 ENSMUSP00000150191
FBpp0293404 ENSMUSP00000136109
FBpp0293404 ENSMUSP00000107078
FBpp0293404 ENSMUSP00000107076
FBpp0293404 ENSMUSP00000107075
FBpp0293404 ENSMUSP00000149376
FBpp0293401 ENSMUSP00000138764
FBpp0293401 ENSMUSP00000138355
FBpp0293401 ENSMUSP00000138795
FBpp0293401 ENSMUSP00000130829
FBpp0293401 ENSMUSP00000138359
FBpp0293401 ENSMUSP00000138363
FBpp0293401 ENSMUSP00000110584
FBpp0293401 ENSMUSP00000110574
FBpp0293401 ENSMUSP00000002176
FBpp0293401 ENSMUSP00000097996
FBpp0293401 ENSMUSP00000110577
FBpp0293401 ENSMUSP00000138297
FBpp0293401 ENSMUSP00000120459
FBpp0293401 ENSMUSP00000005643
FBpp0293401 ENSMUSP00000107079
FBpp0293401 ENSMUSP00000149154
FBpp0293401 ENSMUSP00000107082
FBpp0293401 ENSMUSP00000149393
FBpp0293401 ENSMUSP00000150227
FBpp0293401 ENSMUSP00000070438
FBpp0293401 ENSMUSP00000149473
FBpp0293401 ENSMUSP00000150186
FBpp0293401 ENSMUSP00000150050
FBpp0293401 ENSMUSP00000150428
FBpp0293401 ENSMUSP00000064323
FBpp0293401 ENSMUSP00000150191
FBpp0293401 ENSMUSP00000136109
FBpp0293401 ENSMUSP00000107078
FBpp0293401 ENSMUSP00000107076
FBpp0293401 ENSMUSP00000107075
FBpp0293401 ENSMUSP00000149376
FBpp0293403 ENSMUSP00000138764
FBpp0293403 ENSMUSP00000138355
FBpp0293403 ENSMUSP00000138795
FBpp0293403 ENSMUSP00000130829
FBpp0293403 ENSMUSP00000138359
FBpp0293403 ENSMUSP00000138363
FBpp0293403 ENSMUSP00000110584
FBpp0293403 ENSMUSP00000110574
FBpp0293403 ENSMUSP00000002176
FBpp0293403 ENSMUSP00000097996
FBpp0293403 ENSMUSP00000110577
FBpp0293403 ENSMUSP00000138297
FBpp0293403 ENSMUSP00000120459
FBpp0293403 ENSMUSP00000005643
FBpp0293403 ENSMUSP00000107079
FBpp0293403 ENSMUSP00000149154
FBpp0293403 ENSMUSP00000107082
FBpp0293403 ENSMUSP00000149393
FBpp0293403 ENSMUSP00000150227
FBpp0293403 ENSMUSP00000070438
FBpp0293403 ENSMUSP00000149473
FBpp0293403 ENSMUSP00000150186
FBpp0293403 ENSMUSP00000150050
FBpp0293403 ENSMUSP00000150428
FBpp0293403 ENSMUSP00000064323
FBpp0293403 ENSMUSP00000150191
FBpp0293403 ENSMUSP00000136109
FBpp0293403 ENSMUSP00000107078
FBpp0293403 ENSMUSP00000107076
FBpp0293403 ENSMUSP00000107075
FBpp0293403 ENSMUSP00000149376
FBpp0293396 ENSMUSP00000138764
FBpp0293396 ENSMUSP00000138355
FBpp0293396 ENSMUSP00000138795
FBpp0293396 ENSMUSP00000130829
FBpp0293396 ENSMUSP00000138359
FBpp0293396 ENSMUSP00000138363
FBpp0293396 ENSMUSP00000110584
FBpp0293396 ENSMUSP00000110574
FBpp0293396 ENSMUSP00000002176
FBpp0293396 ENSMUSP00000097996
FBpp0293396 ENSMUSP00000110577
FBpp0293396 ENSMUSP00000138297
FBpp0293396 ENSMUSP00000120459
FBpp0293396 ENSMUSP00000005643
FBpp0293396 ENSMUSP00000107079
FBpp0293396 ENSMUSP00000149154
FBpp0293396 ENSMUSP00000107082
FBpp0293396 ENSMUSP00000149393
FBpp0293396 ENSMUSP00000150227
FBpp0293396 ENSMUSP00000070438
FBpp0293396 ENSMUSP00000149473
FBpp0293396 ENSMUSP00000150186
FBpp0293396 ENSMUSP00000150050
FBpp0293396 ENSMUSP00000150428
FBpp0293396 ENSMUSP00000064323
FBpp0293396 ENSMUSP00000150191
FBpp0293396 ENSMUSP00000136109
FBpp0293396 ENSMUSP00000107078
FBpp0293396 ENSMUSP00000107076
FBpp0293396 ENSMUSP00000107075
FBpp0293396 ENSMUSP00000149376
FBpp0304532 ENSMUSP00000138764
FBpp0304532 ENSMUSP00000138355
FBpp0304532 ENSMUSP00000138795
FBpp0304532 ENSMUSP00000130829
FBpp0304532 ENSMUSP00000138359
FBpp0304532 ENSMUSP00000138363
FBpp0304532 ENSMUSP00000110584
FBpp0304532 ENSMUSP00000110574
FBpp0304532 ENSMUSP00000002176
FBpp0304532 ENSMUSP00000097996
FBpp0304532 ENSMUSP00000110577
FBpp0304532 ENSMUSP00000138297
FBpp0304532 ENSMUSP00000120459
FBpp0304532 ENSMUSP00000005643
FBpp0304532 ENSMUSP00000107079
FBpp0304532 ENSMUSP00000149154
FBpp0304532 ENSMUSP00000107082
FBpp0304532 ENSMUSP00000149393
FBpp0304532 ENSMUSP00000150227
FBpp0304532 ENSMUSP00000070438
FBpp0304532 ENSMUSP00000149473
FBpp0304532 ENSMUSP00000150186
FBpp0304532 ENSMUSP00000150050
FBpp0304532 ENSMUSP00000150428
FBpp0304532 ENSMUSP00000064323
FBpp0304532 ENSMUSP00000150191
FBpp0304532 ENSMUSP00000136109
FBpp0304532 ENSMUSP00000107078
FBpp0304532 ENSMUSP00000107076
FBpp0304532 ENSMUSP00000107075
FBpp0304532 ENSMUSP00000149376
FBpp0293399 ENSMUSP00000138764
FBpp0293399 ENSMUSP00000138355
FBpp0293399 ENSMUSP00000138795
FBpp0293399 ENSMUSP00000130829
FBpp0293399 ENSMUSP00000138359
FBpp0293399 ENSMUSP00000138363
FBpp0293399 ENSMUSP00000110584
FBpp0293399 ENSMUSP00000110574
FBpp0293399 ENSMUSP00000002176
FBpp0293399 ENSMUSP00000097996
FBpp0293399 ENSMUSP00000110577
FBpp0293399 ENSMUSP00000138297
FBpp0293399 ENSMUSP00000120459
FBpp0293399 ENSMUSP00000005643
FBpp0293399 ENSMUSP00000107079
FBpp0293399 ENSMUSP00000149154
FBpp0293399 ENSMUSP00000107082
FBpp0293399 ENSMUSP00000149393
FBpp0293399 ENSMUSP00000150227
FBpp0293399 ENSMUSP00000070438
FBpp0293399 ENSMUSP00000149473
FBpp0293399 ENSMUSP00000150186
FBpp0293399 ENSMUSP00000150050
FBpp0293399 ENSMUSP00000150428
FBpp0293399 ENSMUSP00000064323
FBpp0293399 ENSMUSP00000150191
FBpp0293399 ENSMUSP00000136109
FBpp0293399 ENSMUSP00000107078
FBpp0293399 ENSMUSP00000107076
FBpp0293399 ENSMUSP00000107075
FBpp0293399 ENSMUSP00000149376
FBpp0304533 ENSMUSP00000138764
FBpp0304533 ENSMUSP00000138355
FBpp0304533 ENSMUSP00000138795
FBpp0304533 ENSMUSP00000130829
FBpp0304533 ENSMUSP00000138359
FBpp0304533 ENSMUSP00000138363
FBpp0304533 ENSMUSP00000110584
FBpp0304533 ENSMUSP00000110574
FBpp0304533 ENSMUSP00000002176
FBpp0304533 ENSMUSP00000097996
FBpp0304533 ENSMUSP00000110577
FBpp0304533 ENSMUSP00000138297
FBpp0304533 ENSMUSP00000120459
FBpp0304533 ENSMUSP00000005643
FBpp0304533 ENSMUSP00000107079
FBpp0304533 ENSMUSP00000149154
FBpp0304533 ENSMUSP00000107082
FBpp0304533 ENSMUSP00000149393
FBpp0304533 ENSMUSP00000150227
FBpp0304533 ENSMUSP00000070438
FBpp0304533 ENSMUSP00000149473
FBpp0304533 ENSMUSP00000150186
FBpp0304533 ENSMUSP00000150050
FBpp0304533 ENSMUSP00000150428
FBpp0304533 ENSMUSP00000064323
FBpp0304533 ENSMUSP00000150191
FBpp0304533 ENSMUSP00000136109
FBpp0304533 ENSMUSP00000107078
FBpp0304533 ENSMUSP00000107076
FBpp0304533 ENSMUSP00000107075
FBpp0304533 ENSMUSP00000149376
FBpp0293402 ENSMUSP00000138764
FBpp0293402 ENSMUSP00000138355
FBpp0293402 ENSMUSP00000138795
FBpp0293402 ENSMUSP00000130829
FBpp0293402 ENSMUSP00000138359
FBpp0293402 ENSMUSP00000138363
FBpp0293402 ENSMUSP00000110584
FBpp0293402 ENSMUSP00000110574
FBpp0293402 ENSMUSP00000002176
FBpp0293402 ENSMUSP00000097996
FBpp0293402 ENSMUSP00000110577
FBpp0293402 ENSMUSP00000138297
FBpp0293402 ENSMUSP00000120459
FBpp0293402 ENSMUSP00000005643
FBpp0293402 ENSMUSP00000107079
FBpp0293402 ENSMUSP00000149154
FBpp0293402 ENSMUSP00000107082
FBpp0293402 ENSMUSP00000149393
FBpp0293402 ENSMUSP00000150227
FBpp0293402 ENSMUSP00000070438
FBpp0293402 ENSMUSP00000149473
FBpp0293402 ENSMUSP00000150186
FBpp0293402 ENSMUSP00000150050
FBpp0293402 ENSMUSP00000150428
FBpp0293402 ENSMUSP00000064323
FBpp0293402 ENSMUSP00000150191
