AT3G09720.1 FBpp0074936
AT3G13090.1 FBpp0089057
AT3G13090.1 FBpp0089056
AT3G13090.1 FBpp0089070
AT3G13090.1 FBpp0089064
AT3G13090.1 FBpp0089062
AT3G13090.1 FBpp0089067
AT3G13090.1 FBpp0089071
AT3G13090.1 FBpp0089072
AT3G13090.1 FBpp0089063
AT3G13090.1 FBpp0089068
AT3G13100.1 FBpp0312572
AT3G13100.1 FBpp0089065
AT3G13100.1 FBpp0089059
AT3G13100.1 FBpp0089061
AT3G13100.1 FBpp0089066
AT3G13100.1 FBpp0089060
AT3G13100.1 FBpp0089069
AT3G13100.1 FBpp0089058
AT3G13100.1 FBpp0089057
AT3G13100.1 FBpp0089056
AT3G13100.1 FBpp0089070
AT3G13100.1 FBpp0089064
AT3G13100.1 FBpp0089062
AT3G13100.1 FBpp0089067
AT3G13100.1 FBpp0089071
AT3G13100.1 FBpp0089072
AT3G13100.1 FBpp0089063
AT3G13100.1 FBpp0089068
AT3G13080.1 FBpp0312572
AT3G13080.1 FBpp0089065
AT3G13080.1 FBpp0089059
AT3G13080.1 FBpp0089061
AT3G13080.1 FBpp0089066
AT3G13080.1 FBpp0089060
AT3G13080.1 FBpp0089069
AT3G13080.1 FBpp0089058
AT3G13080.1 FBpp0089057
AT3G13080.1 FBpp0089056
AT3G13080.1 FBpp0089070
AT3G13080.1 FBpp0089064
AT3G13080.1 FBpp0089062
AT3G13080.1 FBpp0089067
AT3G13080.1 FBpp0089071
AT3G13080.1 FBpp0089072
AT3G13080.1 FBpp0089063
AT3G13080.1 FBpp0089068
AT1G71330.1 FBpp0312572
AT1G71330.1 FBpp0089065
AT1G71330.1 FBpp0089059
AT1G71330.1 FBpp0089061
AT1G71330.1 FBpp0089066
AT1G71330.1 FBpp0089060
AT1G71330.1 FBpp0089069
AT1G71330.1 FBpp0089058
AT1G71330.1 FBpp0089057
AT1G71330.1 FBpp0089056
AT1G71330.1 FBpp0089070
AT1G71330.1 FBpp0089064
AT1G71330.1 FBpp0089062
AT1G71330.1 FBpp0089067
AT1G71330.1 FBpp0089071
AT1G71330.1 FBpp0089072
AT1G71330.1 FBpp0089063
AT1G71330.1 FBpp0089068
AT3G60970.1 FBpp0312572
AT3G60970.1 FBpp0089065
AT3G60970.1 FBpp0089059
AT3G60970.1 FBpp0089061
AT3G60970.1 FBpp0089066
AT3G60970.1 FBpp0089060
AT3G60970.1 FBpp0089069
AT3G60970.1 FBpp0089058
AT3G60970.1 FBpp0089057
AT3G60970.1 FBpp0089056
AT3G60970.1 FBpp0089070
AT3G60970.1 FBpp0089064
AT3G60970.1 FBpp0089062
AT3G60970.1 FBpp0089067
AT3G60970.1 FBpp0089071
AT3G60970.1 FBpp0089072
AT3G60970.1 FBpp0089063
AT3G60970.1 FBpp0089068
AT3G60160.1 FBpp0312572
AT3G60160.1 FBpp0089065
AT3G60160.1 FBpp0089059
AT3G60160.1 FBpp0089061
AT3G60160.1 FBpp0089066
AT3G60160.1 FBpp0089060
AT3G60160.1 FBpp0089069
AT3G60160.1 FBpp0089058
AT3G60160.1 FBpp0089057
AT3G60160.1 FBpp0089056
AT3G60160.1 FBpp0089070
AT3G60160.1 FBpp0089064
AT3G60160.1 FBpp0089062
AT3G60160.1 FBpp0089067
AT3G60160.1 FBpp0089071
AT3G60160.1 FBpp0089072
AT3G60160.1 FBpp0089063
AT3G60160.1 FBpp0089068
AT2G47800.1 FBpp0312572
AT2G47800.1 FBpp0089065
AT2G47800.1 FBpp0089059
AT2G47800.1 FBpp0089061
AT2G47800.1 FBpp0089066
AT2G47800.1 FBpp0089060
AT2G47800.1 FBpp0089069
AT2G47800.1 FBpp0089058
AT2G47800.1 FBpp0089057
AT2G47800.1 FBpp0089056
AT2G47800.1 FBpp0089070
AT2G47800.1 FBpp0089064
AT2G47800.1 FBpp0089062
AT2G47800.1 FBpp0089067
AT2G47800.1 FBpp0089071
AT2G47800.1 FBpp0089072
AT2G47800.1 FBpp0089063
AT2G47800.1 FBpp0089068
AT3G62700.1 FBpp0312572
AT3G62700.1 FBpp0089065
AT3G62700.1 FBpp0089059
AT3G62700.1 FBpp0089061
AT3G62700.1 FBpp0089066
AT3G62700.1 FBpp0089060
AT3G62700.1 FBpp0089069
AT3G62700.1 FBpp0089058
AT3G62700.1 FBpp0089057
AT3G62700.1 FBpp0089056
AT3G62700.1 FBpp0089070
AT3G62700.1 FBpp0089064
AT3G62700.1 FBpp0089062
AT3G62700.1 FBpp0089067
AT3G62700.1 FBpp0089071
AT3G62700.1 FBpp0089072
AT3G62700.1 FBpp0089063
AT3G62700.1 FBpp0089068
AT2G07680.3 FBpp0079220
AT4G00430.1 FBpp0087240
AT4G00430.1 FBpp0087241
AT4G00430.1 FBpp0303807
AT4G00430.1 FBpp0303805
AT4G00430.1 FBpp0303806
AT4G00430.1 FBpp0303808
AT4G00430.1 FBpp0308570
AT4G00430.1 FBpp0087236
AT4G00430.1 FBpp0087235
AT4G00430.1 FBpp0308627
AT4G00430.1 FBpp0293611
AT1G01620.1 FBpp0087240
AT1G01620.1 FBpp0087241
AT1G01620.1 FBpp0303807
AT1G01620.1 FBpp0303805
AT1G01620.1 FBpp0303806
AT1G01620.1 FBpp0303808
AT1G01620.1 FBpp0308570
AT1G01620.1 FBpp0087236
AT1G01620.1 FBpp0087235
AT1G01620.1 FBpp0308627
AT1G01620.1 FBpp0293611
AT3G61430.1 FBpp0087240
AT3G61430.1 FBpp0087241
AT3G61430.1 FBpp0303807
AT3G61430.1 FBpp0303805
AT3G61430.1 FBpp0303806
AT3G61430.1 FBpp0303808
AT3G61430.1 FBpp0308570
AT3G61430.1 FBpp0087236
AT3G61430.1 FBpp0087235
AT3G61430.1 FBpp0308627
AT3G61430.1 FBpp0293611
AT2G45960.3 FBpp0087240
AT2G45960.3 FBpp0087241
AT2G45960.3 FBpp0303807
AT2G45960.3 FBpp0303805
AT2G45960.3 FBpp0303806
AT2G45960.3 FBpp0303808
AT2G45960.3 FBpp0308570
AT2G45960.3 FBpp0087236
AT2G45960.3 FBpp0087235
AT2G45960.3 FBpp0308627
AT2G45960.3 FBpp0293611
AT4G23400.1 FBpp0087240
AT4G23400.1 FBpp0087241
AT4G23400.1 FBpp0303807
AT4G23400.1 FBpp0303805
AT4G23400.1 FBpp0303806
AT4G23400.1 FBpp0303808
AT4G23400.1 FBpp0308570
AT4G23400.1 FBpp0087236
AT4G23400.1 FBpp0087235
AT4G23400.1 FBpp0308627
AT4G23400.1 FBpp0293611
AT2G16850.1 FBpp0087240
AT2G16850.1 FBpp0087241
AT2G16850.1 FBpp0303807
AT2G16850.1 FBpp0303805
AT2G16850.1 FBpp0303806
AT2G16850.1 FBpp0303808
AT2G16850.1 FBpp0308570
AT2G16850.1 FBpp0087236
AT2G16850.1 FBpp0087235
AT2G16850.1 FBpp0308627
AT2G16850.1 FBpp0293611
AT4G35100.1 FBpp0087240
AT4G35100.1 FBpp0087241
AT4G35100.1 FBpp0303807
AT4G35100.1 FBpp0303805
AT4G35100.1 FBpp0303806
AT4G35100.1 FBpp0303808
AT4G35100.1 FBpp0308570
AT4G35100.1 FBpp0087236
AT4G35100.1 FBpp0087235
AT4G35100.1 FBpp0308627
AT4G35100.1 FBpp0293611
AT3G53420.1 FBpp0087240
AT3G53420.1 FBpp0087241
AT3G53420.1 FBpp0303807
AT3G53420.1 FBpp0303805
AT3G53420.1 FBpp0303806
AT3G53420.1 FBpp0303808
AT3G53420.1 FBpp0308570
AT3G53420.1 FBpp0087236
AT3G53420.1 FBpp0087235
AT3G53420.1 FBpp0308627
AT3G53420.1 FBpp0293611
AT2G37170.2 FBpp0087240
AT2G37170.2 FBpp0087241
AT2G37170.2 FBpp0303807
AT2G37170.2 FBpp0303805
AT2G37170.2 FBpp0303806
AT2G37170.2 FBpp0303808
AT2G37170.2 FBpp0308570
AT2G37170.2 FBpp0087236
AT2G37170.2 FBpp0087235
AT2G37170.2 FBpp0308627
AT2G37170.2 FBpp0293611
AT2G37180.1 FBpp0087240
AT2G37180.1 FBpp0087241
AT2G37180.1 FBpp0303807
AT2G37180.1 FBpp0303805
AT2G37180.1 FBpp0303806
AT2G37180.1 FBpp0303808
AT2G37180.1 FBpp0308570
AT2G37180.1 FBpp0087236
AT2G37180.1 FBpp0087235
AT2G37180.1 FBpp0308627
AT2G37180.1 FBpp0293611
AT5G60660.1 FBpp0087240
AT5G60660.1 FBpp0087241
AT5G60660.1 FBpp0303807
AT5G60660.1 FBpp0303805
AT5G60660.1 FBpp0303806
AT5G60660.1 FBpp0303808
AT5G60660.1 FBpp0308570
AT5G60660.1 FBpp0087236
AT5G60660.1 FBpp0087235
AT5G60660.1 FBpp0308627
AT5G60660.1 FBpp0293611
AT2G39010.1 FBpp0087240
AT2G39010.1 FBpp0087241
AT2G39010.1 FBpp0303807
AT2G39010.1 FBpp0303805
AT2G39010.1 FBpp0303806
AT2G39010.1 FBpp0303808
AT2G39010.1 FBpp0308570
AT2G39010.1 FBpp0087236
AT2G39010.1 FBpp0087235
AT2G39010.1 FBpp0308627
AT2G39010.1 FBpp0293611
AT3G54820.1 FBpp0087240
AT3G54820.1 FBpp0087241
AT3G54820.1 FBpp0303807
AT3G54820.1 FBpp0303805
AT3G54820.1 FBpp0303806
AT3G54820.1 FBpp0303808
AT3G54820.1 FBpp0308570
AT3G54820.1 FBpp0087236
AT3G54820.1 FBpp0087235
AT3G54820.1 FBpp0308627
AT3G54820.1 FBpp0293611
AT3G06100.1 FBpp0297290
AT1G67580.1 FBpp0087515
AT1G67580.1 FBpp0293474
AT1G67580.1 FBpp0293475
AT1G67580.1 FBpp0303913
AT1G67580.1 FBpp0077908
AT1G67580.1 FBpp0077905
AT5G63370.1 FBpp0087515
AT5G63370.1 FBpp0293474
AT5G63370.1 FBpp0293475
AT5G63370.1 FBpp0303913
AT5G63370.1 FBpp0077908
AT5G63370.1 FBpp0077905
AT3G48750.1 FBpp0079641
AT5G46240.1 FBpp0110308
AT5G46240.1 FBpp0292378
AT5G46240.1 FBpp0073772
AT5G46240.1 FBpp0301719
AT5G46240.1 FBpp0292377
AT5G46240.1 FBpp0301718
AT5G46240.1 FBpp0301717
AT5G46240.1 FBpp0085981
AT5G46240.1 FBpp0309248
AT5G46240.1 FBpp0310000
AT5G46240.1 FBpp0072078
AT5G46240.1 FBpp0072079
AT4G18290.2 FBpp0110308
AT4G18290.2 FBpp0292378
AT4G18290.2 FBpp0073772
AT4G18290.2 FBpp0301719
AT4G18290.2 FBpp0292377
AT4G18290.2 FBpp0301718
AT4G18290.2 FBpp0301717
AT4G18290.2 FBpp0085981
AT4G18290.2 FBpp0309248
AT4G18290.2 FBpp0310000
AT4G18290.2 FBpp0072078
AT4G18290.2 FBpp0072079
AT4G32500.1 FBpp0110308
AT4G32500.1 FBpp0292378
AT4G32500.1 FBpp0073772
AT4G32500.1 FBpp0301719
AT4G32500.1 FBpp0292377
AT4G32500.1 FBpp0301718
AT4G32500.1 FBpp0301717
AT4G32500.1 FBpp0085981
AT4G32500.1 FBpp0309248
AT4G32500.1 FBpp0310000
AT4G32500.1 FBpp0072078
AT4G32500.1 FBpp0072079
AT2G25600.1 FBpp0110308
AT2G25600.1 FBpp0292378
AT2G25600.1 FBpp0073772
AT2G25600.1 FBpp0301719
AT2G25600.1 FBpp0292377
AT2G25600.1 FBpp0301718
AT2G25600.1 FBpp0301717
AT2G25600.1 FBpp0085981
AT2G25600.1 FBpp0309248
AT2G25600.1 FBpp0310000
AT2G25600.1 FBpp0072078
AT2G25600.1 FBpp0072079
AT2G26650.1 FBpp0110308
AT2G26650.1 FBpp0292378
AT2G26650.1 FBpp0073772
AT2G26650.1 FBpp0301719
AT2G26650.1 FBpp0292377
AT2G26650.1 FBpp0301718
AT2G26650.1 FBpp0301717
AT2G26650.1 FBpp0085981
AT2G26650.1 FBpp0309248
AT2G26650.1 FBpp0310000
AT2G26650.1 FBpp0072078
AT2G26650.1 FBpp0072079
AT4G32650.1 FBpp0110308
AT4G32650.1 FBpp0292378
AT4G32650.1 FBpp0073772
AT4G32650.1 FBpp0301719
AT4G32650.1 FBpp0292377
AT4G32650.1 FBpp0301718
AT4G32650.1 FBpp0301717
AT4G32650.1 FBpp0085981
AT4G32650.1 FBpp0309248
AT4G32650.1 FBpp0310000
AT4G32650.1 FBpp0072078
AT4G32650.1 FBpp0072079
AT4G22200.1 FBpp0110308
AT4G22200.1 FBpp0292378
AT4G22200.1 FBpp0073772
AT4G22200.1 FBpp0301719
AT4G22200.1 FBpp0292377
AT4G22200.1 FBpp0301718
AT4G22200.1 FBpp0301717
AT4G22200.1 FBpp0085981
AT4G22200.1 FBpp0309248
AT4G22200.1 FBpp0310000
AT4G22200.1 FBpp0072078
AT4G22200.1 FBpp0072079
AT2G38750.1 FBpp0306154
AT2G38750.1 FBpp0306157
AT2G38750.1 FBpp0074077
AT2G38750.1 FBpp0306156
AT2G38750.1 FBpp0306158
AT2G38750.1 FBpp0074078
AT2G38750.1 FBpp0306155
AT2G38750.1 FBpp0088505
AT2G38750.1 FBpp0088985
AT2G38750.1 FBpp0088506
AT2G38750.1 FBpp0088986
AT2G38750.1 FBpp0307770
AT2G38750.1 FBpp0307769
AT2G38750.1 FBpp0291143
AT2G38750.1 FBpp0070024
AT5G10230.1 FBpp0306154
AT5G10230.1 FBpp0306157
AT5G10230.1 FBpp0074077
AT5G10230.1 FBpp0306156
AT5G10230.1 FBpp0306158
AT5G10230.1 FBpp0074078
AT5G10230.1 FBpp0306155
AT5G10230.1 FBpp0088505
AT5G10230.1 FBpp0088985
AT5G10230.1 FBpp0088506
AT5G10230.1 FBpp0088986
AT5G10230.1 FBpp0307770
AT5G10230.1 FBpp0307769
AT5G10230.1 FBpp0291143
AT5G10230.1 FBpp0070024
AT5G10220.1 FBpp0306154
AT5G10220.1 FBpp0306157
AT5G10220.1 FBpp0074077
AT5G10220.1 FBpp0306156
AT5G10220.1 FBpp0306158
AT5G10220.1 FBpp0074078
AT5G10220.1 FBpp0306155
AT5G10220.1 FBpp0088505
AT5G10220.1 FBpp0088985
AT5G10220.1 FBpp0088506
AT5G10220.1 FBpp0088986
AT5G10220.1 FBpp0307770
AT5G10220.1 FBpp0307769
AT5G10220.1 FBpp0291143
AT5G10220.1 FBpp0070024
AT5G65020.1 FBpp0306154
AT5G65020.1 FBpp0306157
AT5G65020.1 FBpp0074077
AT5G65020.1 FBpp0306156
AT5G65020.1 FBpp0306158
AT5G65020.1 FBpp0074078
AT5G65020.1 FBpp0306155
AT5G65020.1 FBpp0088505
AT5G65020.1 FBpp0088985
AT5G65020.1 FBpp0088506
AT5G65020.1 FBpp0088986
AT5G65020.1 FBpp0307770
AT5G65020.1 FBpp0307769
AT5G65020.1 FBpp0291143
AT5G65020.1 FBpp0070024
AT1G35720.1 FBpp0306154
AT1G35720.1 FBpp0306157
AT1G35720.1 FBpp0074077
AT1G35720.1 FBpp0306156
AT1G35720.1 FBpp0306158
AT1G35720.1 FBpp0074078
AT1G35720.1 FBpp0306155
AT1G35720.1 FBpp0088505
AT1G35720.1 FBpp0088985
AT1G35720.1 FBpp0088506
AT1G35720.1 FBpp0088986
AT1G35720.1 FBpp0307770
AT1G35720.1 FBpp0307769
AT1G35720.1 FBpp0291143
AT1G35720.1 FBpp0070024
AT5G12380.1 FBpp0306154
AT5G12380.1 FBpp0306157
AT5G12380.1 FBpp0074077
AT5G12380.1 FBpp0306156
AT5G12380.1 FBpp0306158
AT5G12380.1 FBpp0074078
AT5G12380.1 FBpp0306155
AT5G12380.1 FBpp0088505
AT5G12380.1 FBpp0088985
AT5G12380.1 FBpp0088506
AT5G12380.1 FBpp0088986
AT5G12380.1 FBpp0307770
AT5G12380.1 FBpp0307769
AT5G12380.1 FBpp0291143
AT5G12380.1 FBpp0070024
AT2G38760.1 FBpp0306154
AT2G38760.1 FBpp0306157
AT2G38760.1 FBpp0074077
AT2G38760.1 FBpp0306156
AT2G38760.1 FBpp0306158
AT2G38760.1 FBpp0074078
AT2G38760.1 FBpp0306155
AT2G38760.1 FBpp0088505
AT2G38760.1 FBpp0088985
AT2G38760.1 FBpp0088506
AT2G38760.1 FBpp0088986
AT2G38760.1 FBpp0307770
AT2G38760.1 FBpp0307769
AT2G38760.1 FBpp0291143
AT2G38760.1 FBpp0070024
AT1G68090.1 FBpp0306154
AT1G68090.1 FBpp0306157
AT1G68090.1 FBpp0074077
AT1G68090.1 FBpp0306156
AT1G68090.1 FBpp0306158
AT1G68090.1 FBpp0074078
AT1G68090.1 FBpp0306155
AT1G68090.1 FBpp0088505
AT1G68090.1 FBpp0088985
AT1G68090.1 FBpp0088506
AT1G68090.1 FBpp0088986
AT1G68090.1 FBpp0307770
AT1G68090.1 FBpp0307769
AT1G68090.1 FBpp0291143
AT1G68090.1 FBpp0070024
AT5G20240.1 FBpp0087532
AT5G20240.1 FBpp0303551
AT5G20240.1 FBpp0087530
AT5G20240.1 FBpp0087531
AT5G20240.1 FBpp0087529
AT5G20240.1 FBpp0089303
AT5G20240.1 FBpp0303550
AT3G54340.1 FBpp0087532
AT3G54340.1 FBpp0303551
AT3G54340.1 FBpp0087530
AT3G54340.1 FBpp0087531
AT3G54340.1 FBpp0087529
AT3G54340.1 FBpp0089303
AT3G54340.1 FBpp0303550
AT5G23260.4 FBpp0087532
AT5G23260.4 FBpp0303551
AT5G23260.4 FBpp0087530
AT5G23260.4 FBpp0087531
AT5G23260.4 FBpp0087529
AT5G23260.4 FBpp0089303
AT5G23260.4 FBpp0303550
AT1G71692.1 FBpp0087532
AT1G71692.1 FBpp0303551
AT1G71692.1 FBpp0087530
AT1G71692.1 FBpp0087531
AT1G71692.1 FBpp0087529
AT1G71692.1 FBpp0089303
AT1G71692.1 FBpp0303550
AT1G26310.1 FBpp0087532
AT1G26310.1 FBpp0303551
AT1G26310.1 FBpp0087530
AT1G26310.1 FBpp0087531
AT1G26310.1 FBpp0087529
AT1G26310.1 FBpp0089303
AT1G26310.1 FBpp0303550
AT1G69120.1 FBpp0087532
AT1G69120.1 FBpp0303551
AT1G69120.1 FBpp0087530
AT1G69120.1 FBpp0087531
AT1G69120.1 FBpp0087529
AT1G69120.1 FBpp0089303
AT1G69120.1 FBpp0303550
AT5G60910.1 FBpp0087532
AT5G60910.1 FBpp0303551
AT5G60910.1 FBpp0087530
AT5G60910.1 FBpp0087531
AT5G60910.1 FBpp0087529
AT5G60910.1 FBpp0089303
AT5G60910.1 FBpp0303550
AT3G30260.1 FBpp0087532
AT3G30260.1 FBpp0303551
AT3G30260.1 FBpp0087530
AT3G30260.1 FBpp0087531
AT3G30260.1 FBpp0087529
AT3G30260.1 FBpp0089303
AT3G30260.1 FBpp0303550
AT2G03710.1 FBpp0087532
AT2G03710.1 FBpp0303551
AT2G03710.1 FBpp0087530
AT2G03710.1 FBpp0087531
AT2G03710.1 FBpp0087529
AT2G03710.1 FBpp0089303
AT2G03710.1 FBpp0303550
AT3G02310.1 FBpp0087532
AT3G02310.1 FBpp0303551
AT3G02310.1 FBpp0087530
AT3G02310.1 FBpp0087531
AT3G02310.1 FBpp0087529
AT3G02310.1 FBpp0089303
AT3G02310.1 FBpp0303550
AT5G15800.2 FBpp0087532
AT5G15800.2 FBpp0303551
AT5G15800.2 FBpp0087530
AT5G15800.2 FBpp0087531
AT5G15800.2 FBpp0087529
AT5G15800.2 FBpp0089303
AT5G15800.2 FBpp0303550
AT1G24260.2 FBpp0087532
AT1G24260.2 FBpp0303551
AT1G24260.2 FBpp0087530
AT1G24260.2 FBpp0087531
AT1G24260.2 FBpp0087529
AT1G24260.2 FBpp0089303
AT1G24260.2 FBpp0303550
AT3G61120.1 FBpp0087532
AT3G61120.1 FBpp0303551
AT3G61120.1 FBpp0087530
AT3G61120.1 FBpp0087531
AT3G61120.1 FBpp0087529
AT3G61120.1 FBpp0089303
AT3G61120.1 FBpp0303550
AT2G45650.1 FBpp0087532
AT2G45650.1 FBpp0303551
AT2G45650.1 FBpp0087530
AT2G45650.1 FBpp0087531
AT2G45650.1 FBpp0087529
AT2G45650.1 FBpp0089303
AT2G45650.1 FBpp0303550
AT4G11880.1 FBpp0087532
AT4G11880.1 FBpp0303551
AT4G11880.1 FBpp0087530
AT4G11880.1 FBpp0087531
AT4G11880.1 FBpp0087529
AT4G11880.1 FBpp0089303
AT4G11880.1 FBpp0303550
AT4G22950.1 FBpp0087532
AT4G22950.1 FBpp0303551
AT4G22950.1 FBpp0087530
AT4G22950.1 FBpp0087531
AT4G22950.1 FBpp0087529
AT4G22950.1 FBpp0089303
AT4G22950.1 FBpp0303550
AT5G51860.1 FBpp0087532
AT5G51860.1 FBpp0303551
AT5G51860.1 FBpp0087530
AT5G51860.1 FBpp0087531
AT5G51860.1 FBpp0087529
AT5G51860.1 FBpp0089303
AT5G51860.1 FBpp0303550
AT5G51870.3 FBpp0087532
AT5G51870.3 FBpp0303551
AT5G51870.3 FBpp0087530
AT5G51870.3 FBpp0087531
AT5G51870.3 FBpp0087529
AT5G51870.3 FBpp0089303
AT5G51870.3 FBpp0303550
AT5G62165.1 FBpp0087532
AT5G62165.1 FBpp0303551
AT5G62165.1 FBpp0087530
AT5G62165.1 FBpp0087531
AT5G62165.1 FBpp0087529
AT5G62165.1 FBpp0089303
AT5G62165.1 FBpp0303550
AT2G45660.1 FBpp0087532
AT2G45660.1 FBpp0303551
AT2G45660.1 FBpp0087530
AT2G45660.1 FBpp0087531
AT2G45660.1 FBpp0087529
AT2G45660.1 FBpp0089303
AT2G45660.1 FBpp0303550
AT3G58780.4 FBpp0087532
AT3G58780.4 FBpp0303551
AT3G58780.4 FBpp0087530
AT3G58780.4 FBpp0087531
AT3G58780.4 FBpp0087529
AT3G58780.4 FBpp0089303
AT3G58780.4 FBpp0303550
AT2G42830.2 FBpp0087532
AT2G42830.2 FBpp0303551
AT2G42830.2 FBpp0087530
AT2G42830.2 FBpp0087531
AT2G42830.2 FBpp0087529
AT2G42830.2 FBpp0089303
AT2G42830.2 FBpp0303550
AT4G18960.1 FBpp0087532
AT4G18960.1 FBpp0303551
AT4G18960.1 FBpp0087530
AT4G18960.1 FBpp0087531
AT4G18960.1 FBpp0087529
AT4G18960.1 FBpp0089303
AT4G18960.1 FBpp0303550
AT4G09960.4 FBpp0087532
AT4G09960.4 FBpp0303551
AT4G09960.4 FBpp0087530
AT4G09960.4 FBpp0087531
AT4G09960.4 FBpp0087529
AT4G09960.4 FBpp0089303
AT4G09960.4 FBpp0303550
AT4G37940.1 FBpp0087532
AT4G37940.1 FBpp0303551
AT4G37940.1 FBpp0087530
AT4G37940.1 FBpp0087531
AT4G37940.1 FBpp0087529
AT4G37940.1 FBpp0089303
AT4G37940.1 FBpp0303550
AT2G22630.1 FBpp0087532
AT2G22630.1 FBpp0303551
AT2G22630.1 FBpp0087530
AT2G22630.1 FBpp0087531
AT2G22630.1 FBpp0087529
AT2G22630.1 FBpp0089303
AT2G22630.1 FBpp0303550
AT2G14210.2 FBpp0087532
AT2G14210.2 FBpp0303551
AT2G14210.2 FBpp0087530
AT2G14210.2 FBpp0087531
AT2G14210.2 FBpp0087529
AT2G14210.2 FBpp0089303
AT2G14210.2 FBpp0303550
AT3G57230.1 FBpp0087532
AT3G57230.1 FBpp0303551
AT3G57230.1 FBpp0087530
AT3G57230.1 FBpp0087531
AT3G57230.1 FBpp0087529
AT3G57230.1 FBpp0089303
AT3G57230.1 FBpp0303550
AT3G57390.1 FBpp0087532
AT3G57390.1 FBpp0303551
AT3G57390.1 FBpp0087530
AT3G57390.1 FBpp0087531
AT3G57390.1 FBpp0087529
AT3G57390.1 FBpp0089303
AT3G57390.1 FBpp0303550
AT5G13790.2 FBpp0087532
AT5G13790.2 FBpp0303551
AT5G13790.2 FBpp0087530
AT5G13790.2 FBpp0087531
AT5G13790.2 FBpp0087529
AT5G13790.2 FBpp0089303
AT5G13790.2 FBpp0303550
AT4G24540.1 FBpp0087532
AT4G24540.1 FBpp0303551
AT4G24540.1 FBpp0087530
AT4G24540.1 FBpp0087531
AT4G24540.1 FBpp0087529
AT4G24540.1 FBpp0089303
AT4G24540.1 FBpp0303550
AT2G22540.1 FBpp0087532
AT2G22540.1 FBpp0303551
AT2G22540.1 FBpp0087530
AT2G22540.1 FBpp0087531
AT2G22540.1 FBpp0087529
AT2G22540.1 FBpp0089303
AT2G22540.1 FBpp0303550
AT1G26370.1 FBpp0079537
AT1G26370.1 FBpp0401582
AT1G26370.1 FBpp0401583
AT4G18465.1 FBpp0077107
AT5G13010.1 FBpp0073717
AT5G13010.1 FBpp0073718
AT5G14900.1 FBpp0307849
AT5G14900.1 FBpp0088040
AT2G47250.1 FBpp0307849
AT2G47250.1 FBpp0088040
AT3G62310.1 FBpp0307849
AT3G62310.1 FBpp0088040
AT3G26560.1 FBpp0086647
AT4G16680.2 FBpp0080706
AT2G35340.1 FBpp0080706
AT1G32490.1 FBpp0080706
AT5G01670.2 FBpp0075868
AT5G01670.2 FBpp0075869
AT5G01670.2 FBpp0303936
AT5G01670.2 FBpp0075870
AT5G01670.2 FBpp0303937
AT5G01670.2 FBpp0089012
AT5G01670.2 FBpp0085467
AT5G01670.2 FBpp0073028
AT5G01670.2 FBpp0073029
AT5G01670.2 FBpp0081312
AT2G37790.1 FBpp0075868
AT2G37790.1 FBpp0075869
AT2G37790.1 FBpp0303936
AT2G37790.1 FBpp0075870
AT2G37790.1 FBpp0303937
AT2G37790.1 FBpp0089012
AT2G37790.1 FBpp0085467
AT2G37790.1 FBpp0073028
AT2G37790.1 FBpp0073029
AT2G37790.1 FBpp0081312
AT2G37770.2 FBpp0075868
AT2G37770.2 FBpp0075869
AT2G37770.2 FBpp0303936
AT2G37770.2 FBpp0075870
AT2G37770.2 FBpp0303937
AT2G37770.2 FBpp0089012
AT2G37770.2 FBpp0085467
AT2G37770.2 FBpp0073028
AT2G37770.2 FBpp0073029
AT2G37770.2 FBpp0081312
AT3G53880.1 FBpp0075868
AT3G53880.1 FBpp0075869
AT3G53880.1 FBpp0303936
AT3G53880.1 FBpp0075870
AT3G53880.1 FBpp0303937
AT3G53880.1 FBpp0089012
AT3G53880.1 FBpp0085467
AT3G53880.1 FBpp0073028
AT3G53880.1 FBpp0073029
AT3G53880.1 FBpp0081312
AT2G37760.1 FBpp0075868
AT2G37760.1 FBpp0075869
AT2G37760.1 FBpp0303936
AT2G37760.1 FBpp0075870
AT2G37760.1 FBpp0303937
AT2G37760.1 FBpp0089012
AT2G37760.1 FBpp0085467
AT2G37760.1 FBpp0073028
AT2G37760.1 FBpp0073029
AT2G37760.1 FBpp0081312
AT5G62420.1 FBpp0075868
AT5G62420.1 FBpp0075869
AT5G62420.1 FBpp0303936
AT5G62420.1 FBpp0075870
AT5G62420.1 FBpp0303937
AT5G62420.1 FBpp0089012
AT5G62420.1 FBpp0085467
AT5G62420.1 FBpp0073028
AT5G62420.1 FBpp0073029
AT5G62420.1 FBpp0081312
AT2G21250.1 FBpp0075868
AT2G21250.1 FBpp0075869
AT2G21250.1 FBpp0303936
AT2G21250.1 FBpp0075870
AT2G21250.1 FBpp0303937
AT2G21250.1 FBpp0089012
AT2G21250.1 FBpp0085467
AT2G21250.1 FBpp0073028
AT2G21250.1 FBpp0073029
AT2G21250.1 FBpp0081312
AT2G21260.1 FBpp0075868
AT2G21260.1 FBpp0075869
AT2G21260.1 FBpp0303936
AT2G21260.1 FBpp0075870
AT2G21260.1 FBpp0303937
AT2G21260.1 FBpp0089012
AT2G21260.1 FBpp0085467
AT2G21260.1 FBpp0073028
AT2G21260.1 FBpp0073029
AT2G21260.1 FBpp0081312
AT2G26300.1 FBpp0110121
AT2G26300.1 FBpp0291583
AT2G26300.1 FBpp0291584
AT2G26300.1 FBpp0086945
