Orthogroup	arabidopsis	fly
OG0000606	AT5G07320.1, AT5G61810.1, AT5G51050.1	FBpp0304400, FBpp0075714, FBpp0304399, FBpp0075715
OG0000607	AT5G09740.1, AT5G64610.1	FBpp0070794, FBpp0300834, FBpp0079071, FBpp0304793, FBpp0070636, FBpp0305387, FBpp0305388
OG0000608	AT5G11170.1, AT5G11200.2	FBpp0078755, FBpp0078756, FBpp0078754
OG0000623	AT1G08990.1, AT1G54940.1, AT4G33330.2, AT1G77130.1, AT3G18660.2, AT5G18480.1	FBpp0308238, FBpp0308233, FBpp0308237, FBpp0308236, FBpp0308235, FBpp0308234
OG0000626	AT5G61210.1, AT5G07880.1, AT1G13890.1	FBpp0110435, FBpp0293167, FBpp0081641
OG0000627	AT5G10740.1, AT5G24940.1, AT4G31750.1, AT1G43900.1, AT5G53140.1, AT4G28400.1, AT2G20630.2, AT3G15260.1, AT2G34740.1, AT1G34750.1, AT1G22280.3, AT1G78200.1	FBpp0079147, FBpp0079146, FBpp0303678, FBpp0303677, FBpp0303676
OG0000627	AT2G40860.1	FBpp0080672
OG0000629	AT1G51590.1, AT3G21160.1	FBpp0289740, FBpp0289741, FBpp0289738, FBpp0289743, FBpp0289742, FBpp0288907, FBpp0304147, FBpp0289739
OG0000629	AT1G30000.2	FBpp0084785
OG0000630	AT4G20320.1, AT1G30820.1, AT2G34890.1, AT3G12670.1, AT4G02120.2	FBpp0311740, FBpp0310804, FBpp0310803
OG0000631	AT1G77840.1, AT1G36730.1	FBpp0089139, FBpp0089137, FBpp0089138, FBpp0089136, FBpp0073947, FBpp0073948, FBpp0089140
OG0000632	AT3G02090.2	FBpp0082460, FBpp0082459
OG0000632	AT1G51980.1, AT3G16480.1	FBpp0087958
OG0000633	AT1G72040.1	FBpp0302815, FBpp0083121
OG0000634	AT5G35680.3, AT2G04520.1	FBpp0089421, FBpp0310418, FBpp0082994
OG0000635	AT3G53030.1, AT3G44850.1, AT5G22840.1, AT2G17530.1, AT4G35500.2	FBpp0086516, FBpp0086515, FBpp0306790, FBpp0292632, FBpp0306789, FBpp0297552, FBpp0297549, FBpp0078148, FBpp0306791
OG0000636	AT4G28680.5, AT2G20340.1	FBpp0085476, FBpp0085475, FBpp0304256, FBpp0087422, FBpp0311591, FBpp0304257, FBpp0080697, FBpp0080698, FBpp0288730, FBpp0080709, FBpp0080710
OG0000638	AT2G42240.4, AT3G21215.1	FBpp0303308, FBpp0303311, FBpp0303312, FBpp0303307, FBpp0303309, FBpp0303306, FBpp0303302, FBpp0303305, FBpp0303303, FBpp0303304, FBpp0303301, FBpp0303310
OG0000639	AT3G48195.1	FBpp0075727
OG0000640	AT3G51520.1	FBpp0308261, FBpp0308260, FBpp0308259, FBpp0088001, FBpp0088002, FBpp0088003
OG0000641	AT3G57170.1	FBpp0309273, FBpp0298004
OG0000642	AT4G11380.2, AT4G23460.1	FBpp0074558
OG0000643	AT4G16710.1	FBpp0084782
OG0000645	AT5G40290.1, AT5G40270.1	FBpp0302865, FBpp0288723, FBpp0312519
OG0000646	AT5G63400.1, AT5G50370.1	FBpp0308470, FBpp0081806, FBpp0081807, FBpp0308469, FBpp0072072
OG0000669	AT1G03090.2	FBpp0085214, FBpp0300204, FBpp0085215, FBpp0300203
OG0000671	AT1G26110.1, AT5G45330.1	FBpp0304882, FBpp0304887, FBpp0304883, FBpp0304888, FBpp0304886, FBpp0304884, FBpp0075691, FBpp0304881, FBpp0304885
OG0000672	AT1G31480.1	FBpp0308730, FBpp0079257, FBpp0311178, FBpp0291751
OG0000673	AT4G05320.2, AT3G09790.1, AT5G20620.1	FBpp0070894, FBpp0311816, FBpp0089269, FBpp0073035, FBpp0073034, FBpp0305348
OG0000673	AT1G65350.1, AT1G55060.1, AT4G05050.1, AT5G37640.1, AT4G02890.3, AT5G03240.1	FBpp0305700
OG0000674	AT3G05060.1, AT5G27120.1, AT5G27140.2	FBpp0078997
OG0000674	AT1G56110.1, AT3G12860.1	FBpp0083625
OG0000675	AT5G14170.1, AT3G01890.1	FBpp0073572
OG0000676	AT5G26640.1, AT3G05870.3	FBpp0111655, FBpp0079303, FBpp0305611, FBpp0307833
OG0000677	AT3G07140.1	FBpp0071123
OG0000678	AT3G18480.1	FBpp0071026, FBpp0304122, FBpp0293664
OG0000679	AT5G27660.2	FBpp0082446, FBpp0303078
OG0000680	AT5G22060.1, AT3G44110.1	FBpp0082223, FBpp0082222, FBpp0082221, FBpp0082220, FBpp0082219
OG0000682	AT3G62140.1	FBpp0086006, FBpp0293275
OG0000683	AT5G47130.2, AT5G47120.1, AT4G17580.1	FBpp0076435, FBpp0076434
OG0000684	AT4G25845.1, AT4G25850.2, AT5G57240.3, AT4G25860.1, AT5G57400.2	FBpp0291808, FBpp0291810, FBpp0297589, FBpp0291809, FBpp0291807, FBpp0297588, FBpp0292619, FBpp0291813, FBpp0291806
OG0000685	AT5G03370.1	FBpp0309916, FBpp0078714, FBpp0081311, FBpp0300420, FBpp0307218, FBpp0300421, FBpp0290227, FBpp0290228, FBpp0111267, FBpp0310260, FBpp0080132, FBpp0082628, FBpp0306658, FBpp0086725
OG0000686	AT5G15680.1	FBpp0305993, FBpp0305992, FBpp0297350, FBpp0297352, FBpp0290650, FBpp0297351, FBpp0076146, FBpp0305991
OG0000706	AT1G02160.2	FBpp0311796, FBpp0077904
OG0000707	AT2G36880.1, AT4G01850.1, AT1G02500.1, AT3G17390.1	FBpp0088446, FBpp0088445, FBpp0088450, FBpp0088449, FBpp0088448, FBpp0088926, FBpp0088451, FBpp0088447, FBpp0088452
OG0000708	AT3G05775.1	FBpp0271918, FBpp0074735
OG0000712	AT1G11970.1, AT1G11980.1	FBpp0080733, FBpp0309711
OG0000713	AT1G79530.1, AT1G16300.1, AT1G13440.1, AT3G04120.1	FBpp0099914, FBpp0087977, FBpp0073922, FBpp0304864, FBpp0086215
OG0000714	AT2G03260.1, AT2G03240.1, AT1G14040.1, AT2G03250.1, AT4G25350.1, AT1G35350.1, AT1G26730.1, AT1G69480.1, AT3G29060.1, AT3G23430.1, AT1G68740.1	FBpp0070578, FBpp0080847, FBpp0074305, FBpp0309975, FBpp0074304, FBpp0309976, FBpp0076785
OG0000716	AT4G31580.1, AT2G24590.1, AT1G23860.1	FBpp0292970, FBpp0308870, FBpp0073621, FBpp0081754, FBpp0081752, FBpp0304606, FBpp0078996
OG0000717	AT1G25420.1, AT1G34220.1	FBpp0303097, FBpp0303096, FBpp0303094, FBpp0076658, FBpp0303095, FBpp0303098
OG0000718	AT1G67430.1, AT1G27400.1	FBpp0311459, FBpp0070943, FBpp0070940, FBpp0070942, FBpp0070941
OG0000719	AT1G31812.1	FBpp0079256, FBpp0312113, FBpp0290436, FBpp0076623, FBpp0076634, FBpp0311659, FBpp0076622, FBpp0076318, FBpp0076624, FBpp0076625
OG0000721	AT4G08520.1, AT3G09800.6, AT1G60970.1	FBpp0075111, FBpp0075112, FBpp0075110
OG0000722	AT1G63440.1, AT5G44790.1	FBpp0271765, FBpp0306530
OG0000723	AT1G80460.1	FBpp0072858, FBpp0072857, FBpp0072859, FBpp0072856, FBpp0072428, FBpp0072429, FBpp0072652, FBpp0311803, FBpp0072650, FBpp0072651, FBpp0072654, FBpp0072653
OG0000724	AT2G22730.2, AT5G64500.1, AT5G65687.1	FBpp0088552, FBpp0088549, FBpp0088550, FBpp0088551, FBpp0088548
OG0000725	AT4G18300.1, AT2G34970.1, AT3G02270.1	FBpp0089217, FBpp0070336
OG0000726	AT3G57480.1, AT2G41835.1, AT5G48205.1, AT3G28210.1	FBpp0111932
OG0000727	AT4G27940.1, AT2G46320.1	FBpp0308320, FBpp0081235, FBpp0074507, FBpp0074506, FBpp0074508, FBpp0310500
OG0000729	AT3G23810.1, AT4G13940.1	FBpp0072886, FBpp0089085, FBpp0082821, FBpp0304841, FBpp0073847, FBpp0312000
OG0000730	AT3G54230.2	FBpp0303724, FBpp0077631, FBpp0311118, FBpp0077633, FBpp0300904, FBpp0307378, FBpp0307377
OG0000731	AT3G54840.1, AT5G45130.2, AT4G19640.1	FBpp0303520, FBpp0077470, FBpp0077471, FBpp0077475, FBpp0303518, FBpp0303519, FBpp0077472, FBpp0077473, FBpp0077474
OG0000732	AT4G05530.1	FBpp0076882
OG0000734	AT4G17390.1, AT4G16720.1	FBpp0300655, FBpp0291015, FBpp0300653, FBpp0112467, FBpp0112466, FBpp0300654, FBpp0112465, FBpp0300652
OG0000735	AT4G17830.2	FBpp0311513, FBpp0085374
OG0000736	AT4G34030.1	FBpp0085460
OG0000737	AT5G07920.1, AT5G63770.1	FBpp0111493, FBpp0300814, FBpp0111491, FBpp0300813, FBpp0111492, FBpp0312418, FBpp0303271
OG0000738	AT5G11860.1	FBpp0075276, FBpp0305756
OG0000761	AT1G01760.3	FBpp0308381, FBpp0308383, FBpp0308382, FBpp0301689, FBpp0293949, FBpp0301690, FBpp0100009, FBpp0301692, FBpp0300329, FBpp0301688, FBpp0070286, FBpp0293950, FBpp0070287, FBpp0293951
OG0000762	AT1G12360.1, AT4G12120.1, AT1G02010.4	FBpp0302752, FBpp0073119
OG0000763	AT3G58600.1, AT1G03900.1	FBpp0297713, FBpp0074127, FBpp0074128
OG0000765	AT1G09660.1, AT3G08620.1, AT2G38610.1, AT5G56140.1, AT4G26480.1	FBpp0307182, FBpp0290616, FBpp0083575, FBpp0290615, FBpp0083576, FBpp0099954
OG0000766	AT1G11860.3	FBpp0079697
OG0000768	AT3G63460.1, AT1G18830.1	FBpp0087724, FBpp0311417, FBpp0308410, FBpp0087723
OG0000769	AT1G21640.2, AT3G21070.3	FBpp0086807, FBpp0086806, FBpp0289430, FBpp0289429, FBpp0086805, FBpp0086801, FBpp0086803, FBpp0086802, FBpp0112362, FBpp0086804
OG0000770	AT1G78050.1, AT1G22170.1	FBpp0082089, FBpp0084753, FBpp0099920, FBpp0099919, FBpp0083616, FBpp0083618, FBpp0083617
OG0000771	AT5G57815.1, AT4G28060.1, AT1G22450.1, AT1G32710.1	FBpp0074585, FBpp0300889, FBpp0074584, FBpp0074586
OG0000773	AT3G59500.1, AT1G30890.1	FBpp0084411, FBpp0084409, FBpp0084410
OG0000774	AT2G25050.1, AT3G32410.1, AT1G42980.1, AT3G32400.2, AT5G58160.1, AT1G31810.1, AT5G07740.2, AT5G07650.1, AT5G07760.2, AT5G07780.1, AT5G07770.3, AT3G32420.1	FBpp0309599, FBpp0301966, FBpp0301965, FBpp0070229, FBpp0292356, FBpp0070231
OG0000775	AT1G45332.1, AT2G45030.1	FBpp0079041
OG0000775	AT1G62750.1	FBpp0083663, FBpp0310632
OG0000776	AT1G54140.1	FBpp0074237
OG0000777	AT1G67420.4, AT5G20660.1	FBpp0302004, FBpp0085711, FBpp0085712, FBpp0306126, FBpp0087017, FBpp0087016, FBpp0087018, FBpp0304543, FBpp0304544, FBpp0087022, FBpp0085709, FBpp0306127, FBpp0085739, FBpp0085707, FBpp0085708, FBpp0300747, FBpp0306125, FBpp0306124, FBpp0085710
OG0000778	AT1G78690.1	FBpp0086975, FBpp0086977, FBpp0086976, FBpp0291643
OG0000780	AT2G27480.1, AT5G04170.1, AT3G10300.6	FBpp0087367, FBpp0291024
OG0000781	AT3G05280.1, AT5G27490.1, AT2G39805.2	FBpp0310242, FBpp0073525, FBpp0312048
OG0000782	AT5G01600.1, AT3G56090.1, AT2G40300.1, AT3G11050.1	FBpp0073576
OG0000783	AT3G06670.2, AT5G49390.1	FBpp0082285, FBpp0311112, FBpp0113096
OG0000784	AT3G11220.1	FBpp0309927, FBpp0078729
OG0000785	AT3G11620.1	FBpp0072612, FBpp0072611
OG0000786	AT3G48330.4, AT5G50240.1	FBpp0078405, FBpp0308602
OG0000788	AT5G41520.1, AT5G52650.1, AT4G25740.1	FBpp0074501, FBpp0074500, FBpp0300512, FBpp0310720, FBpp0084564
OG0000790	AT4G34490.2	FBpp0099390, FBpp0304563, FBpp0099391
OG0000791	AT5G37510.2	FBpp0071129, FBpp0071128
OG0000792	AT5G49530.1	FBpp0077946, FBpp0293360
OG0000824	AT1G01230.1, AT5G42000.1	FBpp0078077
OG0000830	AT1G09330.1	FBpp0290362, FBpp0290363, FBpp0076241, FBpp0076240
OG0000831	AT2G27810.4, AT4G38050.1, AT2G05760.1, AT2G34190.1, AT2G26510.1, AT1G10540.1, AT1G60030.1, AT5G49990.1, AT5G62890.1, AT1G49960.1, AT5G25420.1, AT1G65550.1	FBpp0307980, FBpp0081718
OG0000832	AT1G54160.1, AT3G14020.1, AT1G72830.2, AT1G17590.1, AT2G34720.1, AT1G30500.2, AT3G20910.1, AT5G12840.1	FBpp0076232
OG0000833	AT4G19010.1, AT1G20500.1, AT1G20490.1, AT5G38120.1, AT1G20510.1, AT1G20480.1, AT5G63380.1, AT4G05160.1, AT1G65060.1, AT1G51680.1, AT3G21240.1, AT3G21230.1, AT1G62940.1	FBpp0083935, FBpp0292386, FBpp0310125, FBpp0300995, FBpp0073789
OG0000835	AT4G19560.1, AT4G19600.1, AT5G45190.2, AT1G35440.1, AT1G27630.1	FBpp0310472, FBpp0085295, FBpp0085296
OG0000836	AT1G48090.2, AT4G17140.3	FBpp0301727, FBpp0087984
OG0000837	AT3G01540.2	FBpp0112117
OG0000837	AT1G55150.2, AT5G63120.2	FBpp0291159, FBpp0078299, FBpp0078300, FBpp0078298, FBpp0078303, FBpp0291753, FBpp0078302, FBpp0290159
OG0000838	AT1G58230.1	FBpp0310995, FBpp0310994, FBpp0310999, FBpp0310996, FBpp0310997, FBpp0310998, FBpp0311009
OG0000840	AT2G44150.1, AT3G59960.1, AT4G30860.1	FBpp0084636, FBpp0307022
OG0000841	AT2G13810.1, AT1G77670.1	FBpp0081996, FBpp0081995, FBpp0081994, FBpp0081993
OG0000842	AT5G48030.1, AT1G80030.1, AT3G17830.1, AT2G22360.1, AT4G39960.1	FBpp0088498, FBpp0311249, FBpp0088955, FBpp0088954, FBpp0297363
OG0000843	AT4G30370.1, AT2G18670.1	FBpp0081596, FBpp0081595, FBpp0081594
OG0000845	AT5G13780.1	FBpp0076078, FBpp0076079, FBpp0076080, FBpp0076081, FBpp0076077
OG0000846	AT2G44140.1, AT3G59950.1	FBpp0304824, FBpp0077618
OG0000848	AT4G00840.1, AT3G60800.1, AT4G22750.1	FBpp0308507, FBpp0308508, FBpp0087522, FBpp0308506, FBpp0303357, FBpp0087521, FBpp0289943, FBpp0086152
OG0000849	AT3G23610.3	FBpp0292332, FBpp0081288
OG0000850	AT5G60550.1, AT3G45240.1	FBpp0306041, FBpp0306042, FBpp0306043, FBpp0110505
OG0000851	AT3G52250.1	FBpp0305906, FBpp0305908, FBpp0305907, FBpp0305909
OG0000852	AT4G20325.1	FBpp0073640, FBpp0309343
OG0000853	AT5G09650.1	FBpp0297127, FBpp0072250, FBpp0271761
OG0000877	AT1G02090.1	FBpp0087821
OG0000878	AT2G23380.1, AT4G02020.1, AT1G02580.1	FBpp0306192, FBpp0271846, FBpp0076008
OG0000880	AT2G27600.1, AT1G08270.2	FBpp0074278, FBpp0309628
OG0000880	AT3G27120.1	FBpp0077290, FBpp0303790
OG0000882	AT1G10390.1, AT1G59660.1, AT1G80680.1	FBpp0306915, FBpp0083851, FBpp0293109
OG0000883	AT1G79650.4, AT1G16190.1, AT3G02540.1, AT5G38470.1	FBpp0088190, FBpp0305835, FBpp0088191, FBpp0083927
OG0000884	AT1G17880.1, AT1G73230.1	FBpp0086896, FBpp0086895, FBpp0304618, FBpp0304619, FBpp0311648, FBpp0077736
OG0000887	AT1G36370.1, AT1G22020.1, AT4G13930.1, AT4G13890.1, AT4G32520.1, AT5G26780.2, AT4G37930.1	FBpp0288674, FBpp0070792, FBpp0311477
OG0000888	AT2G17900.1	FBpp0070431
OG0000889	AT1G27760.3	FBpp0077369
OG0000891	AT1G31290.1, AT1G31280.1, AT1G69440.1, AT1G48410.2, AT5G43810.1, AT2G27880.1, AT5G21030.2, AT5G21150.1, AT2G27040.1, AT2G32940.1	FBpp0294043, FBpp0086738, FBpp0086739, FBpp0086740
OG0000892	AT1G33040.1, AT4G10480.1, AT3G49470.2, AT5G13850.1, AT3G12390.1	FBpp0086973, FBpp0311394, FBpp0086971, FBpp0086972
OG0000893	AT3G16260.1, AT1G52160.1	FBpp0087449
OG0000895	AT5G48460.1, AT5G55400.1, AT4G26700.1, AT5G35700.1, AT2G04750.1	FBpp0074216, FBpp0074217, FBpp0074215
OG0000896	AT2G20420.1	FBpp0312600, FBpp0312599, FBpp0291001, FBpp0291000, FBpp0112118, FBpp0081437, FBpp0306436, FBpp0306437, FBpp0311088, FBpp0076840
OG0000898	AT2G28540.2, AT3G45630.1, AT5G60170.2	FBpp0293055, FBpp0079602, FBpp0079601, FBpp0079599, FBpp0079600, FBpp0079603, FBpp0304027, FBpp0304028, FBpp0304029, FBpp0293056, FBpp0079604
OG0000899	AT3G02460.1, AT5G15930.1	FBpp0289957, FBpp0073392, FBpp0073391, FBpp0304866, FBpp0289956
OG0000900	AT3G53410.1, AT5G03200.1, AT3G09770.1, AT3G06140.1, AT5G19080.1	FBpp0073674
OG0000901	AT3G57300.2	FBpp0083185
OG0000901	AT3G12810.1	FBpp0309691, FBpp0071529, FBpp0071528, FBpp0071530
OG0000902	AT4G05520.1, AT3G20290.1	FBpp0082295, FBpp0082123, FBpp0082124
OG0000903	AT5G67510.1, AT3G49910.1	FBpp0074833, FBpp0312574, FBpp0305858
OG0000904	AT4G15930.1	FBpp0070675, FBpp0070672, FBpp0070674, FBpp0294004, FBpp0077590, FBpp0077591, FBpp0297908
OG0000905	AT5G03415.1	FBpp0305354, FBpp0086853, FBpp0086854
OG0000906	AT5G19570.1	FBpp0111973, FBpp0087624
OG0000907	AT5G22770.1, AT5G22780.1	FBpp0088490, FBpp0088945
OG0000908	AT5G27380.1	FBpp0290191, FBpp0290196, FBpp0088741, FBpp0290201, FBpp0290195, FBpp0290193, FBpp0290198, FBpp0290192, FBpp0290199, FBpp0309328, FBpp0309327, FBpp0290197, FBpp0290194, FBpp0290200
OG0000909	AT5G51220.1	FBpp0076648
OG0000950	AT5G52790.1, AT2G14520.1, AT4G33700.1, AT1G47330.1, AT1G03270.1, AT4G14230.1, AT4G14240.1	FBpp0306957, FBpp0291436, FBpp0291437, FBpp0312292
OG0000951	AT1G54710.1, AT1G03380.1, AT5G54730.1	FBpp0294054, FBpp0294056, FBpp0305229, FBpp0294055, FBpp0294057
OG0000954	AT1G13560.1, AT3G25585.1	FBpp0305148, FBpp0086819, FBpp0297135, FBpp0086818
OG0000955	AT3G18220.1, AT1G15080.1, AT3G02600.1, AT2G01180.3	FBpp0078341, FBpp0078338, FBpp0288654
OG0000956	AT3G06170.1, AT1G16180.1	FBpp0302689, FBpp0303601, FBpp0302687, FBpp0075147, FBpp0302690, FBpp0302688
OG0000957	AT5G19720.1, AT1G25350.2	FBpp0084240
OG0000958	AT1G26100.1, AT5G38630.1, AT4G25570.2	FBpp0072783, FBpp0072785, FBpp0072784, FBpp0072786
OG0000959	AT2G28000.1, AT5G18820.1, AT1G55490.1, AT3G13470.1, AT5G56500.1, AT1G26230.1, AT3G13860.1, AT3G23990.1, AT2G33210.1	FBpp0077665, FBpp0080096, FBpp0080095, FBpp0078744, FBpp0078743, FBpp0078742, FBpp0073291, FBpp0073290
OG0000961	AT2G37090.1, AT1G27600.1	FBpp0070612, FBpp0075920, FBpp0297365, FBpp0099840, FBpp0075919, FBpp0297364
OG0000963	AT1G50500.2, AT1G50970.1	FBpp0077151
OG0000964	AT2G20770.1, AT1G52920.1, AT5G65280.1	FBpp0304657, FBpp0073287, FBpp0073285
OG0000965	AT5G10270.1, AT5G64960.1, AT1G53050.1	FBpp0071848, FBpp0304962, FBpp0078014, FBpp0078013
OG0000967	AT2G28450.1	FBpp0074808
OG0000968	AT2G37550.1, AT3G53710.1	FBpp0304398, FBpp0075713
OG0000969	AT3G55640.1, AT3G53940.1, AT2G37890.1, AT3G21390.2, AT5G48970.1	FBpp0081810, FBpp0081809, FBpp0293340
OG0000970	AT2G38280.1	FBpp0292384, FBpp0309387, FBpp0290268, FBpp0290266, FBpp0301184, FBpp0309386, FBpp0301185, FBpp0073664, FBpp0290267
OG0000971	AT4G39660.1, AT2G38400.2, AT3G08860.1	FBpp0075543, FBpp0312455, FBpp0112101, FBpp0078188
OG0000972	AT2G38560.1	FBpp0304751, FBpp0080281, FBpp0073866
OG0000973	AT3G09200.1, AT3G11250.1, AT2G40010.1	FBpp0306232, FBpp0078134
OG0000974	AT2G48060.2	FBpp0307175, FBpp0307171, FBpp0307173, FBpp0307169, FBpp0307168, FBpp0307176, FBpp0307170, FBpp0312565, FBpp0312564, FBpp0307172, FBpp0307174, FBpp0401450
OG0000975	AT5G17440.1, AT3G03340.2	FBpp0311537, FBpp0074941, FBpp0304226, FBpp0311214
OG0000976	AT5G26980.1, AT3G05710.2, AT4G02195.1	FBpp0077022
OG0000977	AT4G11060.1, AT3G18580.1	FBpp0082729
OG0000978	AT3G50690.1	FBpp0112004, FBpp0289639, FBpp0086002, FBpp0086001
OG0000979	AT3G60740.1	FBpp0077502
OG0000980	AT5G13840.1, AT4G11920.1, AT4G22910.1	FBpp0072055, FBpp0070654, FBpp0070655
OG0000980	AT4G33260.1, AT4G33270.1, AT5G27945.1, AT5G27080.1, AT5G26900.1, AT5G27570.1	FBpp0080391
OG0000982	AT4G39680.1	FBpp0080689, FBpp0080688, FBpp0307803
OG0000983	AT5G10350.1, AT5G65260.1, AT5G51120.2	FBpp0087863, FBpp0087864
OG0000984	AT5G17690.3	FBpp0083702, FBpp0078059
OG0000985	AT5G49970.1	FBpp0081246, FBpp0081245, FBpp0081244
OG0001019	AT1G02260.1	FBpp0077090, FBpp0077091, FBpp0077086, FBpp0077089, FBpp0307798, FBpp0077088, FBpp0311695, FBpp0077087, FBpp0307797, FBpp0077085, FBpp0072766, FBpp0099651, FBpp0085285, FBpp0075606
OG0001022	AT4G34370.1, AT2G16090.1, AT3G27720.1, AT3G27710.1	FBpp0076011, FBpp0076010, FBpp0088499, FBpp0305074, FBpp0089023, FBpp0297199, FBpp0305073, FBpp0088500
OG0001024	AT2G01130.1, AT1G48650.2, AT5G04895.1, AT2G35920.3, AT2G30800.1, AT1G06670.1	FBpp0308815, FBpp0073259, FBpp0080988, FBpp0307146
OG0001026	AT2G29900.1, AT1G08700.1	FBpp0077851, FBpp0305665, FBpp0077850, FBpp0305666, FBpp0113009
OG0001027	AT1G57610.1, AT1G09575.1, AT5G66650.1, AT2G23790.1, AT4G36820.1, AT5G42610.1	FBpp0076681, FBpp0076680, FBpp0076679, FBpp0076682, FBpp0310698, FBpp0300165, FBpp0300166, FBpp0076683
OG0001029	AT1G52660.1, AT3G15700.1, AT4G26090.1, AT4G27190.1, AT4G27220.2, AT5G47250.1, AT1G15890.1, AT1G51480.1, AT5G43730.1, AT5G43740.1, AT5G47260.1, AT5G05400.1, AT5G63020.1, AT1G61190.1, AT1G61180.2, AT1G61310.1, AT1G61300.1, AT1G12280.1, AT1G12210.1, AT1G12220.1, AT4G10780.1, AT1G12290.1, AT1G63360.1, AT1G62630.1, AT1G63350.2	FBpp0078487
OG0001031	AT1G15000.1	FBpp0083269, FBpp0083270, FBpp0291533
OG0001033	AT5G67520.1, AT3G03900.1, AT2G14750.1, AT4G39940.1, AT5G43780.1, AT4G14680.2, AT3G22890.1, AT1G19920.1	FBpp0074657, FBpp0074656, FBpp0074655, FBpp0074654, FBpp0304456, FBpp0110399, FBpp0304457, FBpp0074658
OG0001034	AT2G20990.3, AT1G20080.1, AT5G04220.2, AT2G21010.1, AT2G21040.1	FBpp0084032, FBpp0306444, FBpp0297166, FBpp0084031
OG0001035	AT3G20330.1	FBpp0088675, FBpp0309141, FBpp0309142
OG0001036	AT1G34340.1, AT5G49950.1, AT3G50790.1	FBpp0308454, FBpp0308453, FBpp0289417, FBpp0087661, FBpp0291658
OG0001038	AT3G17820.1, AT1G48470.1, AT5G16570.1, AT1G66200.3, AT5G37600.1, AT5G35630.1	FBpp0289795, FBpp0077774, FBpp0077773, FBpp0310163, FBpp0310164, FBpp0073345, FBpp0310162, FBpp0073344, FBpp0089332
OG0001039	AT1G50400.1, AT3G20000.1	FBpp0085338, FBpp0089237, FBpp0305890, FBpp0071031
OG0001040	AT1G58684.1, AT1G59359.1, AT1G58983.1, AT1G58380.1, AT2G41840.1, AT3G57490.1	FBpp0079500, FBpp0303531, FBpp0311561
OG0001041	AT2G05630.2, AT1G62040.1, AT4G21980.2, AT4G04620.1, AT3G60640.1, AT4G16520.1, AT2G45170.1	FBpp0312339, FBpp0082957, FBpp0312070, FBpp0312069, FBpp0071427
OG0001042	AT1G67070.1, AT3G02570.1	FBpp0081609
OG0001043	AT1G80930.1	FBpp0080638
OG0001044	AT5G26830.1	FBpp0312095, FBpp0079914, FBpp0079913, FBpp0079915
OG0001045	AT3G48350.1, AT3G48340.1, AT5G50260.1, AT2G22160.1, AT5G45890.1	FBpp0086718, FBpp0086719, FBpp0308977, FBpp0292990
OG0001046	AT4G36940.1, AT2G23420.1	FBpp0077168, FBpp0077169, FBpp0077172, FBpp0077171, FBpp0111933, FBpp0306840, FBpp0306839, FBpp0077170
OG0001047	AT2G27100.1	FBpp0302786, FBpp0085357, FBpp0085356, FBpp0085354, FBpp0302787, FBpp0302785
OG0001048	AT3G52590.1, AT2G36170.1	FBpp0077159, FBpp0306837
OG0001049	AT2G37160.2, AT3G53390.1	FBpp0084418, FBpp0308349
OG0001050	AT2G45290.1, AT3G60750.1	FBpp0081372, FBpp0081370, FBpp0081371, FBpp0074898
OG0001051	AT2G46900.1	FBpp0306074, FBpp0076407, FBpp0306682
OG0001052	AT5G17400.1, AT5G56450.1, AT5G13490.1, AT3G08580.1, AT4G28390.1	FBpp0073279, FBpp0073280, FBpp0073278, FBpp0073277, FBpp0312078, FBpp0073282, FBpp0073281, FBpp0306086
OG0001053	AT4G00651.1, AT3G56350.1, AT3G10920.1	FBpp0086226, FBpp0311603
OG0001054	AT3G16630.1, AT3G16060.1, AT4G15885.1	FBpp0073331, FBpp0073335, FBpp0073334, FBpp0073332, FBpp0073333, FBpp0312027, FBpp0071885
OG0001055	AT4G19540.1	FBpp0289153, FBpp0306285, FBpp0306286
OG0001056	AT3G29130.2	FBpp0075689, FBpp0304880
OG0001057	AT3G45100.1	FBpp0086042, FBpp0309242
OG0001058	AT4G05000.1, AT4G21560.1	FBpp0302051, FBpp0087901
OG0001059	AT5G12040.1	FBpp0081507
OG0001059	AT4G08790.1	FBpp0072385
OG0001060	AT5G41820.1, AT4G24490.1	FBpp0074587, FBpp0078483
OG0001061	AT4G37010.2	FBpp0080611, FBpp0304877, FBpp0304876, FBpp0304878
OG0001062	AT5G14950.1	FBpp0306417, FBpp0081509, FBpp0079343, FBpp0292117, FBpp0311424, FBpp0306660, FBpp0082633
OG0001063	AT5G36880.2	FBpp0078068, FBpp0078067, FBpp0305337
OG0001065	AT5G50230.1	FBpp0308289, FBpp0084894, FBpp0084895, FBpp0084896
OG0001103	AT5G63070.1, AT1G04270.1, AT5G09510.1, AT5G09500.1, AT1G33850.1, AT5G43640.1, AT5G09490.1	FBpp0086269, FBpp0086270
OG0001104	AT1G55650.1, AT3G13350.1, AT1G76110.1, AT1G04880.1	FBpp0071982, FBpp0071981, FBpp0309043, FBpp0309044, FBpp0309045
OG0001105	AT5G43670.1, AT2G21630.1, AT4G14160.1, AT3G23660.2, AT1G05520.1	FBpp0308424, FBpp0303346, FBpp0293334, FBpp0301949, FBpp0301099, FBpp0078359, FBpp0078360
