Orthogroup	human	yeast
OG0000315	ENSP00000387199, ENSP00000401705, ENSP00000397155, ENSP00000388738, ENSP00000379891, ENSP00000496031, ENSP00000410780, ENSP00000336666, ENSP00000399902, ENSP00000444957, ENSP00000328789, ENSP00000369645, ENSP00000389474, ENSP00000403498	YLR170C_mRNA
OG0000316	ENSP00000407684, ENSP00000398268, ENSP00000217320, ENSP00000473323, ENSP00000435104, ENSP00000297447, ENSP00000408659	YPL196W_mRNA
OG0000317	ENSP00000401309	YIL026C_mRNA
OG0000318	ENSP00000403279, ENSP00000222803, ENSP00000310935, ENSP00000438749, ENSP00000378046, ENSP00000398147	YDR519W_mRNA
OG0000318	ENSP00000446368, ENSP00000371134, ENSP00000371143, ENSP00000359693, ENSP00000371138, ENSP00000383003, ENSP00000370373, ENSP00000482758, ENSP00000370379, ENSP00000409863, ENSP00000406593	YNL135C_mRNA
OG0000319	ENSP00000494008	YIL038C_mRNA, YPR072W_mRNA
OG0000321	ENSP00000398326, ENSP00000486515, ENSP00000386849, ENSP00000387425, ENSP00000394284, ENSP00000406337, ENSP00000392603, ENSP00000295497, ENSP00000409798, ENSP00000410496, ENSP00000396867, ENSP00000411911, ENSP00000386322, ENSP00000386469, ENSP00000386470, ENSP00000386741, ENSP00000495614, ENSP00000222792	YDR379W_mRNA, YOR127W_mRNA
OG0000325	ENSP00000404756, ENSP00000371178, ENSP00000383990, ENSP00000468514, ENSP00000493741, ENSP00000494063, ENSP00000370707, ENSP00000370710, ENSP00000405739, ENSP00000400127, ENSP00000440656, ENSP00000445427, ENSP00000480642, ENSP00000440495, ENSP00000467678, ENSP00000159111, ENSP00000361473, ENSP00000491279, ENSP00000397239, ENSP00000334181, ENSP00000482224, ENSP00000460897	YER169W_mRNA, YDR096W_mRNA
OG0000326	ENSP00000417028, ENSP00000188790, ENSP00000485844, ENSP00000411391, ENSP00000353731, ENSP00000328226, ENSP00000397303, ENSP00000489584, ENSP00000488956, ENSP00000489259, ENSP00000385578, ENSP00000367001, ENSP00000489137, ENSP00000402499, ENSP00000391092, ENSP00000376854, ENSP00000386565, ENSP00000309066, ENSP00000387038, ENSP00000376855	YOR219C_mRNA, YHR028C_mRNA
OG0000327	ENSP00000440006, ENSP00000403956, ENSP00000444646, ENSP00000440226, ENSP00000441059, ENSP00000438631, ENSP00000394530, ENSP00000264644, ENSP00000479735, ENSP00000343656, ENSP00000415664, ENSP00000479340, ENSP00000384044, ENSP00000448619, ENSP00000373864, ENSP00000378764, ENSP00000448480, ENSP00000395708, ENSP00000384521, ENSP00000447691, ENSP00000380274, ENSP00000387104, ENSP00000380271, ENSP00000380276, ENSP00000440250, ENSP00000440135, ENSP00000438011	YAL024C_mRNA
OG0000328	ENSP00000350552, ENSP00000473326, ENSP00000448694, ENSP00000444163, ENSP00000447423, ENSP00000465122, ENSP00000467736, ENSP00000468036, ENSP00000465135, ENSP00000468561, ENSP00000464826, ENSP00000466890, ENSP00000467979, ENSP00000352076, ENSP00000466028, ENSP00000466177, ENSP00000306335, ENSP00000467166, ENSP00000254325, ENSP00000371434, ENSP00000482598, ENSP00000351574, ENSP00000400026, ENSP00000415594, ENSP00000464960	YLR176C_mRNA
OG0000329	ENSP00000391276, ENSP00000318676, ENSP00000387650, ENSP00000265440, ENSP00000377125, ENSP00000417432, ENSP00000384203, ENSP00000362124, ENSP00000406491, ENSP00000410391, ENSP00000343948, ENSP00000351742, ENSP00000230323, ENSP00000412551, ENSP00000383998, ENSP00000398639, ENSP00000411389, ENSP00000327867, ENSP00000324443, ENSP00000418845, ENSP00000494105, ENSP00000295600, ENSP00000391803, ENSP00000435909, ENSP00000377880, ENSP00000324246, ENSP00000407620	YBL103C_mRNA
OG0000339	ENSP00000488382, ENSP00000490920, ENSP00000325628, ENSP00000436500, ENSP00000402457, ENSP00000489896, ENSP00000494891, ENSP00000388458, ENSP00000432987, ENSP00000490062, ENSP00000434214, ENSP00000488714, ENSP00000488613, ENSP00000471290, ENSP00000474401, ENSP00000441032, ENSP00000439267, ENSP00000470220	YLR072W_mRNA, YFL042C_mRNA
OG0000343	ENSP00000218348, ENSP00000366311, ENSP00000280377, ENSP00000258123, ENSP00000341028, ENSP00000265560, ENSP00000399079, ENSP00000219689, ENSP00000461621, ENSP00000381863, ENSP00000401197, ENSP00000395260, ENSP00000303503, ENSP00000400090, ENSP00000381867, ENSP00000381870, ENSP00000381872, ENSP00000448372	YJL197W_mRNA
OG0000344	ENSP00000361638, ENSP00000361636	YBR109C_mRNA
OG0000345	ENSP00000494372, ENSP00000495371, ENSP00000494714, ENSP00000496532, ENSP00000383101, ENSP00000494484, ENSP00000496158, ENSP00000495338, ENSP00000496278, ENSP00000496281, ENSP00000496395, ENSP00000495496, ENSP00000494662, ENSP00000496630, ENSP00000371545, ENSP00000494879, ENSP00000410544, ENSP00000371546, ENSP00000383105, ENSP00000493489, ENSP00000494406, ENSP00000383108, ENSP00000496252, ENSP00000495917, ENSP00000383107, ENSP00000495544, ENSP00000496724, ENSP00000495655, ENSP00000440210, ENSP00000494700	YJR138W_mRNA
OG0000347	ENSP00000449973, ENSP00000476174, ENSP00000452878, ENSP00000453773, ENSP00000481787, ENSP00000362981, ENSP00000362979, ENSP00000448934, ENSP00000449531, ENSP00000449722, ENSP00000446838, ENSP00000448121, ENSP00000449580, ENSP00000447747, ENSP00000384970, ENSP00000383031, ENSP00000449501, ENSP00000385206, ENSP00000343969, ENSP00000339631, ENSP00000384133, ENSP00000327959, ENSP00000483499, ENSP00000450025, ENSP00000449287	YPL177C_mRNA, YGL096W_mRNA
OG0000355	ENSP00000435414, ENSP00000463749, ENSP00000454400, ENSP00000419220, ENSP00000457337, ENSP00000437010, ENSP00000461962, ENSP00000403809, ENSP00000389840, ENSP00000409468, ENSP00000463617, ENSP00000464606, ENSP00000463412, ENSP00000463789, ENSP00000463231, ENSP00000431340, ENSP00000434231, ENSP00000431494, ENSP00000420232, ENSP00000435784, ENSP00000393445, ENSP00000415294, ENSP00000406849, ENSP00000406310, ENSP00000413269, ENSP00000406211, ENSP00000387458, ENSP00000401120, ENSP00000387397, ENSP00000409866, ENSP00000405530, ENSP00000463303, ENSP00000463117, ENSP00000412179, ENSP00000408136, ENSP00000402188, ENSP00000403531, ENSP00000398538, ENSP00000400820, ENSP00000379194, ENSP00000398373, ENSP00000391394	YDL154W_mRNA
OG0000359	ENSP00000436807, ENSP00000431217, ENSP00000432095, ENSP00000378507, ENSP00000314380, ENSP00000432706, ENSP00000435901, ENSP00000449957, ENSP00000446771, ENSP00000450132, ENSP00000447715, ENSP00000449360, ENSP00000449711, ENSP00000321951, ENSP00000444639	YNL305C_mRNA
OG0000360	ENSP00000438593, ENSP00000261192, ENSP00000440817, ENSP00000443459, ENSP00000339805, ENSP00000440827, ENSP00000481749, ENSP00000440973, ENSP00000470680, ENSP00000469139, ENSP00000470216, ENSP00000322991, ENSP00000385161, ENSP00000469651	YHR208W_mRNA, YJR148W_mRNA
OG0000363	ENSP00000376077, ENSP00000387204, ENSP00000386296, ENSP00000386753, ENSP00000376076, ENSP00000376075, ENSP00000386267, ENSP00000386472, ENSP00000405965, ENSP00000318635, ENSP00000409666, ENSP00000330343, ENSP00000380990, ENSP00000380995, ENSP00000400886, ENSP00000461997	YDR510W_mRNA
OG0000364	ENSP00000216024, ENSP00000412703, ENSP00000391385, ENSP00000477737, ENSP00000410808	YER179W_mRNA
OG0000364	ENSP00000433924, ENSP00000372088, ENSP00000454176, ENSP00000431864, ENSP00000432759, ENSP00000406602, ENSP00000493712, ENSP00000267868	YER095W_mRNA
OG0000365	ENSP00000495358, ENSP00000421576, ENSP00000494297, ENSP00000493611, ENSP00000407105, ENSP00000424516, ENSP00000493630, ENSP00000494569, ENSP00000494296, ENSP00000230771, ENSP00000494965, ENSP00000493571, ENSP00000423616, ENSP00000495350, ENSP00000496011, ENSP00000425695, ENSP00000494140, ENSP00000494742, ENSP00000430063, ENSP00000425889, ENSP00000411085, ENSP00000393244, ENSP00000304668, ENSP00000411511, ENSP00000387893, ENSP00000495156, ENSP00000425634	YPR033C_mRNA
OG0000369	ENSP00000417425, ENSP00000420427	YPL115C_mRNA
OG0000369	ENSP00000424256, ENSP00000249601, ENSP00000412461, ENSP00000363287, ENSP00000410054, ENSP00000422868, ENSP00000363285, ENSP00000416701, ENSP00000422663, ENSP00000417283, ENSP00000417139, ENSP00000386241, ENSP00000386863, ENSP00000417467, ENSP00000417818, ENSP00000420583, ENSP00000386911, ENSP00000423206, ENSP00000426105, ENSP00000378611, ENSP00000264343, ENSP00000425589, ENSP00000378610	YOR134W_mRNA, YDR389W_mRNA
OG0000370	ENSP00000413068	YDR481C_mRNA
OG0000374	ENSP00000371618, ENSP00000412242, ENSP00000489271, ENSP00000489504, ENSP00000413057, ENSP00000387486, ENSP00000489204, ENSP00000371620, ENSP00000305411, ENSP00000489615, ENSP00000489168, ENSP00000489212, ENSP00000489388, ENSP00000401096, ENSP00000489433, ENSP00000371621, ENSP00000492585, ENSP00000324770, ENSP00000489302, ENSP00000489473	YGR056W_mRNA, YLR357W_mRNA
OG0000378	ENSP00000367195, ENSP00000367196, ENSP00000478768	YKR013W_mRNA, YJL079C_mRNA, YJL078C_mRNA
OG0000379	ENSP00000414720, ENSP00000407715, ENSP00000393236, ENSP00000394779, ENSP00000412369, ENSP00000399966, ENSP00000387914, ENSP00000399302, ENSP00000407364, ENSP00000410530, ENSP00000383501, ENSP00000395065, ENSP00000352333, ENSP00000410954, ENSP00000396661, ENSP00000373108, ENSP00000405264, ENSP00000365978, ENSP00000365981, ENSP00000413265, ENSP00000383503, ENSP00000383500, ENSP00000397636, ENSP00000410127, ENSP00000416599, ENSP00000331111, ENSP00000391809, ENSP00000402198, ENSP00000405636, ENSP00000414110, ENSP00000395397, ENSP00000396922	YJR063W_mRNA
OG0000381	ENSP00000413955, ENSP00000403499, ENSP00000389092, ENSP00000326348, ENSP00000398382, ENSP00000325945, ENSP00000297477, ENSP00000488878, ENSP00000354441, ENSP00000355210, ENSP00000421159, ENSP00000425940, ENSP00000296582	YKR051W_mRNA
OG0000382	ENSP00000390246, ENSP00000404101, ENSP00000416566, ENSP00000400978, ENSP00000411819, ENSP00000403686, ENSP00000372700, ENSP00000407093, ENSP00000391735, ENSP00000372701, ENSP00000410656, ENSP00000363809, ENSP00000363807, ENSP00000413027, ENSP00000414145, ENSP00000389623, ENSP00000403583, ENSP00000416439, ENSP00000434290, ENSP00000434684, ENSP00000346956, ENSP00000354689	YIL023C_mRNA
OG0000383	ENSP00000431087, ENSP00000430636, ENSP00000324105, ENSP00000430055, ENSP00000495530, ENSP00000493526, ENSP00000234590, ENSP00000438873, ENSP00000437402, ENSP00000229277, ENSP00000438062, ENSP00000441490	YMR323W_mRNA, YOR393W_mRNA, YPL281C_mRNA, YHR174W_mRNA, YGR254W_mRNA
OG0000384	ENSP00000473256	YOR061W_mRNA, YIL035C_mRNA
OG0000387	ENSP00000298510	YML028W_mRNA, YDR453C_mRNA
OG0000388	ENSP00000372398, ENSP00000479681, ENSP00000219479, ENSP00000395605, ENSP00000405925, ENSP00000455435, ENSP00000219302, ENSP00000425581, ENSP00000426901, ENSP00000421064, ENSP00000376886, ENSP00000426976, ENSP00000365572, ENSP00000451932, ENSP00000376889, ENSP00000429318, ENSP00000412039, ENSP00000387682, ENSP00000376880, ENSP00000435498, ENSP00000428553, ENSP00000376892, ENSP00000013034, ENSP00000337060	YKL067W_mRNA
OG0000389	ENSP00000469448, ENSP00000341091, ENSP00000470092, ENSP00000469158, ENSP00000245222, ENSP00000471205, ENSP00000472983, ENSP00000471111, ENSP00000471180, ENSP00000470679, ENSP00000468547, ENSP00000376285, ENSP00000465726, ENSP00000440970, ENSP00000313681, ENSP00000465002, ENSP00000466422	YOR171C_mRNA, YLR260W_mRNA
OG0000390	ENSP00000344871, ENSP00000481682, ENSP00000494550, ENSP00000288235, ENSP00000393392, ENSP00000300119, ENSP00000452229, ENSP00000451033, ENSP00000341903, ENSP00000444076, ENSP00000439182, ENSP00000496954, ENSP00000352834, ENSP00000412197, ENSP00000496799, ENSP00000354283, ENSP00000459174, ENSP00000493973, ENSP00000459271	YKL129C_mRNA, YMR109W_mRNA
OG0000391	ENSP00000325662, ENSP00000352182, ENSP00000391329, ENSP00000434799, ENSP00000436598, ENSP00000423511, ENSP00000432416, ENSP00000464781, ENSP00000467790, ENSP00000494768, ENSP00000496002, ENSP00000495290, ENSP00000496528, ENSP00000464773, ENSP00000432250, ENSP00000473457, ENSP00000473414, ENSP00000436024, ENSP00000433972, ENSP00000433147, ENSP00000342610, ENSP00000431362, ENSP00000436338, ENSP00000432790, ENSP00000435201, ENSP00000432931, ENSP00000262365, ENSP00000494953, ENSP00000494637, ENSP00000389710, ENSP00000468599, ENSP00000432491, ENSP00000407067, ENSP00000311330, ENSP00000398502, ENSP00000444227	YJR129C_mRNA
OG0000392	ENSP00000355117, ENSP00000378327, ENSP00000457586, ENSP00000455709, ENSP00000456783, ENSP00000456482, ENSP00000378332, ENSP00000395536, ENSP00000443887, ENSP00000267257, ENSP00000443745, ENSP00000391283, ENSP00000228307, ENSP00000461855, ENSP00000431284, ENSP00000378512	YDL240W_mRNA
OG0000394	ENSP00000485033, ENSP00000280333, ENSP00000387036, ENSP00000429737, ENSP00000276440, ENSP00000414125, ENSP00000256935, ENSP00000429283, ENSP00000428850, ENSP00000412834, ENSP00000440944, ENSP00000404179, ENSP00000410746, ENSP00000397412, ENSP00000266037, ENSP00000403504, ENSP00000406298, ENSP00000406468, ENSP00000393486	YLR422W_mRNA
OG0000396	ENSP00000388879, ENSP00000401012, ENSP00000382888, ENSP00000403402, ENSP00000400861, ENSP00000364678, ENSP00000399344, ENSP00000372863, ENSP00000400838, ENSP00000364680, ENSP00000411035, ENSP00000401424, ENSP00000413358, ENSP00000392305, ENSP00000372864, ENSP00000406110, ENSP00000416957, ENSP00000396119, ENSP00000364687, ENSP00000379078, ENSP00000398286, ENSP00000408583, ENSP00000414377, ENSP00000382886, ENSP00000397323, ENSP00000408266, ENSP00000412353, ENSP00000416771, ENSP00000392520, ENSP00000401785, ENSP00000392729, ENSP00000401428	YMR068W_mRNA
OG0000400	ENSP00000409326, ENSP00000298159, ENSP00000452451, ENSP00000452188, ENSP00000340635, ENSP00000434355, ENSP00000246069, ENSP00000476975, ENSP00000432153, ENSP00000433308, ENSP00000436899, ENSP00000432226, ENSP00000433910, ENSP00000432155, ENSP00000433131, ENSP00000431696, ENSP00000436431, ENSP00000309629, ENSP00000432660	YLL050C_mRNA
OG0000402	ENSP00000262971, ENSP00000358304, ENSP00000376765, ENSP00000376766, ENSP00000438574, ENSP00000249636, ENSP00000479025, ENSP00000317163, ENSP00000443238, ENSP00000465676	YOR156C_mRNA, YDR409W_mRNA
OG0000403	ENSP00000399494, ENSP00000359799, ENSP00000254322, ENSP00000404079, ENSP00000413684, ENSP00000441999, ENSP00000312517, ENSP00000344431	YNL007C_mRNA
OG0000404	ENSP00000447102, ENSP00000446984, ENSP00000447482, ENSP00000494001	YOL122C_mRNA, YLR034C_mRNA, YHR050W_mRNA
OG0000405	ENSP00000430491	YGL087C_mRNA
OG0000406	ENSP00000396266, ENSP00000359297, ENSP00000391854, ENSP00000435999, ENSP00000388292, ENSP00000358424, ENSP00000445122, ENSP00000358421, ENSP00000432268, ENSP00000297679	YGL001C_mRNA
OG0000407	ENSP00000491283, ENSP00000492275, ENSP00000492146, ENSP00000492278, ENSP00000394559, ENSP00000492830, ENSP00000492669, ENSP00000491432, ENSP00000458154, ENSP00000492736, ENSP00000491253, ENSP00000491785, ENSP00000491266, ENSP00000491399, ENSP00000225567, ENSP00000492206, ENSP00000461784, ENSP00000461460, ENSP00000491100, ENSP00000491135, ENSP00000492544, ENSP00000461673, ENSP00000491979, ENSP00000491946, ENSP00000492524, ENSP00000492751, ENSP00000491961, ENSP00000492548, ENSP00000491361, ENSP00000492139, ENSP00000492565, ENSP00000491859, ENSP00000492607	YLR078C_mRNA
OG0000408	ENSP00000345752, ENSP00000343737, ENSP00000376915, ENSP00000386882, ENSP00000396020, ENSP00000434105, ENSP00000434514, ENSP00000414178, ENSP00000359417, ENSP00000359423, ENSP00000180173, ENSP00000429733, ENSP00000363985, ENSP00000371221	YJR110W_mRNA
OG0000409	ENSP00000431894, ENSP00000411558, ENSP00000437087, ENSP00000350267, ENSP00000413022, ENSP00000436504, ENSP00000345419, ENSP00000434501, ENSP00000416842, ENSP00000398863, ENSP00000373340, ENSP00000410210, ENSP00000402485, ENSP00000410042, ENSP00000385858, ENSP00000388027, ENSP00000216267, ENSP00000384076	YPR031W_mRNA
OG0000410	ENSP00000328694, ENSP00000479647	YFL034C-B_mRNA
OG0000410	ENSP00000427216, ENSP00000379366, ENSP00000310189, ENSP00000379364	YIL106W_mRNA
OG0000411	ENSP00000430373, ENSP00000389551, ENSP00000430908, ENSP00000428029, ENSP00000429006, ENSP00000428519, ENSP00000428977, ENSP00000428845, ENSP00000022615, ENSP00000298468, ENSP00000443092, ENSP00000361686, ENSP00000361635, ENSP00000344876, ENSP00000401492, ENSP00000378484, ENSP00000378487, ENSP00000265333, ENSP00000390129	YIL114C_mRNA, YNL055C_mRNA
OG0000413	ENSP00000325917, ENSP00000441944, ENSP00000367131, ENSP00000437458, ENSP00000262545, ENSP00000365958, ENSP00000465102, ENSP00000466742, ENSP00000300954, ENSP00000483552, ENSP00000484952, ENSP00000268171, ENSP00000453942, ENSP00000491453, ENSP00000421600	YNL238W_mRNA
OG0000419	ENSP00000455355, ENSP00000380511, ENSP00000380514, ENSP00000455970, ENSP00000455422, ENSP00000374353, ENSP00000456390, ENSP00000341952, ENSP00000456978	YDR272W_mRNA, YOR040W_mRNA
OG0000421	ENSP00000395449, ENSP00000416739	YMR190C_mRNA
OG0000422	ENSP00000355325, ENSP00000392693, ENSP00000408825, ENSP00000412618, ENSP00000364015, ENSP00000407539, ENSP00000414731, ENSP00000397057, ENSP00000372725, ENSP00000364016, ENSP00000404585, ENSP00000394155, ENSP00000402406, ENSP00000406797, ENSP00000414770, ENSP00000378748, ENSP00000404615, ENSP00000406913, ENSP00000410205, ENSP00000382538, ENSP00000394090, ENSP00000401868, ENSP00000396430, ENSP00000406878, ENSP00000372723	YPR103W_mRNA
OG0000423	ENSP00000355279, ENSP00000429093, ENSP00000430215, ENSP00000428090, ENSP00000429108, ENSP00000428576, ENSP00000428550, ENSP00000430160, ENSP00000428147, ENSP00000384747, ENSP00000429394, ENSP00000430833, ENSP00000430493, ENSP00000285896, ENSP00000428305, ENSP00000428565, ENSP00000431034, ENSP00000429576, ENSP00000429882, ENSP00000428359	YNR052C_mRNA
OG0000424	ENSP00000463233, ENSP00000308012, ENSP00000361949, ENSP00000361948, ENSP00000361947, ENSP00000361953, ENSP00000281589, ENSP00000429594, ENSP00000429395, ENSP00000313007, ENSP00000478108, ENSP00000217074, ENSP00000445661, ENSP00000217073, ENSP00000255136	YER165W_mRNA
OG0000425	ENSP00000441650, ENSP00000494941, ENSP00000312274, ENSP00000481483, ENSP00000437623, ENSP00000440722, ENSP00000404903, ENSP00000496162, ENSP00000442620, ENSP00000445843, ENSP00000496008, ENSP00000494265, ENSP00000347324	YCL033C_mRNA
OG0000426	ENSP00000378514, ENSP00000327255, ENSP00000314850, ENSP00000390087, ENSP00000387287, ENSP00000497083, ENSP00000386982, ENSP00000326089, ENSP00000282412, ENSP00000367813	YER089C_mRNA, YBL056W_mRNA
OG0000429	ENSP00000411602, ENSP00000402926, ENSP00000332721, ENSP00000384827, ENSP00000403645, ENSP00000391262, ENSP00000382706, ENSP00000389797, ENSP00000381122, ENSP00000385662, ENSP00000415450, ENSP00000395816, ENSP00000403432, ENSP00000396182, ENSP00000402966, ENSP00000413850	YGR127W_mRNA
OG0000431	ENSP00000381929, ENSP00000494897, ENSP00000494536, ENSP00000494544, ENSP00000495571, ENSP00000496748, ENSP00000494572, ENSP00000493627, ENSP00000495908, ENSP00000340373, ENSP00000381932, ENSP00000495632, ENSP00000342690, ENSP00000495596, ENSP00000493653, ENSP00000487539, ENSP00000403182, ENSP00000486839, ENSP00000487313, ENSP00000472941, ENSP00000221803, ENSP00000486377, ENSP00000469863, ENSP00000485915, ENSP00000312789	YJL141C_mRNA
OG0000432	ENSP00000423060, ENSP00000426191, ENSP00000480786, ENSP00000482371, ENSP00000479160, ENSP00000478167, ENSP00000484854, ENSP00000477996, ENSP00000346938, ENSP00000303134, ENSP00000482775, ENSP00000311227, ENSP00000355226, ENSP00000346271, ENSP00000427743, ENSP00000350725, ENSP00000481388, ENSP00000480230, ENSP00000425005, ENSP00000482765, ENSP00000282891, ENSP00000483115, ENSP00000477962, ENSP00000484227, ENSP00000370151, ENSP00000483809, ENSP00000424696, ENSP00000481820, ENSP00000424289, ENSP00000427673, ENSP00000480453, ENSP00000478321	YER173W_mRNA
OG0000434	ENSP00000388501, ENSP00000493651, ENSP00000494551, ENSP00000494417, ENSP00000359142, ENSP00000496374, ENSP00000495617, ENSP00000489217, ENSP00000494661, ENSP00000354916, ENSP00000336739, ENSP00000396951, ENSP00000400480, ENSP00000364389, ENSP00000364390, ENSP00000497792, ENSP00000497679, ENSP00000420572, ENSP00000413940, ENSP00000364388, ENSP00000417897	YFR028C_mRNA
OG0000435	ENSP00000489264, ENSP00000440515, ENSP00000398822, ENSP00000489257, ENSP00000489063, ENSP00000370593, ENSP00000438164, ENSP00000489439, ENSP00000348812, ENSP00000465443, ENSP00000327313, ENSP00000262963, ENSP00000418112, ENSP00000295874.10	YDL230W_mRNA
OG0000436	ENSP00000431541, ENSP00000433211, ENSP00000431906, ENSP00000278568, ENSP00000433423, ENSP00000348696, ENSP00000314067, ENSP00000484798, ENSP00000429113, ENSP00000389172, ENSP00000353864, ENSP00000428921, ENSP00000262836, ENSP00000361080, ENSP00000401982, ENSP00000361077, ENSP00000410853	YHL007C_mRNA, YNL298W_mRNA
OG0000437	ENSP00000344504, ENSP00000341214, ENSP00000330074, ENSP00000339566, ENSP00000244534, ENSP00000307705, ENSP00000244573	YPL127C_mRNA
OG0000445	ENSP00000454191, ENSP00000453351, ENSP00000453738, ENSP00000453432, ENSP00000453625, ENSP00000494546, ENSP00000492191, ENSP00000453231, ENSP00000408880, ENSP00000453972, ENSP00000331310, ENSP00000368850, ENSP00000452717, ENSP00000452808, ENSP00000416120, ENSP00000410532, ENSP00000394417, ENSP00000415476, ENSP00000353643, ENSP00000391969, ENSP00000454030	YPR023C_mRNA
OG0000446	ENSP00000397647, ENSP00000436710, ENSP00000409219, ENSP00000361754, ENSP00000434404, ENSP00000433820, ENSP00000408315, ENSP00000416403, ENSP00000408867, ENSP00000361737, ENSP00000414299, ENSP00000404427, ENSP00000361738, ENSP00000361734, ENSP00000396620, ENSP00000312617, ENSP00000361736, ENSP00000433413	YOR358W_mRNA
OG0000448	ENSP00000355823, ENSP00000355822, ENSP00000355821, ENSP00000420443, ENSP00000452466, ENSP00000433896, ENSP00000435537, ENSP00000451640, ENSP00000432177, ENSP00000310003, ENSP00000272133, ENSP00000378940, ENSP00000452457, ENSP00000451852, ENSP00000216416, ENSP00000451142	YGL054C_mRNA, YBR210W_mRNA
OG0000449	ENSP00000403573, ENSP00000431009, ENSP00000358082, ENSP00000430969, ENSP00000354838, ENSP00000413751, ENSP00000399567, ENSP00000358089, ENSP00000394902, ENSP00000401371, ENSP00000282574, ENSP00000404023	YNL016W_mRNA
OG0000450	ENSP00000269159, ENSP00000408526, ENSP00000429735, ENSP00000430283, ENSP00000429322, ENSP00000430081, ENSP00000311803, ENSP00000429516, ENSP00000428425, ENSP00000428812, ENSP00000428594, ENSP00000256108	YHR046C_mRNA, YDR287W_mRNA
OG0000453	ENSP00000437198	YNL097C_mRNA, YHR090C_mRNA, YOR064C_mRNA
OG0000454	ENSP00000392754, ENSP00000401700, ENSP00000408764	YMR287C_mRNA
OG0000454	ENSP00000436350, ENSP00000440058, ENSP00000367011, ENSP00000366997	YOL021C_mRNA
OG0000454	ENSP00000321711, ENSP00000321583, ENSP00000415419, ENSP00000315569, ENSP00000374655, ENSP00000273009, ENSP00000386799	YDR293C_mRNA
OG0000455	ENSP00000299767, ENSP00000335153, ENSP00000216281, ENSP00000481908, ENSP00000360609, ENSP00000325875, ENSP00000360709	YMR186W_mRNA, YPL240C_mRNA
OG0000457	ENSP00000407734, ENSP00000432978, ENSP00000433108, ENSP00000486229, ENSP00000433210, ENSP00000437070, ENSP00000437305, ENSP00000434433, ENSP00000486339, ENSP00000434022, ENSP00000400226, ENSP00000434442, ENSP00000403520, ENSP00000263245, ENSP00000403995, ENSP00000388791, ENSP00000435488, ENSP00000437194, ENSP00000431939, ENSP00000431684, ENSP00000434809, ENSP00000434487	YER122C_mRNA
OG0000458	ENSP00000364721, ENSP00000466871, ENSP00000468904, ENSP00000468588, ENSP00000300249, ENSP00000407723, ENSP00000396074, ENSP00000464921, ENSP00000446343, ENSP00000465939, ENSP00000468216, ENSP00000391705, ENSP00000383915, ENSP00000497057, ENSP00000385715, ENSP00000233121	YER016W_mRNA
OG0000459	ENSP00000467590, ENSP00000488174, ENSP00000488465, ENSP00000466851, ENSP00000487801, ENSP00000495129, ENSP00000488493, ENSP00000487666, ENSP00000488850, ENSP00000488295, ENSP00000465858, ENSP00000405573, ENSP00000467670, ENSP00000493517, ENSP00000348877	YBR196C_mRNA
OG0000464	ENSP00000456414, ENSP00000490933, ENSP00000454253, ENSP00000350523, ENSP00000455387, ENSP00000454229, ENSP00000490709, ENSP00000489627, ENSP00000454466, ENSP00000490283, ENSP00000379014, ENSP00000350457, ENSP00000347660, ENSP00000489841, ENSP00000490105, ENSP00000353073, ENSP00000456117, ENSP00000490880, ENSP00000489952, ENSP00000454680, ENSP00000490758, ENSP00000489824, ENSP00000490394, ENSP00000486616, ENSP00000353116, ENSP00000329171, ENSP00000456122, ENSP00000490363, ENSP00000490155	YJL059W_mRNA
OG0000469	ENSP00000479654, ENSP00000379671, ENSP00000379667, ENSP00000479576, ENSP00000477766, ENSP00000480422, ENSP00000478156, ENSP00000478622, ENSP00000305524, ENSP00000480964, ENSP00000481374, ENSP00000480899, ENSP00000481068, ENSP00000480503, ENSP00000481639, ENSP00000482527, ENSP00000482084, ENSP00000484865, ENSP00000483266, ENSP00000484465, ENSP00000484964, ENSP00000484225, ENSP00000484694, ENSP00000483436	YAR008W_mRNA
OG0000477	ENSP00000264414, ENSP00000400935, ENSP00000387200, ENSP00000386525, ENSP00000477851, ENSP00000343601	YGR003W_mRNA
OG0000478	ENSP00000464887, ENSP00000431229, ENSP00000375809, ENSP00000375805, ENSP00000465593, ENSP00000375808	YER171W_mRNA
OG0000481	ENSP00000381301, ENSP00000222330, ENSP00000412663, ENSP00000497956, ENSP00000324806, ENSP00000264235	YDL079C_mRNA, YMR139W_mRNA
OG0000482	ENSP00000318687, ENSP00000396090, ENSP00000408991, ENSP00000487365, ENSP00000369768, ENSP00000427305, ENSP00000422482, ENSP00000425645, ENSP00000296464, ENSP00000478102, ENSP00000481686, ENSP00000302961	YPL106C_mRNA, YBR169C_mRNA
OG0000484	ENSP00000437914, ENSP00000394408, ENSP00000405358, ENSP00000444136, ENSP00000387143, ENSP00000263331	YPR010C_mRNA
OG0000484	ENSP00000445721, ENSP00000448398, ENSP00000228347	YOR207C_mRNA
OG0000484	ENSP00000491706, ENSP00000391096, ENSP00000391452, ENSP00000370625, ENSP00000312735	YOR151C_mRNA
OG0000485	ENSP00000412079, ENSP00000414440, ENSP00000413906, ENSP00000443510, ENSP00000381135, ENSP00000381138, ENSP00000381140, ENSP00000332989, ENSP00000291572, ENSP00000355872, ENSP00000413901, ENSP00000314036, ENSP00000400211	YBR042C_mRNA, YDR018C_mRNA
