Orthogroup	human	neurospora
OG0000392	ENSP00000437094	EAA34836
OG0000392	ENSP00000355117, ENSP00000378327, ENSP00000457586, ENSP00000455709, ENSP00000456783, ENSP00000456482, ENSP00000378332, ENSP00000395536, ENSP00000443887, ENSP00000267257, ENSP00000443745, ENSP00000391283, ENSP00000228307, ENSP00000461855, ENSP00000431284, ENSP00000378512	EAA36226
OG0000393	ENSP00000477646, ENSP00000419252, ENSP00000392438, ENSP00000419624, ENSP00000477155, ENSP00000370524, ENSP00000320768, ENSP00000370527, ENSP00000417926, ENSP00000382214, ENSP00000305223, ENSP00000360425, ENSP00000329454, ENSP00000384317, ENSP00000479300, ENSP00000445401, ENSP00000414447, ENSP00000486836, ENSP00000478174, ENSP00000484519, ENSP00000437338, ENSP00000409540, ENSP00000363516	EAA27717
OG0000394	ENSP00000485033, ENSP00000280333, ENSP00000387036, ENSP00000429737, ENSP00000276440, ENSP00000414125, ENSP00000256935, ENSP00000429283, ENSP00000428850, ENSP00000412834, ENSP00000440944, ENSP00000404179, ENSP00000410746, ENSP00000397412, ENSP00000266037, ENSP00000403504, ENSP00000406298, ENSP00000406468, ENSP00000393486	ESA43744
OG0000400	ENSP00000409326, ENSP00000298159, ENSP00000452451, ENSP00000452188, ENSP00000340635, ENSP00000434355, ENSP00000246069, ENSP00000476975, ENSP00000432153, ENSP00000433308, ENSP00000436899, ENSP00000432226, ENSP00000433910, ENSP00000432155, ENSP00000433131, ENSP00000431696, ENSP00000436431, ENSP00000309629, ENSP00000432660	ESA43659
OG0000402	ENSP00000262971, ENSP00000358304, ENSP00000376765, ENSP00000376766, ENSP00000438574, ENSP00000249636, ENSP00000479025, ENSP00000317163, ENSP00000443238, ENSP00000465676	ESA43205
OG0000403	ENSP00000399494, ENSP00000359799, ENSP00000254322, ENSP00000404079, ENSP00000413684, ENSP00000441999, ENSP00000312517, ENSP00000344431	EAA32272
OG0000404	ENSP00000447102, ENSP00000446984, ENSP00000447482, ENSP00000494001	EAA29807, EAA34182
OG0000405	ENSP00000430491	EDO65150
OG0000406	ENSP00000396266, ENSP00000359297, ENSP00000391854, ENSP00000435999, ENSP00000388292, ENSP00000358424, ENSP00000445122, ENSP00000358421, ENSP00000432268, ENSP00000297679	EAA36230
OG0000407	ENSP00000491283, ENSP00000492275, ENSP00000492146, ENSP00000492278, ENSP00000394559, ENSP00000492830, ENSP00000492669, ENSP00000491432, ENSP00000458154, ENSP00000492736, ENSP00000491253, ENSP00000491785, ENSP00000491266, ENSP00000491399, ENSP00000225567, ENSP00000492206, ENSP00000461784, ENSP00000461460, ENSP00000491100, ENSP00000491135, ENSP00000492544, ENSP00000461673, ENSP00000491979, ENSP00000491946, ENSP00000492524, ENSP00000492751, ENSP00000491961, ENSP00000492548, ENSP00000491361, ENSP00000492139, ENSP00000492565, ENSP00000491859, ENSP00000492607	EAA30155
OG0000408	ENSP00000345752, ENSP00000343737, ENSP00000376915, ENSP00000386882, ENSP00000396020, ENSP00000434105, ENSP00000434514, ENSP00000414178, ENSP00000359417, ENSP00000359423, ENSP00000180173, ENSP00000429733, ENSP00000363985, ENSP00000371221	ESA43397
OG0000409	ENSP00000431894, ENSP00000411558, ENSP00000437087, ENSP00000350267, ENSP00000413022, ENSP00000436504, ENSP00000345419, ENSP00000434501, ENSP00000416842, ENSP00000398863, ENSP00000373340, ENSP00000410210, ENSP00000402485, ENSP00000410042, ENSP00000385858, ENSP00000388027, ENSP00000216267, ENSP00000384076	EAA26920
OG0000411	ENSP00000430373, ENSP00000389551, ENSP00000430908, ENSP00000428029, ENSP00000429006, ENSP00000428519, ENSP00000428977, ENSP00000428845, ENSP00000022615, ENSP00000298468, ENSP00000443092, ENSP00000361686, ENSP00000361635, ENSP00000344876, ENSP00000401492, ENSP00000378484, ENSP00000378487, ENSP00000265333, ENSP00000390129	EAA31714
OG0000413	ENSP00000325917, ENSP00000441944, ENSP00000367131, ENSP00000437458, ENSP00000262545, ENSP00000365958, ENSP00000465102, ENSP00000466742, ENSP00000300954, ENSP00000483552, ENSP00000484952, ENSP00000268171, ENSP00000453942, ENSP00000491453, ENSP00000421600	ESA44062
OG0000419	ENSP00000455355, ENSP00000380511, ENSP00000380514, ENSP00000455970, ENSP00000455422, ENSP00000374353, ENSP00000456390, ENSP00000341952, ENSP00000456978	ESA42451
OG0000421	ENSP00000462547, ENSP00000341983, ENSP00000462248, ENSP00000414933, ENSP00000317636, ENSP00000394820, ENSP00000463701, ENSP00000463099	ESA43524
OG0000421	ENSP00000395449, ENSP00000416739	EAA34794
OG0000422	ENSP00000355325, ENSP00000392693, ENSP00000408825, ENSP00000412618, ENSP00000364015, ENSP00000407539, ENSP00000414731, ENSP00000397057, ENSP00000372725, ENSP00000364016, ENSP00000404585, ENSP00000394155, ENSP00000402406, ENSP00000406797, ENSP00000414770, ENSP00000378748, ENSP00000404615, ENSP00000406913, ENSP00000410205, ENSP00000382538, ENSP00000394090, ENSP00000401868, ENSP00000396430, ENSP00000406878, ENSP00000372723	EAA34715
OG0000423	ENSP00000355279, ENSP00000429093, ENSP00000430215, ENSP00000428090, ENSP00000429108, ENSP00000428576, ENSP00000428550, ENSP00000430160, ENSP00000428147, ENSP00000384747, ENSP00000429394, ENSP00000430833, ENSP00000430493, ENSP00000285896, ENSP00000428305, ENSP00000428565, ENSP00000431034, ENSP00000429576, ENSP00000429882, ENSP00000428359	EAA29793
OG0000424	ENSP00000463233, ENSP00000308012, ENSP00000361949, ENSP00000361948, ENSP00000361947, ENSP00000361953, ENSP00000281589, ENSP00000429594, ENSP00000429395, ENSP00000313007, ENSP00000478108, ENSP00000217074, ENSP00000445661, ENSP00000217073, ENSP00000255136	EAA31189
OG0000425	ENSP00000441650, ENSP00000494941, ENSP00000312274, ENSP00000481483, ENSP00000437623, ENSP00000440722, ENSP00000404903, ENSP00000496162, ENSP00000442620, ENSP00000445843, ENSP00000496008, ENSP00000494265, ENSP00000347324	EAA28294
OG0000426	ENSP00000378514, ENSP00000327255, ENSP00000314850, ENSP00000390087, ENSP00000387287, ENSP00000497083, ENSP00000386982, ENSP00000326089, ENSP00000282412, ENSP00000367813	ESA42411
OG0000429	ENSP00000411602, ENSP00000402926, ENSP00000332721, ENSP00000384827, ENSP00000403645, ENSP00000391262, ENSP00000382706, ENSP00000389797, ENSP00000381122, ENSP00000385662, ENSP00000415450, ENSP00000395816, ENSP00000403432, ENSP00000396182, ENSP00000402966, ENSP00000413850	EAA31251
OG0000431	ENSP00000381929, ENSP00000494897, ENSP00000494536, ENSP00000494544, ENSP00000495571, ENSP00000496748, ENSP00000494572, ENSP00000493627, ENSP00000495908, ENSP00000340373, ENSP00000381932, ENSP00000495632, ENSP00000342690, ENSP00000495596, ENSP00000493653, ENSP00000487539, ENSP00000403182, ENSP00000486839, ENSP00000487313, ENSP00000472941, ENSP00000221803, ENSP00000486377, ENSP00000469863, ENSP00000485915, ENSP00000312789	EAA33897
OG0000432	ENSP00000426191, ENSP00000480786, ENSP00000482371, ENSP00000479160, ENSP00000478167, ENSP00000484854, ENSP00000477996, ENSP00000346938, ENSP00000303134, ENSP00000482775, ENSP00000311227, ENSP00000355226, ENSP00000346271, ENSP00000427743, ENSP00000350725, ENSP00000481388, ENSP00000480230, ENSP00000425005, ENSP00000482765, ENSP00000282891, ENSP00000483115, ENSP00000477962, ENSP00000484227, ENSP00000370151, ENSP00000483809, ENSP00000424696, ENSP00000481820, ENSP00000424289, ENSP00000427673, ENSP00000480453, ENSP00000478321	EAA35085
OG0000434	ENSP00000388501, ENSP00000493651, ENSP00000494551, ENSP00000494417, ENSP00000359142, ENSP00000496374, ENSP00000495617, ENSP00000489217, ENSP00000494661, ENSP00000354916, ENSP00000336739, ENSP00000396951, ENSP00000400480, ENSP00000364389, ENSP00000364390, ENSP00000497792, ENSP00000497679, ENSP00000420572, ENSP00000413940, ENSP00000364388, ENSP00000417897	EAA34502
OG0000436	ENSP00000431541, ENSP00000433211, ENSP00000431906, ENSP00000278568, ENSP00000433423, ENSP00000348696, ENSP00000314067, ENSP00000484798, ENSP00000429113, ENSP00000389172, ENSP00000353864, ENSP00000428921, ENSP00000262836, ENSP00000361080, ENSP00000401982, ENSP00000361077, ENSP00000410853	ESA42235, EAA28056
OG0000445	ENSP00000454191, ENSP00000453351, ENSP00000453738, ENSP00000453432, ENSP00000453625, ENSP00000494546, ENSP00000492191, ENSP00000453231, ENSP00000408880, ENSP00000453972, ENSP00000331310, ENSP00000368850, ENSP00000452717, ENSP00000452808, ENSP00000416120, ENSP00000410532, ENSP00000394417, ENSP00000415476, ENSP00000353643, ENSP00000391969, ENSP00000454030	EAA34392
OG0000446	ENSP00000397647, ENSP00000436710, ENSP00000409219, ENSP00000361754, ENSP00000434404, ENSP00000433820, ENSP00000408315, ENSP00000416403, ENSP00000408867, ENSP00000361737, ENSP00000414299, ENSP00000404427, ENSP00000361738, ENSP00000361734, ENSP00000396620, ENSP00000312617, ENSP00000361736, ENSP00000433413	ESA43266
OG0000448	ENSP00000355823, ENSP00000355822, ENSP00000355821, ENSP00000420443, ENSP00000452466, ENSP00000433896, ENSP00000435537, ENSP00000451640, ENSP00000432177, ENSP00000310003, ENSP00000272133, ENSP00000378940, ENSP00000452457, ENSP00000451852, ENSP00000216416, ENSP00000451142	ESA41841
OG0000449	ENSP00000403573, ENSP00000431009, ENSP00000358082, ENSP00000430969, ENSP00000354838, ENSP00000413751, ENSP00000399567, ENSP00000358089, ENSP00000394902, ENSP00000401371, ENSP00000282574, ENSP00000404023	EAA33487
OG0000450	ENSP00000269159, ENSP00000408526, ENSP00000429735, ENSP00000430283, ENSP00000429322, ENSP00000430081, ENSP00000311803, ENSP00000429516, ENSP00000428425, ENSP00000428812, ENSP00000428594, ENSP00000256108	EAA30376, EAA33146
OG0000453	ENSP00000437198	ESA44382, EAA27144
OG0000454	ENSP00000392754, ENSP00000401700, ENSP00000408764	EAA34685
OG0000454	ENSP00000436350, ENSP00000440058, ENSP00000367011, ENSP00000366997	EAA34551
OG0000454	ENSP00000321711, ENSP00000321583, ENSP00000415419, ENSP00000315569, ENSP00000374655, ENSP00000273009, ENSP00000386799	EAA32327
OG0000455	ENSP00000299767, ENSP00000335153, ENSP00000216281, ENSP00000481908, ENSP00000360609, ENSP00000325875, ENSP00000360709	EAA32062
OG0000457	ENSP00000407734, ENSP00000432978, ENSP00000433108, ENSP00000486229, ENSP00000433210, ENSP00000437070, ENSP00000437305, ENSP00000434433, ENSP00000486339, ENSP00000434022, ENSP00000400226, ENSP00000434442, ENSP00000403520, ENSP00000263245, ENSP00000403995, ENSP00000388791, ENSP00000435488, ENSP00000437194, ENSP00000431939, ENSP00000431684, ENSP00000434809, ENSP00000434487	EAA32762
OG0000458	ENSP00000364721, ENSP00000466871, ENSP00000468904, ENSP00000468588, ENSP00000300249, ENSP00000407723, ENSP00000396074, ENSP00000464921, ENSP00000446343, ENSP00000465939, ENSP00000468216, ENSP00000391705, ENSP00000383915, ENSP00000497057, ENSP00000385715, ENSP00000233121	EAA28478
OG0000459	ENSP00000467590, ENSP00000488174, ENSP00000488465, ENSP00000466851, ENSP00000487801, ENSP00000495129, ENSP00000488493, ENSP00000487666, ENSP00000488850, ENSP00000488295, ENSP00000465858, ENSP00000405573, ENSP00000467670, ENSP00000493517, ENSP00000348877	EAA32899
OG0000462	ENSP00000399725, ENSP00000390004, ENSP00000397143, ENSP00000410380, ENSP00000396360, ENSP00000241069, ENSP00000394976, ENSP00000414858, ENSP00000404865, ENSP00000303211, ENSP00000403474, ENSP00000264381, ENSP00000419505, ENSP00000419804	EAA30450, EAA32507
OG0000462	ENSP00000400933	EAA26865, EAA27327, EAA36216, ESA44262, EAA27387
OG0000463	ENSP00000209875, ENSP00000401009, ENSP00000449207, ENSP00000465985, ENSP00000393179, ENSP00000385413, ENSP00000462242, ENSP00000377060, ENSP00000225603, ENSP00000336687, ENSP00000473748, ENSP00000408672, ENSP00000387348, ENSP00000379670	ESA44145
OG0000464	ENSP00000456414, ENSP00000490933, ENSP00000454253, ENSP00000350523, ENSP00000455387, ENSP00000454229, ENSP00000490709, ENSP00000489627, ENSP00000454466, ENSP00000490283, ENSP00000379014, ENSP00000350457, ENSP00000347660, ENSP00000489841, ENSP00000490105, ENSP00000353073, ENSP00000456117, ENSP00000490880, ENSP00000489952, ENSP00000454680, ENSP00000490758, ENSP00000489824, ENSP00000490394, ENSP00000486616, ENSP00000353116, ENSP00000329171, ENSP00000456122, ENSP00000490363, ENSP00000490155	EAA34044
OG0000465	ENSP00000411464, ENSP00000407132, ENSP00000370683, ENSP00000369294, ENSP00000370685, ENSP00000382275, ENSP00000370719, ENSP00000382301, ENSP00000382292, ENSP00000382286, ENSP00000382289, ENSP00000382290, ENSP00000370691, ENSP00000391224, ENSP00000391715, ENSP00000479408, ENSP00000389013, ENSP00000400079	EAA33504
OG0000469	ENSP00000479654, ENSP00000379671, ENSP00000379667, ENSP00000479576, ENSP00000477766, ENSP00000480422, ENSP00000478156, ENSP00000478622, ENSP00000305524, ENSP00000480964, ENSP00000481374, ENSP00000480899, ENSP00000481068, ENSP00000480503, ENSP00000481639, ENSP00000482527, ENSP00000482084, ENSP00000484865, ENSP00000483266, ENSP00000484465, ENSP00000484964, ENSP00000484225, ENSP00000484694, ENSP00000483436	EAA33466
OG0000477	ENSP00000384109, ENSP00000360373, ENSP00000338919, ENSP00000364590, ENSP00000389118, ENSP00000322132, ENSP00000481782, ENSP00000364589	EAA28507
OG0000477	ENSP00000264414, ENSP00000400935, ENSP00000387200, ENSP00000386525, ENSP00000477851, ENSP00000343601	EAA35856
OG0000478	ENSP00000464887, ENSP00000431229, ENSP00000375809, ENSP00000375805, ENSP00000465593, ENSP00000375808	EAA27300
OG0000481	ENSP00000381301, ENSP00000222330, ENSP00000412663, ENSP00000497956, ENSP00000324806, ENSP00000264235	ESA42667
OG0000482	ENSP00000318687, ENSP00000396090, ENSP00000408991, ENSP00000487365, ENSP00000369768, ENSP00000427305, ENSP00000422482, ENSP00000425645, ENSP00000296464, ENSP00000478102, ENSP00000481686, ENSP00000302961	ESA43073
OG0000484	ENSP00000437914, ENSP00000394408, ENSP00000405358, ENSP00000444136, ENSP00000387143, ENSP00000263331	EAA35588
OG0000484	ENSP00000445721, ENSP00000448398, ENSP00000228347	EAA27959
OG0000484	ENSP00000491706, ENSP00000391096, ENSP00000391452, ENSP00000370625, ENSP00000312735	EAA27870
OG0000485	ENSP00000412079, ENSP00000414440, ENSP00000413906, ENSP00000443510, ENSP00000381135, ENSP00000381138, ENSP00000381140, ENSP00000332989, ENSP00000291572, ENSP00000355872, ENSP00000413901, ENSP00000314036, ENSP00000400211	EAA28956
OG0000486	ENSP00000439614	EAA35875
OG0000486	ENSP00000410580, ENSP00000356165, ENSP00000398091, ENSP00000405497, ENSP00000406241, ENSP00000356169, ENSP00000356170, ENSP00000266517, ENSP00000334041, ENSP00000446292	ESA44053
OG0000488	ENSP00000299498, ENSP00000437041, ENSP00000432482, ENSP00000392777, ENSP00000433856, ENSP00000434969, ENSP00000435916, ENSP00000385679, ENSP00000384457, ENSP00000384834, ENSP00000354468, ENSP00000338461, ENSP00000403439, ENSP00000396382, ENSP00000356218	EAA27365, EAA35955
OG0000490	ENSP00000450764, ENSP00000252699, ENSP00000489220, ENSP00000414272, ENSP00000366035, ENSP00000439828, ENSP00000377941, ENSP00000193403, ENSP00000426797, ENSP00000422007, ENSP00000411187, ENSP00000489474, ENSP00000488962, ENSP00000439497, ENSP00000438384, ENSP00000355537, ENSP00000443495, ENSP00000450903	EAA28084
OG0000492	ENSP00000435742, ENSP00000294172, ENSP00000436679, ENSP00000477375, ENSP00000453885, ENSP00000472530, ENSP00000474659, ENSP00000474598, ENSP00000485586, ENSP00000331535, ENSP00000354539, ENSP00000442401, ENSP00000263032, ENSP00000361889, ENSP00000426978, ENSP00000422976, ENSP00000404017, ENSP00000378504	EAA34785
OG0000494	ENSP00000327214, ENSP00000413307, ENSP00000421126, ENSP00000482200, ENSP00000494471, ENSP00000416508, ENSP00000256031, ENSP00000493923, ENSP00000494937, ENSP00000341942, ENSP00000483801, ENSP00000295548, ENSP00000383129, ENSP00000376238, ENSP00000339182	EDO65436
OG0000508	ENSP00000465685, ENSP00000250244, ENSP00000465193, ENSP00000467498, ENSP00000465224, ENSP00000291439, ENSP00000388996, ENSP00000411498	EAA31384
OG0000508	ENSP00000481563, ENSP00000292807, ENSP00000395438, ENSP00000402051, ENSP00000404031, ENSP00000404326, ENSP00000402592, ENSP00000403362, ENSP00000371894, ENSP00000409081	EAA31527
OG0000510	ENSP00000377935, ENSP00000377936, ENSP00000377933, ENSP00000377931, ENSP00000431320, ENSP00000398779, ENSP00000336591, ENSP00000421396, ENSP00000425247, ENSP00000423649, ENSP00000335083, ENSP00000422374, ENSP00000372042, ENSP00000325074, ENSP00000370113, ENSP00000399970	ESA43982
OG0000511	ENSP00000434880, ENSP00000415127, ENSP00000388795, ENSP00000415784, ENSP00000364235, ENSP00000413131, ENSP00000387879, ENSP00000401172	EAA28510
OG0000512	ENSP00000418683, ENSP00000490434, ENSP00000490353, ENSP00000419830, ENSP00000417618, ENSP00000417056, ENSP00000490007, ENSP00000420487, ENSP00000490744, ENSP00000490149, ENSP00000384296, ENSP00000419262, ENSP00000489688, ENSP00000490497	EAA30404
OG0000513	ENSP00000320246, ENSP00000480916, ENSP00000330320, ENSP00000490527, ENSP00000490648, ENSP00000490731, ENSP00000359735, ENSP00000490406, ENSP00000487486, ENSP00000490330, ENSP00000359729, ENSP00000359732, ENSP00000416418, ENSP00000354966	EAA27536
OG0000514	ENSP00000381225, ENSP00000479559, ENSP00000481719, ENSP00000485669, ENSP00000352643, ENSP00000381231, ENSP00000381234, ENSP00000344460, ENSP00000485527	EAA36459, EAA28107, EAA30070
OG0000515	ENSP00000447782, ENSP00000448917, ENSP00000493805, ENSP00000350090, ENSP00000447260, ENSP00000448617, ENSP00000449913, ENSP00000341826, ENSP00000333504, ENSP00000346694, ENSP00000354021, ENSP00000478691	ESA44356, EAA34626
OG0000516	ENSP00000375635, ENSP00000479035, ENSP00000480434, ENSP00000480726, ENSP00000482626, ENSP00000483929, ENSP00000480725, ENSP00000324122, ENSP00000485017, ENSP00000484896, ENSP00000481201, ENSP00000481654, ENSP00000478804, ENSP00000480636, ENSP00000405166, ENSP00000483382, ENSP00000484151, ENSP00000481708, ENSP00000477787, ENSP00000484834, ENSP00000479700, ENSP00000483982, ENSP00000395894, ENSP00000483828, ENSP00000395089, ENSP00000478554, ENSP00000478043, ENSP00000408980	EAA35865
OG0000517	ENSP00000381773, ENSP00000349705, ENSP00000416451, ENSP00000408282, ENSP00000397221, ENSP00000402622, ENSP00000392480, ENSP00000390977, ENSP00000442336, ENSP00000491689, ENSP00000492229, ENSP00000321636, ENSP00000462790, ENSP00000491260, ENSP00000491577, ENSP00000466641	EAA27155
OG0000518	ENSP00000489128, ENSP00000418919, ENSP00000417211, ENSP00000488972, ENSP00000365551, ENSP00000365543, ENSP00000489268, ENSP00000365546, ENSP00000348848, ENSP00000419897, ENSP00000356345, ENSP00000461355, ENSP00000458738, ENSP00000461488, ENSP00000460297, ENSP00000376139	ESA43889
OG0000519	ENSP00000422525, ENSP00000371309, ENSP00000371303, ENSP00000400887, ENSP00000380129, ENSP00000334779, ENSP00000353446, ENSP00000353253, ENSP00000308773.10, ENSP00000486357, ENSP00000482907, ENSP00000351126, ENSP00000313070, ENSP00000416016	ESA43044
OG0000520	ENSP00000491111, ENSP00000492804, ENSP00000465506, ENSP00000466035, ENSP00000491318, ENSP00000491963, ENSP00000350263, ENSP00000491628, ENSP00000492592, ENSP00000491415, ENSP00000491459, ENSP00000492474, ENSP00000491850, ENSP00000491022, ENSP00000491010, ENSP00000490970, ENSP00000491475, ENSP00000492051, ENSP00000383188, ENSP00000491811, ENSP00000491549, ENSP00000491525, ENSP00000492233, ENSP00000490965, ENSP00000491620, ENSP00000492783, ENSP00000491013, ENSP00000465241	EAA33433
OG0000522	ENSP00000464483, ENSP00000464451, ENSP00000419404, ENSP00000441479, ENSP00000420666, ENSP00000419627, ENSP00000420287, ENSP00000420019, ENSP00000273666, ENSP00000420167, ENSP00000356451, ENSP00000356450, ENSP00000321826, ENSP00000420642	ESA41804
OG0000523	ENSP00000423686	EAA35869
OG0000525	ENSP00000387685, ENSP00000402921, ENSP00000385640, ENSP00000385965, ENSP00000384724, ENSP00000486397, ENSP00000255613, ENSP00000385005, ENSP00000484858, ENSP00000305899, ENSP00000411146, ENSP00000406377, ENSP00000403233, ENSP00000313027	EAA33797
OG0000526	ENSP00000262848, ENSP00000468352, ENSP00000359722, ENSP00000359718, ENSP00000359714, ENSP00000479339, ENSP00000359719, ENSP00000359723, ENSP00000481980, ENSP00000378315, ENSP00000359716, ENSP00000479722, ENSP00000378314, ENSP00000401252, ENSP00000309591, ENSP00000466651, ENSP00000366488	EAA33855
OG0000527	ENSP00000489718, ENSP00000391934, ENSP00000373277, ENSP00000395592, ENSP00000373276, ENSP00000490271, ENSP00000397926, ENSP00000400519, ENSP00000273139, ENSP00000376508, ENSP00000294904, ENSP00000386571, ENSP00000387280, ENSP00000386347, ENSP00000389016	EAA35208
OG0000528	ENSP00000391642, ENSP00000387337, ENSP00000386954, ENSP00000387308, ENSP00000483618, ENSP00000386620, ENSP00000260649, ENSP00000386709, ENSP00000386677, ENSP00000386852	EAA33885, EAA32559
OG0000542	ENSP00000456420, ENSP00000454381, ENSP00000471148, ENSP00000333547, ENSP00000261890, ENSP00000456638	EAA27736, EAA32663
OG0000543	ENSP00000353072, ENSP00000380229, ENSP00000312577, ENSP00000301387, ENSP00000380234, ENSP00000380236, ENSP00000443101, ENSP00000349595, ENSP00000378879, ENSP00000440045, ENSP00000449454, ENSP00000311186	EAA35246
OG0000544	ENSP00000447813, ENSP00000449446, ENSP00000449577, ENSP00000483096, ENSP00000450090, ENSP00000229195, ENSP00000448298, ENSP00000446507, ENSP00000448808, ENSP00000448883, ENSP00000447808, ENSP00000448024, ENSP00000449659, ENSP00000412091, ENSP00000449260, ENSP00000447497, ENSP00000448490, ENSP00000450077, ENSP00000450318, ENSP00000449801, ENSP00000449917	ESA42861
OG0000545	ENSP00000417489, ENSP00000497905, ENSP00000402798, ENSP00000381176, ENSP00000265052, ENSP00000404146, ENSP00000420125, ENSP00000417689, ENSP00000381173, ENSP00000417060, ENSP00000419340	EAA31779
OG0000546	ENSP00000228945, ENSP00000440560, ENSP00000444860, ENSP00000445263, ENSP00000437454, ENSP00000445450, ENSP00000445185, ENSP00000219409, ENSP00000410541, ENSP00000464205, ENSP00000461956, ENSP00000462323, ENSP00000463530, ENSP00000462209, ENSP00000383556, ENSP00000462960, ENSP00000463939, ENSP00000269321, ENSP00000441348	EAA33032
OG0000548	ENSP00000418305, ENSP00000418370, ENSP00000461688, ENSP00000460284, ENSP00000336702, ENSP00000336776, ENSP00000390677, ENSP00000459611, ENSP00000430706, ENSP00000458269, ENSP00000459196, ENSP00000396073, ENSP00000417133, ENSP00000295822	EAA32675
OG0000549	ENSP00000363735, ENSP00000363734, ENSP00000382316, ENSP00000382314, ENSP00000402212, ENSP00000448607, ENSP00000412319, ENSP00000400152, ENSP00000378563, ENSP00000404773, ENSP00000398171, ENSP00000448784, ENSP00000447540, ENSP00000449925, ENSP00000403771, ENSP00000402553, ENSP00000372694, ENSP00000395462, ENSP00000415678, ENSP00000363738, ENSP00000419351, ENSP00000420135, ENSP00000420209, ENSP00000418433, ENSP00000419277	EAA28811
OG0000550	ENSP00000351125, ENSP00000439264, ENSP00000441962, ENSP00000360577, ENSP00000364883, ENSP00000307334	EAA29326
OG0000550	ENSP00000439906, ENSP00000446190, ENSP00000360575, ENSP00000357535	EAA28103
OG0000550	ENSP00000438535	EAA33364
OG0000551	ENSP00000387317, ENSP00000376324, ENSP00000284727, ENSP00000377878, ENSP00000448801, ENSP00000447317, ENSP00000473535, ENSP00000340315, ENSP00000422950, ENSP00000348205, ENSP00000458423, ENSP00000422086, ENSP00000377033, ENSP00000426094	AGG16016
OG0000554	ENSP00000396806, ENSP00000410805, ENSP00000334726, ENSP00000482462, ENSP00000480347, ENSP00000349577, ENSP00000481127	EAA36382
OG0000555	ENSP00000398482, ENSP00000388163, ENSP00000263035	EAA29450
OG0000555	ENSP00000363216, ENSP00000222673, ENSP00000388183, ENSP00000392878	EAA34012
OG0000556	ENSP00000398392, ENSP00000416476, ENSP00000480669, ENSP00000443665, ENSP00000398272, ENSP00000444286, ENSP00000402667, ENSP00000402564, ENSP00000231790, ENSP00000416687	ESA42873
OG0000556	ENSP00000386623, ENSP00000363959, ENSP00000480632, ENSP00000410082, ENSP00000343888, ENSP00000391136, ENSP00000411151, ENSP00000371758	EAA34508
OG0000557	ENSP00000421592	EAA29186
OG0000558	ENSP00000309259, ENSP00000418779, ENSP00000378416, ENSP00000417719, ENSP00000495662, ENSP00000337131, ENSP00000407204, ENSP00000496725, ENSP00000332369, ENSP00000495814, ENSP00000495713, ENSP00000497236, ENSP00000379501	EAA33765
OG0000559	ENSP00000445599, ENSP00000486721, ENSP00000442079, ENSP00000486081, ENSP00000486071, ENSP00000438726, ENSP00000486122, ENSP00000487456, ENSP00000486199, ENSP00000440092, ENSP00000443058, ENSP00000486658, ENSP00000486742, ENSP00000438424, ENSP00000487285, ENSP00000445429, ENSP00000278715, ENSP00000486176, ENSP00000486979, ENSP00000392041, ENSP00000496970, ENSP00000498066, ENSP00000497255, ENSP00000444730, ENSP00000497689, ENSP00000376584	ESA42329
OG0000560	ENSP00000356587, ENSP00000356588, ENSP00000401989, ENSP00000368952, ENSP00000286713, ENSP00000339607, ENSP00000445764	EAA27599
OG0000563	ENSP00000230658, ENSP00000422676, ENSP00000290759, ENSP00000483080, ENSP00000360813, ENSP00000360811, ENSP00000263726	EAA35183
OG0000565	ENSP00000434774, ENSP00000479423, ENSP00000432419, ENSP00000433516, ENSP00000407295, ENSP00000363636, ENSP00000434347, ENSP00000392697, ENSP00000396023, ENSP00000395839, ENSP00000410494, ENSP00000391901, ENSP00000399226, ENSP00000413510, ENSP00000363640, ENSP00000443295, ENSP00000444962, ENSP00000359321, ENSP00000359326, ENSP00000404655, ENSP00000395938, ENSP00000407433, ENSP00000483946, ENSP00000363003	EAA32915
OG0000583	ENSP00000310226, ENSP00000387286, ENSP00000497078	EAA33910
OG0000583	ENSP00000497071, ENSP00000357564, ENSP00000453982, ENSP00000312734, ENSP00000467501, ENSP00000300935, ENSP00000264710	EAA33006
OG0000587	ENSP00000484508, ENSP00000407885, ENSP00000393963, ENSP00000363647	EAA29046
OG0000590	ENSP00000497420, ENSP00000391774, ENSP00000266679, ENSP00000391437, ENSP00000440414, ENSP00000437768, ENSP00000446193, ENSP00000446330, ENSP00000443504, ENSP00000487286, ENSP00000442819, ENSP00000437467, ENSP00000391359, ENSP00000392400, ENSP00000414295, ENSP00000393828, ENSP00000437531, ENSP00000438381, ENSP00000437860, ENSP00000397203, ENSP00000407394, ENSP00000345412, ENSP00000378352	ESA43800
OG0000591	ENSP00000418927, ENSP00000368858, ENSP00000418730, ENSP00000420658, ENSP00000420172, ENSP00000368845, ENSP00000418334, ENSP00000419731, ENSP00000478448, ENSP00000495127, ENSP00000495742, ENSP00000444561, ENSP00000229563, ENSP00000211314	EAA35450
OG0000592	ENSP00000218104, ENSP00000310688	EAA34693
OG0000592	ENSP00000359233	EAA27938
