Orthogroup	fly	mouse
OG0000554	FBpp0089304, FBpp0089305, FBpp0076902, FBpp0300180, FBpp0300182, FBpp0300181, FBpp0089306, FBpp0300184, FBpp0076904, FBpp0300179, FBpp0300183, FBpp0076905, FBpp0076903, FBpp0076906	ENSMUSP00000156163, ENSMUSP00000156221, ENSMUSP00000150544, ENSMUSP00000121736, ENSMUSP00000149004, ENSMUSP00000117597, ENSMUSP00000149861, ENSMUSP00000003620, ENSMUSP00000122889, ENSMUSP00000149538
OG0000555	FBpp0085117	ENSMUSP00000026924, ENSMUSP00000092769
OG0000555	FBpp0072636, FBpp0072631, FBpp0072635, FBpp0072633, FBpp0290113, FBpp0290114, FBpp0075023, FBpp0075028, FBpp0075026, FBpp0075024, FBpp0305416, FBpp0111773, FBpp0075029, FBpp0075027	ENSMUSP00000154185, ENSMUSP00000022480, ENSMUSP00000003461, ENSMUSP00000099090, ENSMUSP00000080569, ENSMUSP00000091041
OG0000556	FBpp0087867, FBpp0303797	ENSMUSP00000142563, ENSMUSP00000035079
OG0000557	FBpp0081156	ENSMUSP00000135905, ENSMUSP00000156852, ENSMUSP00000156897, ENSMUSP00000139433, ENSMUSP00000156551, ENSMUSP00000131605, ENSMUSP00000151319, ENSMUSP00000151398, ENSMUSP00000140999, ENSMUSP00000139588, ENSMUSP00000137984, ENSMUSP00000137742, ENSMUSP00000138043, ENSMUSP00000137711, ENSMUSP00000127137, ENSMUSP00000137866, ENSMUSP00000137878, ENSMUSP00000137776, ENSMUSP00000137929, ENSMUSP00000137961, ENSMUSP00000136519, ENSMUSP00000137930, ENSMUSP00000137128, ENSMUSP00000137957, ENSMUSP00000137824, ENSMUSP00000137740, ENSMUSP00000138007, ENSMUSP00000130793, ENSMUSP00000026125, ENSMUSP00000080242
OG0000558	FBpp0072060	ENSMUSP00000073725, ENSMUSP00000151891, ENSMUSP00000122117, ENSMUSP00000108143, ENSMUSP00000117014, ENSMUSP00000066040, ENSMUSP00000108335
OG0000558	FBpp0075815	ENSMUSP00000155003, ENSMUSP00000006544, ENSMUSP00000131649
OG0000559	FBpp0072572	ENSMUSP00000095166, ENSMUSP00000150138, ENSMUSP00000076575
OG0000560	FBpp0307689, FBpp0078620, FBpp0308701, FBpp0290937, FBpp0290936, FBpp0290938, FBpp0308702, FBpp0082027, FBpp0309742, FBpp0074439, FBpp0303582, FBpp0074440, FBpp0305761, FBpp0290319, FBpp0305760, FBpp0311132, FBpp0290318, FBpp0290320, FBpp0305762, FBpp0293525, FBpp0290317	ENSMUSP00000027896, ENSMUSP00000141328, ENSMUSP00000029307, ENSMUSP00000028241
OG0000561	FBpp0111766, FBpp0305471, FBpp0074741	ENSMUSP00000096668, ENSMUSP00000104815, ENSMUSP00000077112, ENSMUSP00000129687, ENSMUSP00000056552, ENSMUSP00000113436, ENSMUSP00000078169, ENSMUSP00000096357, ENSMUSP00000080257, ENSMUSP00000009875
OG0000562	FBpp0303596, FBpp0070853, FBpp0112958	ENSMUSP00000118936, ENSMUSP00000115324, ENSMUSP00000116142, ENSMUSP00000114763, ENSMUSP00000143827, ENSMUSP00000115922, ENSMUSP00000107796, ENSMUSP00000107794, ENSMUSP00000032503, ENSMUSP00000115421, ENSMUSP00000118533, ENSMUSP00000113085, ENSMUSP00000026585
OG0000563	FBpp0080662, FBpp0080661, FBpp0309708	ENSMUSP00000139485, ENSMUSP00000044879, ENSMUSP00000135567, ENSMUSP00000034869
OG0000563	FBpp0073013, FBpp0303104, FBpp0303103, FBpp0073014, FBpp0305971, FBpp0075685, FBpp0301569, FBpp0301567, FBpp0080712, FBpp0301566, FBpp0302972, FBpp0301568, FBpp0080713	ENSMUSP00000028302, ENSMUSP00000056822, ENSMUSP00000141662, ENSMUSP00000027740
OG0000564	FBpp0309996, FBpp0288975, FBpp0312428, FBpp0081133, FBpp0081134, FBpp0311250, FBpp0288974	ENSMUSP00000151547, ENSMUSP00000146360, ENSMUSP00000151746, ENSMUSP00000151276, ENSMUSP00000032658, ENSMUSP00000129378, ENSMUSP00000027677, ENSMUSP00000095169, ENSMUSP00000020403, ENSMUSP00000151538, ENSMUSP00000151913
OG0000565	FBpp0085914, FBpp0303033	ENSMUSP00000126452, ENSMUSP00000073402, ENSMUSP00000137843, ENSMUSP00000121697, ENSMUSP00000130536, ENSMUSP00000080278, ENSMUSP00000108245, ENSMUSP00000028232
OG0000566	FBpp0086815, FBpp0086816, FBpp0086813, FBpp0086814, FBpp0086817	ENSMUSP00000150240, ENSMUSP00000155681, ENSMUSP00000046532, ENSMUSP00000117539, ENSMUSP00000004959, ENSMUSP00000102104, ENSMUSP00000021090, ENSMUSP00000102108, ENSMUSP00000102106
OG0000567	FBpp0303172, FBpp0288784, FBpp0288783, FBpp0303608	ENSMUSP00000037654, ENSMUSP00000112447, ENSMUSP00000112491, ENSMUSP00000115466, ENSMUSP00000118325, ENSMUSP00000105486, ENSMUSP00000105483, ENSMUSP00000057209, ENSMUSP00000153061
OG0000583	FBpp0083503	ENSMUSP00000025804, ENSMUSP00000020358, ENSMUSP00000127330
OG0000583	FBpp0074690, FBpp0300990	ENSMUSP00000041857, ENSMUSP00000003121
OG0000583	FBpp0077029	ENSMUSP00000021001
OG0000587	FBpp0311231, FBpp0084900	ENSMUSP00000134572, ENSMUSP00000077984, ENSMUSP00000110001
OG0000590	FBpp0076433, FBpp0293170	ENSMUSP00000135550, ENSMUSP00000134823, ENSMUSP00000068408, ENSMUSP00000135136, ENSMUSP00000135150, ENSMUSP00000038958
OG0000591	FBpp0072000, FBpp0311636	ENSMUSP00000021790, ENSMUSP00000027064, ENSMUSP00000027065
OG0000592	FBpp0088216, FBpp0088215, FBpp0088214, FBpp0088213, FBpp0300567, FBpp0088217	ENSMUSP00000110105, ENSMUSP00000002084, ENSMUSP00000068940
OG0000592	FBpp0307155, FBpp0074564, FBpp0307154, FBpp0307156	ENSMUSP00000142387, ENSMUSP00000029770
OG0000593	FBpp0084842	ENSMUSP00000030901, ENSMUSP00000112656
OG0000593	FBpp0083105	ENSMUSP00000068148, ENSMUSP00000152703, ENSMUSP00000152222, ENSMUSP00000152325, ENSMUSP00000152651
OG0000594	FBpp0072931, FBpp0072930, FBpp0072932, FBpp0085780	ENSMUSP00000139335, ENSMUSP00000030332, ENSMUSP00000101011, ENSMUSP00000138186, ENSMUSP00000094863
OG0000595	FBpp0310095, FBpp0072227	ENSMUSP00000127254, ENSMUSP00000098724, ENSMUSP00000152821
OG0000595	FBpp0075892, FBpp0304213	ENSMUSP00000124666, ENSMUSP00000125055
OG0000597	FBpp0303850, FBpp0071083	ENSMUSP00000012262, ENSMUSP00000116098, ENSMUSP00000101511, ENSMUSP00000101509, ENSMUSP00000101510, ENSMUSP00000101512
OG0000598	FBpp0070871, FBpp0070872	ENSMUSP00000052373, ENSMUSP00000005826
OG0000599	FBpp0076338, FBpp0076337	ENSMUSP00000123247, ENSMUSP00000125018, ENSMUSP00000123958, ENSMUSP00000125259, ENSMUSP00000097903, ENSMUSP00000109989, ENSMUSP00000154261
OG0000599	FBpp0078881, FBpp0078880, FBpp0303666, FBpp0303665	ENSMUSP00000112924, ENSMUSP00000005651
OG0000600	FBpp0083612, FBpp0077406, FBpp0083610, FBpp0083611	ENSMUSP00000128770, ENSMUSP00000034834, ENSMUSP00000103106, ENSMUSP00000035417
OG0000601	FBpp0073173	ENSMUSP00000019911, ENSMUSP00000099657, ENSMUSP00000101149
OG0000601	FBpp0078414	ENSMUSP00000085226, ENSMUSP00000037981
OG0000602	FBpp0081704	ENSMUSP00000117925, ENSMUSP00000032165
OG0000602	FBpp0074756, FBpp0311247, FBpp0304236	ENSMUSP00000103400, ENSMUSP00000147502
OG0000603	FBpp0082758	ENSMUSP00000104163, ENSMUSP00000127568, ENSMUSP00000117052, ENSMUSP00000136261, ENSMUSP00000009236, ENSMUSP00000151623
OG0000603	FBpp0077489, FBpp0306799	ENSMUSP00000022993
OG0000604	FBpp0087141	ENSMUSP00000134164
OG0000604	FBpp0074126	ENSMUSP00000134653
OG0000605	FBpp0308265, FBpp0087910, FBpp0311746, FBpp0087912, FBpp0087911, FBpp0308264, FBpp0087913	ENSMUSP00000143600, ENSMUSP00000142607, ENSMUSP00000122939, ENSMUSP00000122274, ENSMUSP00000107123, ENSMUSP00000142423, ENSMUSP00000142722, ENSMUSP00000044134, ENSMUSP00000137214
OG0000606	FBpp0304400, FBpp0075714, FBpp0304399, FBpp0075715	ENSMUSP00000029477, ENSMUSP00000029478, ENSMUSP00000132169, ENSMUSP00000040198, ENSMUSP00000108932, ENSMUSP00000108933, ENSMUSP00000060581, ENSMUSP00000108936, ENSMUSP00000028160
OG0000607	FBpp0070794	ENSMUSP00000033070
OG0000607	FBpp0300834, FBpp0079071, FBpp0304793	ENSMUSP00000099448, ENSMUSP00000103362, ENSMUSP00000090441, ENSMUSP00000072416, ENSMUSP00000103361
OG0000607	FBpp0070636, FBpp0305387, FBpp0305388	ENSMUSP00000109271
OG0000608	FBpp0078755, FBpp0078756, FBpp0078754	ENSMUSP00000070682, ENSMUSP00000133428, ENSMUSP00000134178, ENSMUSP00000019576, ENSMUSP00000148329, ENSMUSP00000132222, ENSMUSP00000105435
OG0000610	FBpp0070842, FBpp0308588, FBpp0308587, FBpp0311461, FBpp0308586	ENSMUSP00000107379, ENSMUSP00000145886, ENSMUSP00000156763, ENSMUSP00000156883, ENSMUSP00000042364, ENSMUSP00000114712, ENSMUSP00000156522, ENSMUSP00000123412, ENSMUSP00000116398, ENSMUSP00000024846, ENSMUSP00000156594, ENSMUSP00000156693, ENSMUSP00000156508, ENSMUSP00000085913
OG0000611	FBpp0074067, FBpp0305092, FBpp0293728, FBpp0074068, FBpp0294044, FBpp0074069, FBpp0301546, FBpp0085094, FBpp0306613, FBpp0293124	ENSMUSP00000077532, ENSMUSP00000153725, ENSMUSP00000071040, ENSMUSP00000053101, ENSMUSP00000125630, ENSMUSP00000125722, ENSMUSP00000022355, ENSMUSP00000125582
OG0000612	FBpp0084496, FBpp0308355, FBpp0084494, FBpp0312593, FBpp0308356, FBpp0084495	ENSMUSP00000116938, ENSMUSP00000143302, ENSMUSP00000143770, ENSMUSP00000031229, ENSMUSP00000143115, ENSMUSP00000143209, ENSMUSP00000113429, ENSMUSP00000121419, ENSMUSP00000115339, ENSMUSP00000113754, ENSMUSP00000059982
OG0000613	FBpp0089129, FBpp0086353, FBpp0086354, FBpp0089130, FBpp0086356, FBpp0086355	ENSMUSP00000045487, ENSMUSP00000067013, ENSMUSP00000007959, ENSMUSP00000142697, ENSMUSP00000102399, ENSMUSP00000002303, ENSMUSP00000141967, ENSMUSP00000142855, ENSMUSP00000135659
OG0000623	FBpp0308238, FBpp0308233, FBpp0308237, FBpp0308236, FBpp0308235, FBpp0308234	ENSMUSP00000136035, ENSMUSP00000138949, ENSMUSP00000114019
OG0000626	FBpp0110435, FBpp0293167, FBpp0081641	ENSMUSP00000119652, ENSMUSP00000121509, ENSMUSP00000116935, ENSMUSP00000106339, ENSMUSP00000028743, ENSMUSP00000112138, ENSMUSP00000028727, ENSMUSP00000105725
OG0000627	FBpp0079147, FBpp0079146, FBpp0303678, FBpp0303677, FBpp0303676	ENSMUSP00000029355
OG0000627	FBpp0080672	ENSMUSP00000027373
OG0000629	FBpp0289740, FBpp0289741, FBpp0289738, FBpp0289743, FBpp0289742, FBpp0288907, FBpp0304147, FBpp0289739	ENSMUSP00000116489, ENSMUSP00000008907, ENSMUSP00000151568, ENSMUSP00000151328, ENSMUSP00000003843, ENSMUSP00000101110
OG0000629	FBpp0084785	ENSMUSP00000036996, ENSMUSP00000114989
OG0000630	FBpp0311740, FBpp0310804, FBpp0310803	ENSMUSP00000098656, ENSMUSP00000107921, ENSMUSP00000033727, ENSMUSP00000107919, ENSMUSP00000107922, ENSMUSP00000107920, ENSMUSP00000030381
OG0000631	FBpp0089139, FBpp0089137, FBpp0089138, FBpp0089136, FBpp0073947, FBpp0073948, FBpp0089140	ENSMUSP00000152507, ENSMUSP00000152531, ENSMUSP00000152300, ENSMUSP00000152534, ENSMUSP00000152459, ENSMUSP00000152221, ENSMUSP00000126825, ENSMUSP00000152791, ENSMUSP00000061616
OG0000632	FBpp0082460, FBpp0082459	ENSMUSP00000141435, ENSMUSP00000144565, ENSMUSP00000026743, ENSMUSP00000144124, ENSMUSP00000030882
OG0000632	FBpp0087958	ENSMUSP00000075762, ENSMUSP00000109727
OG0000633	FBpp0302815, FBpp0083121	ENSMUSP00000148384, ENSMUSP00000148642, ENSMUSP00000053616
OG0000634	FBpp0089421, FBpp0310418, FBpp0082994	ENSMUSP00000105780, ENSMUSP00000136709, ENSMUSP00000152437, ENSMUSP00000152828, ENSMUSP00000137563, ENSMUSP00000132993, ENSMUSP00000105776, ENSMUSP00000136486, ENSMUSP00000137317, ENSMUSP00000152354, ENSMUSP00000152416, ENSMUSP00000136949, ENSMUSP00000151971, ENSMUSP00000098728, ENSMUSP00000105774, ENSMUSP00000137146, ENSMUSP00000126351, ENSMUSP00000084387, ENSMUSP00000132018, ENSMUSP00000077223
OG0000635	FBpp0086516, FBpp0086515	ENSMUSP00000002081, ENSMUSP00000085734, ENSMUSP00000156908, ENSMUSP00000116259
OG0000636	FBpp0085476, FBpp0085475, FBpp0304256, FBpp0087422, FBpp0311591, FBpp0304257	ENSMUSP00000028838
OG0000636	FBpp0080697, FBpp0080698, FBpp0288730, FBpp0080709, FBpp0080710	ENSMUSP00000068525, ENSMUSP00000105286, ENSMUSP00000136467, ENSMUSP00000121096
OG0000638	FBpp0303308, FBpp0303311, FBpp0303312, FBpp0303307, FBpp0303309, FBpp0303306, FBpp0303302, FBpp0303305, FBpp0303303, FBpp0303304, FBpp0303301, FBpp0303310	ENSMUSP00000055813, ENSMUSP00000138483, ENSMUSP00000140387, ENSMUSP00000033995, ENSMUSP00000138420, ENSMUSP00000033994, ENSMUSP00000057600, ENSMUSP00000131076, ENSMUSP00000151192, ENSMUSP00000149535
OG0000639	FBpp0075727	ENSMUSP00000090737, ENSMUSP00000001522, ENSMUSP00000104460, ENSMUSP00000104458, ENSMUSP00000070579
OG0000640	FBpp0308261, FBpp0308260, FBpp0308259, FBpp0088001, FBpp0088002, FBpp0088003	ENSMUSP00000036845, ENSMUSP00000094088, ENSMUSP00000128516, ENSMUSP00000033567, ENSMUSP00000033001, ENSMUSP00000064041, ENSMUSP00000123427, ENSMUSP00000116178, ENSMUSP00000117903, ENSMUSP00000012331, ENSMUSP00000109152
OG0000641	FBpp0309273, FBpp0298004	ENSMUSP00000147200, ENSMUSP00000117102, ENSMUSP00000146387, ENSMUSP00000146704, ENSMUSP00000026823, ENSMUSP00000094981, ENSMUSP00000122239, ENSMUSP00000146634, ENSMUSP00000119772, ENSMUSP00000115447, ENSMUSP00000146785, ENSMUSP00000118632, ENSMUSP00000119871
OG0000642	FBpp0074558	ENSMUSP00000135445, ENSMUSP00000018875, ENSMUSP00000134779, ENSMUSP00000070714, ENSMUSP00000009234, ENSMUSP00000105523, ENSMUSP00000099134
OG0000643	FBpp0084782	ENSMUSP00000142956, ENSMUSP00000068403, ENSMUSP00000126052, ENSMUSP00000130514, ENSMUSP00000033643, ENSMUSP00000131622, ENSMUSP00000131340, ENSMUSP00000143124
OG0000645	FBpp0302865, FBpp0288723, FBpp0312519	ENSMUSP00000124935, ENSMUSP00000085880, ENSMUSP00000105176, ENSMUSP00000059717, ENSMUSP00000124599
OG0000646	FBpp0308470, FBpp0081806, FBpp0081807, FBpp0308469	ENSMUSP00000025696, ENSMUSP00000115454, ENSMUSP00000102558, ENSMUSP00000102559, ENSMUSP00000115456, ENSMUSP00000099841
OG0000646	FBpp0072072	ENSMUSP00000030583, ENSMUSP00000099664
OG0000647	FBpp0297555, FBpp0291344, FBpp0112349, FBpp0304415, FBpp0078184, FBpp0078185, FBpp0078183	ENSMUSP00000092794, ENSMUSP00000135802, ENSMUSP00000134764, ENSMUSP00000108177, ENSMUSP00000039103, ENSMUSP00000082220, ENSMUSP00000135646, ENSMUSP00000129617
OG0000648	FBpp0087835, FBpp0271834, FBpp0271835, FBpp0271833, FBpp0303458	ENSMUSP00000110979, ENSMUSP00000110978, ENSMUSP00000087998, ENSMUSP00000112578, ENSMUSP00000113819, ENSMUSP00000156001, ENSMUSP00000101189, ENSMUSP00000101190
OG0000648	FBpp0311208	ENSMUSP00000120394, ENSMUSP00000134635
OG0000649	FBpp0076448, FBpp0076447	ENSMUSP00000112103, ENSMUSP00000021680, ENSMUSP00000131335, ENSMUSP00000105832, ENSMUSP00000105833, ENSMUSP00000106563, ENSMUSP00000106564, ENSMUSP00000027906
OG0000650	FBpp0076554, FBpp0076555, FBpp0076553, FBpp0076552, FBpp0076556	ENSMUSP00000128810, ENSMUSP00000038256, ENSMUSP00000137345, ENSMUSP00000137174, ENSMUSP00000127564, ENSMUSP00000138146, ENSMUSP00000129745, ENSMUSP00000136254
OG0000651	FBpp0079030, FBpp0079029, FBpp0110277	ENSMUSP00000109129, ENSMUSP00000143959, ENSMUSP00000109131, ENSMUSP00000144074, ENSMUSP00000109132, ENSMUSP00000078306, ENSMUSP00000109128, ENSMUSP00000144028, ENSMUSP00000144549, ENSMUSP00000144083, ENSMUSP00000058149, ENSMUSP00000143830, ENSMUSP00000144648, ENSMUSP00000128607, ENSMUSP00000143849, ENSMUSP00000077272, ENSMUSP00000144341, ENSMUSP00000109130
OG0000652	FBpp0308677, FBpp0081297, FBpp0081295, FBpp0311482	ENSMUSP00000117353, ENSMUSP00000123650, ENSMUSP00000130303, ENSMUSP00000129320, ENSMUSP00000120072, ENSMUSP00000125931, ENSMUSP00000117654, ENSMUSP00000116447, ENSMUSP00000122216, ENSMUSP00000026135, ENSMUSP00000101764, ENSMUSP00000101766, ENSMUSP00000101765, ENSMUSP00000099305, ENSMUSP00000120669, ENSMUSP00000129462
OG0000653	FBpp0085264	ENSMUSP00000097756, ENSMUSP00000101912, ENSMUSP00000017276, ENSMUSP00000101909, ENSMUSP00000042698, ENSMUSP00000152189, ENSMUSP00000051423, ENSMUSP00000103357, ENSMUSP00000147706, ENSMUSP00000106355, ENSMUSP00000112157
OG0000654	FBpp0085526, FBpp0085527, FBpp0307640, FBpp0307638, FBpp0307639, FBpp0307637, FBpp0089194	ENSMUSP00000008893, ENSMUSP00000137780, ENSMUSP00000004646, ENSMUSP00000056862, ENSMUSP00000078703, ENSMUSP00000021190, ENSMUSP00000099551, ENSMUSP00000104028, ENSMUSP00000101972, ENSMUSP00000032949
OG0000655	FBpp0089031, FBpp0089035, FBpp0089034, FBpp0089032, FBpp0304835, FBpp0089033	ENSMUSP00000007130, ENSMUSP00000136294
OG0000669	FBpp0085214, FBpp0300204, FBpp0085215, FBpp0300203	ENSMUSP00000029259, ENSMUSP00000143039
OG0000671	FBpp0304882, FBpp0304887, FBpp0304883, FBpp0304888, FBpp0304886, FBpp0304884, FBpp0075691, FBpp0304881, FBpp0304885	ENSMUSP00000082723, ENSMUSP00000118766, ENSMUSP00000119461, ENSMUSP00000055036
OG0000672	FBpp0308730, FBpp0079257, FBpp0311178, FBpp0291751	ENSMUSP00000035610
OG0000673	FBpp0070894, FBpp0311816, FBpp0089269, FBpp0073035, FBpp0073034, FBpp0305348	ENSMUSP00000114180, ENSMUSP00000115578
OG0000673	FBpp0305700	ENSMUSP00000104347, ENSMUSP00000117361, ENSMUSP00000019649
OG0000674	FBpp0078997	ENSMUSP00000141192, ENSMUSP00000141100, ENSMUSP00000027174, ENSMUSP00000140250
OG0000674	FBpp0083625	ENSMUSP00000123879, ENSMUSP00000124616, ENSMUSP00000125305, ENSMUSP00000099487
OG0000675	FBpp0073572	ENSMUSP00000102456, ENSMUSP00000021052, ENSMUSP00000133629, ENSMUSP00000030791, ENSMUSP00000143437, ENSMUSP00000155750, ENSMUSP00000155619, ENSMUSP00000155667, ENSMUSP00000154932, ENSMUSP00000023759
OG0000676	FBpp0111655, FBpp0079303, FBpp0305611, FBpp0307833	ENSMUSP00000097714, ENSMUSP00000026128
OG0000677	FBpp0071123	ENSMUSP00000112577, ENSMUSP00000099390
OG0000678	FBpp0071026, FBpp0304122, FBpp0293664	ENSMUSP00000135892, ENSMUSP00000135223, ENSMUSP00000135086, ENSMUSP00000135370, ENSMUSP00000004097, ENSMUSP00000134819, ENSMUSP00000135816, ENSMUSP00000135036, ENSMUSP00000135054, ENSMUSP00000135512
OG0000679	FBpp0082446, FBpp0303078	ENSMUSP00000081044, ENSMUSP00000006367, ENSMUSP00000109871, ENSMUSP00000084910, ENSMUSP00000118234, ENSMUSP00000138148, ENSMUSP00000115547, ENSMUSP00000087073, ENSMUSP00000138153, ENSMUSP00000109596, ENSMUSP00000109595
OG0000680	FBpp0082223, FBpp0082222, FBpp0082221, FBpp0082220, FBpp0082219	ENSMUSP00000034138, ENSMUSP00000070413, ENSMUSP00000112520, ENSMUSP00000119602, ENSMUSP00000116601, ENSMUSP00000121461, ENSMUSP00000118294, ENSMUSP00000030118, ENSMUSP00000129730
OG0000682	FBpp0086006, FBpp0293275	ENSMUSP00000034226, ENSMUSP00000148506, ENSMUSP00000148524, ENSMUSP00000148543, ENSMUSP00000148547, ENSMUSP00000148379, ENSMUSP00000148342, ENSMUSP00000148325, ENSMUSP00000148497, ENSMUSP00000148392, ENSMUSP00000148606
OG0000683	FBpp0076435, FBpp0076434	ENSMUSP00000155747
OG0000684	FBpp0291808, FBpp0291810, FBpp0297589, FBpp0291809, FBpp0291807, FBpp0297588, FBpp0292619, FBpp0291813, FBpp0291806	ENSMUSP00000020411, ENSMUSP00000113362, ENSMUSP00000092948, ENSMUSP00000100911
OG0000685	FBpp0309916, FBpp0078714	ENSMUSP00000074195, ENSMUSP00000008966, ENSMUSP00000113161, ENSMUSP00000112609
OG0000685	FBpp0081311, FBpp0300420, FBpp0307218, FBpp0300421, FBpp0290227, FBpp0290228, FBpp0111267, FBpp0310260, FBpp0080132, FBpp0082628, FBpp0306658, FBpp0086725	ENSMUSP00000070555
OG0000686	FBpp0305993, FBpp0305992, FBpp0297350, FBpp0297352, FBpp0290650, FBpp0297351, FBpp0076146, FBpp0305991	ENSMUSP00000115208, ENSMUSP00000084454, ENSMUSP00000143983, ENSMUSP00000143824, ENSMUSP00000144215, ENSMUSP00000144183, ENSMUSP00000092289, ENSMUSP00000098687, ENSMUSP00000119385
OG0000687	FBpp0071661, FBpp0071660, FBpp0309735	ENSMUSP00000072784, ENSMUSP00000125230, ENSMUSP00000125223, ENSMUSP00000123713, ENSMUSP00000125005, ENSMUSP00000124200, ENSMUSP00000124164, ENSMUSP00000124334, ENSMUSP00000125629, ENSMUSP00000077446
OG0000688	FBpp0289204, FBpp0075394, FBpp0304215	ENSMUSP00000097895, ENSMUSP00000109917, ENSMUSP00000123526, ENSMUSP00000039985, ENSMUSP00000053027, ENSMUSP00000081826, ENSMUSP00000103834
OG0000689	FBpp0078888, FBpp0078889	ENSMUSP00000037107
OG0000691	FBpp0291371, FBpp0089289, FBpp0086050	ENSMUSP00000120249, ENSMUSP00000121442, ENSMUSP00000019791, ENSMUSP00000111109, ENSMUSP00000120011, ENSMUSP00000075420, ENSMUSP00000075674, ENSMUSP00000099531, ENSMUSP00000061123, ENSMUSP00000077691, ENSMUSP00000077014, ENSMUSP00000099528, ENSMUSP00000099530, ENSMUSP00000099529
OG0000692	FBpp0289110, FBpp0289111, FBpp0301794, FBpp0290659, FBpp0301793, FBpp0290658, FBpp0301791, FBpp0301792, FBpp0301795	ENSMUSP00000139548, ENSMUSP00000009689, ENSMUSP00000134389, ENSMUSP00000134166, ENSMUSP00000134076, ENSMUSP00000029667, ENSMUSP00000110955, ENSMUSP00000099338, ENSMUSP00000099336
OG0000693	FBpp0310910, FBpp0310908, FBpp0289694, FBpp0291166, FBpp0291161, FBpp0291164, FBpp0310909, FBpp0310911, FBpp0291163, FBpp0291162, FBpp0291165, FBpp0303994, FBpp0303993, FBpp0303992	ENSMUSP00000150308, ENSMUSP00000148615, ENSMUSP00000149150, ENSMUSP00000148760, ENSMUSP00000105705, ENSMUSP00000150832, ENSMUSP00000148544, ENSMUSP00000149040, ENSMUSP00000105708, ENSMUSP00000150708, ENSMUSP00000150252, ENSMUSP00000148705, ENSMUSP00000148153, ENSMUSP00000139350
OG0000694	FBpp0297861	ENSMUSP00000146698, ENSMUSP00000130127, ENSMUSP00000119994, ENSMUSP00000107058, ENSMUSP00000127070, ENSMUSP00000122472, ENSMUSP00000042195, ENSMUSP00000141104, ENSMUSP00000119024, ENSMUSP00000112699, ENSMUSP00000112615
OG0000706	FBpp0311796, FBpp0077904	ENSMUSP00000117905, ENSMUSP00000113884, ENSMUSP00000112389, ENSMUSP00000117652, ENSMUSP00000113811, ENSMUSP00000118860, ENSMUSP00000104023, ENSMUSP00000113613, ENSMUSP00000112967, ENSMUSP00000041196, ENSMUSP00000113276, ENSMUSP00000118311
OG0000707	FBpp0088446, FBpp0088445, FBpp0088450, FBpp0088449, FBpp0088448, FBpp0088926, FBpp0088451, FBpp0088447, FBpp0088452	ENSMUSP00000152905, ENSMUSP00000153488, ENSMUSP00000044288, ENSMUSP00000145651, ENSMUSP00000145603, ENSMUSP00000145696, ENSMUSP00000145760, ENSMUSP00000145902, ENSMUSP00000146301, ENSMUSP00000087118, ENSMUSP00000142136
OG0000708	FBpp0271918, FBpp0074735	ENSMUSP00000041814
OG0000712	FBpp0080733, FBpp0309711	ENSMUSP00000010520, ENSMUSP00000130492
OG0000713	FBpp0099914, FBpp0087977, FBpp0073922, FBpp0304864	ENSMUSP00000138508, ENSMUSP00000148326, ENSMUSP00000138396, ENSMUSP00000073289, ENSMUSP00000113942, ENSMUSP00000113213
OG0000713	FBpp0086215	ENSMUSP00000074317, ENSMUSP00000138634
OG0000714	FBpp0070578, FBpp0080847, FBpp0074305, FBpp0309975, FBpp0074304, FBpp0309976, FBpp0076785	ENSMUSP00000107404, ENSMUSP00000107405, ENSMUSP00000027741
OG0000716	FBpp0292970, FBpp0308870, FBpp0073621, FBpp0081754, FBpp0081752	ENSMUSP00000049025, ENSMUSP00000100538, ENSMUSP00000117045
OG0000716	FBpp0304606, FBpp0078996	ENSMUSP00000157383, ENSMUSP00000070983, ENSMUSP00000157263, ENSMUSP00000157265
OG0000717	FBpp0303097, FBpp0303096, FBpp0303094, FBpp0076658, FBpp0303095, FBpp0303098	ENSMUSP00000034164
OG0000718	FBpp0311459, FBpp0070943, FBpp0070940, FBpp0070942, FBpp0070941	ENSMUSP00000078654, ENSMUSP00000128489
OG0000719	FBpp0079256, FBpp0312113	ENSMUSP00000110741, ENSMUSP00000154392
OG0000719	FBpp0290436, FBpp0076623, FBpp0076634, FBpp0311659, FBpp0076622, FBpp0076318	ENSMUSP00000039763, ENSMUSP00000138014, ENSMUSP00000108267, ENSMUSP00000114705, ENSMUSP00000027634
OG0000721	FBpp0075111, FBpp0075112, FBpp0075110	ENSMUSP00000155674, ENSMUSP00000154922, ENSMUSP00000097738, ENSMUSP00000018816, ENSMUSP00000119593
OG0000722	FBpp0271765, FBpp0306530	ENSMUSP00000106366, ENSMUSP00000006742, ENSMUSP00000058840, ENSMUSP00000109186
OG0000723	FBpp0072858, FBpp0072857, FBpp0072859, FBpp0072856	ENSMUSP00000112717, ENSMUSP00000082313
OG0000723	FBpp0072428, FBpp0072429, FBpp0072652, FBpp0311803, FBpp0072650, FBpp0072651, FBpp0072654, FBpp0072653	ENSMUSP00000119564, ENSMUSP00000109611, ENSMUSP00000120754, ENSMUSP00000026039, ENSMUSP00000052226, ENSMUSP00000067598
