Orthogroup	neurospora	yeast
OG0000853	EAA34328	YMR267W_mRNA
OG0000855	EAA34083	YLR426W_mRNA, YDL114W_mRNA
OG0000862	ESA44030	YLR313C_mRNA
OG0000880	EAA28812	YPR173C_mRNA
OG0000880	ESA41952	YER047C_mRNA
OG0000883	EAA29819	YEL037C_mRNA
OG0000884	EAA34961	YPL037C_mRNA, YDR252W_mRNA
OG0000887	ESA42065	YBR263W_mRNA
OG0000887	EAA30682	YLR058C_mRNA
OG0000888	EAA35550	YPL165C_mRNA
OG0000888	EAA28732, EAA33925, EAA28531, EAA26997	YHR207C_mRNA
OG0000892	EAA36539	YHR193C_mRNA
OG0000893	EAA28467	YKR079C_mRNA
OG0000895	EAA27341	YDR129C_mRNA
OG0000896	EAA34077	YGR244C_mRNA
OG0000898	EAA28452	YER068W_mRNA
OG0000899	EDO65344, EAA33160, EAA34192	YMR192W_mRNA, YPL249C_mRNA
OG0000901	ESA42364	YGL150C_mRNA
OG0000901	EAA29066	YDR334W_mRNA
OG0000903	EAA26892	YLR344W_mRNA, YGR034W_mRNA
OG0000904	ESA43935	YDR424C_mRNA
OG0000907	EAA27490	YBL037W_mRNA
OG0000908	ESA43193	YOL049W_mRNA
OG0000909	EAA26564	YPL215W_mRNA
OG0000910	EAA33763	YLR359W_mRNA
OG0000912	EAA34690	YJR143C_mRNA
OG0000912	ESA43861	YDL095W_mRNA, YDL093W_mRNA
OG0000912	EAA27034	YAL023C_mRNA, YOR321W_mRNA, YGR199W_mRNA
OG0000916	EAA28512	YOR367W_mRNA
OG0000938	EDO65311	YMR221C_mRNA
OG0000947	EAA35319	YOR348C_mRNA
OG0000947	EAA35042, EAA30854, EAA26575	YOL020W_mRNA, YBR069C_mRNA, YBR068C_mRNA, YDR046C_mRNA, YDR508C_mRNA, YCL025C_mRNA, YGR191W_mRNA, YKR039W_mRNA, YLL061W_mRNA, YPL274W_mRNA
OG0000947	EAA28276	YFL055W_mRNA
OG0000947	EAA32636	YNL270C_mRNA, YEL063C_mRNA, YNL268W_mRNA
OG0000947	EDO65186	YPL265W_mRNA
OG0000947	EAA31076	YDR160W_mRNA
OG0000947	EAA32961	YBR132C_mRNA
OG0000950	EAA31204	YOL060C_mRNA
OG0000955	EAA34612, ESA42297	YDR284C_mRNA
OG0000955	EAA31403	YDR503C_mRNA
OG0000956	EAA33420	YDR105C_mRNA
OG0000957	EAA33206	YOR168W_mRNA
OG0000959	EAA27264	YLR259C_mRNA
OG0000960	EDO64998	YNR029C_mRNA
OG0000963	EAA36174	YJL029C_mRNA
OG0000965	EAA26759	YKL139W_mRNA
OG0000967	EAA33186, EAA34385	YKR056W_mRNA
OG0000968	EAA32748	YDL226C_mRNA
OG0000969	EAA29641	YGR096W_mRNA
OG0000970	EAA36130	YML035C_mRNA
OG0000972	EAA36458	YGL043W_mRNA
OG0000973	ESA44180	YLR340W_mRNA
OG0000975	EAA30970	YDL087C_mRNA
OG0000976	EAA32039	YOL018C_mRNA
OG0000979	EAA32524	YOR349W_mRNA
OG0000980	EAA31511	YGL003C_mRNA
OG0000980	EAA26973, EAA35783	YGL116W_mRNA
OG0000981	ESA41924	YHR190W_mRNA
OG0000983	ESA42242	YIR001C_mRNA
OG0000985	EAA35965	YNL200C_mRNA
OG0000985	EAA32661	YBR035C_mRNA
OG0000988	EAA33087	YCL005W-A_mRNA
OG0000992	EDO64952	YDR063W_mRNA
OG0000993	EAA27538	YCL032W_mRNA
OG0000996	EAA33052	YLR087C_mRNA
OG0001009	EAA29248	YPL174C_mRNA
OG0001022	EAA29993	YKR017C_mRNA
OG0001024	EAA31814	YLR419W_mRNA
OG0001031	EAA27560	YMR297W_mRNA
OG0001031	EAA29397	YBR139W_mRNA
OG0001031	EAA31664, EAA31726	YGL203C_mRNA
OG0001032	EAA30182	YOR251C_mRNA
OG0001033	EAA29385	YKL001C_mRNA
OG0001035	EAA32577	YJL130C_mRNA
OG0001035	EAA36214	YJR109C_mRNA
OG0001036	EAA32152	YBR177C_mRNA, YPL095C_mRNA, YMR210W_mRNA
OG0001038	ESA42763, EAA31668	YPR035W_mRNA
OG0001039	EAA32309	YMR203W_mRNA
OG0001040	EAA30574	YGL123W_mRNA
OG0001041	EAA27012	YBL078C_mRNA
OG0001042	EAA30512, EAA28154	YER003C_mRNA
OG0001043	EAA27140	YGR278W_mRNA
OG0001044	EAA35752	YKL194C_mRNA
OG0001044	ESA41972	YIL078W_mRNA
OG0001048	EAA32676, ESA42315	YKR094C_mRNA, YIL148W_mRNA
OG0001050	EAA32178	YBR117C_mRNA, YPR074C_mRNA
OG0001052	ESA43737	YBL030C_mRNA, YBR085W_mRNA, YMR056C_mRNA
OG0001053	EAA32343, ESA41862	YHR008C_mRNA
OG0001055	EAA32460	YIL003W_mRNA
OG0001057	EAA28961	YPL175W_mRNA
OG0001058	EDO65467	YPL065W_mRNA
OG0001059	EAA31670	YLR351C_mRNA
OG0001059	EAA30496	YJL126W_mRNA
OG0001060	EAA26972	YJL031C_mRNA
OG0001061	EAA30917	YOR257W_mRNA
OG0001063	EAA34441	YAL054C_mRNA, YLR153C_mRNA
OG0001075	EAA28462	YOR271C_mRNA
OG0001084	ESA44148	YBR274W_mRNA
OG0001088	ESA42238	YJL080C_mRNA
OG0001100	ESA42280	YDR034C_mRNA
OG0001100	EAA29240, EAA30506	YDR207C_mRNA
OG0001100	EAA34266	YML099C_mRNA, YBR240C_mRNA
OG0001100	EAA32268, EAA27768, EAA35205, EAA32829, EAA30715, EAA29033, EAA34143, EAA30470, EAA27167, EAA28098, EAA28818	YDL170W_mRNA
OG0001103	EAA35928	YOL040C_mRNA
OG0001104	EAA28295	YML127W_mRNA
OG0001105	EAA32168	YPR181C_mRNA
OG0001106	ESA43161	YLR367W_mRNA, YJL190C_mRNA
OG0001109	EAA34547	YJR106W_mRNA, YDL206W_mRNA
OG0001110	EAA27164	YGL234W_mRNA
OG0001111	EAA34454	YDR524C_mRNA
OG0001113	EDO65422	YAL016W_mRNA
OG0001115	EAA31783	YLR179C_mRNA, YLR178C_mRNA
OG0001116	EAA29460	YML015C_mRNA
OG0001119	EAA28313	YNL111C_mRNA
OG0001120	EAA29599	YLR378C_mRNA
OG0001122	EAA35794	YDR182W_mRNA
OG0001123	EAA35455, EAA34252	YGR178C_mRNA
OG0001127	EAA26779	YKL189W_mRNA
OG0001128	EAA32230	YBR017C_mRNA
OG0001129	EAA36011	YDL075W_mRNA, YLR406C_mRNA
OG0001130	EAA31835	YNL006W_mRNA
OG0001131	EAA32658	YLR262C_mRNA
OG0001132	EAA28777	YOL002C_mRNA, YDR492W_mRNA
OG0001134	EAA30967	YNL247W_mRNA
OG0001135	EAA31843	YGR007W_mRNA
OG0001136	EAA29528	YPL023C_mRNA
OG0001136	EAA32493	YGL125W_mRNA
OG0001137	EAA36522	YKL156W_mRNA, YHR021C_mRNA
OG0001138	EAA33711	YOL121C_mRNA, YNL302C_mRNA
OG0001141	EAA27449	YBR289W_mRNA
OG0001142	EAA33195	YOR292C_mRNA
OG0001142	EAA32569	YLR251W_mRNA
OG0001143	ESA42650	YDR289C_mRNA
OG0001144	ESA44213	YCR081W_mRNA
OG0001146	ESA42269	YKL010C_mRNA
OG0001147	EAA31717	YDR185C_mRNA, YLR168C_mRNA
OG0001148	EAA28274, EAA36099	YLR092W_mRNA, YBR294W_mRNA
OG0001151	EAA31314	YOL115W_mRNA, YNL299W_mRNA
OG0001155	EAA34877	YKL025C_mRNA
OG0001158	ESA43877, EAA31130	YOR032C_mRNA
OG0001161	EAA35854	YMR036C_mRNA
OG0001175	ESA43334	YOR359W_mRNA
OG0001197	EAA30456	YHL039W_mRNA, YPL208W_mRNA
OG0001206	EAA31550	YLR075W_mRNA
OG0001207	EAA33071, EAA35197	YGL058W_mRNA
OG0001208	EAA31879	YNL246W_mRNA
OG0001210	EAA27558	YML026C_mRNA, YDR450W_mRNA
OG0001211	ESA42224	YNL173C_mRNA, YHR146W_mRNA, YDR422C_mRNA
OG0001211	EAA31360	YER027C_mRNA, YGL208W_mRNA
OG0001212	EAA27698	YGR246C_mRNA
OG0001213	EAA27684, EAA29987	YDL125C_mRNA
OG0001215	EAA27966	YKL040C_mRNA
OG0001216	ESA42218	YLR174W_mRNA, YNL009W_mRNA, YDL066W_mRNA
OG0001218	EAA30605	YNR074C_mRNA
OG0001220	EAA36409	YBL099W_mRNA
OG0001221	EAA31583	YLR025W_mRNA
OG0001224	EAA35159	YOL059W_mRNA, YDL022W_mRNA
OG0001226	EAA27337	YNL301C_mRNA, YOL120C_mRNA
OG0001227	EAA32686	YMR262W_mRNA
OG0001228	EAA28369	YAL048C_mRNA
OG0001229	EAA28550	YFR032C-A_mRNA
OG0001230	EAA27792	YDR448W_mRNA
OG0001231	ESA41942	YER086W_mRNA
OG0001231	EAA32098	YKL218C_mRNA
OG0001232	EAA35573, ESA44238	YOR241W_mRNA
OG0001232	EAA32187	YKL132C_mRNA, YMR113W_mRNA
OG0001233	EAA31241	YJL104W_mRNA
OG0001236	EAA27711	YJL106W_mRNA
OG0001237	EAA35367	YOL139C_mRNA
OG0001239	EAA27491	YFR021W_mRNA
OG0001241	EAA34883	YNL326C_mRNA
OG0001243	EAA32336	YHR119W_mRNA
OG0001244	EAA35921	YIL128W_mRNA
OG0001245	EAA28398	YGR010W_mRNA, YLR328W_mRNA
OG0001250	EAA28534	YLR284C_mRNA, YOR180C_mRNA
OG0001261	EAA31459	YPL069C_mRNA
OG0001263	EAA36585	YGR100W_mRNA
OG0001265	EAA29526	YMR010W_mRNA
OG0001267	EAA36095	YDR375C_mRNA
OG0001273	ESA43090	YDL132W_mRNA
OG0001276	ESA43920	YOL004W_mRNA
OG0001293	EAA36572	YGR070W_mRNA, YLR371W_mRNA
OG0001309	EAA35598	YOR386W_mRNA
OG0001310	EAA31284, EAA31186, EAA29476	YIL160C_mRNA
OG0001311	EAA33050	YOR133W_mRNA, YDR385W_mRNA
OG0001311	EAA36467	YKL173W_mRNA
OG0001312	EAA35039	YIR009W_mRNA
OG0001313	EAA36116	YLR442C_mRNA, YML065W_mRNA
OG0001313	EAA35035	YJL194W_mRNA
OG0001314	EAA27738	YNL021W_mRNA
OG0001318	EAA27169	YHL017W_mRNA, YKL039W_mRNA
OG0001319	EAA28376	YDR111C_mRNA, YLR089C_mRNA
OG0001323	ESA43432	YPL212C_mRNA, YGL063W_mRNA
OG0001324	EAA32041	YPR029C_mRNA
OG0001325	EAA33882	YIL052C_mRNA, YER056C-A_mRNA
OG0001326	EAA32329	YDR468C_mRNA
OG0001328	EAA31434	YAL044C_mRNA
OG0001329	EAA35893	YGL147C_mRNA, YNL067W_mRNA
OG0001330	EAA31992	YKL088W_mRNA
OG0001331	EAA27509	YGR083C_mRNA
OG0001333	EAA27694	YIR022W_mRNA
OG0001334	EAA27062	YJL050W_mRNA
OG0001334	EAA36252	YLR398C_mRNA
OG0001337	EAA31758	YEL056W_mRNA
OG0001340	EAA30368	YDL149W_mRNA
OG0001341	EAA26938	YNL178W_mRNA
OG0001345	EAA26738	YLR441C_mRNA, YML063W_mRNA
OG0001347	EAA26774	YOL100W_mRNA, YDR490C_mRNA
OG0001348	ESA44089	YNL168C_mRNA
OG0001349	ESA42479	YKL190W_mRNA
OG0001350	EAA33584	YJL026W_mRNA, YGR180C_mRNA
OG0001351	EAA31856	YDL064W_mRNA
OG0001352	ESA42355	YAL021C_mRNA
OG0001353	EAA31933, EAA36054	YDL003W_mRNA
OG0001354	ESA42098, EAA35232	YKL024C_mRNA
OG0001357	EDO65306	YDR246W_mRNA
OG0001358	EAA34574	YDL045C_mRNA
OG0001358	EAA32799	YMR178W_mRNA
OG0001360	EAA36297	YFL017C_mRNA
OG0001362	EAA27391	YJL014W_mRNA
OG0001363	ESA43662	YNL025C_mRNA
OG0001364	EAA32030	YLR116W_mRNA
OG0001365	EAA35697	YCR047C_mRNA
OG0001366	EAA27139	YML080W_mRNA
OG0001371	ESA43811, EAA33848	YPL181W_mRNA
OG0001371	EAA28230	YJL105W_mRNA, YKR029C_mRNA
OG0001375	EAA27344	YOR085W_mRNA
OG0001382	EAA34937	YGR101W_mRNA
OG0001420	EAA32141	YBR114W_mRNA
OG0001420	EAA29275	YLR032W_mRNA
OG0001420	EAA29585, EAA28286, EAA31176, EAA36535	YOR191W_mRNA
OG0001421	EAA31672	YLR061W_mRNA, YFL034C-A_mRNA
OG0001422	EAA33798	YKL170W_mRNA
OG0001422	EAA36351	YER117W_mRNA, YBL087C_mRNA
OG0001424	ESA42619	YMR150C_mRNA
OG0001425	ESA43378	YDR002W_mRNA
OG0001428	EAA27885	YDL164C_mRNA
OG0001435	EDO64997	YLR455W_mRNA
OG0001437	EAA36571	YPL234C_mRNA
OG0001437	EAA32182	YEL027W_mRNA
OG0001438	EAA34815	YPL155C_mRNA
OG0001439	EAA29931	YCL043C_mRNA, YDR518W_mRNA
OG0001440	EAA34208	YOR307C_mRNA, YJL193W_mRNA
OG0001441	EAA34468	YKL127W_mRNA, YMR105C_mRNA
OG0001444	EAA36554	YDR324C_mRNA
OG0001445	EAA28291	YFR024C-A_mRNA, YHR016C_mRNA
OG0001447	EAA33781	YMR207C_mRNA, YNR016C_mRNA
OG0001448	EAA31242	YDL141W_mRNA
OG0001452	EAA33172, EAA33252	YDR107C_mRNA, YLR083C_mRNA
OG0001455	EAA33124	YCL057W_mRNA
OG0001456	EAA32349	YDR513W_mRNA, YCL035C_mRNA
OG0001460	EDO64904	YDR378C_mRNA
OG0001460	EAA27289	YPR182W_mRNA
OG0001463	EAA33715	YJL191W_mRNA, YCR031C_mRNA
OG0001465	EAA29575	YDL055C_mRNA
OG0001467	ESA43022	YPR086W_mRNA
OG0001469	EAA33326	YDR454C_mRNA
OG0001470	EAA31332	YDR221W_mRNA
OG0001471	EAA35228	YJL041W_mRNA
OG0001473	EAA28000	YLL029W_mRNA
OG0001474	EAA33140, EDO64986, EAA28358	YKR031C_mRNA
OG0001475	EAA34241	YPL020C_mRNA
OG0001476	ESA42522	YNL069C_mRNA, YIL133C_mRNA
OG0001477	EAA27245	YGL017W_mRNA
OG0001480	EAA28946	YHR120W_mRNA
OG0001480	EAA30407	YOL090W_mRNA
OG0001481	EAA28758	YMR085W_mRNA, YKL104C_mRNA
OG0001483	EAA29331	YLR086W_mRNA
OG0001485	EAA27347	YEL020W-A_mRNA
OG0001486	EAA31713	YGR124W_mRNA, YPR145W_mRNA
OG0001487	EAA31684	YHR144C_mRNA
OG0001488	EAA26606	YGR031W_mRNA
OG0001489	EDO65277	YPR105C_mRNA
OG0001490	EAA35186	YPL152W_mRNA
OG0001490	EAA31200	YIL153W_mRNA
OG0001491	EAA36068	YNL240C_mRNA
OG0001492	EAA36403	YER029C_mRNA
OG0001493	EAA32242	YDL014W_mRNA
OG0001495	EAA31781	YPR028W_mRNA
OG0001496	EAA32057	YKR078W_mRNA, YOR069W_mRNA
OG0001497	EAA33143	YBR223C_mRNA
OG0001501	ESA43508	YPL046C_mRNA
OG0001502	EAA31239	YGL097W_mRNA
OG0001503	EAA35160	YPR184W_mRNA
OG0001512	EAA27672	YFR002W_mRNA
OG0001515	EAA26886	YPR191W_mRNA
OG0001523	EAA34608, EAA35234	YDL101C_mRNA
OG0001525	EAA29133	YIL046W_mRNA
OG0001530	EAA28559	YOL078W_mRNA
OG0001535	EAA30270	YML030W_mRNA
OG0001537	EAA30386	YBR041W_mRNA
OG0001574	EDO65417	YPL218W_mRNA
OG0001576	EAA36575	YCR032W_mRNA
OG0001580	EAA32998	YMR292W_mRNA
OG0001583	ESA42201, EAA27252, EAA29718	YBR126C_mRNA
OG0001583	EAA27113	YDR074W_mRNA
OG0001583	EAA35713	YML100W_mRNA, YMR261C_mRNA
OG0001584	EAA34631	YML038C_mRNA
OG0001586	ESA42616	YML025C_mRNA
OG0001588	EAA32837	YHR168W_mRNA
OG0001592	EAA30834	YMR116C_mRNA, YPR178W_mRNA
OG0001593	EAA30931	YJL143W_mRNA
OG0001595	EAA34809	YML060W_mRNA
OG0001599	EAA36451	YGR274C_mRNA
OG0001601	EAA33550	YNL071W_mRNA
OG0001603	EAA28493	YNL096C_mRNA, YOR096W_mRNA
OG0001605	EAA33397	YLR015W_mRNA
OG0001606	ESA43202	YDL078C_mRNA, YOL126C_mRNA
OG0001606	EAA29172	YKL085W_mRNA
OG0001608	ESA43429	YDL074C_mRNA
OG0001609	EAA30988	YLR285W_mRNA
OG0001610	EAA29785	YJL207C_mRNA
OG0001613	EAA32803	YKR009C_mRNA
OG0001615	EAA30702	YJL004C_mRNA
OG0001618	EAA34674	YBR034C_mRNA
OG0001620	ESA41925, ESA43783	YLR287C-A_mRNA, YOR182C_mRNA
OG0001621	EAA31127, EAA33400, ESA43907	YGL253W_mRNA, YFR053C_mRNA
OG0001623	EAA33682	YBR059C_mRNA, YIL095W_mRNA, YNL020C_mRNA
OG0001624	EAA27149	YLR008C_mRNA
OG0001625	EAA33994	YJR123W_mRNA
OG0001626	EAA33100	YPR045C_mRNA
OG0001629	EAA32773	YMR026C_mRNA
OG0001630	EAA28171	YER074W_mRNA, YIL069C_mRNA
OG0001631	EAA31773	YLR372W_mRNA
OG0001632	EAA34209	YIL155C_mRNA
OG0001633	EAA26847	YNL281W_mRNA, YDR214W_mRNA
OG0001635	EAA28420	YBR142W_mRNA
OG0001636	EAA35304	YNL162W_mRNA, YHR141C_mRNA
OG0001637	EAA29711	YOL022C_mRNA
OG0001638	EAA33973	YKL073W_mRNA
OG0001640	EAA33439	YDR376W_mRNA
OG0001642	EAA32506	YOR258W_mRNA
OG0001643	EAA31357	YFL024C_mRNA
OG0001646	EAA26733	YKL160W_mRNA
OG0001651	EAA32588	YGL055W_mRNA
OG0001656	EAA27589	YDR017C_mRNA
OG0001659	ESA43796	YDR198C_mRNA
OG0001678	EAA27770, ESA43188	YCR065W_mRNA
OG0001684	EAA31513	YKL184W_mRNA
OG0001687	EAA34812	YPR015C_mRNA
OG0001694	EAA34623	YLR337C_mRNA
OG0001717	EAA30156	YOR143C_mRNA
OG0001718	EDO65041	YHR029C_mRNA
OG0001722	EAA28656	YER078C_mRNA
OG0001722	ESA43463, ESA43290	YFR006W_mRNA
OG0001723	EAA34996	YPL079W_mRNA, YBR191W_mRNA
OG0001724	EAA29386	YKL080W_mRNA
OG0001725	EAA27338	YPR011C_mRNA
OG0001725	EAA33303	YHR002W_mRNA
OG0001728	EAA31318	YER100W_mRNA
OG0001729	EAA29775	YKR002W_mRNA
OG0001730	EAA30770	YGL216W_mRNA
OG0001731	EAA33437	YFR037C_mRNA, YJL176C_mRNA
OG0001733	EAA35430	YHL014C_mRNA, YBR025C_mRNA
OG0001737	EAA31187	YLR377C_mRNA
OG0001738	EAA35886	YER163C_mRNA
OG0001743	ESA42395	YHR074W_mRNA
OG0001744	EAA30983	YER148W_mRNA
OG0001745	EAA34426	YOR035C_mRNA
OG0001746	EAA33194	YCR012W_mRNA
OG0001747	EAA36428	YPR110C_mRNA
OG0001748	ESA43772	YOR332W_mRNA
OG0001750	EAA27452	YMR076C_mRNA
OG0001752	EAA31626	YKR001C_mRNA
OG0001752	EAA34832	YLL001W_mRNA
OG0001753	EAA29598	YOR274W_mRNA
OG0001758	EAA33930, EAA34001, EAA29708	YHR210C_mRNA, YNR071C_mRNA
OG0001759	EAA33134	YDR120C_mRNA
OG0001760	EAA32253	YEL042W_mRNA
OG0001761	EAA31095	YML095C_mRNA
OG0001763	EAA30326	YMR156C_mRNA
OG0001765	EAA31847	YML067C_mRNA
OG0001766	ESA41860	YBR296C_mRNA
OG0001768	EAA32930	YPR160W_mRNA
OG0001769	ESA43769	YER053C_mRNA
OG0001770	EAA27902	YDR482C_mRNA
OG0001771	EAA33980	YJL024C_mRNA
OG0001772	EAA29657	YLR396C_mRNA
OG0001773	EAA33469	YEL051W_mRNA
OG0001774	EAA27152	YPR098C_mRNA
OG0001776	EDO65234	YOR007C_mRNA
OG0001777	EAA27209	YGL082W_mRNA, YPL191C_mRNA
OG0001778	EAA31662	YKL059C_mRNA
OG0001780	ESA43421	YPR180W_mRNA
OG0001782	EAA36480	YPL104W_mRNA
OG0001783	EAA34861	YDL140C_mRNA
OG0001783	EAA27335	YOR116C_mRNA
OG0001785	EAA31627	YCL039W_mRNA
OG0001786	EDO65106	YNL267W_mRNA
OG0001790	EAA31785	YBR261C_mRNA
OG0001792	EAA28426	YKR092C_mRNA
OG0001793	EAA34556	YDR507C_mRNA, YCL024W_mRNA
OG0001794	ESA41826	YLR380W_mRNA
OG0001797	EAA30617, EAA32471	YBR293W_mRNA
OG0001797	EAA29534, EAA33198, EAA30567, EAA31732	YMR088C_mRNA
OG0001798	EAA27954	YOR090C_mRNA
OG0001822	ESA41908	YHR001W_mRNA
OG0001869	EAA33427	YDR435C_mRNA
OG0001870	EAA31518	YPR131C_mRNA
OG0001876	EAA29082	YOR234C_mRNA, YPL143W_mRNA
OG0001877	EAA31056	YER009W_mRNA
OG0001878	EAA35688	YBR212W_mRNA, YHR086W_mRNA
OG0001879	EAA28283	YBR019C_mRNA
OG0001880	EAA28060	YBR143C_mRNA
OG0001881	EAA32295	YNL323W_mRNA, YNR048W_mRNA, YCR094W_mRNA
OG0001883	EAA30315	YDR263C_mRNA, YOR033C_mRNA
OG0001886	EAA33929	YBR127C_mRNA
OG0001889	EAA32251	YML001W_mRNA
OG0001892	EAA34491	YML022W_mRNA, YDR441C_mRNA
OG0001894	ESA44130	YOR312C_mRNA, YMR242C_mRNA
OG0001895	EAA30389	YAL003W_mRNA
OG0001898	EAA32259	YML068W_mRNA
OG0001899	EAA31109	YML051W_mRNA
OG0001901	EAA34634	YPR152C_mRNA, YKL012W_mRNA
OG0001905	EAA31900	YGR200C_mRNA
OG0001906	EAA31514	YDR430C_mRNA
OG0001907	ESA42228	YBR084W_mRNA, YGR204W_mRNA
OG0001908	EAA32325	YAL062W_mRNA, YOR375C_mRNA
OG0001911	EAA34010	YDR311W_mRNA
OG0001912	EAA36389	YPL063W_mRNA
OG0001913	EAA29940	YOL013C_mRNA
OG0001914	EAA26699	YKL192C_mRNA
OG0001915	EAA29900	YPR113W_mRNA
OG0001916	ESA42211	YGR169C_mRNA, YOL066C_mRNA, YDL036C_mRNA
OG0001917	EAA33013	YNR036C_mRNA
OG0001918	EDO65095	YJL045W_mRNA, YKL148C_mRNA
OG0001919	EAA27362, EAA35971	YBL084C_mRNA
OG0001921	EAA26907	YKL210W_mRNA
OG0001922	EAA27375	YHR010W_mRNA, YDR471W_mRNA
OG0001923	EAA27317	YGR202C_mRNA
OG0001924	EAA34986	YNL315C_mRNA
OG0001927	EAA29903	YDR352W_mRNA
OG0001927	EAA28535	YOL092W_mRNA, YBR147W_mRNA
OG0001928	EAA31716	YBL091C_mRNA
OG0001929	ESA43653	YJR033C_mRNA
OG0001930	EAA30802	YOR226C_mRNA, YPL135W_mRNA
OG0001932	EDO65219, EAA28754, EAA32664, EAA26743	YML054C_mRNA
OG0001933	EAA28293	YIL044C_mRNA
OG0001935	EAA30234	YBR073W_mRNA, YGL163C_mRNA
OG0001936	EAA32476	YBL058W_mRNA
OG0001937	EAA31927	YBR229C_mRNA
OG0001938	EAA36302	YLR026C_mRNA
OG0001939	EAA32114	YMR022W_mRNA
OG0001939	EAA32882, EAA32318	YDR054C_mRNA
OG0001940	EAA29825	YIL061C_mRNA
OG0001941	ESA42468	YOL005C_mRNA
OG0001944	EAA29792	YIL097W_mRNA
OG0001945	EAA27644	YBL050W_mRNA
OG0001947	EAA31591	YLR175W_mRNA
OG0001949	EAA28958	YDL120W_mRNA
OG0001950	EAA32181	YEL026W_mRNA
OG0001951	EAA28226	YGL009C_mRNA
OG0001951	EAA30551	YLR304C_mRNA
OG0001951	EAA31834	YJL200C_mRNA
OG0001952	ESA42897	YJR099W_mRNA
OG0001955	EAA28419	YBR061C_mRNA
OG0001956	EAA30418	YHR018C_mRNA
OG0001957	EAA29604	YDR005C_mRNA
OG0001960	ESA44396	YLR293C_mRNA, YOR185C_mRNA
OG0001961	EAA34303	YOR217W_mRNA
OG0001962	EAA34179	YDR057W_mRNA
OG0001963	EAA28093	YIL143C_mRNA
OG0001965	EAA31505	YDL234C_mRNA
OG0001969	EAA30804, EAA32029	YNL229C_mRNA
OG0001980	EAA29925	YDR517W_mRNA
OG0001986	EAA35004	YNL243W_mRNA
OG0001999	EAA31596	YGL227W_mRNA
OG0002000	EAA36400	YGL062W_mRNA, YBR218C_mRNA
OG0002006	EAA31657	YJR044C_mRNA
OG0002008	EAA32395	YDL189W_mRNA
OG0002030	EAA32889	YPL103C_mRNA
OG0002048	EAA27886	YER178W_mRNA
OG0002049	EAA31063	YCR093W_mRNA
OG0002050	EDO65276	YML046W_mRNA
OG0002054	EAA31887	YDR036C_mRNA
OG0002058	EAA28529	YPL220W_mRNA, YGL135W_mRNA
OG0002060	EAA34676	YCR014C_mRNA
OG0002061	EAA33936	YHR011W_mRNA
OG0002062	EAA26782	YBL036C_mRNA
OG0002064	EAA27975	YHR163W_mRNA, YGR248W_mRNA
OG0002066	EAA31407	YPR088C_mRNA
OG0002067	EAA29655	YBR039W_mRNA
OG0002070	EAA32337	YDL227C_mRNA, YDL185W_mRNA
OG0002071	EAA26763	YER081W_mRNA, YIL074C_mRNA
OG0002072	EAA36464	YLR207W_mRNA
OG0002073	EAA36244	YLR448W_mRNA, YML073C_mRNA
OG0002076	EAA33242, EAA30671	YMR079W_mRNA, YKL091C_mRNA
OG0002078	EAA34959	YLR097C_mRNA
OG0002079	EAA29084	YNL241C_mRNA
OG0002080	EAA31572	YEL006W_mRNA, YIL006W_mRNA
OG0002080	EAA31904	YIL134W_mRNA
OG0002083	EAA36078, EAA34376	YBL040C_mRNA
OG0002085	EAA33207, EAA26969	YNL003C_mRNA
OG0002086	EAA34081	YOR063W_mRNA
OG0002087	EAA32478	YER154W_mRNA
OG0002091	EAA33221	YLR027C_mRNA
OG0002092	EAA35723	YGR256W_mRNA, YHR183W_mRNA
OG0002093	EAA28646	YFR052W_mRNA
OG0002095	EAA27604	YLR048W_mRNA, YGR214W_mRNA
OG0002096	EAA32798	YGR061C_mRNA
OG0002097	EAA35493	YKL100C_mRNA
OG0002098	EAA32599	YML024W_mRNA, YDR447C_mRNA
OG0002099	EAA28063	YIL018W_mRNA, YFR031C-A_mRNA
OG0002102	EAA26841	YDR336W_mRNA
OG0002105	EAA35213	YHR026W_mRNA
OG0002106	EAA35833	YMR189W_mRNA
OG0002107	EAA27334	YMR114C_mRNA
OG0002108	EAA35517	YEL061C_mRNA
OG0002109	EAA34582	YNL250W_mRNA
OG0002111	EAA27710	YLR045C_mRNA
OG0002113	EAA31496	YLR247C_mRNA
OG0002114	EAA32733	YPL117C_mRNA
OG0002117	EAA33692	YOR115C_mRNA
OG0002118	EAA32530	YBR020W_mRNA, YDR009W_mRNA
OG0002121	EAA27689	YOL112W_mRNA, YNL293W_mRNA
OG0002122	EAA36405	YGL206C_mRNA
OG0002123	EAA36406	YNL061W_mRNA
OG0002125	EAA31190	YGL141W_mRNA
OG0002127	EAA32310, EAA30801	YBR058C_mRNA
OG0002128	EAA28374	YBR236C_mRNA
OG0002130	EAA28803	YPR073C_mRNA
OG0002131	ESA43509	YNR032C-A_mRNA
OG0002132	EDO64923	YBR252W_mRNA
OG0002133	EAA28270	YGR046W_mRNA
OG0002134	EAA32047	YDR086C_mRNA
OG0002135	EAA31494	YBR101C_mRNA
OG0002136	EAA27581	YBL055C_mRNA
OG0002137	EAA27061	YDL015C_mRNA
OG0002139	EAA36449	YAL002W_mRNA
OG0002140	ESA44110	YER014W_mRNA
OG0002142	EAA35325	YHR162W_mRNA, YGR243W_mRNA
OG0002143	EAA28325	YML126C_mRNA
