Orthogroup	arabidopsis	neurospora
OG0000342	AT3G55530.1	EAA26793
OG0000343	AT4G10590.1, AT4G10570.1, AT1G32850.1, AT2G40930.1, AT5G22030.2	EAA26929
OG0000344	AT3G22930.1, AT3G43810.2, AT5G21274.1, AT3G56800.1, AT2G27030.3, AT2G41110.2, AT1G66410.2, AT5G37780.3	EAA32040
OG0000344	AT2G41090.1	EAA28982, EAA27158
OG0000358	AT2G44480.3, AT1G51490.1, AT1G47600.1, AT1G51470.1, AT2G44450.1, AT2G25630.1, AT5G44640.1, AT5G42260.1, AT3G60130.1, AT5G24540.1, AT5G24550.1, AT2G44460.1, AT2G44470.3, AT3G60140.1, AT3G60120.1, AT2G44490.1, AT2G32860.2, AT1G52400.1, AT3G21370.1, AT1G75940.1, AT5G28510.1, AT3G09260.1, AT1G66270.1, AT1G66280.1, AT1G26560.1, AT5G54570.1, AT1G02850.4, AT4G21760.2, AT3G18070.1, AT3G18080.1, AT5G36890.1	ESA43275
OG0000359	AT4G02690.1, AT1G03070.1, AT3G63310.1, AT4G14730.1, AT4G15470.1	EAA35821
OG0000360	AT1G10070.1, AT3G19710.1, AT1G50090.1, AT1G50110.1, AT1G10060.5, AT3G49680.1	EAA35712
OG0000361	AT1G27650.1, AT5G42820.1	ESA44077
OG0000363	AT5G48700.1, AT5G48710.1, AT5G55856.1, AT5G55855.2, AT2G32765.1, AT5G55170.1, AT5G55160.2, AT4G26840.1	ESA43995
OG0000364	AT5G20850.1	EAA35890
OG0000365	AT3G02760.1	EAA30025
OG0000367	AT4G17260.1	EAA35318
OG0000378	AT5G66590.1, AT2G19980.1, AT2G19970.1, AT2G19990.1, AT1G01310.1, AT5G02730.1, AT3G09590.1, AT4G31470.1, AT5G57625.1, AT4G25790.1, AT4G30320.1, AT4G25780.1, AT4G33730.1, AT3G19690.1, AT2G14580.1, AT2G14610.1, AT1G50060.1, AT1G50050.1, AT4G07820.1, AT4G33720.1, AT4G33710.1, AT5G26130.1	EAA35828, EAA30878, EAA27804
OG0000379	AT1G20065.2, AT3G25940.1	EAA32552
OG0000380	AT3G56960.1, AT2G41210.1, AT3G07960.1, AT1G77740.1, AT1G21980.1, AT2G26420.2, AT3G09920.1	ESA43440, EAA30703
OG0000381	AT4G38360.2, AT1G77220.1, AT1G23070.1	EAA33051
OG0000382	AT1G68100.1	EAA32982
OG0000383	AT1G74030.1, AT2G29560.1, AT2G36530.1	EAA36265, ESA44169
OG0000384	AT5G67380.1, AT3G50000.1, AT2G23080.1, AT2G23070.1	EAA35747
OG0000388	AT4G09320.1, AT5G63310.1	ESA42670
OG0000389	AT4G21540.1, AT4G21534.1	ESA42798
OG0000400	AT2G31200.1, AT2G16700.1, AT4G34970.1, AT4G25590.1, AT5G52360.1, AT1G01750.2, AT4G00680.2, AT3G46000.2, AT3G45990.1, AT3G46010.2, AT5G59890.1, AT5G59880.1	ESA43659
OG0000402	AT5G41580.1, AT1G08910.1	ESA43205
OG0000403	AT2G20560.1, AT4G28480.1, AT3G08910.1, AT5G01390.1, AT1G10350.1, AT1G59725.1, AT3G47940.1, AT5G25530.1	EAA32272
OG0000404	AT1G80830.1, AT1G15960.1	EAA29807, EAA34182
OG0000405	AT3G52560.4, AT2G36060.2, AT1G70660.1, AT1G70650.2, AT1G23260.1	EDO65150
OG0000406	AT2G43420.1, AT2G26260.1, AT1G47290.2	EAA36230
OG0000407	AT2G36900.1, AT5G50440.1	EAA30155
OG0000408	AT3G10550.1, AT5G04540.1	ESA43397
OG0000409	AT3G14740.2	EAA26920
OG0000410	AT4G19045.1, AT5G45550.1	EAA27280
OG0000419	AT3G10850.1	ESA42451
OG0000421	AT4G35740.1	ESA43524
OG0000421	AT3G05740.1, AT1G10930.1, AT1G31360.3	EAA34794
OG0000422	AT3G26340.1, AT1G13060.2	EAA34715
OG0000423	AT5G10960.1, AT1G80780.3, AT2G32070.1, AT1G15920.1, AT5G22250.1, AT3G44260.1	EAA29793
OG0000424	AT1G49760.1, AT2G15500.1, AT4G34110.1, AT2G23350.1, AT1G22760.1, AT1G71770.1, AT2G36660.1	EAA31189
OG0000425	AT4G04800.1, AT4G21860.1, AT4G04810.1, AT4G04830.1, AT4G21850.1, AT4G21830.1, AT4G21840.1, AT4G04840.1	EAA28294
OG0000426	AT4G31860.1, AT2G25070.1	ESA42411
OG0000429	AT4G38260.1	EAA31251
OG0000431	AT5G35980.1	EAA33897
OG0000432	AT5G66130.1	EAA35085
OG0000445	AT1G02740.1, AT4G37280.1	EAA34392
OG0000446	AT5G50490.1, AT5G27910.1, AT5G50470.1, AT5G50480.1, AT5G38140.1, AT1G08970.1, AT1G54830.1, AT1G56170.1, AT3G48590.1, AT5G63470.1	ESA43266
OG0000448	AT1G12390.1, AT1G12340.1, AT1G62880.1, AT4G12090.1, AT3G12180.1	ESA41841
OG0000449	AT1G54080.2, AT1G17370.1, AT3G14100.1	EAA33487
OG0000450	AT4G39120.2, AT1G31190.1, AT3G02870.1	EAA30376, EAA33146
OG0000453	AT1G54390.2	ESA44382, EAA27144
OG0000454	AT5G02250.1	EAA34685
OG0000454	AT2G17510.2	EAA34551
OG0000454	AT1G77680.1	EAA32327
OG0000455	AT2G04030.1, AT3G07770.1, AT4G24190.1, AT5G56010.1, AT5G56030.2, AT5G56000.1, AT5G52640.1	EAA32062
OG0000457	AT5G46750.1, AT4G17890.1, AT2G35210.1	EAA32762
OG0000458	AT5G62500.1, AT3G47690.1, AT5G67270.1	EAA28478
OG0000459	AT5G42740.1	EAA32899
OG0000477	AT5G46210.1	EAA28507
OG0000477	AT1G69670.1, AT1G26830.1	EAA35856
OG0000478	AT1G03190.1	EAA27300
OG0000481	AT3G61160.2, AT4G00720.1, AT1G09840.10, AT1G57870.3, AT2G30980.1, AT1G06390.1, AT4G18710.1, AT5G14640.1, AT5G26751.1, AT3G05840.1	ESA42667
OG0000482	AT1G11660.1, AT1G79920.1, AT1G79930.1	ESA43073
OG0000484	AT1G29940.1	EAA35588
OG0000484	AT5G45140.1	EAA27959
OG0000484	AT4G21710.1	EAA27870
OG0000485	AT3G57650.1, AT1G51260.1	EAA28956
OG0000486	AT1G74320.1, AT1G71697.1, AT4G09760.1, AT2G26830.1	EAA35875, ESA44053
OG0000488	AT5G20080.1	EAA32539, EAA35735
OG0000488	AT5G17770.1	EAA27365, EAA35955
OG0000508	AT1G60780.1, AT1G10730.1	EAA31384
OG0000508	AT5G46630.2	EAA31527
OG0000510	AT1G17720.1	ESA43982
OG0000511	AT1G74990.1, AT1G19310.1, AT2G23780.1, AT2G44410.1, AT2G42030.1, AT3G58030.1, AT4G28270.1, AT4G03510.1, AT4G27470.1	EAA28510
OG0000512	AT1G44820.1, AT1G44180.1, AT4G38220.2	EAA30404
OG0000513	AT1G79610.1, AT1G54370.1	EAA27536
OG0000514	AT1G55880.1	EAA36459
OG0000514	AT3G22460.1, AT4G14880.1, AT3G61440.1, AT2G43750.1, AT3G59760.1, AT5G28020.1, AT5G28030.1, AT3G04940.1, AT3G03630.1	EAA28107
OG0000515	AT1G60000.1, AT3G52150.1, AT3G52380.1, AT3G53460.4, AT2G37220.1, AT4G24770.1, AT5G50250.1	ESA44356, EAA34626
OG0000516	AT1G70400.3, AT1G60170.1	EAA35865
OG0000517	AT2G32000.1, AT5G63920.1	EAA27155
OG0000518	AT3G56440.1, AT2G40810.1, AT5G05150.1, AT3G62770.1, AT2G47720.1	ESA43889
OG0000519	AT3G01310.1, AT5G15070.2	ESA43044
OG0000520	AT3G01380.2	EAA33433
OG0000522	AT4G35560.2, AT5G05570.1	ESA41804
OG0000523	AT4G35890.1, AT5G66100.1	EAA35869
OG0000542	AT3G46830.1, AT5G59150.1, AT1G07410.1, AT1G09630.1, AT5G65270.1, AT4G39990.1, AT3G12160.1, AT5G47960.1, AT3G15060.1, AT5G60860.1, AT1G28550.1, AT2G33870.1, AT4G18430.1, AT5G45750.1, AT4G18800.1, AT1G06400.1, AT1G16920.1	EAA27736, EAA32663
OG0000543	AT4G00900.1, AT1G07670.1, AT1G07810.1, AT1G10130.1	EAA35246
OG0000544	AT1G07705.2, AT5G59710.1	ESA42861
OG0000545	AT1G52760.1, AT5G14980.1, AT5G19290.1, AT1G11090.1, AT5G16120.4, AT1G77420.1, AT3G55180.1, AT2G39400.1, AT2G39420.1, AT2G39410.2, AT3G55190.1, AT2G47630.1, AT3G62860.1, AT1G18360.1, AT1G73480.1, AT5G11650.1	EAA31779
OG0000546	AT3G07880.1, AT1G12070.1, AT1G62450.1	EAA33032
OG0000548	AT1G26630.1, AT1G69410.1, AT1G13950.1	EAA32675
OG0000549	AT1G29990.1	EAA28811
OG0000550	AT4G16800.1	EAA29326
OG0000550	AT4G16210.1	EAA33364
OG0000551	ATMG01080.1, AT2G07671.1	EAA30658, AGG16016
OG0000552	AT5G07460.1, AT4G25130.1, AT5G61640.2, AT5G07470.1	EAA28786
OG0000553	AT2G25970.1	EAA29695
OG0000554	AT5G38710.1, AT3G30775.1	EAA36382
OG0000555	AT3G55410.1, AT5G65750.1	EAA29450, EAA34012
OG0000556	AT4G09140.1	ESA42873
OG0000557	AT5G02530.1, AT5G59950.5	EAA29186
OG0000558	AT5G04620.2	EAA33765
OG0000559	AT5G08280.1	ESA42329
OG0000583	AT5G47200.1, AT4G17530.1, AT1G02130.1, AT3G11730.1	EAA33910
OG0000583	AT3G46060.1, AT5G59840.1, AT3G53610.1, AT3G09900.1, AT5G03520.1	EAA33006
OG0000587	AT2G22610.3, AT1G72250.3, AT5G41310.1, AT1G63640.3, AT1G73860.1, AT1G18410.4, AT3G10310.2, AT3G44730.2, AT2G47500.1, AT1G09170.5, AT5G27000.1, AT4G05190.1, AT4G21270.1, AT5G54670.1, AT4G27180.1	EAA29046
OG0000589	AT4G30270.1, AT1G65310.2, AT4G30280.1, AT4G30290.1, AT5G48070.1, AT4G25810.1, AT5G57560.1, AT2G18800.1, AT5G57550.1, AT4G25820.1, AT5G57540.1, AT5G57530.1, AT3G23730.1, AT4G14130.1, AT4G28850.1, AT2G14620.1, AT4G03210.1, AT4G37800.1, AT5G65730.1, AT1G11545.1, AT2G06850.1, AT5G13870.1, AT3G25050.1, AT3G48580.1, AT4G13080.1, AT4G13090.1, AT2G36870.1, AT3G44990.1, AT1G10550.1, AT1G14720.1, AT2G01850.1, AT1G32170.1, AT4G18990.1	EAA27908
OG0000590	AT1G13190.1, AT5G55670.1	ESA43800
OG0000591	AT2G26240.1, AT3G43520.1, AT3G57280.1, AT1G50740.1, AT3G20510.1	EAA35450
OG0000592	AT4G39850.3	EAA34693, EAA27938
OG0000593	AT2G01730.1, AT1G61010.1	EAA27132
OG0000594	AT2G48150.1, AT3G63080.1, AT1G63460.1, AT4G11600.1, AT2G31570.1, AT2G43350.1, AT2G25080.1, AT4G31870.1	EAA28683
OG0000595	AT2G40090.1	EAA32014
OG0000595	AT5G05200.1	EAA35626
OG0000596	AT1G74310.1, AT4G14670.1	EAA27992
OG0000596	AT5G15450.1, AT2G25140.1	EAA34819
OG0000597	AT5G60500.1, AT5G60510.1, AT2G17570.1	EAA26815
OG0000598	AT3G60100.2, AT2G44350.2	ESA43894, EAA27662
OG0000599	AT3G02280.1	EAA35193
OG0000599	AT3G24710.1	EAA32237, EAA28456
OG0000599	AT4G24520.1, AT4G30210.3	EAA35207
OG0000600	AT4G26390.1, AT5G56350.1, AT5G63680.1, AT5G08570.1, AT3G04050.1, AT3G25960.1, AT3G55650.1, AT3G55810.1	ESA41917
OG0000601	AT5G35600.1, AT5G63110.1, AT4G38130.1	EAA35131
OG0000601	AT3G44680.1	EAA35215
OG0000602	AT5G22330.1	EAA26533
OG0000602	AT5G67630.1, AT3G49830.1	EAA34092
OG0000603	AT4G29330.1, AT4G21810.1, AT4G04860.1	EAA27423
OG0000604	AT4G17620.1	EAA31915
OG0000605	AT4G24160.1	EAA33358
OG0000606	AT5G07320.1, AT5G61810.1, AT5G51050.1	EAA26965
OG0000607	AT5G09740.1, AT5G64610.1	EAA30995, EAA32981
OG0000608	AT5G11170.1, AT5G11200.2	EAA35657
OG0000609	AT5G42950.1	EAA29487
OG0000620	AT5G23970.1, AT4G15400.1, AT5G47980.1, AT4G15390.1, AT3G30280.1, AT5G47950.1, AT1G24420.1, AT3G26040.1, AT1G24430.1, AT1G32910.1, AT1G78990.1, AT5G16410.1, AT1G31490.1, AT4G31910.1, AT3G62160.1, AT3G47170.1, AT5G07080.1, AT2G25150.1, AT2G23510.1, AT1G28680.1, AT5G17540.1, AT3G03480.1, AT2G40230.1, AT1G27620.1, AT1G03390.1, AT3G48720.1, AT5G63560.1, AT5G41040.1, AT1G65450.1, AT2G19070.1, AT5G57840.1, AT5G48930.1	EAA35946
OG0000623	AT1G08990.1, AT1G54940.1, AT4G33330.2, AT1G77130.1, AT3G18660.2, AT5G18480.1	ESA42597
OG0000624	AT4G08480.1, AT4G08500.1, AT4G08470.1	EAA33758, EAA34928, ESA42029
OG0000627	AT5G10740.1, AT5G24940.1, AT4G31750.1, AT1G43900.1, AT5G53140.1, AT4G28400.1, AT2G20630.2, AT3G15260.1, AT2G34740.1, AT1G34750.1, AT1G22280.3, AT1G78200.1	EAA27462
OG0000628	AT5G16980.2, AT5G37960.1, AT3G03080.1, AT5G16990.1, AT5G17000.1, AT5G16970.1, AT1G26320.1, AT5G16960.1, AT5G37940.1, AT5G38000.1, AT5G37980.1, AT3G59845.1, AT1G65560.1	EAA29751, EAA30707
OG0000629	AT1G30000.2	EAA35037
OG0000630	AT4G20320.1, AT1G30820.1, AT2G34890.1, AT3G12670.1, AT4G02120.2	EAA28496
OG0000631	AT1G77840.1, AT1G36730.1	EAA28016
OG0000632	AT3G02090.2	EAA36444
OG0000632	AT1G51980.1, AT3G16480.1	EAA33638
OG0000634	AT5G35680.3, AT2G04520.1	EAA35388
OG0000635	AT3G53030.1, AT3G44850.1, AT5G22840.1, AT2G17530.1, AT4G35500.2	ESA44159
OG0000636	AT4G28680.5, AT2G20340.1	EAA32667
OG0000637	AT5G58670.1, AT4G38530.1, AT2G40116.1, AT5G58700.1, AT3G47220.1, AT3G47290.2, AT5G58690.1, AT3G08510.1, AT3G55940.1	EAA35009, EAA33860, EDO64907
OG0000640	AT3G51520.1	EAA36202
OG0000641	AT3G57170.1	ESA42020
OG0000642	AT4G11380.2, AT4G23460.1	EAA32656, EAA29724
OG0000643	AT4G16710.1	ESA42241
OG0000644	AT4G21580.1	EAA31451
OG0000644	AT5G61510.1	EAA28284
OG0000646	AT5G63400.1, AT5G50370.1	EAA36080, EAA27017
OG0000669	AT1G03090.2	ESA44309
OG0000669	AT3G08840.7	EAA27877
OG0000671	AT1G26110.1, AT5G45330.1	EAA27065
OG0000672	AT1G31480.1	ESA42252, ESA43575
OG0000673	AT1G65350.1, AT1G55060.1, AT4G05050.1, AT5G37640.1, AT4G02890.3, AT5G03240.1	EAA29567
OG0000674	AT3G05060.1, AT5G27120.1, AT5G27140.2	EAA27607
OG0000674	AT1G56110.1, AT3G12860.1	EAA28813
OG0000675	AT5G14170.1, AT3G01890.1	EAA26775
OG0000676	AT5G26640.1, AT3G05870.3	EDO65159
OG0000677	AT3G07140.1	EAA30969
OG0000678	AT3G18480.1	EAA32044
OG0000680	AT5G22060.1, AT3G44110.1	ESA43387, EDO64988, EAA29179
OG0000681	AT3G60240.4	ESA43153
OG0000682	AT3G62140.1	EAA32912
OG0000684	AT4G25845.1, AT4G25850.2, AT5G57240.3, AT4G25860.1, AT5G57400.2	EAA35175
OG0000685	AT5G03370.1	ESA43975
OG0000686	AT5G15680.1	EAA35206
OG0000706	AT1G02160.2	EAA30394
OG0000707	AT2G36880.1, AT4G01850.1, AT1G02500.1, AT3G17390.1	ESA43946
OG0000708	AT5G26860.1, AT3G05780.1, AT3G05790.1	EAA32590
OG0000710	AT3G50850.1, AT5G49560.1, AT1G08125.2, AT5G44170.1, AT1G73320.1	ESA42409
OG0000710	AT2G26810.1	EAA32248, EAA35775
OG0000712	AT1G11970.1, AT1G11980.1	EAA35250
OG0000713	AT1G79530.1, AT1G16300.1, AT1G13440.1, AT3G04120.1	EAA27741
OG0000714	AT5G35730.1, AT2G32295.1	EAA34968
OG0000714	AT2G03260.1, AT2G03240.1, AT1G14040.1, AT2G03250.1, AT4G25350.1, AT1G35350.1, AT1G26730.1, AT1G69480.1, AT3G29060.1, AT3G23430.1, AT1G68740.1	EAA31925
OG0000717	AT1G25420.1, AT1G34220.1	EAA33425
OG0000718	AT1G67430.1, AT1G27400.1	EAA32243
OG0000719	AT1G31812.1	EAA27950, EAA33144
OG0000721	AT4G08520.1, AT3G09800.6, AT1G60970.1	EAA36433
OG0000722	AT1G63440.1, AT5G44790.1	EAA36008
OG0000723	AT1G80460.1	EAA29577
OG0000725	AT4G18300.1, AT2G34970.1, AT3G02270.1	EAA30360
OG0000726	AT3G57480.1, AT2G41835.1, AT5G48205.1, AT3G28210.1	EAA32710
OG0000727	AT4G27940.1, AT2G46320.1	EAA34536
OG0000728	AT3G20475.1	EAA34594
OG0000729	AT3G23810.1, AT4G13940.1	ESA42803
OG0000730	AT5G08535.1, AT3G52350.1	EAA35339
OG0000731	AT3G54840.1, AT5G45130.2, AT4G19640.1	EAA35575, EAA26716
OG0000733	AT4G12740.1	EDO65359, EDO65358
OG0000734	AT4G17390.1, AT4G16720.1	EAA27963
OG0000735	AT4G17830.2	EAA28142, EAA30930
OG0000736	AT4G34030.1	EAA35049
OG0000738	AT5G11860.1	ESA44134
OG0000762	AT1G12360.1, AT4G12120.1, AT1G02010.4	EAA33289
OG0000763	AT3G58600.1, AT1G03900.1	EAA27090
OG0000766	AT1G11860.3	EAA35876
OG0000768	AT3G63460.1, AT1G18830.1	EAA34274
OG0000769	AT1G21640.2, AT3G21070.3	EAA32281, EAA35184
OG0000770	AT1G78050.1, AT1G22170.1, AT5G04120.1, AT3G50520.1	EAA33977
OG0000771	AT5G57815.1, AT4G28060.1, AT1G22450.1, AT1G32710.1	EAA34277
OG0000773	AT3G59500.1, AT1G30890.1	EAA36528
OG0000774	AT2G25050.1, AT3G32410.1, AT1G42980.1, AT3G32400.2, AT5G58160.1, AT1G31810.1, AT5G07740.2, AT5G07650.1, AT5G07760.2, AT5G07780.1, AT5G07770.3, AT3G32420.1	EAA26755
OG0000775	AT1G45332.1, AT2G45030.1	EAA36106
OG0000775	AT1G62750.1	EAA32924
OG0000776	AT1G54140.1	EAA34951
OG0000777	AT1G67420.4, AT5G20660.1	EAA32053
OG0000778	AT3G05510.1	EAA29034
OG0000779	AT3G14250.1	EAA35425
OG0000779	AT3G45490.1, AT5G07640.1, AT2G19610.2, AT3G45480.1, AT3G45510.1, AT3G45460.1, AT2G25370.1, AT2G25360.1, AT3G45470.1, AT5G37560.1, AT2G21420.1, AT5G60250.1, AT3G45540.1, AT3G45555.1, AT2G26130.1, AT2G26135.1, AT3G45580.1, AT3G45570.1, AT3G43750.1, AT3G45560.1, AT3G43180.1, AT2G16520.1, AT3G45500.1, AT3G45525.1	EAA34041
OG0000779	AT2G22940.1	EAA30153, EAA36595
OG0000780	AT2G27480.1, AT5G04170.1, AT3G10300.6	ESA43970
OG0000781	AT3G05280.1, AT5G27490.1, AT2G39805.2	EAA32677
OG0000783	AT3G06670.2, AT5G49390.1	ESA42893
OG0000784	AT3G11220.1	EAA33465
OG0000785	AT3G11620.1	EAA28700
OG0000786	AT3G48330.4, AT5G50240.1	EAA26831
OG0000787	AT5G19740.1, AT4G07670.1, AT3G54720.1	EAA33311, EAA35731
OG0000788	AT5G41520.1, AT5G52650.1, AT4G25740.1	EAA34279
OG0000790	AT4G34490.2	EAA33442
OG0000791	AT5G37510.2	EAA27952
OG0000824	AT1G01230.1, AT5G42000.1	EDO65135
OG0000828	AT3G20750.1, AT5G66320.1, AT3G51080.1, AT4G36240.1, AT4G34680.1, AT3G60530.1, AT2G45050.1, AT5G25830.1, AT4G32890.1, AT3G24050.1, AT3G54810.1, AT3G45170.1, AT2G28340.1, AT1G08010.1, AT1G08000.1, AT3G50870.1, AT4G36620.1, AT5G56860.1, AT4G26150.1, AT5G26930.1, AT3G16870.1, AT4G16141.1, AT5G49300.1, AT3G06740.1	EAA34583, ESA42507
OG0000829	AT4G11230.1, AT1G64060.1, AT1G19230.2, AT5G47910.1, AT5G07390.1, AT4G25090.1, AT5G51060.1, AT1G09090.2, AT5G60010.1, AT3G45810.1	EAA34868, ESA42006
OG0000830	AT1G09330.1	ESA43966
OG0000831	AT2G27810.4, AT4G38050.1, AT2G05760.1, AT2G34190.1, AT2G26510.1, AT1G10540.1, AT1G60030.1, AT5G49990.1, AT5G62890.1, AT1G49960.1, AT5G25420.1, AT1G65550.1	EAA30029
OG0000832	AT1G54160.1, AT3G14020.1, AT1G72830.2, AT1G17590.1, AT2G34720.1, AT1G30500.2, AT3G20910.1, AT5G12840.1	EAA36183
OG0000833	AT3G48990.1	EAA31566
OG0000833	AT4G19010.1, AT1G20500.1, AT1G20490.1, AT5G38120.1, AT1G20510.1, AT1G20480.1, AT5G63380.1, AT4G05160.1, AT1G65060.1, AT1G51680.1, AT3G21240.1, AT3G21230.1, AT1G62940.1	EAA34985, EAA36581, EAA30606, EAA31676, EAA35843
OG0000834	AT1G27320.1, AT5G35750.1, AT2G01830.2	EAA35235
OG0000834	AT5G10720.1	ESA43825, EAA28210, EAA26684
OG0000834	AT2G47430.1, AT2G17820.1	EAA29622
OG0000835	AT4G19560.1, AT4G19600.1, AT5G45190.2, AT1G35440.1, AT1G27630.1	EDO65286
OG0000836	AT1G48090.2, AT4G17140.3	EAA30861
OG0000837	AT1G55150.2, AT5G63120.2	EAA33724
OG0000840	AT2G44150.1, AT3G59960.1, AT4G30860.1	EAA33908, EAA34880
OG0000840	AT1G76710.3, AT1G77300.1	EAA28504
OG0000841	AT2G13810.1, AT1G77670.1	EAA27220
OG0000842	AT5G48030.1, AT1G80030.1, AT3G17830.1, AT2G22360.1, AT4G39960.1	ESA43095
OG0000844	AT3G05600.1, AT4G15960.1, AT4G15955.3, AT2G26740.1, AT2G26750.1, AT4G02340.1, AT3G51000.1	EAA36370, EAA28585
OG0000845	AT5G13780.1	ESA42702
OG0000846	AT2G44140.1, AT3G59950.1	EAA30202
OG0000847	AT5G26594.1, AT3G04280.1	ESA43867
OG0000848	AT3G09320.1	EAA31509
OG0000849	AT3G23610.3	EAA33620, EAA27187
OG0000850	AT5G60550.1, AT3G45240.1	EAA33753, EAA27566
OG0000851	AT3G52250.1	ESA43548
OG0000852	AT4G20325.1	EAA31139
OG0000853	AT5G09650.1	EAA35908, EAA34328
OG0000877	AT1G02090.1	EAA36009
OG0000878	AT2G23380.1, AT4G02020.1, AT1G02580.1	EAA35807
OG0000880	AT2G27600.1, AT1G08270.2	EAA28812
OG0000880	AT3G27120.1	ESA41952
OG0000882	AT1G10390.1, AT1G59660.1, AT1G80680.1	EAA31174, EAA36291
OG0000883	AT1G79650.4, AT1G16190.1, AT3G02540.1, AT5G38470.1	EAA29819
OG0000884	AT1G17880.1, AT1G73230.1	EAA34961
OG0000887	AT1G36370.1, AT1G22020.1, AT4G13930.1, AT4G13890.1, AT4G32520.1, AT5G26780.2, AT4G37930.1	ESA42065, EAA30682
OG0000888	AT2G17900.1	EAA36113
OG0000888	AT1G26760.1	EAA35550
OG0000888	AT5G06620.1	EAA28732, EAA33925, EAA28531, EAA26997
OG0000889	AT1G27760.3	EAA32011
OG0000891	AT1G31290.1, AT1G31280.1, AT1G69440.1, AT1G48410.2, AT5G43810.1, AT2G27880.1, AT5G21030.2, AT5G21150.1, AT2G27040.1, AT2G32940.1	ESA42123, EAA29350
OG0000892	AT1G33040.1, AT4G10480.1, AT3G49470.2, AT5G13850.1, AT3G12390.1	EAA36539
OG0000893	AT3G16260.1, AT1G52160.1	EAA28467
OG0000895	AT5G48460.1, AT5G55400.1, AT4G26700.1, AT5G35700.1, AT2G04750.1	EAA27341
OG0000896	AT2G20420.1	EAA34077
OG0000898	AT2G28540.2, AT3G45630.1, AT5G60170.2	EAA28452
OG0000899	AT3G02460.1, AT5G15930.1	EDO65344, EAA33160, EAA34192
OG0000901	AT3G57300.2	ESA42364
OG0000901	AT3G12810.1	EAA29066
OG0000902	AT4G05520.1, AT3G20290.1	EAA33145
OG0000903	AT5G67510.1, AT3G49910.1	EAA26892
OG0000904	AT4G15930.1	ESA43935
OG0000906	AT5G19570.1	EDO64992
OG0000907	AT5G22770.1, AT5G22780.1	EAA27490
OG0000908	AT5G27380.1	ESA43193
OG0000909	AT5G51220.1	EAA26564
OG0000950	AT5G52790.1, AT2G14520.1, AT4G33700.1, AT1G47330.1, AT1G03270.1, AT4G14230.1, AT4G14240.1	EAA31204
OG0000952	AT3G09540.1, AT3G55140.1, AT5G09280.1, AT1G30350.1, AT1G11920.1, AT4G22090.1, AT4G22080.1, AT5G55720.1, AT2G02720.1, AT1G14420.1, AT5G15110.1, AT3G01270.1, AT5G04310.1, AT3G54920.1, AT3G53190.1, AT1G67750.1, AT5G63180.1, AT3G27400.2, AT4G24780.1, AT4G13710.1, AT3G24230.1, AT1G04680.1, AT4G13210.2, AT3G24670.1, AT3G07010.1, AT5G48900.1	ESA42917
OG0000954	AT1G13560.1, AT3G25585.1	ESA44070
OG0000955	AT3G18220.1, AT1G15080.1, AT3G02600.1, AT2G01180.3	EAA34612, ESA42297, EAA31403
OG0000956	AT3G06170.1, AT1G16180.1	EAA33420
OG0000957	AT5G19720.1, AT1G25350.2	EAA33206
OG0000959	AT2G28000.1, AT5G18820.1, AT1G55490.1, AT3G13470.1, AT5G56500.1, AT1G26230.1, AT3G13860.1, AT3G23990.1, AT2G33210.1	EAA27264
OG0000960	AT1G26520.1	EDO64998
OG0000963	AT1G50500.2, AT1G50970.1	EAA36174
OG0000964	AT2G20770.1, AT1G52920.1, AT5G65280.1	EAA30044
OG0000965	AT5G10270.1, AT5G64960.1, AT1G53050.1	EAA26759
OG0000968	AT2G37550.1, AT3G53710.1	EAA32748
OG0000969	AT3G55640.1, AT3G53940.1, AT2G37890.1, AT3G21390.2, AT5G48970.1	EAA29641
OG0000970	AT2G38280.1	EAA36130
OG0000971	AT4G39660.1, AT2G38400.2, AT3G08860.1	EAA33562
OG0000972	AT2G38560.1	EAA36458
OG0000973	AT3G09200.1, AT3G11250.1, AT2G40010.1	ESA44180
OG0000975	AT5G17440.1, AT3G03340.2	EAA30970
OG0000976	AT5G26980.1, AT3G05710.2, AT4G02195.1	EAA32039
OG0000977	AT4G11060.1, AT3G18580.1	ESA43281
OG0000979	AT3G60740.1	EAA32524
OG0000980	AT5G13840.1, AT4G11920.1, AT4G22910.1	EAA31511
OG0000980	AT5G26955.1	EAA26973
OG0000980	AT4G33260.1, AT4G33270.1, AT5G27945.1, AT5G27080.1, AT5G26900.1, AT5G27570.1	EAA35783
OG0000981	AT4G34640.1, AT4G34650.1	ESA41924
OG0000982	AT4G39680.1	EAA32745
OG0000983	AT5G10350.1, AT5G65260.1, AT5G51120.2	ESA42242
OG0000985	AT5G49970.1	EAA32661
OG0001022	AT4G34370.1, AT2G16090.1, AT3G27720.1, AT3G27710.1	EAA29993
OG0001024	AT1G58050.1, AT1G58060.1	EAA30826
OG0001024	AT2G01130.1, AT1G48650.2, AT5G04895.1, AT2G35920.3, AT2G30800.1, AT1G06670.1	EAA31814
OG0001027	AT1G57610.1, AT1G09575.1, AT5G66650.1, AT2G23790.1, AT4G36820.1, AT5G42610.1	EAA30422
OG0001031	AT5G22980.1, AT3G45010.1, AT3G10410.1, AT5G22960.1	EAA27560, EAA29397
OG0001031	AT1G15000.1	EAA31664, EAA31726
OG0001032	AT1G79230.1, AT1G16460.2	EAA30182
