Orthogroup	arabidopsis	yeast
OG0000457	AT5G46750.1, AT4G17890.1, AT2G35210.1	YER122C_mRNA
OG0000458	AT5G62500.1, AT3G47690.1, AT5G67270.1	YER016W_mRNA
OG0000459	AT5G42740.1	YBR196C_mRNA
OG0000477	AT1G69670.1, AT1G26830.1	YGR003W_mRNA
OG0000478	AT1G03190.1	YER171W_mRNA
OG0000481	AT3G61160.2, AT4G00720.1, AT1G09840.10, AT1G57870.3, AT2G30980.1, AT1G06390.1, AT4G18710.1, AT5G14640.1, AT5G26751.1, AT3G05840.1	YDL079C_mRNA, YMR139W_mRNA
OG0000482	AT1G11660.1, AT1G79920.1, AT1G79930.1	YPL106C_mRNA, YBR169C_mRNA
OG0000484	AT1G29940.1	YPR010C_mRNA
OG0000484	AT5G45140.1	YOR207C_mRNA
OG0000484	AT4G21710.1	YOR151C_mRNA
OG0000485	AT3G57650.1, AT1G51260.1	YBR042C_mRNA, YDR018C_mRNA
OG0000486	AT1G74320.1, AT1G71697.1, AT4G09760.1, AT2G26830.1	YDR147W_mRNA, YLR133W_mRNA
OG0000488	AT5G20080.1	YKL150W_mRNA
OG0000488	AT5G17770.1	YIL043C_mRNA
OG0000507	AT1G09810.1, AT1G79270.1, AT3G17330.1, AT1G48110.1, AT1G55500.5, AT3G13460.1, AT5G61020.1, AT3G03950.3, AT3G13060.2, AT1G27960.1, AT5G58190.2	YDR374C_mRNA
OG0000508	AT1G60780.1, AT1G10730.1	YPL259C_mRNA
OG0000508	AT5G46630.2	YOL062C_mRNA
OG0000510	AT1G17720.1	YGL190C_mRNA
OG0000511	AT1G74990.1, AT1G19310.1, AT2G23780.1, AT2G44410.1, AT2G42030.1, AT3G58030.1, AT4G28270.1, AT4G03510.1, AT4G27470.1	YER116C_mRNA
OG0000513	AT1G79610.1, AT1G54370.1	YDR456W_mRNA
OG0000514	AT1G55880.1	YGR012W_mRNA
OG0000515	AT1G60000.1, AT3G52150.1, AT3G52380.1, AT3G53460.4, AT2G37220.1, AT4G24770.1, AT5G50250.1	YGR159C_mRNA
OG0000516	AT1G70400.3, AT1G60170.1	YGR091W_mRNA
OG0000517	AT2G32000.1, AT5G63920.1	YLR234W_mRNA
OG0000518	AT2G47720.1	YGR223C_mRNA
OG0000519	AT3G01310.1, AT5G15070.2	YLR410W_mRNA
OG0000520	AT3G01380.2	YKL165C_mRNA
OG0000522	AT4G35560.2, AT5G05570.1	YPR032W_mRNA, YBL106C_mRNA
OG0000523	AT4G35890.1, AT5G66100.1	YDR515W_mRNA, YCL037C_mRNA
OG0000524	AT5G67320.1	YBR103W_mRNA
OG0000542	AT3G46830.1, AT5G59150.1, AT1G07410.1, AT1G09630.1, AT5G65270.1, AT4G39990.1, AT3G12160.1, AT5G47960.1, AT3G15060.1, AT5G60860.1, AT1G28550.1, AT2G33870.1, AT4G18430.1, AT5G45750.1, AT4G18800.1, AT1G06400.1, AT1G16920.1	YER031C_mRNA, YGL210W_mRNA
OG0000544	AT1G07705.2, AT5G59710.1	YDL165W_mRNA
OG0000545	AT1G52760.1, AT5G14980.1, AT5G19290.1, AT1G11090.1, AT5G16120.4, AT1G77420.1, AT3G55180.1, AT2G39400.1, AT2G39420.1, AT2G39410.2, AT3G55190.1, AT2G47630.1, AT3G62860.1, AT1G18360.1, AT1G73480.1, AT5G11650.1	YKL094W_mRNA
OG0000546	AT3G07880.1, AT1G12070.1, AT1G62450.1	YDL135C_mRNA
OG0000548	AT1G26630.1, AT1G69410.1, AT1G13950.1	YEL034W_mRNA, YJR047C_mRNA
OG0000549	AT1G29990.1	YLR200W_mRNA
OG0000551	ATMG01080.1, AT2G07671.1	Q0130_mRNA
OG0000552	AT5G07460.1, AT4G25130.1, AT5G61640.2, AT5G07470.1	YER042W_mRNA
OG0000554	AT5G38710.1, AT3G30775.1	YLR142W_mRNA
OG0000555	AT3G55410.1, AT5G65750.1	YIL125W_mRNA
OG0000556	AT4G09140.1	YMR167W_mRNA
OG0000558	AT5G04620.2	YDR232W_mRNA
OG0000559	AT5G08280.1	YDL205C_mRNA
OG0000583	AT5G47200.1, AT4G17530.1, AT1G02130.1, AT3G11730.1	YFL038C_mRNA
OG0000583	AT3G46060.1, AT5G59840.1, AT3G53610.1, AT3G09900.1, AT5G03520.1	YFL005W_mRNA
OG0000587	AT2G22610.3, AT1G72250.3, AT5G41310.1, AT1G63640.3, AT1G73860.1, AT1G18410.4, AT3G10310.2, AT3G44730.2, AT2G47500.1, AT1G09170.5, AT5G27000.1, AT4G05190.1, AT4G21270.1, AT5G54670.1, AT4G27180.1	YPR141C_mRNA
OG0000591	AT2G26240.1, AT3G43520.1, AT3G57280.1, AT1G50740.1, AT3G20510.1	YJR085C_mRNA
OG0000592	AT4G39850.3	YPL147W_mRNA, YKL188C_mRNA
OG0000593	AT2G01730.1, AT1G61010.1	YLR277C_mRNA
OG0000594	AT2G48150.1, AT3G63080.1, AT1G63460.1, AT4G11600.1, AT2G31570.1, AT2G43350.1, AT2G25080.1, AT4G31870.1	YKL026C_mRNA, YIR037W_mRNA, YBR244W_mRNA
OG0000595	AT2G40090.1	YLR253W_mRNA
OG0000596	AT1G74310.1, AT4G14670.1	YLL026W_mRNA
OG0000596	AT5G15450.1, AT2G25140.1	YDR258C_mRNA
OG0000597	AT5G60500.1, AT5G60510.1, AT2G17570.1	YMR101C_mRNA, YBR002C_mRNA
OG0000598	AT3G60100.2, AT2G44350.2	YPR001W_mRNA, YNR001C_mRNA, YCR005C_mRNA
OG0000599	AT3G02280.1	YPR048W_mRNA
OG0000599	AT3G24710.1	YFR030W_mRNA
OG0000599	AT4G24520.1, AT4G30210.3	YHR042W_mRNA
OG0000600	AT4G26390.1, AT5G56350.1, AT5G63680.1, AT5G08570.1, AT3G04050.1, AT3G25960.1, AT3G55650.1, AT3G55810.1	YAL038W_mRNA, YOR347C_mRNA
OG0000601	AT5G35600.1, AT5G63110.1, AT4G38130.1	YNL330C_mRNA
OG0000601	AT3G44680.1	YGL194C_mRNA
OG0000602	AT5G22330.1	YDR190C_mRNA
OG0000602	AT5G67630.1, AT3G49830.1	YPL235W_mRNA
OG0000603	AT4G29330.1, AT4G21810.1, AT4G04860.1	YBR201W_mRNA, YDR411C_mRNA
OG0000604	AT4G17620.1	YGL246C_mRNA
OG0000605	AT4G24160.1	YLR099C_mRNA, YDR125C_mRNA, YGR110W_mRNA
OG0000606	AT5G07320.1, AT5G61810.1, AT5G51050.1	YNL083W_mRNA
OG0000607	AT5G09740.1, AT5G64610.1	YOR244W_mRNA
OG0000608	AT5G11170.1, AT5G11200.2	YDL084W_mRNA
OG0000609	AT5G42950.1	YBR172C_mRNA
OG0000623	AT1G08990.1, AT1G54940.1, AT4G33330.2, AT1G77130.1, AT3G18660.2, AT5G18480.1	YJL137C_mRNA, YKR058W_mRNA, YOR320C_mRNA
OG0000624	AT4G08480.1, AT4G08500.1, AT4G08470.1	YLR362W_mRNA, YJL095W_mRNA, YNR031C_mRNA, YCR073C_mRNA, YHR102W_mRNA
OG0000627	AT5G10740.1, AT5G24940.1, AT4G31750.1, AT1G43900.1, AT5G53140.1, AT4G28400.1, AT2G20630.2, AT3G15260.1, AT2G34740.1, AT1G34750.1, AT1G22280.3, AT1G78200.1	YDL006W_mRNA
OG0000627	AT2G40860.1, AT3G23360.1	YBR125C_mRNA
OG0000628	AT5G16980.2, AT5G37960.1, AT3G03080.1, AT5G16990.1, AT5G17000.1, AT5G16970.1, AT1G26320.1, AT5G16960.1, AT5G37940.1, AT5G38000.1, AT5G37980.1, AT3G59845.1, AT1G65560.1	YML131W_mRNA
OG0000629	AT1G30000.2	YJR131W_mRNA
OG0000630	AT4G20320.1, AT1G30820.1, AT2G34890.1, AT3G12670.1, AT4G02120.2	YBL039C_mRNA, YJR103W_mRNA
OG0000631	AT1G77840.1, AT1G36730.1	YPR041W_mRNA
OG0000632	AT3G02090.2	YLR163C_mRNA, YBL045C_mRNA
OG0000632	AT1G51980.1, AT3G16480.1	YHR024C_mRNA
OG0000634	AT5G35680.3, AT2G04520.1	YMR260C_mRNA
OG0000635	AT3G53030.1, AT3G44850.1, AT5G22840.1, AT2G17530.1, AT4G35500.2	YMR216C_mRNA
OG0000637	AT5G58670.1, AT4G38530.1, AT2G40116.1, AT5G58700.1, AT3G47220.1, AT3G47290.2, AT5G58690.1, AT3G08510.1, AT3G55940.1	YPL268W_mRNA
OG0000640	AT3G51520.1	YOR245C_mRNA
OG0000641	AT3G57170.1	YGR216C_mRNA
OG0000642	AT4G11380.2, AT4G23460.1	YJR005W_mRNA, YKL135C_mRNA
OG0000643	AT4G16710.1	YGL047W_mRNA
OG0000644	AT5G61510.1	YBR046C_mRNA
OG0000646	AT5G63400.1, AT5G50370.1	YER170W_mRNA, YDR226W_mRNA
OG0000671	AT1G26110.1, AT5G45330.1	YPR129W_mRNA
OG0000672	AT1G31480.1	YOR022C_mRNA
OG0000673	AT4G05320.2, AT3G09790.1, AT5G20620.1	YLL039C_mRNA
OG0000674	AT3G05060.1, AT5G27120.1, AT5G27140.2	YOR310C_mRNA
OG0000674	AT1G56110.1, AT3G12860.1	YLR197W_mRNA
OG0000675	AT5G14170.1, AT3G01890.1	YNR023W_mRNA, YCR052W_mRNA
OG0000676	AT5G26640.1, AT3G05870.3	YDL008W_mRNA
OG0000677	AT3G07140.1	YHR188C_mRNA
OG0000678	AT3G18480.1	YKL179C_mRNA
OG0000680	AT5G22060.1, AT3G44110.1	YMR214W_mRNA, YPR061C_mRNA, YNL064C_mRNA
OG0000681	AT3G60240.4	YGR162W_mRNA
OG0000684	AT4G25845.1, AT4G25850.2, AT5G57240.3, AT4G25860.1, AT5G57400.2	YKR003W_mRNA
OG0000686	AT5G15680.1	YIL129C_mRNA
OG0000706	AT1G02160.2	YHR116W_mRNA
OG0000707	AT2G36880.1, AT4G01850.1, AT1G02500.1, AT3G17390.1	YLR180W_mRNA, YDR502C_mRNA
OG0000708	AT5G26860.1, AT3G05780.1, AT3G05790.1	YBL022C_mRNA
OG0000709	AT1G52560.1, AT4G25200.1, AT5G51440.1, AT4G27670.1, AT2G29500.1, AT1G59860.1, AT1G07400.1, AT3G46230.1, AT1G53540.1, AT5G59720.1, AT4G10250.1, AT5G37670.1, AT1G54050.1, AT5G12020.1, AT5G12030.1, AT4G21870.1, AT2G19310.1	YBR072W_mRNA, YDR171W_mRNA
OG0000710	AT3G50850.1, AT5G49560.1, AT1G08125.2, AT5G44170.1, AT1G73320.1	YNL024C_mRNA
OG0000710	AT2G26810.1	YBR271W_mRNA
OG0000712	AT1G11970.1, AT1G11980.1	YDR139C_mRNA
OG0000713	AT1G79530.1, AT1G16300.1, AT1G13440.1, AT3G04120.1	YGR192C_mRNA, YJR009C_mRNA, YJL052W_mRNA
OG0000714	AT5G35730.1, AT2G32295.1	YDR414C_mRNA
OG0000714	AT2G03260.1, AT2G03240.1, AT1G14040.1, AT2G03250.1, AT4G25350.1, AT1G35350.1, AT1G26730.1, AT1G69480.1, AT3G29060.1, AT3G23430.1, AT1G68740.1	YIL047C_mRNA
OG0000717	AT1G25420.1, AT1G34220.1	YNL265C_mRNA
OG0000718	AT1G67430.1, AT1G27400.1	YJL177W_mRNA, YKL180W_mRNA
OG0000719	AT1G31812.1	YGR037C_mRNA
OG0000721	AT4G08520.1, AT3G09800.6, AT1G60970.1	YPL010W_mRNA
OG0000722	AT1G63440.1, AT5G44790.1	YDR270W_mRNA
OG0000723	AT1G80460.1	YHL032C_mRNA
OG0000725	AT4G18300.1, AT2G34970.1, AT3G02270.1	YDR211W_mRNA
OG0000726	AT3G57480.1, AT2G41835.1, AT5G48205.1, AT3G28210.1	YNL155W_mRNA
OG0000727	AT4G27940.1, AT2G46320.1	YGR257C_mRNA
OG0000729	AT3G23810.1, AT4G13940.1	YER043C_mRNA
OG0000731	AT3G54840.1, AT5G45130.2, AT4G19640.1	YOR089C_mRNA
OG0000734	AT4G17390.1, AT4G16720.1	YMR121C_mRNA, YLR029C_mRNA
OG0000735	AT4G17830.2	YFR044C_mRNA, YBR281C_mRNA
OG0000738	AT5G11860.1	YLL010C_mRNA, YLR019W_mRNA
OG0000762	AT1G12360.1, AT4G12120.1, AT1G02010.4	YDR164C_mRNA
OG0000766	AT1G11860.3	YDR019C_mRNA
OG0000768	AT3G63460.1, AT1G18830.1	YDL195W_mRNA
OG0000769	AT1G21640.2, AT3G21070.3	YJR049C_mRNA, YEL041W_mRNA
OG0000770	AT1G78050.1, AT1G22170.1	YKL152C_mRNA, YDL021W_mRNA, YOL056W_mRNA
OG0000770	AT5G04120.1, AT3G50520.1	YOR283W_mRNA
OG0000771	AT5G57815.1, AT4G28060.1, AT1G22450.1, AT1G32710.1	YLR038C_mRNA
OG0000773	AT3G59500.1, AT1G30890.1	YNL263C_mRNA
OG0000775	AT1G45332.1, AT2G45030.1	YLR069C_mRNA
OG0000775	AT1G62750.1	YJL102W_mRNA
OG0000776	AT1G54140.1	YMR236W_mRNA
OG0000777	AT1G67420.4, AT5G20660.1	YBR074W_mRNA
OG0000778	AT3G05510.1	YPR140W_mRNA
OG0000780	AT2G27480.1, AT5G04170.1, AT3G10300.6	YGR058W_mRNA
OG0000781	AT3G05280.1, AT5G27490.1, AT2G39805.2	YGL161C_mRNA
OG0000783	AT3G06670.2, AT5G49390.1	YNL201C_mRNA
OG0000784	AT3G11220.1	YPL101W_mRNA
OG0000785	AT3G11620.1	YPR147C_mRNA
OG0000787	AT5G19740.1, AT4G07670.1, AT3G54720.1	YJR126C_mRNA
OG0000788	AT5G41520.1, AT5G52650.1, AT4G25740.1	YOR293W_mRNA, YMR230W_mRNA
OG0000789	AT4G29690.1, AT4G29700.1, AT4G29680.1, AT4G29710.1	YEL016C_mRNA, YCR026C_mRNA
OG0000790	AT4G34490.2	YNL138W_mRNA
OG0000824	AT1G01230.1, AT5G42000.1	YLR350W_mRNA, YGR038W_mRNA
OG0000828	AT3G20750.1, AT5G66320.1, AT3G51080.1, AT4G36240.1, AT4G34680.1, AT3G60530.1, AT2G45050.1, AT5G25830.1, AT4G32890.1, AT3G24050.1, AT3G54810.1, AT3G45170.1, AT2G28340.1, AT1G08010.1, AT1G08000.1, AT3G50870.1, AT4G36620.1, AT5G56860.1, AT4G26150.1, AT5G26930.1, AT3G16870.1, AT4G16141.1, AT5G49300.1, AT3G06740.1	YMR136W_mRNA, YLR013W_mRNA, YIR013C_mRNA
OG0000830	AT1G09330.1	YDR084C_mRNA
OG0000832	AT1G54160.1, AT3G14020.1, AT1G72830.2, AT1G17590.1, AT2G34720.1, AT1G30500.2, AT3G20910.1, AT5G12840.1	YGL237C_mRNA
OG0000833	AT3G48990.1	YBR222C_mRNA
OG0000834	AT2G47430.1, AT2G17820.1	YIL147C_mRNA
OG0000836	AT1G48090.2, AT4G17140.3	YLL040C_mRNA
OG0000837	AT1G55150.2, AT5G63120.2	YNL112W_mRNA
OG0000840	AT1G76710.3, AT1G77300.1	YJL168C_mRNA
OG0000841	AT2G13810.1, AT1G77670.1	YJL060W_mRNA
OG0000842	AT5G48030.1, AT1G80030.1, AT3G17830.1, AT2G22360.1, AT4G39960.1	YFL016C_mRNA
OG0000845	AT5G13780.1	YHR013C_mRNA
OG0000846	AT2G44140.1, AT3G59950.1	YNL223W_mRNA
OG0000847	AT5G26594.1, AT3G04280.1	YLR006C_mRNA
OG0000849	AT3G23610.3	YIL113W_mRNA, YNL053W_mRNA
OG0000850	AT5G60550.1, AT3G45240.1	YER129W_mRNA, YGL179C_mRNA
OG0000851	AT3G52250.1	YCR033W_mRNA
OG0000853	AT5G09650.1	YBR011C_mRNA, YMR267W_mRNA
OG0000880	AT2G27600.1, AT1G08270.2	YPR173C_mRNA
OG0000880	AT3G27120.1	YER047C_mRNA
OG0000882	AT1G10390.1, AT1G59660.1, AT1G80680.1	YGL092W_mRNA
OG0000883	AT1G79650.4, AT1G16190.1, AT3G02540.1, AT5G38470.1	YEL037C_mRNA
OG0000884	AT1G17880.1, AT1G73230.1	YPL037C_mRNA, YDR252W_mRNA
OG0000887	AT1G36370.1, AT1G22020.1, AT4G13930.1, AT4G13890.1, AT4G32520.1, AT5G26780.2, AT4G37930.1	YBR263W_mRNA, YLR058C_mRNA
OG0000888	AT1G26760.1, AT2G19640.2	YPL165C_mRNA
OG0000888	AT5G06620.1	YHR207C_mRNA
OG0000892	AT1G33040.1, AT4G10480.1, AT3G49470.2, AT5G13850.1, AT3G12390.1	YHR193C_mRNA
OG0000893	AT3G16260.1, AT1G52160.1	YKR079C_mRNA
OG0000895	AT5G48460.1, AT5G55400.1, AT4G26700.1, AT5G35700.1, AT2G04750.1	YDR129C_mRNA
OG0000896	AT2G20420.1	YGR244C_mRNA
OG0000898	AT2G28540.2, AT3G45630.1, AT5G60170.2	YER068W_mRNA
OG0000899	AT3G02460.1, AT5G15930.1	YMR192W_mRNA, YPL249C_mRNA
OG0000901	AT3G57300.2	YGL150C_mRNA
OG0000901	AT3G12810.1	YDR334W_mRNA
OG0000903	AT5G67510.1, AT3G49910.1	YLR344W_mRNA, YGR034W_mRNA
OG0000904	AT4G15930.1	YDR424C_mRNA
OG0000907	AT5G22770.1, AT5G22780.1	YBL037W_mRNA
OG0000908	AT5G27380.1	YOL049W_mRNA
OG0000909	AT5G51220.1	YPL215W_mRNA
OG0000950	AT5G52790.1, AT2G14520.1, AT4G33700.1, AT1G47330.1, AT1G03270.1, AT4G14230.1, AT4G14240.1	YOL060C_mRNA
OG0000955	AT3G18220.1, AT1G15080.1, AT3G02600.1, AT2G01180.3	YDR284C_mRNA, YDR503C_mRNA
OG0000956	AT3G06170.1, AT1G16180.1	YDR105C_mRNA
OG0000957	AT5G19720.1, AT1G25350.2	YOR168W_mRNA
OG0000959	AT2G28000.1, AT5G18820.1, AT1G55490.1, AT3G13470.1, AT5G56500.1, AT1G26230.1, AT3G13860.1, AT3G23990.1, AT2G33210.1	YLR259C_mRNA
OG0000960	AT1G26520.1	YNR029C_mRNA
OG0000963	AT1G50500.2, AT1G50970.1	YJL029C_mRNA
OG0000965	AT5G10270.1, AT5G64960.1, AT1G53050.1	YKL139W_mRNA
OG0000967	AT2G28450.1	YKR056W_mRNA
OG0000968	AT2G37550.1, AT3G53710.1	YDL226C_mRNA
OG0000969	AT3G55640.1, AT3G53940.1, AT2G37890.1, AT3G21390.2, AT5G48970.1	YGR096W_mRNA
OG0000970	AT2G38280.1	YML035C_mRNA
OG0000972	AT2G38560.1	YGL043W_mRNA
OG0000973	AT3G09200.1, AT3G11250.1, AT2G40010.1	YLR340W_mRNA
OG0000975	AT5G17440.1, AT3G03340.2	YDL087C_mRNA
OG0000976	AT5G26980.1, AT3G05710.2, AT4G02195.1	YOL018C_mRNA
OG0000979	AT3G60740.1	YOR349W_mRNA
OG0000980	AT5G13840.1, AT4G11920.1, AT4G22910.1	YGL003C_mRNA
OG0000980	AT5G26955.1, AT4G33260.1, AT4G33270.1, AT5G27945.1, AT5G27080.1, AT5G26900.1, AT5G27570.1	YGL116W_mRNA
OG0000981	AT4G34640.1, AT4G34650.1	YHR190W_mRNA
OG0000983	AT5G10350.1, AT5G65260.1, AT5G51120.2	YIR001C_mRNA
OG0000985	AT5G49970.1	YBR035C_mRNA
OG0001022	AT4G34370.1, AT2G16090.1, AT3G27720.1, AT3G27710.1	YKR017C_mRNA
OG0001024	AT2G01130.1, AT1G48650.2, AT5G04895.1, AT2G35920.3, AT2G30800.1, AT1G06670.1	YLR419W_mRNA
OG0001031	AT5G22980.1, AT3G45010.1, AT3G10410.1, AT5G22960.1	YMR297W_mRNA, YBR139W_mRNA
OG0001031	AT1G15000.1	YGL203C_mRNA
OG0001032	AT1G79230.1, AT1G16460.2	YOR251C_mRNA
OG0001033	AT5G67520.1, AT3G03900.1, AT2G14750.1, AT4G39940.1, AT5G43780.1, AT4G14680.2, AT3G22890.1, AT1G19920.1	YKL001C_mRNA
OG0001035	AT3G20330.1	YJL130C_mRNA
OG0001035	AT1G29900.1	YJR109C_mRNA
OG0001036	AT1G34340.1, AT5G49950.1, AT3G50790.1	YBR177C_mRNA, YPL095C_mRNA, YMR210W_mRNA
OG0001038	AT3G17820.1, AT1G48470.1, AT5G16570.1, AT1G66200.3, AT5G37600.1, AT5G35630.1	YPR035W_mRNA
OG0001039	AT1G50400.1, AT3G20000.1	YMR203W_mRNA
OG0001040	AT1G58684.1, AT1G59359.1, AT1G58983.1, AT1G58380.1, AT2G41840.1, AT3G57490.1	YGL123W_mRNA
OG0001041	AT2G05630.2, AT1G62040.1, AT4G21980.2, AT4G04620.1, AT3G60640.1, AT4G16520.1, AT2G45170.1	YBL078C_mRNA
OG0001042	AT1G67070.1, AT3G02570.1	YER003C_mRNA
OG0001043	AT1G80930.1	YGR278W_mRNA
OG0001044	AT5G26830.1	YKL194C_mRNA, YIL078W_mRNA
OG0001048	AT3G52590.1, AT2G36170.1	YKR094C_mRNA, YIL148W_mRNA
OG0001050	AT2G45290.1, AT3G60750.1	YBR117C_mRNA, YPR074C_mRNA
OG0001051	AT2G46900.1	YDR333C_mRNA
OG0001052	AT5G17400.1, AT5G56450.1, AT5G13490.1, AT3G08580.1, AT4G28390.1	YBL030C_mRNA, YBR085W_mRNA, YMR056C_mRNA
OG0001053	AT4G00651.1, AT3G56350.1, AT3G10920.1	YHR008C_mRNA
OG0001057	AT3G45100.1	YPL175W_mRNA
OG0001058	AT4G05000.1, AT4G21560.1	YPL065W_mRNA
OG0001059	AT5G12040.1	YLR351C_mRNA
OG0001059	AT4G08790.1	YJL126W_mRNA
OG0001060	AT5G41820.1, AT4G24490.1	YJL031C_mRNA
OG0001061	AT4G37010.2	YOR257W_mRNA
OG0001063	AT5G36880.2	YAL054C_mRNA, YLR153C_mRNA
OG0001103	AT5G63070.1, AT1G04270.1, AT5G09510.1, AT5G09500.1, AT1G33850.1, AT5G43640.1, AT5G09490.1	YOL040C_mRNA
OG0001104	AT1G55650.1, AT3G13350.1, AT1G76110.1, AT1G04880.1	YML127W_mRNA, YDL002C_mRNA
OG0001105	AT5G43670.1, AT2G21630.1, AT4G14160.1, AT3G23660.2, AT1G05520.1	YPR181C_mRNA
OG0001106	AT3G46040.1, AT5G59850.1, AT1G07770.1, AT2G39590.1	YLR367W_mRNA, YJL190C_mRNA
OG0001109	AT1G08960.1, AT5G17860.1, AT5G17850.1, AT3G14070.1, AT1G54115.1	YJR106W_mRNA, YDL206W_mRNA
OG0001110	AT1G09830.1, AT3G55010.1	YGL234W_mRNA
OG0001111	AT1G60860.1, AT1G10870.2, AT5G13300.1, AT5G61980.1	YDR524C_mRNA
OG0001113	AT1G13320.1, AT3G25800.1, AT1G25490.1	YAL016W_mRNA
OG0001115	AT1G18100.1, AT2G27550.1, AT5G03840.1, AT5G62040.1, AT4G20370.1, AT1G65480.2	YLR179C_mRNA, YLR178C_mRNA
OG0001116	AT1G20000.1, AT4G20280.1	YML015C_mRNA
OG0001119	AT1G26340.1, AT2G46650.1, AT5G53560.1, AT2G32720.1, AT5G48810.1	YNL111C_mRNA
OG0001120	AT1G78720.1, AT1G29310.1, AT2G34250.1	YLR378C_mRNA
OG0001122	AT1G53710.1	YDR182W_mRNA
OG0001123	AT1G54170.1, AT3G14010.5	YGR178C_mRNA
OG0001127	AT5G18940.1, AT4G17270.1, AT5G47540.1, AT2G03410.1	YKL189W_mRNA
OG0001128	AT2G16953.1, AT2G16950.1, AT2G16960.1	YBR017C_mRNA
OG0001129	AT4G26230.1, AT5G56710.1, AT2G19740.1	YDL075W_mRNA, YLR406C_mRNA
OG0001130	AT2G22040.1, AT3G18140.1	YNL006W_mRNA
OG0001131	AT5G10260.1, AT2G22290.1, AT5G64990.2, AT2G44610.1, AT4G39890.1	YLR262C_mRNA
OG0001132	AT4G38320.1, AT4G37680.3, AT4G38290.1, AT2G40710.1, AT2G24150.1, AT4G30850.1, AT5G20270.1	YOL002C_mRNA, YDR492W_mRNA
OG0001134	AT5G38830.1, AT3G56300.1, AT2G31170.1	YNL247W_mRNA
OG0001135	AT2G38670.1	YGR007W_mRNA
OG0001136	AT2G44160.1, AT3G59970.3	YPL023C_mRNA, YGL125W_mRNA
OG0001137	AT3G61110.1, AT3G61111.1, AT2G45710.1, AT5G47930.1	YKL156W_mRNA, YHR021C_mRNA
OG0001138	AT5G15520.1, AT3G02080.1, AT5G61170.1	YOL121C_mRNA, YNL302C_mRNA
OG0001141	AT3G17590.2	YBR289W_mRNA, YLR321C_mRNA
OG0001142	AT5G19750.1, AT3G24570.1	YOR292C_mRNA, YLR251W_mRNA
OG0001143	AT5G65180.1, AT5G10060.1, AT3G26990.1	YDR289C_mRNA
OG0001144	AT4G00450.1	YCR081W_mRNA
OG0001146	AT4G38600.1, AT5G02880.1	YKL010C_mRNA
OG0001147	AT5G13070.1	YDR185C_mRNA, YLR168C_mRNA
OG0001148	AT5G13550.1	YLR092W_mRNA, YBR294W_mRNA
OG0001151	AT5G53770.1	YOL115W_mRNA, YNL299W_mRNA
OG0001197	AT1G24610.1, AT1G01920.1	YHL039W_mRNA, YPL208W_mRNA
OG0001205	AT2G02990.1, AT1G26820.1, AT1G14220.1, AT1G14210.1, AT2G39780.1	YPL123C_mRNA
OG0001206	AT1G66580.1, AT1G26910.1, AT1G14320.1	YLR075W_mRNA
OG0001207	AT2G02760.1, AT1G14400.1, AT5G62540.1	YGL058W_mRNA
OG0001208	AT1G74560.3, AT1G18800.1	YNL246W_mRNA
OG0001210	AT1G34030.1, AT4G09800.1, AT1G22780.1	YML026C_mRNA, YDR450W_mRNA
OG0001211	AT1G27070.1	YNL173C_mRNA, YHR146W_mRNA, YDR422C_mRNA
OG0001211	AT5G21170.2, AT2G28060.1	YER027C_mRNA, YGL208W_mRNA
OG0001212	AT2G01280.1, AT3G09360.1, AT2G45100.1, AT1G30455.1	YGR246C_mRNA
OG0001213	AT3G56490.1, AT1G31160.1, AT5G48545.1	YDL125C_mRNA
OG0001215	AT4G01940.1, AT1G51390.1, AT3G20970.1	YKL040C_mRNA
OG0001216	AT1G65930.1, AT1G54340.1, AT5G14590.1	YLR174W_mRNA, YNL009W_mRNA, YDL066W_mRNA
OG0001218	AT3G52880.2, AT3G09940.1, AT5G03630.1, AT3G27820.1, AT1G63940.2	YNR074C_mRNA
OG0001220	ATCG00120.1, ATMG01190.1, AT2G07629.1, ATMG00690.1, ATMG00090.1, ATMG01200.1, AT2G07698.1	YBL099W_mRNA
OG0001221	AT4G29160.1, AT2G19830.2	YLR025W_mRNA
OG0001224	AT2G40690.1, AT5G40610.1	YOL059W_mRNA, YDL022W_mRNA
OG0001226	AT5G27850.1, AT3G05590.1, AT2G47570.1	YNL301C_mRNA, YOL120C_mRNA
OG0001227	AT5G17570.1, AT3G03500.1	YMR262W_mRNA
OG0001228	AT3G63150.1, AT3G05310.1, AT5G27540.1	YAL048C_mRNA
OG0001229	AT3G06680.1, AT3G06700.1	YFR032C-A_mRNA
OG0001230	AT3G07740.4, AT4G16420.1	YDR448W_mRNA
OG0001231	AT3G10050.1	YER086W_mRNA
OG0001231	AT4G11640.1	YKL218C_mRNA
OG0001232	AT3G55630.3, AT5G05980.1, AT3G10160.1	YOR241W_mRNA
OG0001232	AT5G41480.1	YKL132C_mRNA, YMR113W_mRNA
OG0001233	AT3G59280.1, AT5G61880.1	YJL104W_mRNA
OG0001236	AT4G19110.2, AT5G45430.1, AT4G13020.3	YJL106W_mRNA
OG0001237	AT5G35620.1, AT4G18040.1	YOL139C_mRNA
OG0001239	AT4G30510.1	YFR021W_mRNA
OG0001241	AT5G04270.1	YNL326C_mRNA
OG0001243	AT5G42400.1	YHR119W_mRNA
OG0001244	AT5G48120.1	YIL128W_mRNA
OG0001245	AT5G55810.2	YGR010W_mRNA, YLR328W_mRNA
